t,mean,lower,upper,variable,prior
66,-0.007568015001528781,-0.030731673545978715,0.015477847693670069,rt,"Uniform(0, 0.2) (default)"
67,-0.005976220846619835,-0.030002657298481762,0.016574176221248224,rt,"Uniform(0, 0.2) (default)"
68,-0.004440011551602559,-0.02867368159870185,0.018951109376939217,rt,"Uniform(0, 0.2) (default)"
69,-0.002316151550244876,-0.026214562017937697,0.021152977788012787,rt,"Uniform(0, 0.2) (default)"
70,7.766272853459829e-5,-0.02282387596637067,0.023578195518696516,rt,"Uniform(0, 0.2) (default)"
71,0.0026583105445232547,-0.021814434404886236,0.026069729947408398,rt,"Uniform(0, 0.2) (default)"
72,0.005872751339585471,-0.018138753133208563,0.0296192540890947,rt,"Uniform(0, 0.2) (default)"
73,0.008501413309481563,-0.014597325814628529,0.03312800898688595,rt,"Uniform(0, 0.2) (default)"
74,0.010267790968222088,-0.0131844437930042,0.0333673024302483,rt,"Uniform(0, 0.2) (default)"
75,0.011467590789655858,-0.012173578816357965,0.03526971486167656,rt,"Uniform(0, 0.2) (default)"
76,0.013101561061445145,-0.011032253154396697,0.037678329085726193,rt,"Uniform(0, 0.2) (default)"
77,0.014876778519035861,-0.00992232486895963,0.03714559751873761,rt,"Uniform(0, 0.2) (default)"
78,0.016873854626357824,-0.007549248780820986,0.039599700801527644,rt,"Uniform(0, 0.2) (default)"
79,0.019328844154469713,-0.004080819035318855,0.043237568348180745,rt,"Uniform(0, 0.2) (default)"
80,0.022121845206120833,-0.0015442475451643658,0.04557477367313472,rt,"Uniform(0, 0.2) (default)"
81,0.024531027838529243,0.0002611023211824573,0.047746065709501254,rt,"Uniform(0, 0.2) (default)"
82,0.026778521512352826,0.004044276917922035,0.049353957604737334,rt,"Uniform(0, 0.2) (default)"
83,0.028487938547026623,0.005168169888372541,0.051344278483253625,rt,"Uniform(0, 0.2) (default)"
84,0.030153629661521627,0.0064112762462159014,0.05299473246377217,rt,"Uniform(0, 0.2) (default)"
85,0.03237200798784533,0.009045580997560403,0.055326049109848736,rt,"Uniform(0, 0.2) (default)"
86,0.03527101807323755,0.012485952378918884,0.057669312229906004,rt,"Uniform(0, 0.2) (default)"
87,0.03809813372451238,0.01534978415443368,0.0607336274087102,rt,"Uniform(0, 0.2) (default)"
88,0.04061165475802236,0.017937474316926865,0.06380342490557653,rt,"Uniform(0, 0.2) (default)"
89,0.04320110788505974,0.02114300722093287,0.0659201611568629,rt,"Uniform(0, 0.2) (default)"
90,0.04521110388632345,0.02313672140519791,0.06792250269186106,rt,"Uniform(0, 0.2) (default)"
91,0.04704414085426044,0.025311067552932047,0.0706267877592963,rt,"Uniform(0, 0.2) (default)"
92,0.048048658047264596,0.025818841137784727,0.07138349233468226,rt,"Uniform(0, 0.2) (default)"
93,0.04853861750971954,0.026431200442640246,0.07143411905750048,rt,"Uniform(0, 0.2) (default)"
94,0.048696661629956624,0.026209689612104216,0.07200458665479335,rt,"Uniform(0, 0.2) (default)"
95,0.04873566472480951,0.02561850161968014,0.07212633414630344,rt,"Uniform(0, 0.2) (default)"
96,0.04896653526905988,0.024527105626198243,0.07352733843631547,rt,"Uniform(0, 0.2) (default)"
97,0.048863773167253356,0.02230934505469337,0.07525138938448363,rt,"Uniform(0, 0.2) (default)"
98,0.04921098533082813,0.020091688576511037,0.078700625162283,rt,"Uniform(0, 0.2) (default)"
99,0.04908792829403238,0.016003909331435102,0.08237647572872005,rt,"Uniform(0, 0.2) (default)"
100,0.04833305284527514,0.010162808014660466,0.0862578940274209,rt,"Uniform(0, 0.2) (default)"
1,0.010455048233082038,0.008952330592344125,0.012100446690525924,Pt,"Uniform(0, 0.2) (default)"
2,0.010512519561744156,0.009226549927633818,0.011900350007500277,Pt,"Uniform(0, 0.2) (default)"
3,0.010559725965862408,0.009407950697584572,0.011730297773171547,Pt,"Uniform(0, 0.2) (default)"
4,0.010609933347745116,0.009601587288732644,0.011717185663488644,Pt,"Uniform(0, 0.2) (default)"
5,0.010665398102865264,0.009744836611792498,0.011628291853134822,Pt,"Uniform(0, 0.2) (default)"
6,0.010730340817449351,0.00986398919918697,0.011633226240055507,Pt,"Uniform(0, 0.2) (default)"
7,0.010818039439154816,0.009909154752282262,0.011729404839486503,Pt,"Uniform(0, 0.2) (default)"
8,0.010939229160409656,0.010050037957196658,0.011847950906775994,Pt,"Uniform(0, 0.2) (default)"
9,0.01109700092451481,0.010162608254924245,0.011991841644997865,Pt,"Uniform(0, 0.2) (default)"
10,0.011300579039338687,0.010389579716476955,0.01223378026005316,Pt,"Uniform(0, 0.2) (default)"
11,0.011545608481449067,0.010632851397599766,0.012511620043952693,Pt,"Uniform(0, 0.2) (default)"
12,0.011809650874069993,0.010938227159876288,0.012760638158239837,Pt,"Uniform(0, 0.2) (default)"
13,0.012103164188520811,0.011241241009355165,0.013038032842974268,Pt,"Uniform(0, 0.2) (default)"
14,0.012404603298441775,0.011526586783193418,0.013364733286216762,Pt,"Uniform(0, 0.2) (default)"
15,0.012714030501157063,0.011820255124044126,0.013689543530635749,Pt,"Uniform(0, 0.2) (default)"
16,0.013021618482265851,0.012090663659767685,0.014041916870351057,Pt,"Uniform(0, 0.2) (default)"
17,0.013320596418712348,0.012351651265910065,0.014339190074501853,Pt,"Uniform(0, 0.2) (default)"
18,0.013584721938565544,0.0125809100403986,0.014611241916161791,Pt,"Uniform(0, 0.2) (default)"
19,0.013789619820882271,0.012811908135695728,0.014802515717163395,Pt,"Uniform(0, 0.2) (default)"
20,0.013944292770591091,0.012966131822130314,0.014956376626247147,Pt,"Uniform(0, 0.2) (default)"
21,0.014052482860843058,0.013043483245398692,0.015093385501227774,Pt,"Uniform(0, 0.2) (default)"
22,0.014134733529729288,0.01314013481583681,0.015149814189279106,Pt,"Uniform(0, 0.2) (default)"
23,0.01421309701595404,0.013172682103949113,0.015272159739314103,Pt,"Uniform(0, 0.2) (default)"
24,0.01429766225696143,0.013316255798794816,0.015335837175926308,Pt,"Uniform(0, 0.2) (default)"
25,0.014391674176542925,0.013357238717168422,0.015487048596662212,Pt,"Uniform(0, 0.2) (default)"
26,0.014495309211178423,0.013469786854569937,0.015624335912603067,Pt,"Uniform(0, 0.2) (default)"
27,0.014602105100073136,0.01354105212909196,0.015765522364455914,Pt,"Uniform(0, 0.2) (default)"
28,0.014715466197111626,0.013655639849167907,0.015868402579638535,Pt,"Uniform(0, 0.2) (default)"
29,0.014829427584166683,0.01376211127766304,0.015970088943769764,Pt,"Uniform(0, 0.2) (default)"
30,0.014936147807878178,0.01388179904680511,0.01608773217554576,Pt,"Uniform(0, 0.2) (default)"
31,0.0150082085207624,0.013954664606139089,0.016137048118962168,Pt,"Uniform(0, 0.2) (default)"
32,0.015021204213017872,0.013939834266381481,0.016170690327959248,Pt,"Uniform(0, 0.2) (default)"
33,0.014985420192514785,0.01389174240179672,0.016142237895797006,Pt,"Uniform(0, 0.2) (default)"
34,0.014884398023425557,0.013818227457399261,0.0160158234152334,Pt,"Uniform(0, 0.2) (default)"
35,0.014704398114006872,0.013656561714848536,0.01586639722695603,Pt,"Uniform(0, 0.2) (default)"
36,0.014447533808530831,0.013363413373468733,0.015552893863128692,Pt,"Uniform(0, 0.2) (default)"
37,0.014122253100584717,0.013092765478544946,0.015227068898359425,Pt,"Uniform(0, 0.2) (default)"
38,0.013735899584508843,0.01266247670910234,0.014826222557659927,Pt,"Uniform(0, 0.2) (default)"
39,0.013285923240304337,0.012215533029272098,0.014361306198066599,Pt,"Uniform(0, 0.2) (default)"
40,0.012797851548696686,0.011796342916799313,0.013864381872143318,Pt,"Uniform(0, 0.2) (default)"
41,0.01227993440821686,0.011325254511382969,0.013278223952745652,Pt,"Uniform(0, 0.2) (default)"
42,0.011762223220756601,0.010856532409204315,0.01266606012894948,Pt,"Uniform(0, 0.2) (default)"
43,0.011249082096209508,0.010342859172822506,0.012129303218017922,Pt,"Uniform(0, 0.2) (default)"
44,0.01076714465681629,0.0098429344142564,0.011628436686927528,Pt,"Uniform(0, 0.2) (default)"
45,0.01032703495097735,0.009438697277960123,0.011196128049442283,Pt,"Uniform(0, 0.2) (default)"
46,0.009913625896708944,0.009026712941645752,0.01078664339915004,Pt,"Uniform(0, 0.2) (default)"
47,0.009542927350786446,0.008686758905662806,0.01042102828799821,Pt,"Uniform(0, 0.2) (default)"
48,0.00921538448517088,0.008393228343619368,0.010057751276866679,Pt,"Uniform(0, 0.2) (default)"
49,0.008933239501239741,0.008121500049385553,0.009735494516379867,Pt,"Uniform(0, 0.2) (default)"
50,0.00869251104299221,0.007882034245263129,0.009473116318847018,Pt,"Uniform(0, 0.2) (default)"
51,0.008475997114021309,0.007731347052338723,0.009210218799207344,Pt,"Uniform(0, 0.2) (default)"
52,0.008275758733741007,0.00756319759328052,0.008995181421924266,Pt,"Uniform(0, 0.2) (default)"
53,0.008081536182616712,0.007357129155355363,0.008817011203367397,Pt,"Uniform(0, 0.2) (default)"
54,0.007893672415454259,0.007180272696103111,0.00860095364559347,Pt,"Uniform(0, 0.2) (default)"
55,0.007718105677382741,0.0070028110426443215,0.008425826958840123,Pt,"Uniform(0, 0.2) (default)"
56,0.0075554231301146295,0.006857717541670331,0.008262323238739648,Pt,"Uniform(0, 0.2) (default)"
57,0.007404208540774092,0.006714502589067549,0.008096283005832768,Pt,"Uniform(0, 0.2) (default)"
58,0.0072640840657415655,0.006563363070290624,0.007964371317603023,Pt,"Uniform(0, 0.2) (default)"
59,0.007136130348926497,0.006459678217848968,0.007829660145662134,Pt,"Uniform(0, 0.2) (default)"
60,0.007019798483459828,0.006344167820559497,0.0077053392170183714,Pt,"Uniform(0, 0.2) (default)"
61,0.006913724418285458,0.006261405814316345,0.007626521687385601,Pt,"Uniform(0, 0.2) (default)"
62,0.006810634401442143,0.0061542376123828475,0.007488023468790443,Pt,"Uniform(0, 0.2) (default)"
63,0.006721602128012832,0.006071633379976547,0.0074032571384839,Pt,"Uniform(0, 0.2) (default)"
64,0.006645471105808888,0.006010220589652343,0.007305475012101113,Pt,"Uniform(0, 0.2) (default)"
65,0.0065830974521059364,0.005942231133762697,0.007245475365958749,Pt,"Uniform(0, 0.2) (default)"
66,0.0065331004798275215,0.005900911814524372,0.007164764254955178,Pt,"Uniform(0, 0.2) (default)"
67,0.006494012692929759,0.005895440977394191,0.007134504482934455,Pt,"Uniform(0, 0.2) (default)"
68,0.006465278089956144,0.005861117004056672,0.007100979804885783,Pt,"Uniform(0, 0.2) (default)"
69,0.0064501243581440585,0.005833268332167214,0.00707961765554702,Pt,"Uniform(0, 0.2) (default)"
70,0.006449649861642611,0.0058298708950402945,0.007081339644209711,Pt,"Uniform(0, 0.2) (default)"
71,0.006466420536600525,0.005851647568061832,0.007101882022611895,Pt,"Uniform(0, 0.2) (default)"
72,0.006504544392843239,0.005891624037765936,0.007132250006752966,Pt,"Uniform(0, 0.2) (default)"
73,0.006560212549686834,0.0059573079057769545,0.007211733559457794,Pt,"Uniform(0, 0.2) (default)"
74,0.006628511666880186,0.006011807105260849,0.007280696447663907,Pt,"Uniform(0, 0.2) (default)"
75,0.0067058962976394715,0.006086516100434441,0.007349902579233088,Pt,"Uniform(0, 0.2) (default)"
76,0.0067952338874872325,0.006180159550055181,0.00744021928393658,Pt,"Uniform(0, 0.2) (default)"
77,0.006897651214634785,0.006259013847330157,0.0075496147744389674,Pt,"Uniform(0, 0.2) (default)"
78,0.00701583626301863,0.006339122744390468,0.007687690313331257,Pt,"Uniform(0, 0.2) (default)"
79,0.007152611315937061,0.006477592823928295,0.007829703107414578,Pt,"Uniform(0, 0.2) (default)"
80,0.007312442072458632,0.006623572611086079,0.008019388495207508,Pt,"Uniform(0, 0.2) (default)"
81,0.00749375038795931,0.006793997682581643,0.008216982441582695,Pt,"Uniform(0, 0.2) (default)"
82,0.007696358437542237,0.0070078000277194975,0.008432361655954278,Pt,"Uniform(0, 0.2) (default)"
83,0.00791765816725111,0.007221576351251344,0.008683279177582989,Pt,"Uniform(0, 0.2) (default)"
84,0.008159079538080961,0.00744387316443369,0.008920547579218799,Pt,"Uniform(0, 0.2) (default)"
85,0.008426611221596979,0.007707972101208536,0.009201634199286574,Pt,"Uniform(0, 0.2) (default)"
86,0.008727996627274508,0.007987454145507202,0.009510372078570126,Pt,"Uniform(0, 0.2) (default)"
87,0.009065876517458434,0.008305604585054294,0.009883084351212972,Pt,"Uniform(0, 0.2) (default)"
88,0.009440890167914598,0.008638499696295321,0.010289196611530526,Pt,"Uniform(0, 0.2) (default)"
89,0.009856735945486054,0.009036710738727007,0.010706195252357432,Pt,"Uniform(0, 0.2) (default)"
90,0.01031223016438435,0.009465566962613612,0.011189744043830125,Pt,"Uniform(0, 0.2) (default)"
91,0.010808516220199363,0.009929585048420233,0.01172879043720585,Pt,"Uniform(0, 0.2) (default)"
92,0.011340262760942651,0.01042164388070598,0.012314348450441463,Pt,"Uniform(0, 0.2) (default)"
93,0.011904031307012524,0.0109611185940227,0.012907123749694325,Pt,"Uniform(0, 0.2) (default)"
94,0.012498347666369364,0.011517880000842463,0.013521324436793932,Pt,"Uniform(0, 0.2) (default)"
95,0.013123090870581505,0.012111284414907327,0.014180741881327265,Pt,"Uniform(0, 0.2) (default)"
96,0.013782233980810252,0.012721999334751979,0.014894281812552831,Pt,"Uniform(0, 0.2) (default)"
97,0.014473995945428714,0.013313648335713227,0.01568162007350059,Pt,"Uniform(0, 0.2) (default)"
98,0.015207603810924205,0.013885310227904544,0.016612564989459216,Pt,"Uniform(0, 0.2) (default)"
99,0.015979642034866563,0.014371251214907834,0.01769250826904835,Pt,"Uniform(0, 0.2) (default)"
100,0.01678320900213037,0.014751942402876809,0.018986661920920488,Pt,"Uniform(0, 0.2) (default)"
1,52.2713,37.0,69.0,nPos,"Uniform(0, 0.2) (default)"
2,52.59765,38.0,69.0,nPos,"Uniform(0, 0.2) (default)"
3,52.795325,38.0,69.0,nPos,"Uniform(0, 0.2) (default)"
4,53.02234,38.0,69.0,nPos,"Uniform(0, 0.2) (default)"
5,53.32015,39.0,69.0,nPos,"Uniform(0, 0.2) (default)"
6,53.653715,39.0,69.0,nPos,"Uniform(0, 0.2) (default)"
7,54.099465,40.0,70.0,nPos,"Uniform(0, 0.2) (default)"
8,54.68555,40.0,70.0,nPos,"Uniform(0, 0.2) (default)"
9,55.48557,41.0,71.0,nPos,"Uniform(0, 0.2) (default)"
10,56.490115,42.0,72.0,nPos,"Uniform(0, 0.2) (default)"
11,57.719195,43.0,74.0,nPos,"Uniform(0, 0.2) (default)"
12,59.07168,44.0,75.0,nPos,"Uniform(0, 0.2) (default)"
13,60.494455,45.0,77.0,nPos,"Uniform(0, 0.2) (default)"
14,62.02382,47.0,79.0,nPos,"Uniform(0, 0.2) (default)"
15,63.533275,48.0,80.0,nPos,"Uniform(0, 0.2) (default)"
16,65.109165,49.0,82.0,nPos,"Uniform(0, 0.2) (default)"
17,66.58985,51.0,84.0,nPos,"Uniform(0, 0.2) (default)"
18,67.949035,52.0,85.0,nPos,"Uniform(0, 0.2) (default)"
19,68.97066,53.0,86.0,nPos,"Uniform(0, 0.2) (default)"
20,69.703045,53.0,87.0,nPos,"Uniform(0, 0.2) (default)"
21,70.273595,54.0,88.0,nPos,"Uniform(0, 0.2) (default)"
22,70.690625,54.0,88.0,nPos,"Uniform(0, 0.2) (default)"
23,71.07487,54.0,89.0,nPos,"Uniform(0, 0.2) (default)"
24,71.49289,55.0,89.0,nPos,"Uniform(0, 0.2) (default)"
25,71.98192,55.0,90.0,nPos,"Uniform(0, 0.2) (default)"
26,72.49557,56.0,90.0,nPos,"Uniform(0, 0.2) (default)"
27,73.005745,56.0,91.0,nPos,"Uniform(0, 0.2) (default)"
28,73.581185,57.0,92.0,nPos,"Uniform(0, 0.2) (default)"
29,74.11872,57.0,92.0,nPos,"Uniform(0, 0.2) (default)"
30,74.65782,58.0,93.0,nPos,"Uniform(0, 0.2) (default)"
31,75.04047,58.0,93.0,nPos,"Uniform(0, 0.2) (default)"
32,75.11754,58.0,93.0,nPos,"Uniform(0, 0.2) (default)"
33,74.939985,58.0,93.0,nPos,"Uniform(0, 0.2) (default)"
34,74.406805,57.0,93.0,nPos,"Uniform(0, 0.2) (default)"
35,73.494345,57.0,92.0,nPos,"Uniform(0, 0.2) (default)"
36,72.22796,55.0,90.0,nPos,"Uniform(0, 0.2) (default)"
37,70.62192,54.0,88.0,nPos,"Uniform(0, 0.2) (default)"
38,68.686705,52.0,86.0,nPos,"Uniform(0, 0.2) (default)"
39,66.426345,50.0,84.0,nPos,"Uniform(0, 0.2) (default)"
40,63.96882,48.0,81.0,nPos,"Uniform(0, 0.2) (default)"
41,61.403575,46.0,78.0,nPos,"Uniform(0, 0.2) (default)"
42,58.79959,44.0,75.0,nPos,"Uniform(0, 0.2) (default)"
43,56.26338,41.0,72.0,nPos,"Uniform(0, 0.2) (default)"
44,53.84619,39.0,69.0,nPos,"Uniform(0, 0.2) (default)"
45,51.651745,38.0,67.0,nPos,"Uniform(0, 0.2) (default)"
46,49.558365,36.0,64.0,nPos,"Uniform(0, 0.2) (default)"
47,47.72356,34.0,62.0,nPos,"Uniform(0, 0.2) (default)"
48,46.08423,33.0,61.0,nPos,"Uniform(0, 0.2) (default)"
49,44.690735,32.0,59.0,nPos,"Uniform(0, 0.2) (default)"
50,43.451435,31.0,57.0,nPos,"Uniform(0, 0.2) (default)"
51,42.37608,30.0,56.0,nPos,"Uniform(0, 0.2) (default)"
52,41.382865,29.0,55.0,nPos,"Uniform(0, 0.2) (default)"
53,40.38851,28.0,54.0,nPos,"Uniform(0, 0.2) (default)"
54,39.468055,27.0,53.0,nPos,"Uniform(0, 0.2) (default)"
55,38.587855,27.0,52.0,nPos,"Uniform(0, 0.2) (default)"
56,37.75751,26.0,51.0,nPos,"Uniform(0, 0.2) (default)"
57,37.02727,25.0,50.0,nPos,"Uniform(0, 0.2) (default)"
58,36.327545,25.0,49.0,nPos,"Uniform(0, 0.2) (default)"
59,35.65729,24.0,48.0,nPos,"Uniform(0, 0.2) (default)"
60,35.099025,24.0,48.0,nPos,"Uniform(0, 0.2) (default)"
61,34.57994,23.0,47.0,nPos,"Uniform(0, 0.2) (default)"
62,34.041535,23.0,46.0,nPos,"Uniform(0, 0.2) (default)"
63,33.61212,22.0,46.0,nPos,"Uniform(0, 0.2) (default)"
64,33.21685,22.0,45.0,nPos,"Uniform(0, 0.2) (default)"
65,32.912435,22.0,45.0,nPos,"Uniform(0, 0.2) (default)"
66,32.68086,22.0,45.0,nPos,"Uniform(0, 0.2) (default)"
67,32.46865,21.0,45.0,nPos,"Uniform(0, 0.2) (default)"
68,32.31184,21.0,44.0,nPos,"Uniform(0, 0.2) (default)"
69,32.23927,21.0,44.0,nPos,"Uniform(0, 0.2) (default)"
70,32.23137,21.0,44.0,nPos,"Uniform(0, 0.2) (default)"
71,32.32126,21.0,44.0,nPos,"Uniform(0, 0.2) (default)"
72,32.525745,22.0,45.0,nPos,"Uniform(0, 0.2) (default)"
73,32.81182,22.0,45.0,nPos,"Uniform(0, 0.2) (default)"
74,33.149125,22.0,45.0,nPos,"Uniform(0, 0.2) (default)"
75,33.516045,22.0,46.0,nPos,"Uniform(0, 0.2) (default)"
76,33.98068,23.0,46.0,nPos,"Uniform(0, 0.2) (default)"
77,34.512245,23.0,47.0,nPos,"Uniform(0, 0.2) (default)"
78,35.07494,24.0,48.0,nPos,"Uniform(0, 0.2) (default)"
79,35.758645,24.0,48.0,nPos,"Uniform(0, 0.2) (default)"
80,36.556655,25.0,49.0,nPos,"Uniform(0, 0.2) (default)"
81,37.454965,26.0,50.0,nPos,"Uniform(0, 0.2) (default)"
82,38.48428,26.0,52.0,nPos,"Uniform(0, 0.2) (default)"
83,39.581965,27.0,53.0,nPos,"Uniform(0, 0.2) (default)"
84,40.782805,28.0,54.0,nPos,"Uniform(0, 0.2) (default)"
85,42.147455,30.0,56.0,nPos,"Uniform(0, 0.2) (default)"
86,43.633835,31.0,58.0,nPos,"Uniform(0, 0.2) (default)"
87,45.3285,32.0,60.0,nPos,"Uniform(0, 0.2) (default)"
88,47.212015,34.0,62.0,nPos,"Uniform(0, 0.2) (default)"
89,49.29586,36.0,64.0,nPos,"Uniform(0, 0.2) (default)"
90,51.549945,37.0,67.0,nPos,"Uniform(0, 0.2) (default)"
91,54.03423,40.0,70.0,nPos,"Uniform(0, 0.2) (default)"
92,56.71285,42.0,73.0,nPos,"Uniform(0, 0.2) (default)"
93,59.510335,44.0,76.0,nPos,"Uniform(0, 0.2) (default)"
94,62.4777,47.0,79.0,nPos,"Uniform(0, 0.2) (default)"
95,65.59931,50.0,83.0,nPos,"Uniform(0, 0.2) (default)"
96,68.910765,52.0,87.0,nPos,"Uniform(0, 0.2) (default)"
97,72.39693,55.0,90.0,nPos,"Uniform(0, 0.2) (default)"
98,76.067875,58.0,95.0,nPos,"Uniform(0, 0.2) (default)"
99,79.860805,61.0,100.0,nPos,"Uniform(0, 0.2) (default)"
100,83.95034,64.0,106.0,nPos,"Uniform(0, 0.2) (default)"
