t,mean,lower,upper,variable,prior
67,0.006498785416634525,0.00587095570055142,0.007155994039925518,Pt,"Uniform(-0.1, 0.1) (narrower)"
68,0.006474125809196639,0.0058477376811368505,0.007101120499906351,Pt,"Uniform(-0.1, 0.1) (narrower)"
69,0.006461285741293593,0.005841352500135103,0.007095737558838086,Pt,"Uniform(-0.1, 0.1) (narrower)"
70,0.006459998486188662,0.005843057046505767,0.007103203030481623,Pt,"Uniform(-0.1, 0.1) (narrower)"
71,0.006474202291195373,0.005840410355430764,0.007128328155771942,Pt,"Uniform(-0.1, 0.1) (narrower)"
72,0.0065117815498301,0.005887332864126013,0.007155620550332944,Pt,"Uniform(-0.1, 0.1) (narrower)"
73,0.0065672270042805465,0.005926218434594944,0.007218479157803411,Pt,"Uniform(-0.1, 0.1) (narrower)"
74,0.006633826333785505,0.006006573382961556,0.007281241404124407,Pt,"Uniform(-0.1, 0.1) (narrower)"
75,0.006709780417583754,0.00608488267679129,0.007366984593119673,Pt,"Uniform(-0.1, 0.1) (narrower)"
76,0.006797290365821192,0.006169042608829081,0.0074785294909848156,Pt,"Uniform(-0.1, 0.1) (narrower)"
77,0.006897840507041495,0.006246943450929658,0.007573690682759275,Pt,"Uniform(-0.1, 0.1) (narrower)"
78,0.007015289891188458,0.006355918321439675,0.007696322141246527,Pt,"Uniform(-0.1, 0.1) (narrower)"
79,0.007153930558361037,0.006481657549502426,0.007849230403982192,Pt,"Uniform(-0.1, 0.1) (narrower)"
80,0.007314104651040805,0.006647858062332543,0.008022422901560964,Pt,"Uniform(-0.1, 0.1) (narrower)"
81,0.007494159200003696,0.006809541385344637,0.008198582971428631,Pt,"Uniform(-0.1, 0.1) (narrower)"
82,0.007697012351670376,0.00700974156325124,0.008408031867979567,Pt,"Uniform(-0.1, 0.1) (narrower)"
83,0.007917920231308283,0.007220219871198853,0.00865459151444908,Pt,"Uniform(-0.1, 0.1) (narrower)"
84,0.008161909944203433,0.007438587143566739,0.00891942820828296,Pt,"Uniform(-0.1, 0.1) (narrower)"
85,0.008428995524603137,0.0076963988996918056,0.00921145478834308,Pt,"Uniform(-0.1, 0.1) (narrower)"
86,0.008729737057528927,0.007960041931887653,0.009529819844348681,Pt,"Uniform(-0.1, 0.1) (narrower)"
87,0.009067207709263232,0.00828014848401168,0.009887334563415668,Pt,"Uniform(-0.1, 0.1) (narrower)"
88,0.009441535496267106,0.008628940856076281,0.010280123084691293,Pt,"Uniform(-0.1, 0.1) (narrower)"
89,0.009855776204022903,0.00901985597494844,0.010723297001873053,Pt,"Uniform(-0.1, 0.1) (narrower)"
90,0.010308397344080804,0.009458589540221092,0.011201225770768389,Pt,"Uniform(-0.1, 0.1) (narrower)"
91,0.010802954051225706,0.009923789953112353,0.011700886011790135,Pt,"Uniform(-0.1, 0.1) (narrower)"
92,0.011335128458539564,0.010434679907967323,0.012283153758904689,Pt,"Uniform(-0.1, 0.1) (narrower)"
93,0.011898895594669816,0.01096477361737332,0.012885064321693085,Pt,"Uniform(-0.1, 0.1) (narrower)"
94,0.01249125373466222,0.011529372974791492,0.01350062257570855,Pt,"Uniform(-0.1, 0.1) (narrower)"
95,0.013113724204951896,0.01210976423152785,0.0141673952204542,Pt,"Uniform(-0.1, 0.1) (narrower)"
96,0.013771961616268895,0.012702139068524696,0.01488786354386532,Pt,"Uniform(-0.1, 0.1) (narrower)"
97,0.014464308680813793,0.013282452802238172,0.01569093863251638,Pt,"Uniform(-0.1, 0.1) (narrower)"
98,0.015196908793457219,0.013844367952814044,0.016614344392200223,Pt,"Uniform(-0.1, 0.1) (narrower)"
99,0.01596684535427647,0.01433117537747523,0.017687847519659905,Pt,"Uniform(-0.1, 0.1) (narrower)"
100,0.016769209694453887,0.014733146287928704,0.01895426932077539,Pt,"Uniform(-0.1, 0.1) (narrower)"
1,52.66168,37.0,69.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
2,52.949085,38.0,69.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
3,53.21563,39.0,69.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
4,53.415255,39.0,69.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
5,53.696555,39.0,69.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
6,53.96762,39.0,70.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
7,54.39471,40.0,70.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
8,54.99331,40.0,71.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
9,55.730635,41.0,72.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
10,56.699445,42.0,73.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
11,57.85736,43.0,74.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
12,59.209005,44.0,76.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
13,60.61195,45.0,77.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
14,62.09375,47.0,79.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
15,63.64478,48.0,80.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
16,65.14022,49.0,82.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
17,66.635235,51.0,84.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
18,67.89585,52.0,85.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
19,68.918095,53.0,86.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
20,69.71123,53.0,87.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
21,70.29705,54.0,88.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
22,70.69887,54.0,88.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
23,71.115185,54.0,89.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
24,71.544225,55.0,89.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
25,72.019905,55.0,90.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
26,72.539225,56.0,90.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
27,73.07669,56.0,91.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
28,73.65957,57.0,92.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
29,74.212435,57.0,92.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
30,74.739355,58.0,93.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
31,75.06057,58.0,93.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
32,75.15205,58.0,93.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
33,74.89088,58.0,93.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
34,74.27715,57.0,92.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
35,73.301255,56.0,91.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
36,71.877885,55.0,90.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
37,70.151185,54.0,88.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
38,68.29815,52.0,86.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
39,66.169925,50.0,83.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
40,63.78395,48.0,81.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
41,61.291115,46.0,78.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
42,58.739275,44.0,75.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
43,56.268455,41.0,72.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
44,53.89889,39.0,70.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
45,51.701095,38.0,67.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
46,49.68398,36.0,65.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
47,47.79147,34.0,62.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
48,46.165445,33.0,61.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
49,44.788325,32.0,59.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
50,43.60795,31.0,58.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
51,42.476385,30.0,56.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
52,41.472635,29.0,55.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
53,40.49124,28.0,54.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
54,39.5208,27.0,53.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
55,38.67345,27.0,52.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
56,37.81932,26.0,51.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
57,37.0563,25.0,50.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
58,36.362665,25.0,49.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
59,35.716385,24.0,48.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
60,35.12879,24.0,48.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
61,34.582,23.0,47.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
62,34.04731,23.0,46.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
63,33.5915,22.0,46.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
64,33.23645,22.0,45.0,nPos,"Uniform(-0.1, 0.1) (narrower)"
