t,mean,lower,upper,variable,iter,simulation,method,fitAttempts,TrueValue
51,0.013078773,0.01208147,0.014121079,Pt,3,Eales,Eales,1,0.013175533
52,0.013547763,0.012540809,0.014610793,Pt,3,Eales,Eales,1,0.013565278
53,0.014063251,0.013053167,0.015096241,Pt,3,Eales,Eales,1,0.013966394
54,0.014617464,0.013555035,0.015628905,Pt,3,Eales,Eales,1,0.014382728
55,0.01520095,0.014124757,0.016236662,Pt,3,Eales,Eales,1,0.014818551
56,0.015802502,0.014680092,0.016907866,Pt,3,Eales,Eales,1,0.015278332
57,0.016411792,0.015277079,0.017590329,Pt,3,Eales,Eales,1,0.015761926
58,0.017019438,0.015866652,0.018257394,Pt,3,Eales,Eales,1,0.016264469
59,0.017614723,0.016409595,0.018893057,Pt,3,Eales,Eales,1,0.016780233
60,0.018185475,0.016925096,0.019508288,Pt,3,Eales,Eales,1,0.017302713
61,0.01871904,0.017495231,0.020046899,Pt,3,Eales,Eales,1,0.01782531
62,0.019213273,0.018005473,0.020606702,Pt,3,Eales,Eales,1,0.018351814
63,0.019675336,0.018445068,0.021083485,Pt,3,Eales,Eales,1,0.018895335
64,0.020113533,0.018825745,0.021489482,Pt,3,Eales,Eales,1,0.019470771
65,0.020536817,0.019232578,0.022008306,Pt,3,Eales,Eales,1,0.020094772
66,0.020954939,0.019624976,0.022363677,Pt,3,Eales,Eales,1,0.020784564
67,0.021379831,0.020055626,0.022843173,Pt,3,Eales,Eales,1,0.021540689
68,0.021825331,0.020531166,0.023304908,Pt,3,Eales,Eales,1,0.022350342
69,0.022306215,0.020945127,0.023814893,Pt,3,Eales,Eales,1,0.023198289
70,0.02283822,0.021488283,0.024383953,Pt,3,Eales,Eales,1,0.024066744
71,0.023437951,0.022062091,0.024934371,Pt,3,Eales,Eales,1,0.024937074
72,0.024118482,0.022685832,0.02557435,Pt,3,Eales,Eales,1,0.025808571
73,0.024891214,0.023390426,0.026374126,Pt,3,Eales,Eales,1,0.02669314
74,0.02576878,0.02423767,0.027324702,Pt,3,Eales,Eales,1,0.027604596
75,0.026765251,0.025196991,0.028397562,Pt,3,Eales,Eales,1,0.028558611
76,0.027895345,0.026354043,0.029555822,Pt,3,Eales,Eales,1,0.029571898
77,0.029164435,0.027557977,0.030779303,Pt,3,Eales,Eales,1,0.030654408
78,0.030572095,0.028930775,0.032273483,Pt,3,Eales,Eales,1,0.031812515
79,0.032116647,0.030355692,0.033771293,Pt,3,Eales,Eales,1,0.033053184
80,0.033794585,0.031976493,0.035535578,Pt,3,Eales,Eales,1,0.034384077
81,0.035601416,0.033748879,0.037440458,Pt,3,Eales,Eales,1,0.035815235
82,0.037539567,0.035682612,0.039364414,Pt,3,Eales,Eales,1,0.037370189
83,0.039614894,0.037774002,0.041377822,Pt,3,Eales,Eales,1,0.039081672
84,0.041832686,0.039884983,0.0436446,Pt,3,Eales,Eales,1,0.040987595
85,0.04419735,0.042120508,0.04617669,Pt,3,Eales,Eales,1,0.043132166
86,0.04671178,0.044617061,0.048787045,Pt,3,Eales,Eales,1,0.045559378
87,0.049373226,0.047237783,0.051615304,Pt,3,Eales,Eales,1,0.048267776
88,0.052174769,0.050041853,0.054466072,Pt,3,Eales,Eales,1,0.051230745
89,0.055106066,0.052882757,0.057509129,Pt,3,Eales,Eales,1,0.054411788
90,0.058152816,0.055712252,0.060689367,Pt,3,Eales,Eales,1,0.057762367
91,0.061302619,0.058726726,0.063830357,Pt,3,Eales,Eales,1,0.0612313
92,0.0645735,0.062027041,0.067053654,Pt,3,Eales,Eales,1,0.064818596
93,0.067998379,0.065536861,0.070570811,Pt,3,Eales,Eales,1,0.068546928
94,0.071615332,0.068921279,0.074443242,Pt,3,Eales,Eales,1,0.07244374
95,0.075468084,0.072693931,0.078508041,Pt,3,Eales,Eales,1,0.076541645
96,0.079602849,0.076716081,0.082660213,Pt,3,Eales,Eales,1,0.080871123
97,0.084051329,0.081007179,0.087195989,Pt,3,Eales,Eales,1,0.085429221
98,0.088842463,0.085618589,0.092299628,Pt,3,Eales,Eales,1,0.090198749
99,0.094008068,0.089877755,0.098232683,Pt,3,Eales,Eales,1,0.095157284
100,0.099583858,0.093815383,0.105363083,Pt,3,Eales,Eales,1,0.100276752
1,NA,NA,NA,rt,3,Eales,Eales,1,NA
2,0.031273222,0.001560755,0.065762904,rt,3,Eales,Eales,1,0.034537766
3,0.029546355,0.00444859,0.058744852,rt,3,Eales,Eales,1,0.039228919
4,0.027053214,0.00544468,0.051559902,rt,3,Eales,Eales,1,0.039969065
5,0.023795853,0.004431474,0.044480314,rt,3,Eales,Eales,1,0.036772675
6,0.019775754,0.003480058,0.037195168,rt,3,Eales,Eales,1,0.029653319
7,0.015161252,0.001140115,0.029655673,rt,3,Eales,Eales,1,0.019763776
8,0.010530153,-0.002824189,0.025027384,rt,3,Eales,Eales,1,0.011045269
9,0.006005286,-0.007674002,0.020000184,rt,3,Eales,Eales,1,0.004339226
10,0.001585242,-0.011688701,0.014202048,rt,3,Eales,Eales,1,-0.000358568
11,-0.00273128,-0.014812482,0.00868336,rt,3,Eales,Eales,1,-0.003050027
12,-0.006898088,-0.018868871,0.004871993,rt,3,Eales,Eales,1,-0.004233188
13,-0.010774532,-0.023932138,0.001922499,rt,3,Eales,Eales,1,-0.005387894
14,-0.014334864,-0.0278163,-0.001365512,rt,3,Eales,Eales,1,-0.006787999
15,-0.01757904,-0.030048913,-0.005446815,rt,3,Eales,Eales,1,-0.008433829
16,-0.020506992,-0.031528208,-0.009219271,rt,3,Eales,Eales,1,-0.010326252
17,-0.023167674,-0.035157894,-0.011126597,rt,3,Eales,Eales,1,-0.012665924
18,-0.025686887,-0.038810615,-0.012474235,rt,3,Eales,Eales,1,-0.015968557
19,-0.028084141,-0.041904773,-0.014299162,rt,3,Eales,Eales,1,-0.020318099
20,-0.03035879,-0.043442532,-0.017209742,rt,3,Eales,Eales,1,-0.025717888
21,-0.032510146,-0.044479418,-0.020611511,rt,3,Eales,Eales,1,-0.032167954
22,-0.034500676,-0.046494715,-0.02218482,rt,3,Eales,Eales,1,-0.038764695
23,-0.036246553,-0.048888599,-0.022957838,rt,3,Eales,Eales,1,-0.043480391
24,-0.0377354,-0.050810082,-0.024589302,rt,3,Eales,Eales,1,-0.046033455
25,-0.03896599,-0.05209803,-0.025553303,rt,3,Eales,Eales,1,-0.046415631
26,-0.039936835,-0.052625628,-0.027621471,rt,3,Eales,Eales,1,-0.044627269
27,-0.040594636,-0.054371034,-0.028174772,rt,3,Eales,Eales,1,-0.041638868
28,-0.04083628,-0.055348523,-0.027331288,rt,3,Eales,Eales,1,-0.039346388
29,-0.040648614,-0.055641289,-0.026679232,rt,3,Eales,Eales,1,-0.037970617
30,-0.0400303,-0.054685184,-0.027745264,rt,3,Eales,Eales,1,-0.037514165
31,-0.038981145,-0.052806516,-0.026993858,rt,3,Eales,Eales,1,-0.037969103
32,-0.037564134,-0.051376958,-0.024591463,rt,3,Eales,Eales,1,-0.038546644
33,-0.035886641,-0.050778323,-0.022376883,rt,3,Eales,Eales,1,-0.03790574
34,-0.0339587,-0.049479824,-0.019496669,rt,3,Eales,Eales,1,-0.035913984
35,-0.031779948,-0.04649537,-0.018224924,rt,3,Eales,Eales,1,-0.032569214
36,-0.029349384,-0.042658423,-0.016393583,rt,3,Eales,Eales,1,-0.027885509
37,-0.026621818,-0.03942018,-0.013377786,rt,3,Eales,Eales,1,-0.022692579
38,-0.023530137,-0.037157345,-0.009383086,rt,3,Eales,Eales,1,-0.018222453
39,-0.020068859,-0.033537884,-0.005831058,rt,3,Eales,Eales,1,-0.014576254
40,-0.016238025,-0.029285066,-0.001557944,rt,3,Eales,Eales,1,-0.011755074
41,-0.012040551,-0.025558742,0.003269503,rt,3,Eales,Eales,1,-0.009738319
42,-0.00757984,-0.022613486,0.008038346,rt,3,Eales,Eales,1,-0.007696432
43,-0.002990075,-0.018604556,0.012903084,rt,3,Eales,Eales,1,-0.004551252
44,0.001719309,-0.013518642,0.017720203,rt,3,Eales,Eales,1,-0.000230887
45,0.00654775,-0.007350585,0.020744152,rt,3,Eales,Eales,1,0.005263951
46,0.011487531,-0.001888881,0.024914764,rt,3,Eales,Eales,1,0.01189042
47,0.01633348,0.002062092,0.030758145,rt,3,Eales,Eales,1,0.018426954
48,0.020852263,0.005946882,0.036394677,rt,3,Eales,Eales,1,0.023483237
49,0.025030895,0.009923512,0.040771342,rt,3,Eales,Eales,1,0.026984391
50,0.028869244,0.014641738,0.043712618,rt,3,Eales,Eales,1,0.028931916
51,0.032357261,0.019512711,0.045942057,rt,3,Eales,Eales,1,0.029365246
52,0.035266464,0.022089956,0.050030622,rt,3,Eales,Eales,1,0.029146115
53,0.037369161,0.023508613,0.052478523,rt,3,Eales,Eales,1,0.029134641
54,0.038656852,0.024823036,0.054525791,rt,3,Eales,Eales,1,0.029367807
55,0.039131373,0.025599445,0.054083638,rt,3,Eales,Eales,1,0.02984516
56,0.038803156,0.026216536,0.052494766,rt,3,Eales,Eales,1,0.030548587
57,0.037829273,0.024592679,0.051174109,rt,3,Eales,Eales,1,0.031153965
58,0.036347487,0.022146789,0.049882528,rt,3,Eales,Eales,1,0.031377553
59,0.034363951,0.020443495,0.047416502,rt,3,Eales,Eales,1,0.031210467
60,0.031880154,0.018883009,0.044179759,rt,3,Eales,Eales,1,0.030653528
61,0.028934947,0.016559227,0.04122663,rt,3,Eales,Eales,1,0.029748124
62,0.026092947,0.012016118,0.040027136,rt,3,Eales,Eales,1,0.029101185
63,0.023787751,0.008495836,0.038440945,rt,3,Eales,Eales,1,0.029178534
64,0.022029703,0.007663467,0.036394918,rt,3,Eales,Eales,1,0.029990502
65,0.020818164,0.007692739,0.034153197,rt,3,Eales,Eales,1,0.031535178
66,0.020155724,0.007647245,0.031738611,rt,3,Eales,Eales,1,0.033738988
67,0.020083131,0.006439733,0.031813334,rt,3,Eales,Eales,1,0.035719151
68,0.020627555,0.006368933,0.033223198,rt,3,Eales,Eales,1,0.036882604
69,0.0217886,0.00765986,0.034379946,rt,3,Eales,Eales,1,0.037220638
70,0.023565179,0.010750077,0.035385491,rt,3,Eales,Eales,1,0.036736019
71,0.025931773,0.014103382,0.037116957,rt,3,Eales,Eales,1,0.035508708
72,0.028640041,0.016443052,0.04118881,rt,3,Eales,Eales,1,0.034335575
73,0.031543161,0.017898321,0.044491649,rt,3,Eales,Eales,1,0.03368457
74,0.034637875,0.021439112,0.047065714,rt,3,Eales,Eales,1,0.033559873
75,0.037922513,0.025374685,0.049058966,rt,3,Eales,Eales,1,0.033959465
76,0.041346274,0.029918399,0.052150693,rt,3,Eales,Eales,1,0.034847698
77,0.044485234,0.033134831,0.056323211,rt,3,Eales,Eales,1,0.035931771
78,0.047122406,0.035367262,0.059328634,rt,3,Eales,Eales,1,0.037061014
79,0.04925742,0.03752252,0.061103617,rt,3,Eales,Eales,1,0.038233461
80,0.050892288,0.040153917,0.061592012,rt,3,Eales,Eales,1,0.039448298
81,0.052059566,0.041334333,0.062057298,rt,3,Eales,Eales,1,0.040749355
82,0.052985133,0.041445776,0.063476143,rt,3,Eales,Eales,1,0.042465419
83,0.053769984,0.041565796,0.065039086,rt,3,Eales,Eales,1,0.044740167
84,0.05441525,0.042899147,0.065377566,rt,3,Eales,Eales,1,0.047568212
85,0.054921793,0.044598515,0.064964397,rt,3,Eales,Eales,1,0.050942021
86,0.055271905,0.045906343,0.065044936,rt,3,Eales,Eales,1,0.054677339
87,0.055351178,0.045506474,0.065869485,rt,3,Eales,Eales,1,0.057664882
88,0.05511754,0.044644645,0.066085962,rt,3,Eales,Eales,1,0.059481919
89,0.054574839,0.044063157,0.06539598,rt,3,Eales,Eales,1,0.060138856
90,0.053727524,0.044240095,0.0634911,rt,3,Eales,Eales,1,0.059649613
91,0.052671694,0.043491883,0.061775299,rt,3,Eales,Eales,1,0.058212491
92,0.051905305,0.041435102,0.061596257,rt,3,Eales,Eales,1,0.056824092
93,0.051590642,0.039904641,0.061910253,rt,3,Eales,Eales,1,0.055813376
94,0.051721616,0.040924928,0.061641389,rt,3,Eales,Eales,1,0.055174787
95,0.052290976,0.042834375,0.061281133,rt,3,Eales,Eales,1,0.05490187
96,0.053229433,0.043332602,0.06306021,rt,3,Eales,Eales,1,0.054891475
97,0.054249893,0.041974661,0.065901844,rt,3,Eales,Eales,1,0.054693972
98,0.055266737,0.041143691,0.069349568,rt,3,Eales,Eales,1,0.054184155
99,0.056275134,0.039130762,0.072912654,rt,3,Eales,Eales,1,0.053368188
100,0.057268163,0.037542586,0.077249494,rt,3,Eales,Eales,1,0.052252917
1,115.6522222,91,142,nPos,3,Eales,Eales,1,108
2,119.4644444,95.475,144,nPos,3,Eales,Eales,1,110
3,122.9777778,99,150,nPos,3,Eales,Eales,1,133
4,126.1544444,103,151,nPos,3,Eales,Eales,1,122
5,129.6633333,105,156.525,nPos,3,Eales,Eales,1,123
6,132.5288889,109,158,nPos,3,Eales,Eales,1,138
7,133.5211111,111,161,nPos,3,Eales,Eales,1,127
8,134.9155556,110,161,nPos,3,Eales,Eales,1,168
9,135.3677778,112,159.525,nPos,3,Eales,Eales,1,137
10,136.1455556,112,162.525,nPos,3,Eales,Eales,1,134
11,135.9266667,111.475,162,nPos,3,Eales,Eales,1,133
12,135.3722222,110.475,158.525,nPos,3,Eales,Eales,1,137
13,133.6733333,110,158,nPos,3,Eales,Eales,1,121
14,131.7944444,108,158,nPos,3,Eales,Eales,1,130
15,129.2422222,108,154.525,nPos,3,Eales,Eales,1,129
16,126.92,103,155,nPos,3,Eales,Eales,1,126
17,123.6555556,100,148.525,nPos,3,Eales,Eales,1,142
18,120.1211111,99,144,nPos,3,Eales,Eales,1,113
19,117.7944444,95,142.525,nPos,3,Eales,Eales,1,111
20,114.0055556,93,138,nPos,3,Eales,Eales,1,115
21,110.58,88,134.525,nPos,3,Eales,Eales,1,107
22,106.2011111,85,128.525,nPos,3,Eales,Eales,1,115
23,102.03,80.475,124.525,nPos,3,Eales,Eales,1,103
24,98.71444444,76.475,120.525,nPos,3,Eales,Eales,1,96
25,94.93,74,118,nPos,3,Eales,Eales,1,98
26,91.94555556,72,112.525,nPos,3,Eales,Eales,1,98
27,88.32222222,68,110,nPos,3,Eales,Eales,1,70
28,83.98888889,65,105,nPos,3,Eales,Eales,1,90
29,80.62888889,61,102,nPos,3,Eales,Eales,1,91
30,77.39777778,58,99,nPos,3,Eales,Eales,1,72
31,74.41222222,55,93,nPos,3,Eales,Eales,1,83
32,71.85,54,91,nPos,3,Eales,Eales,1,53
33,69.71777778,52,90,nPos,3,Eales,Eales,1,72
34,67.37222222,49,85.525,nPos,3,Eales,Eales,1,76
35,64.89222222,47,82,nPos,3,Eales,Eales,1,66
36,63.51555556,46,80.525,nPos,3,Eales,Eales,1,61
37,61.61,46,79,nPos,3,Eales,Eales,1,65
38,60.34777778,44,79,nPos,3,Eales,Eales,1,57
39,58.57,43,77,nPos,3,Eales,Eales,1,54
40,58.13111111,41.475,75,nPos,3,Eales,Eales,1,56
41,56.92333333,41.475,74,nPos,3,Eales,Eales,1,62
42,57.19,42,74,nPos,3,Eales,Eales,1,56
43,56.32333333,40,72,nPos,3,Eales,Eales,1,60
44,56.84333333,41,75,nPos,3,Eales,Eales,1,48
45,57.31777778,41,75,nPos,3,Eales,Eales,1,66
46,57.61333333,42,73,nPos,3,Eales,Eales,1,51
47,58.71111111,41.475,77,nPos,3,Eales,Eales,1,49
48,60.62777778,44,79,nPos,3,Eales,Eales,1,66
49,61.40888889,45.475,78,nPos,3,Eales,Eales,1,55
50,63.11666667,47,80,nPos,3,Eales,Eales,1,60
51,65.81111111,48.475,83,nPos,3,Eales,Eales,1,64
52,68.35777778,50,89,nPos,3,Eales,Eales,1,74
53,70.30777778,52,91,nPos,3,Eales,Eales,1,80
54,73.17333333,53,92,nPos,3,Eales,Eales,1,67
55,75.94777778,59,96,nPos,3,Eales,Eales,1,63
56,78.61777778,60,97,nPos,3,Eales,Eales,1,81
57,82.40444444,63,102,nPos,3,Eales,Eales,1,92
58,85.50222222,66,107,nPos,3,Eales,Eales,1,90
59,87.84222222,70,108,nPos,3,Eales,Eales,1,97
60,90.45333333,71,111,nPos,3,Eales,Eales,1,79
61,93.88555556,73,117,nPos,3,Eales,Eales,1,88
62,95.35666667,74,117,nPos,3,Eales,Eales,1,106
63,98.50888889,78,120,nPos,3,Eales,Eales,1,115
64,99.42888889,79,122,nPos,3,Eales,Eales,1,102
65,102.8077778,82,125,nPos,3,Eales,Eales,1,97
66,105.3044444,84,127,nPos,3,Eales,Eales,1,109
67,106.9566667,85,130,nPos,3,Eales,Eales,1,103
68,109.2077778,87,135.525,nPos,3,Eales,Eales,1,92
69,111.5044444,89,134,nPos,3,Eales,Eales,1,126
70,114.2455556,92,137.525,nPos,3,Eales,Eales,1,109
71,116.8644444,95,140,nPos,3,Eales,Eales,1,118
72,120.3922222,97.475,146,nPos,3,Eales,Eales,1,113
73,124.9311111,101.475,152,nPos,3,Eales,Eales,1,125
74,129.0333333,105,156,nPos,3,Eales,Eales,1,137
75,133.8655556,110,160,nPos,3,Eales,Eales,1,128
76,138.8955556,112,165.525,nPos,3,Eales,Eales,1,131
77,145.61,121.475,173,nPos,3,Eales,Eales,1,144
78,152.0611111,125.475,178.525,nPos,3,Eales,Eales,1,145
79,160.5411111,134,188,nPos,3,Eales,Eales,1,176
80,168.3722222,141,198.05,nPos,3,Eales,Eales,1,145
81,177.4833333,149.475,206.525,nPos,3,Eales,Eales,1,210
82,187.1977778,158,217,nPos,3,Eales,Eales,1,188
83,198.2933333,170,232,nPos,3,Eales,Eales,1,200
84,209.3455556,177,241,nPos,3,Eales,Eales,1,194
85,221.1688889,189.475,253,nPos,3,Eales,Eales,1,236
86,234.1,204,268,nPos,3,Eales,Eales,1,208
87,247.2311111,212,283,nPos,3,Eales,Eales,1,252
88,260.95,229,293,nPos,3,Eales,Eales,1,279
89,276.0444444,241,310,nPos,3,Eales,Eales,1,263
90,290.1988889,255.475,328,nPos,3,Eales,Eales,1,295
91,307.3533333,269,346,nPos,3,Eales,Eales,1,304
92,323.8888889,284.475,366,nPos,3,Eales,Eales,1,321
93,339.6222222,303,379,nPos,3,Eales,Eales,1,363
94,357.8277778,315,398.525,nPos,3,Eales,Eales,1,354
95,377.5333333,338,420,nPos,3,Eales,Eales,1,397
96,398.3344444,359.475,439,nPos,3,Eales,Eales,1,382
97,419.64,375,469,nPos,3,Eales,Eales,1,408
98,443.79,398,489.525,nPos,3,Eales,Eales,1,395
99,471.96,423.475,521.525,nPos,3,Eales,Eales,1,500
100,499.0255556,443.475,554,nPos,3,Eales,Eales,1,513
1,0.015387272,0.013654826,0.017415901,Pt,4,Eales,Eales,1,0.017073502
2,0.015540043,0.013981373,0.017215392,Pt,4,Eales,Eales,1,0.017021784
3,0.015693603,0.014388846,0.017091859,Pt,4,Eales,Eales,1,0.017002349
4,0.015844699,0.014615462,0.0171102,Pt,4,Eales,Eales,1,0.017000693
5,0.015990033,0.014854969,0.01715036,Pt,4,Eales,Eales,1,0.017002417
6,0.016126217,0.014986905,0.017207919,Pt,4,Eales,Eales,1,0.016993135
7,0.016251148,0.015133973,0.017347665,Pt,4,Eales,Eales,1,0.016962387
8,0.016367236,0.015269478,0.017466067,Pt,4,Eales,Eales,1,0.016913174
9,0.016477999,0.015399205,0.017637177,Pt,4,Eales,Eales,1,0.016851386
10,0.016586943,0.01553249,0.017725879,Pt,4,Eales,Eales,1,0.016782869
11,0.016697525,0.015630515,0.01782424,Pt,4,Eales,Eales,1,0.016713391
12,0.016811933,0.01577407,0.017919568,Pt,4,Eales,Eales,1,0.016648997
13,0.016928419,0.015895962,0.018039952,Pt,4,Eales,Eales,1,0.016596728
14,0.017044355,0.015996488,0.018156299,Pt,4,Eales,Eales,1,0.016563757
15,0.017156814,0.016082126,0.018296099,Pt,4,Eales,Eales,1,0.016557251
16,0.017262587,0.016225667,0.018350085,Pt,4,Eales,Eales,1,0.016584463
17,0.017358355,0.016307746,0.018376317,Pt,4,Eales,Eales,1,0.016649019
18,0.017440758,0.016362519,0.018423674,Pt,4,Eales,Eales,1,0.016744876
19,0.017506326,0.016472861,0.018509447,Pt,4,Eales,Eales,1,0.016864453
20,0.017551356,0.016573978,0.018643061,Pt,4,Eales,Eales,1,0.017000072
21,0.01757196,0.016526359,0.018679902,Pt,4,Eales,Eales,1,0.017143845
22,0.017563414,0.016494665,0.018687161,Pt,4,Eales,Eales,1,0.017284525
23,0.017519243,0.016422433,0.018697805,Pt,4,Eales,Eales,1,0.017403513
24,0.017432865,0.016347713,0.018616845,Pt,4,Eales,Eales,1,0.017480823
25,0.017297878,0.016173586,0.018493434,Pt,4,Eales,Eales,1,0.017496351
26,0.017108307,0.015950647,0.018340366,Pt,4,Eales,Eales,1,0.017430492
27,0.016860849,0.015704774,0.018067108,Pt,4,Eales,Eales,1,0.017268944
28,0.016556688,0.015411264,0.017741641,Pt,4,Eales,Eales,1,0.017007127
29,0.016197948,0.015079838,0.017403589,Pt,4,Eales,Eales,1,0.016643403
30,0.015787139,0.014697764,0.016999109,Pt,4,Eales,Eales,1,0.016178387
31,0.015327306,0.014325047,0.016496855,Pt,4,Eales,Eales,1,0.015615294
32,0.014828181,0.013856974,0.015899505,Pt,4,Eales,Eales,1,0.014973359
33,0.014309171,0.013389482,0.015315764,Pt,4,Eales,Eales,1,0.014293614
34,0.013788521,0.012898133,0.014713432,Pt,4,Eales,Eales,1,0.013613984
35,0.013282006,0.01235189,0.014118881,Pt,4,Eales,Eales,1,0.012966363
36,0.012803021,0.011911171,0.013631145,Pt,4,Eales,Eales,1,0.012376775
37,0.012361941,0.011459729,0.013182757,Pt,4,Eales,Eales,1,0.011858824
38,0.011966198,0.011020915,0.012789919,Pt,4,Eales,Eales,1,0.011412855
39,0.011622081,0.010676838,0.012465367,Pt,4,Eales,Eales,1,0.011038387
40,0.011335161,0.01040173,0.012203973,Pt,4,Eales,Eales,1,0.010735331
41,0.011110598,0.010191523,0.01200672,Pt,4,Eales,Eales,1,0.010504146
42,0.010949032,0.010046964,0.011829652,Pt,4,Eales,Eales,1,0.010343733
43,0.010845805,0.009939468,0.011694324,Pt,4,Eales,Eales,1,0.010251069
44,0.01079683,0.009887239,0.011638128,Pt,4,Eales,Eales,1,0.010224242
45,0.010798783,0.009887533,0.011636006,Pt,4,Eales,Eales,1,0.010262599
46,0.010848976,0.009969743,0.01167139,Pt,4,Eales,Eales,1,0.010366533
47,0.01094428,0.010122122,0.011756666,Pt,4,Eales,Eales,1,0.01053196
48,0.011080759,0.010257855,0.01187834,Pt,4,Eales,Eales,1,0.01074893
49,0.011254502,0.010425299,0.012071076,Pt,4,Eales,Eales,1,0.011006974
50,0.011461466,0.010626101,0.012300307,Pt,4,Eales,Eales,1,0.01129494
51,0.01169743,0.010877799,0.012554571,Pt,4,Eales,Eales,1,0.011600827
52,0.011958927,0.011126326,0.012835904,Pt,4,Eales,Eales,1,0.011916718
53,0.012243262,0.011404184,0.013172582,Pt,4,Eales,Eales,1,0.01223935
54,0.012547434,0.011689821,0.013469911,Pt,4,Eales,Eales,1,0.012565338
55,0.012867934,0.011967478,0.013816454,Pt,4,Eales,Eales,1,0.012890934
56,0.013200901,0.012300729,0.01414646,Pt,4,Eales,Eales,1,0.013212437
57,0.013545406,0.012632446,0.014517905,Pt,4,Eales,Eales,1,0.013533577
58,0.013903455,0.012965229,0.014892638,Pt,4,Eales,Eales,1,0.013865454
59,0.014277237,0.01333819,0.015301241,Pt,4,Eales,Eales,1,0.014220508
60,0.014668964,0.013730914,0.015714214,Pt,4,Eales,Eales,1,0.014612439
61,0.015080936,0.014142851,0.016111333,Pt,4,Eales,Eales,1,0.015055448
62,0.015515565,0.014576304,0.016527656,Pt,4,Eales,Eales,1,0.015549644
63,0.01597539,0.015013611,0.017001578,Pt,4,Eales,Eales,1,0.016082523
64,0.016463025,0.015435338,0.017523173,Pt,4,Eales,Eales,1,0.016639416
65,0.016981107,0.015935177,0.018031945,Pt,4,Eales,Eales,1,0.01720348
66,0.01753238,0.016465057,0.01861337,Pt,4,Eales,Eales,1,0.017757335
67,0.018119722,0.016994951,0.019248591,Pt,4,Eales,Eales,1,0.018304218
68,0.018746187,0.017610857,0.019853785,Pt,4,Eales,Eales,1,0.018863755
69,0.019414952,0.018224307,0.020526792,Pt,4,Eales,Eales,1,0.019458351
70,0.020129248,0.018922999,0.021333842,Pt,4,Eales,Eales,1,0.020113188
71,0.020892478,0.019649342,0.022102175,Pt,4,Eales,Eales,1,0.020855228
72,0.021708517,0.020478361,0.022930357,Pt,4,Eales,Eales,1,0.021698701
73,0.022581664,0.02140432,0.023821228,Pt,4,Eales,Eales,1,0.022649813
74,0.023516403,0.022280754,0.024831563,Pt,4,Eales,Eales,1,0.023715483
75,0.024517335,0.023236167,0.025902786,Pt,4,Eales,Eales,1,0.024903466
76,0.025588955,0.02428002,0.027027776,Pt,4,Eales,Eales,1,0.026219523
77,0.026732733,0.025372466,0.028208163,Pt,4,Eales,Eales,1,0.027643727
78,0.027948055,0.026539205,0.029424899,Pt,4,Eales,Eales,1,0.029136548
79,0.029233393,0.02775764,0.030715238,Pt,4,Eales,Eales,1,0.030648893
80,0.030586061,0.029025427,0.032147955,Pt,4,Eales,Eales,1,0.032121576
81,0.032003127,0.030391266,0.033601774,Pt,4,Eales,Eales,1,0.033496054
82,0.033487879,0.031894484,0.035113855,Pt,4,Eales,Eales,1,0.034786596
83,0.035047112,0.033443342,0.036679344,Pt,4,Eales,Eales,1,0.036049647
84,0.036688116,0.03501847,0.038477163,Pt,4,Eales,Eales,1,0.037351479
85,0.038418602,0.036666817,0.040277598,Pt,4,Eales,Eales,1,0.038768113
86,0.040246862,0.0384747,0.042286142,Pt,4,Eales,Eales,1,0.040376376
87,0.042181551,0.040287838,0.044233343,Pt,4,Eales,Eales,1,0.042197288
88,0.044231892,0.04233257,0.046326115,Pt,4,Eales,Eales,1,0.044227377
89,0.04640762,0.044447562,0.048539906,Pt,4,Eales,Eales,1,0.046461402
90,0.048718939,0.046652892,0.050978451,Pt,4,Eales,Eales,1,0.04889158
91,0.051174936,0.048964965,0.053490802,Pt,4,Eales,Eales,1,0.051507028
92,0.053774625,0.051654769,0.056102061,Pt,4,Eales,Eales,1,0.054294287
93,0.056511653,0.054257945,0.058900035,Pt,4,Eales,Eales,1,0.057235824
94,0.059376746,0.057053978,0.061840006,Pt,4,Eales,Eales,1,0.060308893
95,0.062357391,0.059970275,0.064863772,Pt,4,Eales,Eales,1,0.063484922
96,0.065441882,0.062957366,0.067968734,Pt,4,Eales,Eales,1,0.066740545
97,0.068634923,0.066015962,0.071178918,Pt,4,Eales,Eales,1,0.070103794
98,0.071947647,0.06891842,0.074797526,Pt,4,Eales,Eales,1,0.073625125
99,0.075392756,0.071584361,0.079093034,Pt,4,Eales,Eales,1,0.077363982
100,0.078984981,0.074199411,0.084188576,Pt,4,Eales,Eales,1,0.081389819
1,NA,NA,NA,rt,4,Eales,Eales,1,NA
2,0.01045668,-0.018738054,0.04093188,rt,4,Eales,Eales,1,-0.003033796
3,0.010200524,-0.015772809,0.036267887,rt,4,Eales,Eales,1,-0.001142479
4,0.009794645,-0.013378794,0.032261352,rt,4,Eales,Eales,1,-9.74E-05
5,0.009239132,-0.01047821,0.029410243,rt,4,Eales,Eales,1,0.000101398
6,0.008534068,-0.008915141,0.025037019,rt,4,Eales,Eales,1,-0.000546083
7,0.007751538,-0.007583212,0.022013352,rt,4,Eales,Eales,1,-0.001811084
8,0.007139961,-0.00753774,0.021438926,rt,4,Eales,Eales,1,-0.002905591
9,0.006752728,-0.00735526,0.020490048,rt,4,Eales,Eales,1,-0.003660052
