t,mean,lower,upper,variable,iter,simulation,method,fitAttempts,TrueValue
1,0.010413992,0.008443647,0.012607919,Pt,1,Steyn,Eales,1,0.010083285
2,0.010328219,0.00866365,0.012134958,Pt,1,Steyn,Eales,1,0.010134913
3,0.010251161,0.008801555,0.011845011,Pt,1,Steyn,Eales,1,0.010020311
4,0.010185744,0.008939209,0.011652386,Pt,1,Steyn,Eales,1,0.010114883
5,0.010134839,0.009019694,0.011466106,Pt,1,Steyn,Eales,1,0.010098962
6,0.010101256,0.009050281,0.01139354,Pt,1,Steyn,Eales,1,0.010045268
7,0.01008757,0.009070845,0.011277119,Pt,1,Steyn,Eales,1,0.010040157
8,0.010095453,0.009080764,0.011216563,Pt,1,Steyn,Eales,1,0.010019931
9,0.010126581,0.009092392,0.011221359,Pt,1,Steyn,Eales,1,0.010149948
10,0.010182754,0.009165089,0.01125495,Pt,1,Steyn,Eales,1,0.01026022
11,0.010265916,0.009248358,0.011332597,Pt,1,Steyn,Eales,1,0.010482069
12,0.010378505,0.00935948,0.011380065,Pt,1,Steyn,Eales,1,0.010679788
13,0.010523995,0.009518485,0.011506163,Pt,1,Steyn,Eales,1,0.010704962
14,0.010706336,0.009659458,0.011747132,Pt,1,Steyn,Eales,1,0.010991025
15,0.010929798,0.009867581,0.011986159,Pt,1,Steyn,Eales,1,0.01126421
16,0.01119909,0.010081605,0.012260054,Pt,1,Steyn,Eales,1,0.011589373
17,0.01151844,0.010408983,0.01260208,Pt,1,Steyn,Eales,1,0.011856383
18,0.011889688,0.010790934,0.012998621,Pt,1,Steyn,Eales,1,0.012113969
19,0.012314542,0.011187871,0.013454002,Pt,1,Steyn,Eales,1,0.012484971
20,0.012794845,0.011596478,0.013923051,Pt,1,Steyn,Eales,1,0.012807038
21,0.01333249,0.012115486,0.014483626,Pt,1,Steyn,Eales,1,0.013287048
22,0.013927927,0.012708119,0.015102337,Pt,1,Steyn,Eales,1,0.013957398
23,0.014577806,0.013360282,0.015758543,Pt,1,Steyn,Eales,1,0.014697473
24,0.015277161,0.013995785,0.016517575,Pt,1,Steyn,Eales,1,0.015670213
25,0.016019397,0.014682692,0.017338032,Pt,1,Steyn,Eales,1,0.016501571
26,0.016796007,0.015438863,0.018190766,Pt,1,Steyn,Eales,1,0.017490677
27,0.017597069,0.016175684,0.018922685,Pt,1,Steyn,Eales,1,0.018580889
28,0.018411809,0.017017635,0.019818861,Pt,1,Steyn,Eales,1,0.019830279
29,0.019227461,0.017740392,0.020749776,Pt,1,Steyn,Eales,1,0.021016292
30,0.020028915,0.018445039,0.021601827,Pt,1,Steyn,Eales,1,0.021882075
31,0.020798838,0.019148537,0.02239533,Pt,1,Steyn,Eales,1,0.023080303
32,0.021520591,0.019854764,0.023164753,Pt,1,Steyn,Eales,1,0.024315402
33,0.022180848,0.020516579,0.023866112,Pt,1,Steyn,Eales,1,0.025228908
34,0.022766254,0.021109871,0.024505709,Pt,1,Steyn,Eales,1,0.025667625
35,0.023263136,0.021653417,0.025054411,Pt,1,Steyn,Eales,1,0.025792218
36,0.023658026,0.02199687,0.025506775,Pt,1,Steyn,Eales,1,0.025897122
37,0.023944317,0.022293184,0.025707831,Pt,1,Steyn,Eales,1,0.026210677
38,0.024125952,0.022489038,0.025868926,Pt,1,Steyn,Eales,1,0.026086265
39,0.024209099,0.02255251,0.025923716,Pt,1,Steyn,Eales,1,0.026112763
40,0.024200945,0.022492913,0.025855487,Pt,1,Steyn,Eales,1,0.025931208
41,0.024109649,0.022378331,0.025744049,Pt,1,Steyn,Eales,1,0.025442224
42,0.02394959,0.022238167,0.02553329,Pt,1,Steyn,Eales,1,0.024919381
43,0.023742411,0.022040108,0.025317729,Pt,1,Steyn,Eales,1,0.02434426
44,0.023509563,0.021877944,0.025048301,Pt,1,Steyn,Eales,1,0.023636285
45,0.023271398,0.021631022,0.02482964,Pt,1,Steyn,Eales,1,0.022957031
46,0.023046824,0.021345694,0.024633823,Pt,1,Steyn,Eales,1,0.022228191
47,0.022841593,0.021152888,0.024467626,Pt,1,Steyn,Eales,1,0.021756774
48,0.02264722,0.021017069,0.02423225,Pt,1,Steyn,Eales,1,0.021481613
49,0.022454541,0.020883327,0.024054689,Pt,1,Steyn,Eales,1,0.021195798
50,0.022254293,0.020691795,0.023947262,Pt,1,Steyn,Eales,1,0.020905717
51,0.022037361,0.020457537,0.023630311,Pt,1,Steyn,Eales,1,0.020503721
52,0.021797282,0.020271096,0.023395024,Pt,1,Steyn,Eales,1,0.020412463
53,0.021530208,0.01993411,0.023197884,Pt,1,Steyn,Eales,1,0.020418496
54,0.021232428,0.019643573,0.022885414,Pt,1,Steyn,Eales,1,0.020317008
55,0.020900223,0.019294546,0.022521771,Pt,1,Steyn,Eales,1,0.020277127
56,0.020530475,0.018980614,0.022179942,Pt,1,Steyn,Eales,1,0.019984275
57,0.020126988,0.018577178,0.021699564,Pt,1,Steyn,Eales,1,0.019782074
58,0.019699078,0.018215055,0.021295911,Pt,1,Steyn,Eales,1,0.019446315
59,0.019255493,0.017794062,0.020837536,Pt,1,Steyn,Eales,1,0.019015744
60,0.018804029,0.017393803,0.020368772,Pt,1,Steyn,Eales,1,0.018609017
61,0.01835147,0.016955191,0.019872026,Pt,1,Steyn,Eales,1,0.018319167
62,0.017901318,0.016542248,0.019326599,Pt,1,Steyn,Eales,1,0.018164427
63,0.017454755,0.016130304,0.018803399,Pt,1,Steyn,Eales,1,0.017900546
64,0.017012646,0.015683679,0.018346011,Pt,1,Steyn,Eales,1,0.017539513
65,0.01657553,0.015259634,0.017875384,Pt,1,Steyn,Eales,1,0.017200861
66,0.016143645,0.014858572,0.017433267,Pt,1,Steyn,Eales,1,0.016715247
67,0.015715521,0.014458001,0.016929873,Pt,1,Steyn,Eales,1,0.016309121
68,0.015288673,0.014058309,0.01648857,Pt,1,Steyn,Eales,1,0.016027291
69,0.014860648,0.013601965,0.01604568,Pt,1,Steyn,Eales,1,0.015826737
70,0.014429019,0.013177068,0.015650606,Pt,1,Steyn,Eales,1,0.015387473
71,0.01399177,0.01282101,0.015173708,Pt,1,Steyn,Eales,1,0.015011047
72,0.013549121,0.012405548,0.014690048,Pt,1,Steyn,Eales,1,0.014455791
73,0.013102443,0.011918747,0.014231044,Pt,1,Steyn,Eales,1,0.013863175
74,0.012652894,0.011489458,0.013786944,Pt,1,Steyn,Eales,1,0.013323868
75,0.012201383,0.011082545,0.013319968,Pt,1,Steyn,Eales,1,0.012712038
76,0.011748892,0.010702818,0.012843505,Pt,1,Steyn,Eales,1,0.012058454
77,0.011297796,0.010305495,0.012332745,Pt,1,Steyn,Eales,1,0.011448415
78,0.010850919,0.009888708,0.011847347,Pt,1,Steyn,Eales,1,0.010995422
79,0.010410621,0.009467533,0.011397691,Pt,1,Steyn,Eales,1,0.010500425
80,0.009978776,0.00908727,0.010965538,Pt,1,Steyn,Eales,1,0.009965934
81,0.009557197,0.008701164,0.010526083,Pt,1,Steyn,Eales,1,0.009326939
82,0.009149449,0.008273615,0.010085996,Pt,1,Steyn,Eales,1,0.008762215
83,0.008759329,0.00791766,0.009690697,Pt,1,Steyn,Eales,1,0.008218465
84,0.008389813,0.007555298,0.009271938,Pt,1,Steyn,Eales,1,0.007624202
85,0.008043149,0.007224683,0.008893928,Pt,1,Steyn,Eales,1,0.007141124
86,0.007720949,0.006905308,0.008499794,Pt,1,Steyn,Eales,1,0.006759889
87,0.007423812,0.00661945,0.00815699,Pt,1,Steyn,Eales,1,0.006402798
88,0.00715187,0.00633042,0.007865534,Pt,1,Steyn,Eales,1,0.006174147
89,0.006905051,0.006107618,0.007641536,Pt,1,Steyn,Eales,1,0.005997209
90,0.006683139,0.005928077,0.007416397,Pt,1,Steyn,Eales,1,0.005816837
91,0.006485678,0.005730678,0.007215929,Pt,1,Steyn,Eales,1,0.005657253
92,0.00631113,0.005538825,0.007074892,Pt,1,Steyn,Eales,1,0.005502828
93,0.006157775,0.005383265,0.006904095,Pt,1,Steyn,Eales,1,0.005366064
94,0.006024072,0.005253097,0.006786183,Pt,1,Steyn,Eales,1,0.005314572
95,0.005908667,0.005117458,0.006717417,Pt,1,Steyn,Eales,1,0.005220477
96,0.005810241,0.005008862,0.006674824,Pt,1,Steyn,Eales,1,0.005115142
97,0.005726714,0.004820708,0.006718498,Pt,1,Steyn,Eales,1,0.004997322
98,0.005655953,0.00469706,0.006771274,Pt,1,Steyn,Eales,1,0.004896277
99,0.00559597,0.004545813,0.006908228,Pt,1,Steyn,Eales,1,0.004808466
100,0.005544893,0.004351523,0.006983726,Pt,1,Steyn,Eales,1,0.004711787
1,NA,NA,NA,rt,1,Steyn,Eales,1,0.00829405
2,-0.006873212,-0.046390652,0.033757426,rt,1,Steyn,Eales,1,0.005107071
3,-0.006512339,-0.041979713,0.029751754,rt,1,Steyn,Eales,1,-0.011372081
4,-0.005763469,-0.037784167,0.027500446,rt,1,Steyn,Eales,1,0.009393748
5,-0.004626513,-0.03293733,0.025118451,rt,1,Steyn,Eales,1,-0.001575279
6,-0.003101445,-0.028570196,0.023114935,rt,1,Steyn,Eales,1,-0.00533088
7,-0.001229352,-0.023429495,0.022298088,rt,1,Steyn,Eales,1,-0.000508926
8,0.000848584,-0.021829268,0.022202933,rt,1,Steyn,Eales,1,-0.002016545
9,0.003101859,-0.018946421,0.022347684,rt,1,Steyn,Eales,1,0.012892312
10,0.00553036,-0.015036601,0.023448789,rt,1,Steyn,Eales,1,0.010805741
11,0.008133929,-0.010092233,0.024139105,rt,1,Steyn,Eales,1,0.021391798
12,0.010924326,-0.006273001,0.026602879,rt,1,Steyn,Eales,1,0.018686882
13,0.013937149,-0.00449686,0.031340268,rt,1,Steyn,Eales,1,0.002354355
14,0.017178726,-0.002769073,0.034535942,rt,1,Steyn,Eales,1,0.026371733
15,0.020648713,0.002521474,0.036727771,rt,1,Steyn,Eales,1,0.024551376
16,0.024346323,0.008613278,0.039546277,rt,1,Steyn,Eales,1,0.0284581
17,0.028154059,0.012128621,0.044219631,rt,1,Steyn,Eales,1,0.022777824
18,0.031771338,0.015343693,0.048722272,rt,1,Steyn,Eales,1,0.02149285
19,0.035150341,0.018302707,0.052884855,rt,1,Steyn,Eales,1,0.030166389
20,0.038290963,0.021972694,0.055525233,rt,1,Steyn,Eales,1,0.025469259
21,0.041192547,0.025780745,0.05704782,rt,1,Steyn,Eales,1,0.036794857
22,0.043732712,0.028526243,0.059931497,rt,1,Steyn,Eales,1,0.049219966
23,0.045639226,0.030420066,0.063255116,rt,1,Steyn,Eales,1,0.05166587
24,0.046876525,0.031469546,0.064199435,rt,1,Steyn,Eales,1,0.064086109
25,0.047446409,0.032825574,0.064163808,rt,1,Steyn,Eales,1,0.051693891
26,0.047351074,0.033637149,0.06300575,rt,1,Steyn,Eales,1,0.05821246
27,0.046613159,0.03213704,0.062240874,rt,1,Steyn,Eales,1,0.060465584
28,0.045274789,0.030312841,0.062202789,rt,1,Steyn,Eales,1,0.065076397
29,0.043342889,0.028584507,0.06006401,rt,1,Steyn,Eales,1,0.058087926
30,0.040819946,0.026968739,0.05654883,rt,1,Steyn,Eales,1,0.040369902
31,0.03770959,0.024529226,0.052489383,rt,1,Steyn,Eales,1,0.053311725
32,0.034118235,0.020841893,0.048429454,rt,1,Steyn,Eales,1,0.052130425
33,0.030224316,0.015952128,0.044868365,rt,1,Steyn,Eales,1,0.036880482
34,0.026045512,0.01176556,0.04088184,rt,1,Steyn,Eales,1,0.017240004
35,0.021582094,0.008422914,0.035406818,rt,1,Steyn,Eales,1,0.004842338
36,0.016838287,0.004575601,0.029333405,rt,1,Steyn,Eales,1,0.004059033
37,0.012053911,-0.000814813,0.024824121,rt,1,Steyn,Eales,1,0.012035023
38,0.007584583,-0.006716664,0.021072903,rt,1,Steyn,Eales,1,-0.004757948
39,0.003457834,-0.010706962,0.0168092,rt,1,Steyn,Eales,1,0.001015278
40,-0.000327301,-0.014472838,0.012920865,rt,1,Steyn,Eales,1,-0.006977001
41,-0.003766199,-0.017038253,0.009291288,rt,1,Steyn,Eales,1,-0.019037013
42,-0.006646472,-0.020933245,0.007204135,rt,1,Steyn,Eales,1,-0.020764316
43,-0.008691096,-0.024047548,0.004964963,rt,1,Steyn,Eales,1,-0.023349775
44,-0.009880638,-0.024915174,0.003696856,rt,1,Steyn,Eales,1,-0.029513062
45,-0.010213897,-0.024097115,0.002734332,rt,1,Steyn,Eales,1,-0.029158774
46,-0.00970919,-0.02213832,0.002519562,rt,1,Steyn,Eales,1,-0.032262908
47,-0.008933944,-0.022519209,0.005444809,rt,1,Steyn,Eales,1,-0.021436174
48,-0.008535196,-0.023202986,0.007593521,rt,1,Steyn,Eales,1,-0.012727812
49,-0.008548124,-0.022887803,0.008448937,rt,1,Steyn,Eales,1,-0.013394396
50,-0.008972615,-0.022139427,0.006133604,rt,1,Steyn,Eales,1,-0.013780318
51,-0.009805014,-0.023196019,0.004273131,rt,1,Steyn,Eales,1,-0.019416245
52,-0.010958358,-0.024874108,0.004020364,rt,1,Steyn,Eales,1,-0.004460736
53,-0.012345418,-0.026228932,0.004801039,rt,1,Steyn,Eales,1,0.000295485
54,-0.013962361,-0.028694784,0.002194505,rt,1,Steyn,Eales,1,-0.004982762
55,-0.015809205,-0.029379235,-0.000809829,rt,1,Steyn,Eales,1,-0.001964887
56,-0.017870394,-0.030721761,-0.004810853,rt,1,Steyn,Eales,1,-0.01454776
57,-0.019853304,-0.033793457,-0.005663476,rt,1,Steyn,Eales,1,-0.010169579
58,-0.021500291,-0.037714678,-0.006110619,rt,1,Steyn,Eales,1,-0.017118572
59,-0.022801709,-0.039008736,-0.007133828,rt,1,Steyn,Eales,1,-0.02239032
60,-0.023756562,-0.040121469,-0.009470778,rt,1,Steyn,Eales,1,-0.021621012
61,-0.024375707,-0.03873971,-0.011608272,rt,1,Steyn,Eales,1,-0.015698359
62,-0.024832678,-0.038593095,-0.010610141,rt,1,Steyn,Eales,1,-0.008482788
63,-0.025261129,-0.039687615,-0.010665826,rt,1,Steyn,Eales,1,-0.014633876
64,-0.025664171,-0.039974334,-0.010514505,rt,1,Steyn,Eales,1,-0.020374988
65,-0.026041487,-0.040022367,-0.011708224,rt,1,Steyn,Eales,1,-0.0194968
66,-0.026403518,-0.040706239,-0.013118803,rt,1,Steyn,Eales,1,-0.02863816
67,-0.026880393,-0.042923176,-0.011475056,rt,1,Steyn,Eales,1,-0.024596789
68,-0.027559889,-0.044536547,-0.011444787,rt,1,Steyn,Eales,1,-0.017431507
69,-0.028443656,-0.044793719,-0.011684175,rt,1,Steyn,Eales,1,-0.012592257
70,-0.029531753,-0.044900666,-0.014096877,rt,1,Steyn,Eales,1,-0.028146999
71,-0.030813795,-0.04562946,-0.015474436,rt,1,Steyn,Eales,1,-0.02476734
72,-0.032179681,-0.047728219,-0.01588143,rt,1,Steyn,Eales,1,-0.037691322
73,-0.033564165,-0.049784693,-0.016625782,rt,1,Steyn,Eales,1,-0.04185904
74,-0.034966128,-0.050335879,-0.017303277,rt,1,Steyn,Eales,1,-0.039678999
75,-0.036385335,-0.050968148,-0.02005327,rt,1,Steyn,Eales,1,-0.047007645
76,-0.037811463,-0.051522542,-0.022537905,rt,1,Steyn,Eales,1,-0.052783432
77,-0.039154807,-0.054793296,-0.022969426,rt,1,Steyn,Eales,1,-0.05191468
78,-0.040368816,-0.057373898,-0.023675744,rt,1,Steyn,Eales,1,-0.0403723
79,-0.041452592,-0.058413928,-0.02412671,rt,1,Steyn,Eales,1,-0.046063213
80,-0.042405665,-0.059576779,-0.025855207,rt,1,Steyn,Eales,1,-0.052243108
81,-0.043200957,-0.06047321,-0.027403404,rt,1,Steyn,Eales,1,-0.06626572
82,-0.043640175,-0.062790281,-0.027494437,rt,1,Steyn,Eales,1,-0.062458225
83,-0.043633835,-0.063407838,-0.026938649,rt,1,Steyn,Eales,1,-0.064065222
84,-0.043180693,-0.063142245,-0.026711306,rt,1,Steyn,Eales,1,-0.075055788
85,-0.042280061,-0.061466013,-0.027410989,rt,1,Steyn,Eales,1,-0.065457502
86,-0.040949663,-0.058514759,-0.025943319,rt,1,Steyn,Eales,1,-0.054863736
87,-0.039303927,-0.057624127,-0.022682989,rt,1,Steyn,Eales,1,-0.054271381
88,-0.037387251,-0.055675409,-0.020018308,rt,1,Steyn,Eales,1,-0.036364309
89,-0.035199532,-0.053238339,-0.017416682,rt,1,Steyn,Eales,1,-0.029076541
90,-0.032740655,-0.051141405,-0.015156245,rt,1,Steyn,Eales,1,-0.030537512
91,-0.030050892,-0.049543969,-0.010837369,rt,1,Steyn,Eales,1,-0.027818232
92,-0.027347988,-0.048181161,-0.006889472,rt,1,Steyn,Eales,1,-0.027676423
93,-0.024705368,-0.046586639,-0.003100589,rt,1,Steyn,Eales,1,-0.025167426
94,-0.022123252,-0.043856177,0.002267666,rt,1,Steyn,Eales,1,-0.009642212
95,-0.019601844,-0.043758779,0.007623647,rt,1,Steyn,Eales,1,-0.017863653
96,-0.017188514,-0.044009088,0.013760106,rt,1,Steyn,Eales,1,-0.020383578
97,-0.015102317,-0.045658387,0.021095846,rt,1,Steyn,Eales,1,-0.023302993
98,-0.013406974,-0.048079384,0.027969424,rt,1,Steyn,Eales,1,-0.020426984
99,-0.012102613,-0.04918734,0.032712969,rt,1,Steyn,Eales,1,-0.018097151
100,-0.011189356,-0.050698384,0.038989811,rt,1,Steyn,Eales,1,-0.02031076
1,52.15111111,33,74.525,nPos,1,Steyn,Eales,1,48
2,51.72444444,33,73,nPos,1,Steyn,Eales,1,62
3,50.82777778,33,71,nPos,1,Steyn,Eales,1,59
4,50.97222222,33,70.525,nPos,1,Steyn,Eales,1,51
5,50.84888889,34,70,nPos,1,Steyn,Eales,1,48
6,50.48333333,33,71,nPos,1,Steyn,Eales,1,54
7,50.59111111,33,69,nPos,1,Steyn,Eales,1,43
8,50.17777778,33,70,nPos,1,Steyn,Eales,1,36
9,50.73666667,34,71,nPos,1,Steyn,Eales,1,51
10,50.97222222,34,70,nPos,1,Steyn,Eales,1,55
11,51.18222222,33,70.525,nPos,1,Steyn,Eales,1,53
12,51.71111111,34,71,nPos,1,Steyn,Eales,1,61
13,52.98555556,36,73.525,nPos,1,Steyn,Eales,1,48
14,53.71888889,34.475,75,nPos,1,Steyn,Eales,1,58
15,54.86111111,36,75.525,nPos,1,Steyn,Eales,1,54
16,56.07555556,39,77,nPos,1,Steyn,Eales,1,55
17,57.07222222,38,79,nPos,1,Steyn,Eales,1,41
18,58.81333333,41,80,nPos,1,Steyn,Eales,1,63
19,61.73111111,42,87,nPos,1,Steyn,Eales,1,49
20,63.58222222,46,84,nPos,1,Steyn,Eales,1,69
21,67.33666667,47,91.525,nPos,1,Steyn,Eales,1,60
22,69.69555556,50.475,91,nPos,1,Steyn,Eales,1,65
23,73.17555556,52,98.525,nPos,1,Steyn,Eales,1,83
24,75.92111111,53,101,nPos,1,Steyn,Eales,1,73
25,80.06444444,58,105,nPos,1,Steyn,Eales,1,84
26,84.21888889,62,108.525,nPos,1,Steyn,Eales,1,70
27,87.53666667,64.475,113,nPos,1,Steyn,Eales,1,104
28,92.08333333,66,118,nPos,1,Steyn,Eales,1,93
29,95.60777778,72,121,nPos,1,Steyn,Eales,1,82
30,99.38444444,74,128,nPos,1,Steyn,Eales,1,111
31,104.2066667,77,132,nPos,1,Steyn,Eales,1,104
32,107.8088889,80,137,nPos,1,Steyn,Eales,1,122
33,110.4433333,85.475,139,nPos,1,Steyn,Eales,1,110
34,113.3244444,86.475,142,nPos,1,Steyn,Eales,1,109
35,115.6155556,85,147,nPos,1,Steyn,Eales,1,101
36,117.9788889,90,148,nPos,1,Steyn,Eales,1,116
37,120.2988889,91,150.525,nPos,1,Steyn,Eales,1,147
38,120.1677778,93,149,nPos,1,Steyn,Eales,1,128
39,121.29,94,154.525,nPos,1,Steyn,Eales,1,131
40,120.2733333,95,150,nPos,1,Steyn,Eales,1,114
41,121.0488889,95,151,nPos,1,Steyn,Eales,1,125
42,119.6922222,91.475,150,nPos,1,Steyn,Eales,1,122
43,118.13,91.475,147,nPos,1,Steyn,Eales,1,118
44,118.1766667,93,151,nPos,1,Steyn,Eales,1,102
45,116.3933333,90,144,nPos,1,Steyn,Eales,1,114
46,115.24,89,145,nPos,1,Steyn,Eales,1,114
47,114.3844444,88,143.525,nPos,1,Steyn,Eales,1,115
48,113.2611111,86,143,nPos,1,Steyn,Eales,1,82
49,112.6622222,86,141,nPos,1,Steyn,Eales,1,111
50,110.7388889,85,141,nPos,1,Steyn,Eales,1,117
51,110.0444444,84,137,nPos,1,Steyn,Eales,1,115
52,109.5677778,83,139,nPos,1,Steyn,Eales,1,108
53,107.7222222,83,136.525,nPos,1,Steyn,Eales,1,127
54,106.5822222,81,135,nPos,1,Steyn,Eales,1,106
55,103.7022222,78,132.525,nPos,1,Steyn,Eales,1,122
56,102.8677778,78,131.525,nPos,1,Steyn,Eales,1,75
57,100.4533333,73.475,127.525,nPos,1,Steyn,Eales,1,121
58,98.29666667,74,128,nPos,1,Steyn,Eales,1,87
59,95.94222222,71.475,122,nPos,1,Steyn,Eales,1,108
60,94.22,71,120,nPos,1,Steyn,Eales,1,70
61,91.77555556,68,119,nPos,1,Steyn,Eales,1,98
62,88.29222222,65,114,nPos,1,Steyn,Eales,1,88
63,87.45222222,65.475,114,nPos,1,Steyn,Eales,1,100
64,85.11777778,61.475,110,nPos,1,Steyn,Eales,1,86
65,82.98666667,60,109,nPos,1,Steyn,Eales,1,62
66,80.64333333,56,105,nPos,1,Steyn,Eales,1,91
67,78.69888889,56.475,103,nPos,1,Steyn,Eales,1,79
68,76.62777778,55,101,nPos,1,Steyn,Eales,1,75
69,74.26,52,98.525,nPos,1,Steyn,Eales,1,58
70,72.06,51,96,nPos,1,Steyn,Eales,1,90
71,70.00555556,49,93,nPos,1,Steyn,Eales,1,63
72,67.49111111,46.475,90,nPos,1,Steyn,Eales,1,74
73,65.58888889,45.475,87,nPos,1,Steyn,Eales,1,77
74,63.51888889,44.475,85,nPos,1,Steyn,Eales,1,66
75,61.39111111,42,83,nPos,1,Steyn,Eales,1,47
76,58.71888889,40.475,80,nPos,1,Steyn,Eales,1,70
77,56.15666667,36,77,nPos,1,Steyn,Eales,1,45
78,54.35555556,36,75,nPos,1,Steyn,Eales,1,50
79,52.20444444,35,72,nPos,1,Steyn,Eales,1,62
80,49.39666667,32,69,nPos,1,Steyn,Eales,1,53
81,47.62888889,30,68.525,nPos,1,Steyn,Eales,1,51
82,45.90222222,29,64,nPos,1,Steyn,Eales,1,49
83,43.83777778,28,61.525,nPos,1,Steyn,Eales,1,38
84,41.37777778,25,59.525,nPos,1,Steyn,Eales,1,53
85,40.52888889,25,59.525,nPos,1,Steyn,Eales,1,31
86,38.67111111,23,56,nPos,1,Steyn,Eales,1,27
87,37.12333333,22,55,nPos,1,Steyn,Eales,1,41
88,35.61777778,21,52,nPos,1,Steyn,Eales,1,37
89,35.17555556,22,53,nPos,1,Steyn,Eales,1,34
90,33.97,20,50.525,nPos,1,Steyn,Eales,1,40
91,32.11,19,48.525,nPos,1,Steyn,Eales,1,36
92,31.07555556,18,47,nPos,1,Steyn,Eales,1,23
93,30.84111111,17,47,nPos,1,Steyn,Eales,1,21
94,30.01444444,17,45,nPos,1,Steyn,Eales,1,20
95,29.06888889,16,45,nPos,1,Steyn,Eales,1,31
96,29.31222222,16,45,nPos,1,Steyn,Eales,1,38
97,28.40888889,16,44,nPos,1,Steyn,Eales,1,29
98,28.02666667,15,44,nPos,1,Steyn,Eales,1,24
99,28.37666667,15,44,nPos,1,Steyn,Eales,1,25
100,28.10111111,14,44,nPos,1,Steyn,Eales,1,41
1,0.01164835,0.00977744,0.013919233,Pt,2,Steyn,Eales,1,0.010002931
2,0.011537738,0.00992054,0.013362213,Pt,2,Steyn,Eales,1,0.010021568
3,0.011437624,0.010013243,0.012935827,Pt,2,Steyn,Eales,1,0.010112271
4,0.011349081,0.010118269,0.012621539,Pt,2,Steyn,Eales,1,0.010261817
5,0.011273123,0.010172957,0.012477992,Pt,2,Steyn,Eales,1,0.010347826
6,0.011210709,0.010186921,0.012330246,Pt,2,Steyn,Eales,1,0.010352426
7,0.01116246,0.010151497,0.012251103,Pt,2,Steyn,Eales,1,0.010423551
8,0.011127868,0.01012208,0.012151632,Pt,2,Steyn,Eales,1,0.010431988
9,0.011106311,0.010124851,0.012128861,Pt,2,Steyn,Eales,1,0.010409748
10,0.011097213,0.010106702,0.012103451,Pt,2,Steyn,Eales,1,0.010328805
11,0.011100005,0.010114055,0.012142569,Pt,2,Steyn,Eales,1,0.010406867
12,0.01111462,0.010137028,0.012159525,Pt,2,Steyn,Eales,1,0.010593861
13,0.011142411,0.010154137,0.012163058,Pt,2,Steyn,Eales,1,0.010772299
14,0.011185005,0.010167369,0.012193658,Pt,2,Steyn,Eales,1,0.010969206
15,0.011244016,0.010215252,0.012230572,Pt,2,Steyn,Eales,1,0.011334265
16,0.011321094,0.010316186,0.012287062,Pt,2,Steyn,Eales,1,0.011755154
17,0.011416738,0.010403392,0.012347619,Pt,2,Steyn,Eales,1,0.012026038
18,0.011528241,0.010539368,0.012459183,Pt,2,Steyn,Eales,1,0.012056557
19,0.01165229,0.010699809,0.01256065,Pt,2,Steyn,Eales,1,0.012095283
20,0.011785356,0.010870508,0.012742914,Pt,2,Steyn,Eales,1,0.012174091
21,0.011923636,0.010965814,0.012907242,Pt,2,Steyn,Eales,1,0.012166824
22,0.012062276,0.011074739,0.013066905,Pt,2,Steyn,Eales,1,0.01240153
23,0.012194284,0.011166996,0.013258075,Pt,2,Steyn,Eales,1,0.012515304
24,0.012311967,0.011240773,0.013467778,Pt,2,Steyn,Eales,1,0.012560818
25,0.012407175,0.011277342,0.013652817,Pt,2,Steyn,Eales,1,0.012583996
26,0.012471464,0.011283473,0.013802879,Pt,2,Steyn,Eales,1,0.012714307
27,0.012498722,0.011288368,0.013859947,Pt,2,Steyn,Eales,1,0.013008413
28,0.012487679,0.011258965,0.013891642,Pt,2,Steyn,Eales,1,0.01323768
29,0.012437932,0.011184891,0.013880199,Pt,2,Steyn,Eales,1,0.013207881
30,0.012349381,0.011137171,0.013807936,Pt,2,Steyn,Eales,1,0.013136428
31,0.012222297,0.011039659,0.013567668,Pt,2,Steyn,Eales,1,0.013008367
32,0.012059423,0.010930628,0.013295658,Pt,2,Steyn,Eales,1,0.012829221
33,0.011867161,0.010825911,0.013026526,Pt,2,Steyn,Eales,1,0.012459068
34,0.011652048,0.010642412,0.012741842,Pt,2,Steyn,Eales,1,0.012159616
35,0.011420217,0.010428159,0.012501436,Pt,2,Steyn,Eales,1,0.012043028
36,0.011177342,0.010207039,0.012230594,Pt,2,Steyn,Eales,1,0.011670922
37,0.010928791,0.009983668,0.011921556,Pt,2,Steyn,Eales,1,0.011356186
38,0.010679674,0.009751738,0.011675254,Pt,2,Steyn,Eales,1,0.01112218
39,0.010434613,0.009495129,0.011432331,Pt,2,Steyn,Eales,1,0.010802214
40,0.010197695,0.009213361,0.011139055,Pt,2,Steyn,Eales,1,0.010413261
41,0.009972518,0.009000298,0.010916139,Pt,2,Steyn,Eales,1,0.010064762
42,0.009760998,0.008784108,0.010706719,Pt,2,Steyn,Eales,1,0.009714088
43,0.009563161,0.008570887,0.01048592,Pt,2,Steyn,Eales,1,0.009370102
44,0.00937887,0.008406047,0.010301073,Pt,2,Steyn,Eales,1,0.00918258
45,0.009207905,0.008244665,0.010142917,Pt,2,Steyn,Eales,1,0.009052102
46,0.009049984,0.008132483,0.009994005,Pt,2,Steyn,Eales,1,0.009029757
47,0.008904005,0.007989071,0.00985965,Pt,2,Steyn,Eales,1,0.009140082
48,0.008768012,0.00788439,0.009684919,Pt,2,Steyn,Eales,1,0.009207451
