t,mean,lower,upper,variable,model,simulation,iter
88,260.55734,226,297,nPos,Steyn,Eales,3
89,275.2629,240,312,nPos,Steyn,Eales,3
90,290.75597,254,329,nPos,Steyn,Eales,3
91,306.97737,269,346,nPos,Steyn,Eales,3
92,323.71547,285,364,nPos,Steyn,Eales,3
93,341.02881,302,382,nPos,Steyn,Eales,3
94,358.83403,318,401,nPos,Steyn,Eales,3
95,377.00705,335,420,nPos,Steyn,Eales,3
96,396.31871,354,441,nPos,Steyn,Eales,3
97,417.87782,374,463,nPos,Steyn,Eales,3
98,442.42818,397,490,nPos,Steyn,Eales,3
99,470.529,422,520,nPos,Steyn,Eales,3
100,501.04426,447,556,nPos,Steyn,Eales,3
1,0.023021142,0.018,0.0284,Obs positivity,Steyn,Eales,3
2,0.023703458,0.0188,0.0288,Obs positivity,Steyn,Eales,3
3,0.024389568,0.0196,0.0294,Obs positivity,Steyn,Eales,3
4,0.025046772,0.0202,0.0302,Obs positivity,Steyn,Eales,3
5,0.02567423,0.0208,0.0308,Obs positivity,Steyn,Eales,3
6,0.026251652,0.0214,0.0314,Obs positivity,Steyn,Eales,3
7,0.026696184,0.0216,0.032,Obs positivity,Steyn,Eales,3
8,0.027040116,0.022,0.0324,Obs positivity,Steyn,Eales,3
9,0.027187552,0.0222,0.0326,Obs positivity,Steyn,Eales,3
10,0.027181976,0.0222,0.0324,Obs positivity,Steyn,Eales,3
11,0.02704191,0.0222,0.0324,Obs positivity,Steyn,Eales,3
12,0.026807328,0.0218,0.032,Obs positivity,Steyn,Eales,3
13,0.026513492,0.0216,0.0316,Obs positivity,Steyn,Eales,3
14,0.026140284,0.0212,0.0312,Obs positivity,Steyn,Eales,3
15,0.025736964,0.021,0.0308,Obs positivity,Steyn,Eales,3
16,0.025253042,0.0204,0.0304,Obs positivity,Steyn,Eales,3
17,0.024694772,0.02,0.0296,Obs positivity,Steyn,Eales,3
18,0.024091762,0.0194,0.029,Obs positivity,Steyn,Eales,3
19,0.023418296,0.0188,0.0282,Obs positivity,Steyn,Eales,3
20,0.022757252,0.0182,0.0276,Obs positivity,Steyn,Eales,3
21,0.022040588,0.0176,0.0268,Obs positivity,Steyn,Eales,3
22,0.02129137,0.0168,0.026,Obs positivity,Steyn,Eales,3
23,0.020541948,0.0162,0.0252,Obs positivity,Steyn,Eales,3
24,0.01975638,0.0156,0.0242,Obs positivity,Steyn,Eales,3
25,0.018992394,0.0148,0.0234,Obs positivity,Steyn,Eales,3
26,0.018246416,0.0142,0.0226,Obs positivity,Steyn,Eales,3
27,0.017528166,0.0136,0.0218,Obs positivity,Steyn,Eales,3
28,0.01685746,0.013,0.021,Obs positivity,Steyn,Eales,3
29,0.016226366,0.0124,0.0202,Obs positivity,Steyn,Eales,3
30,0.015583898,0.0118,0.0196,Obs positivity,Steyn,Eales,3
31,0.015011776,0.0114,0.019,Obs positivity,Steyn,Eales,3
32,0.014454392,0.0108,0.0184,Obs positivity,Steyn,Eales,3
33,0.013970918,0.0104,0.0178,Obs positivity,Steyn,Eales,3
34,0.013518098,0.01,0.0172,Obs positivity,Steyn,Eales,3
35,0.013094184,0.0096,0.0168,Obs positivity,Steyn,Eales,3
36,0.012712032,0.0094,0.0164,Obs positivity,Steyn,Eales,3
37,0.012375434,0.009,0.016,Obs positivity,Steyn,Eales,3
38,0.012089824,0.0088,0.0156,Obs positivity,Steyn,Eales,3
39,0.011861334,0.0086,0.0154,Obs positivity,Steyn,Eales,3
40,0.011684906,0.0084,0.0152,Obs positivity,Steyn,Eales,3
41,0.011542484,0.0084,0.015,Obs positivity,Steyn,Eales,3
42,0.011466176,0.0082,0.015,Obs positivity,Steyn,Eales,3
43,0.011409792,0.0082,0.0148,Obs positivity,Steyn,Eales,3
44,0.011399544,0.0082,0.0148,Obs positivity,Steyn,Eales,3
45,0.011465442,0.0084,0.015,Obs positivity,Steyn,Eales,3
46,0.011571682,0.0084,0.015,Obs positivity,Steyn,Eales,3
47,0.011742674,0.0086,0.0152,Obs positivity,Steyn,Eales,3
48,0.01196758,0.0088,0.0156,Obs positivity,Steyn,Eales,3
49,0.012278612,0.009,0.0158,Obs positivity,Steyn,Eales,3
50,0.012650336,0.0094,0.0162,Obs positivity,Steyn,Eales,3
51,0.013084026,0.0096,0.0168,Obs positivity,Steyn,Eales,3
52,0.013540982,0.01,0.0172,Obs positivity,Steyn,Eales,3
53,0.014050872,0.0106,0.0178,Obs positivity,Steyn,Eales,3
54,0.01457378,0.011,0.0184,Obs positivity,Steyn,Eales,3
55,0.015132134,0.0114,0.019,Obs positivity,Steyn,Eales,3
56,0.015713058,0.012,0.0198,Obs positivity,Steyn,Eales,3
57,0.01633313,0.0126,0.0204,Obs positivity,Steyn,Eales,3
58,0.016934262,0.013,0.0212,Obs positivity,Steyn,Eales,3
59,0.017517782,0.0136,0.0218,Obs positivity,Steyn,Eales,3
60,0.01808683,0.014,0.0224,Obs positivity,Steyn,Eales,3
61,0.01863938,0.0146,0.023,Obs positivity,Steyn,Eales,3
62,0.019179804,0.015,0.0236,Obs positivity,Steyn,Eales,3
63,0.019680982,0.0154,0.0242,Obs positivity,Steyn,Eales,3
64,0.020116872,0.0158,0.0246,Obs positivity,Steyn,Eales,3
65,0.020521576,0.0162,0.0252,Obs positivity,Steyn,Eales,3
66,0.020931542,0.0166,0.0256,Obs positivity,Steyn,Eales,3
67,0.021340122,0.017,0.026,Obs positivity,Steyn,Eales,3
68,0.021778364,0.0174,0.0264,Obs positivity,Steyn,Eales,3
69,0.02227916,0.0178,0.027,Obs positivity,Steyn,Eales,3
70,0.022809074,0.0184,0.0276,Obs positivity,Steyn,Eales,3
71,0.023433184,0.0188,0.0284,Obs positivity,Steyn,Eales,3
72,0.024106314,0.0194,0.029,Obs positivity,Steyn,Eales,3
73,0.024887458,0.0202,0.0298,Obs positivity,Steyn,Eales,3
74,0.025746306,0.021,0.0308,Obs positivity,Steyn,Eales,3
75,0.026723126,0.0218,0.032,Obs positivity,Steyn,Eales,3
76,0.027837912,0.0228,0.0332,Obs positivity,Steyn,Eales,3
77,0.02908121,0.024,0.0346,Obs positivity,Steyn,Eales,3
78,0.0305136,0.0252,0.036,Obs positivity,Steyn,Eales,3
79,0.032095666,0.0266,0.0378,Obs positivity,Steyn,Eales,3
80,0.033820228,0.0282,0.0396,Obs positivity,Steyn,Eales,3
81,0.0356613,0.03,0.0416,Obs positivity,Steyn,Eales,3
82,0.037590348,0.0318,0.0438,Obs positivity,Steyn,Eales,3
83,0.039617834,0.0336,0.046,Obs positivity,Steyn,Eales,3
84,0.041769636,0.0356,0.0482,Obs positivity,Steyn,Eales,3
85,0.044090972,0.0378,0.0508,Obs positivity,Steyn,Eales,3
86,0.0465596,0.04,0.0534,Obs positivity,Steyn,Eales,3
87,0.049250624,0.0426,0.0562,Obs positivity,Steyn,Eales,3
88,0.052111468,0.0452,0.0594,Obs positivity,Steyn,Eales,3
89,0.05505258,0.048,0.0624,Obs positivity,Steyn,Eales,3
90,0.058151194,0.0508,0.0658,Obs positivity,Steyn,Eales,3
91,0.061395474,0.0538,0.0692,Obs positivity,Steyn,Eales,3
92,0.064743094,0.057,0.0728,Obs positivity,Steyn,Eales,3
93,0.068205762,0.0604,0.0764,Obs positivity,Steyn,Eales,3
94,0.071766806,0.0636,0.0802,Obs positivity,Steyn,Eales,3
95,0.07540141,0.067,0.084,Obs positivity,Steyn,Eales,3
96,0.079263742,0.0708,0.0882,Obs positivity,Steyn,Eales,3
97,0.083575564,0.0748,0.0926,Obs positivity,Steyn,Eales,3
98,0.088485636,0.0794,0.098,Obs positivity,Steyn,Eales,3
99,0.0941058,0.0844,0.104,Obs positivity,Steyn,Eales,3
100,0.100208852,0.0894,0.1112,Obs positivity,Steyn,Eales,3
1,0.01008061,-0.025615338,0.048379868,rt,Steyn,Eales,4
2,0.010685972,-0.022042209,0.046772991,rt,Steyn,Eales,4
3,0.011210414,-0.017238964,0.041532408,rt,Steyn,Eales,4
4,0.011012049,-0.015408402,0.039665487,rt,Steyn,Eales,4
5,0.010526436,-0.015214075,0.036462513,rt,Steyn,Eales,4
6,0.008670909,-0.013712675,0.031483212,rt,Steyn,Eales,4
7,0.007129341,-0.014367222,0.02840723,rt,Steyn,Eales,4
8,0.006183727,-0.016040315,0.023790554,rt,Steyn,Eales,4
9,0.005180101,-0.015336745,0.024087186,rt,Steyn,Eales,4
10,0.005561844,-0.013964505,0.023928828,rt,Steyn,Eales,4
11,0.005899144,-0.0124676,0.024475317,rt,Steyn,Eales,4
12,0.007896362,-0.010828061,0.024573271,rt,Steyn,Eales,4
13,0.008144676,-0.011569227,0.027442487,rt,Steyn,Eales,4
14,0.007717869,-0.010888935,0.025943063,rt,Steyn,Eales,4
15,0.006956627,-0.011356596,0.026713687,rt,Steyn,Eales,4
16,0.006187332,-0.012130477,0.024775323,rt,Steyn,Eales,4
17,0.004793032,-0.012636651,0.024195458,rt,Steyn,Eales,4
18,0.00405472,-0.01457453,0.023443302,rt,Steyn,Eales,4
19,0.00285699,-0.015278806,0.021303102,rt,Steyn,Eales,4
20,0.002517103,-0.015520285,0.020840915,rt,Steyn,Eales,4
21,0.001006603,-0.015847927,0.020350886,rt,Steyn,Eales,4
22,-0.000491874,-0.017487906,0.018237982,rt,Steyn,Eales,4
23,-0.002969777,-0.022408103,0.01591961,rt,Steyn,Eales,4
24,-0.003729692,-0.021682825,0.016233518,rt,Steyn,Eales,4
25,-0.00631081,-0.024205123,0.013760695,rt,Steyn,Eales,4
26,-0.009082445,-0.026203789,0.012430445,rt,Steyn,Eales,4
27,-0.012341776,-0.030441179,0.008298561,rt,Steyn,Eales,4
28,-0.016818864,-0.036291415,0.00139392,rt,Steyn,Eales,4
29,-0.021126018,-0.040663162,-0.00349895,rt,Steyn,Eales,4
30,-0.025937532,-0.044643474,-0.007320856,rt,Steyn,Eales,4
31,-0.030107021,-0.049367344,-0.013687158,rt,Steyn,Eales,4
32,-0.033506552,-0.05477527,-0.015681571,rt,Steyn,Eales,4
33,-0.036683887,-0.061324271,-0.018169053,rt,Steyn,Eales,4
34,-0.038918953,-0.063237168,-0.020559417,rt,Steyn,Eales,4
35,-0.039578956,-0.063942817,-0.020168272,rt,Steyn,Eales,4
36,-0.039215441,-0.059675174,-0.019301481,rt,Steyn,Eales,4
37,-0.037231824,-0.058778843,-0.018433747,rt,Steyn,Eales,4
38,-0.033700941,-0.058484096,-0.016192249,rt,Steyn,Eales,4
39,-0.029691885,-0.050638295,-0.010880465,rt,Steyn,Eales,4
40,-0.025701291,-0.045917759,-0.005695481,rt,Steyn,Eales,4
41,-0.02122668,-0.0417164,0.000763071,rt,Steyn,Eales,4
42,-0.015594209,-0.034068981,0.003901037,rt,Steyn,Eales,4
43,-0.009359908,-0.026999765,0.012856248,rt,Steyn,Eales,4
44,-0.002973125,-0.022840121,0.018642935,rt,Steyn,Eales,4
45,0.001911502,-0.0167862,0.024509967,rt,Steyn,Eales,4
46,0.005549833,-0.012985181,0.027969736,rt,Steyn,Eales,4
47,0.009345607,-0.010219626,0.031503042,rt,Steyn,Eales,4
48,0.012805672,-0.008107969,0.03191088,rt,Steyn,Eales,4
49,0.015728983,-0.003468995,0.036164579,rt,Steyn,Eales,4
50,0.018277597,0.001155674,0.038439309,rt,Steyn,Eales,4
51,0.020304499,0.003171886,0.041020149,rt,Steyn,Eales,4
52,0.022648427,0.002880499,0.044024685,rt,Steyn,Eales,4
53,0.024245095,0.004124869,0.046872542,rt,Steyn,Eales,4
54,0.02525901,0.006846325,0.046194568,rt,Steyn,Eales,4
55,0.025949637,0.007003742,0.046610109,rt,Steyn,Eales,4
56,0.026732273,0.008220024,0.04587218,rt,Steyn,Eales,4
57,0.02658064,0.007417557,0.045819078,rt,Steyn,Eales,4
58,0.026747263,0.007165683,0.047788745,rt,Steyn,Eales,4
59,0.026215142,0.006371426,0.045042903,rt,Steyn,Eales,4
60,0.026462549,0.005553022,0.045728459,rt,Steyn,Eales,4
61,0.026913491,0.004327518,0.046577031,rt,Steyn,Eales,4
62,0.027694229,0.007712077,0.046384234,rt,Steyn,Eales,4
63,0.029051856,0.010332977,0.047618845,rt,Steyn,Eales,4
64,0.029440146,0.010253771,0.04760527,rt,Steyn,Eales,4
65,0.030879811,0.011826293,0.048450079,rt,Steyn,Eales,4
66,0.032140418,0.012155727,0.049543232,rt,Steyn,Eales,4
67,0.033438483,0.014632426,0.053368286,rt,Steyn,Eales,4
68,0.034762662,0.015858191,0.053182206,rt,Steyn,Eales,4
69,0.036142962,0.017645559,0.053988286,rt,Steyn,Eales,4
70,0.037106002,0.019422526,0.054323929,rt,Steyn,Eales,4
71,0.037378909,0.019363842,0.055020392,rt,Steyn,Eales,4
72,0.037844334,0.019516994,0.05543385,rt,Steyn,Eales,4
73,0.038567763,0.019465049,0.055676748,rt,Steyn,Eales,4
74,0.040177216,0.022531602,0.058617287,rt,Steyn,Eales,4
75,0.042135951,0.024067981,0.059235517,rt,Steyn,Eales,4
76,0.043098366,0.02627609,0.060242653,rt,Steyn,Eales,4
77,0.043724138,0.026797638,0.061987342,rt,Steyn,Eales,4
78,0.044695271,0.027881599,0.061712582,rt,Steyn,Eales,4
79,0.045667601,0.027585038,0.063115181,rt,Steyn,Eales,4
80,0.047007217,0.028813188,0.066149059,rt,Steyn,Eales,4
81,0.047211736,0.029557963,0.065247135,rt,Steyn,Eales,4
82,0.045736342,0.027618783,0.062977387,rt,Steyn,Eales,4
83,0.044746179,0.026616435,0.060602822,rt,Steyn,Eales,4
84,0.044014754,0.025555782,0.060798234,rt,Steyn,Eales,4
85,0.044502874,0.026125782,0.060482647,rt,Steyn,Eales,4
86,0.045618416,0.029060663,0.062178424,rt,Steyn,Eales,4
87,0.046602982,0.029584263,0.063432386,rt,Steyn,Eales,4
88,0.047843088,0.031043307,0.064770444,rt,Steyn,Eales,4
89,0.047936431,0.03043017,0.064823046,rt,Steyn,Eales,4
90,0.047474955,0.030372347,0.062929012,rt,Steyn,Eales,4
91,0.047841217,0.030783375,0.064144961,rt,Steyn,Eales,4
92,0.048997232,0.032693286,0.065255658,rt,Steyn,Eales,4
93,0.049964116,0.034121647,0.066037532,rt,Steyn,Eales,4
94,0.05070471,0.035138763,0.067074274,rt,Steyn,Eales,4
95,0.051394828,0.035332817,0.068798203,rt,Steyn,Eales,4
96,0.049372567,0.032832073,0.065995389,rt,Steyn,Eales,4
97,0.04709084,0.029462978,0.064272005,rt,Steyn,Eales,4
98,0.045846974,0.025794469,0.064511217,rt,Steyn,Eales,4
99,0.045189546,0.02193482,0.066977859,rt,Steyn,Eales,4
100,0.045850135,0.018652622,0.071896006,rt,Steyn,Eales,4
1,0.015379886,0.013466919,0.017605114,Pt,Steyn,Eales,4
2,0.015524189,0.013882484,0.017377597,Pt,Steyn,Eales,4
3,0.015693513,0.014242164,0.017224002,Pt,Steyn,Eales,4
4,0.015858554,0.014610342,0.017203983,Pt,Steyn,Eales,4
5,0.016024306,0.014955937,0.01735113,Pt,Steyn,Eales,4
6,0.01615915,0.015041131,0.017403992,Pt,Steyn,Eales,4
7,0.016275709,0.015095961,0.017451626,Pt,Steyn,Eales,4
8,0.016376108,0.015171643,0.017466471,Pt,Steyn,Eales,4
9,0.016460704,0.015264719,0.017494108,Pt,Steyn,Eales,4
10,0.016553352,0.015426746,0.01771674,Pt,Steyn,Eales,4
11,0.016647642,0.015576593,0.017850145,Pt,Steyn,Eales,4
12,0.016784436,0.015789307,0.017924898,Pt,Steyn,Eales,4
13,0.016911363,0.015859399,0.01798273,Pt,Steyn,Eales,4
14,0.017040067,0.016051774,0.018018676,Pt,Steyn,Eales,4
15,0.017156731,0.016149973,0.018152254,Pt,Steyn,Eales,4
16,0.017263543,0.016231789,0.018337701,Pt,Steyn,Eales,4
17,0.017347094,0.016363891,0.018456305,Pt,Steyn,Eales,4
18,0.017416219,0.016394211,0.018517364,Pt,Steyn,Eales,4
19,0.017456883,0.016474623,0.018624303,Pt,Steyn,Eales,4
20,0.017500095,0.016476578,0.018702655,Pt,Steyn,Eales,4
21,0.017522131,0.016507347,0.018698784,Pt,Steyn,Eales,4
22,0.017514837,0.016430481,0.018707136,Pt,Steyn,Eales,4
23,0.017468602,0.016321342,0.018716821,Pt,Steyn,Eales,4
24,0.017403763,0.016262903,0.018733391,Pt,Steyn,Eales,4
25,0.017294932,0.016178487,0.018676677,Pt,Steyn,Eales,4
26,0.017137697,0.016019248,0.018584705,Pt,Steyn,Eales,4
27,0.016927793,0.015799995,0.01838666,Pt,Steyn,Eales,4
28,0.016645447,0.015561616,0.018057558,Pt,Steyn,Eales,4
29,0.016298899,0.01526428,0.017633447,Pt,Steyn,Eales,4
30,0.01588458,0.014798145,0.017146634,Pt,Steyn,Eales,4
31,0.015412218,0.014350826,0.016563991,Pt,Steyn,Eales,4
32,0.014905759,0.013840488,0.016032248,Pt,Steyn,Eales,4
33,0.014369957,0.013400853,0.015447143,Pt,Steyn,Eales,4
34,0.01382286,0.012845714,0.014874594,Pt,Steyn,Eales,4
35,0.013288593,0.012253951,0.014343606,Pt,Steyn,Eales,4
36,0.012783935,0.011702205,0.013768197,Pt,Steyn,Eales,4
37,0.012324555,0.011246275,0.013312957,Pt,Steyn,Eales,4
38,0.011914946,0.010884444,0.012893343,Pt,Steyn,Eales,4
39,0.011564718,0.010538663,0.012597659,Pt,Steyn,Eales,4
40,0.01127187,0.010278581,0.012322666,Pt,Steyn,Eales,4
41,0.011034158,0.010048543,0.012123972,Pt,Steyn,Eales,4
42,0.010864767,0.009923043,0.011948181,Pt,Steyn,Eales,4
43,0.01075868,0.009818007,0.011786094,Pt,Steyn,Eales,4
44,0.010729342,0.009797897,0.011701367,Pt,Steyn,Eales,4
45,0.010743682,0.009799284,0.011680641,Pt,Steyn,Eales,4
46,0.010803804,0.00987693,0.011751886,Pt,Steyn,Eales,4
47,0.010904514,0.009983497,0.011821075,Pt,Steyn,Eales,4
48,0.011042273,0.010127582,0.012009775,Pt,Steyn,Eales,4
49,0.011216038,0.010342394,0.012210052,Pt,Steyn,Eales,4
50,0.011420239,0.010588015,0.012408428,Pt,Steyn,Eales,4
51,0.011653575,0.010744936,0.012613995,Pt,Steyn,Eales,4
52,0.011919886,0.011019495,0.012908513,Pt,Steyn,Eales,4
53,0.012212528,0.011259862,0.01319128,Pt,Steyn,Eales,4
54,0.012525297,0.011577563,0.013559573,Pt,Steyn,Eales,4
55,0.012856029,0.011872969,0.013933043,Pt,Steyn,Eales,4
56,0.013205427,0.012170299,0.014264257,Pt,Steyn,Eales,4
57,0.013561114,0.012498051,0.01463455,Pt,Steyn,Eales,4
58,0.013927731,0.01282703,0.015052641,Pt,Steyn,Eales,4
59,0.014298163,0.013215705,0.015402594,Pt,Steyn,Eales,4
60,0.014681935,0.013586594,0.015781966,Pt,Steyn,Eales,4
61,0.015081809,0.0139675,0.016230688,Pt,Steyn,Eales,4
62,0.015506531,0.014410299,0.016702266,Pt,Steyn,Eales,4
63,0.015964314,0.014785933,0.017124692,Pt,Steyn,Eales,4
64,0.016442199,0.01532107,0.017646068,Pt,Steyn,Eales,4
65,0.016956777,0.015808447,0.018129746,Pt,Steyn,Eales,4
66,0.017509358,0.016372693,0.018750596,Pt,Steyn,Eales,4
67,0.018102354,0.016933917,0.019303584,Pt,Steyn,Eales,4
68,0.018742383,0.017532368,0.020007656,Pt,Steyn,Eales,4
69,0.01943199,0.018214627,0.020725911,Pt,Steyn,Eales,4
70,0.020168282,0.018932284,0.021457254,Pt,Steyn,Eales,4
71,0.020935792,0.019641877,0.022267043,Pt,Steyn,Eales,4
72,0.021742655,0.020443335,0.023053754,Pt,Steyn,Eales,4
73,0.022594341,0.021245473,0.023990125,Pt,Steyn,Eales,4
74,0.023517238,0.022152646,0.024996507,Pt,Steyn,Eales,4
75,0.024525923,0.023154568,0.026053128,Pt,Steyn,Eales,4
76,0.025604157,0.024172917,0.027194844,Pt,Steyn,Eales,4
77,0.026747305,0.025216408,0.028365662,Pt,Steyn,Eales,4
78,0.027968091,0.026404164,0.029613171,Pt,Steyn,Eales,4
79,0.029272487,0.027656502,0.030940718,Pt,Steyn,Eales,4
80,0.030680746,0.029080794,0.03236676,Pt,Steyn,Eales,4
81,0.032162506,0.030523671,0.033934415,Pt,Steyn,Eales,4
82,0.03366972,0.031949903,0.035480162,Pt,Steyn,Eales,4
83,0.035211563,0.033429278,0.037105489,Pt,Steyn,Eales,4
84,0.036796102,0.034941253,0.038739921,Pt,Steyn,Eales,4
85,0.038471975,0.036625401,0.040494779,Pt,Steyn,Eales,4
86,0.040266878,0.038314251,0.042334693,Pt,Steyn,Eales,4
87,0.042187529,0.040242225,0.044289278,Pt,Steyn,Eales,4
88,0.044255951,0.042215049,0.046458561,Pt,Steyn,Eales,4
89,0.046428518,0.044277978,0.048607858,Pt,Steyn,Eales,4
90,0.0486854,0.046479646,0.050896216,Pt,Steyn,Eales,4
91,0.051069737,0.048749476,0.053341733,Pt,Steyn,Eales,4
92,0.053632589,0.051237929,0.056024569,Pt,Steyn,Eales,4
93,0.056378782,0.05390702,0.058952257,Pt,Steyn,Eales,4
94,0.059308924,0.056799293,0.062037613,Pt,Steyn,Eales,4
95,0.06243573,0.059806236,0.065197695,Pt,Steyn,Eales,4
96,0.065596848,0.062848486,0.068446529,Pt,Steyn,Eales,4
97,0.068762678,0.065877493,0.071752902,Pt,Steyn,Eales,4
98,0.071993019,0.068825355,0.075272285,Pt,Steyn,Eales,4
99,0.075330999,0.071466303,0.079328481,Pt,Steyn,Eales,4
100,0.078885409,0.073710142,0.084243348,Pt,Steyn,Eales,4
1,76.87366,57,98,nPos,Steyn,Eales,4
2,77.65054,58,98,nPos,Steyn,Eales,4
3,78.44081,60,99,nPos,Steyn,Eales,4
4,79.26421,61,99,nPos,Steyn,Eales,4
5,80.14432,61,100,nPos,Steyn,Eales,4
6,80.8023,62,101,nPos,Steyn,Eales,4
7,81.36192,63,101,nPos,Steyn,Eales,4
8,81.87984,63,102,nPos,Steyn,Eales,4
9,82.31371,64,103,nPos,Steyn,Eales,4
10,82.7914,64,103,nPos,Steyn,Eales,4
11,83.25169,64,104,nPos,Steyn,Eales,4
12,83.91199,65,104,nPos,Steyn,Eales,4
13,84.55328,66,105,nPos,Steyn,Eales,4
14,85.18202,66,105,nPos,Steyn,Eales,4
15,85.77224,67,106,nPos,Steyn,Eales,4
16,86.32192,67,107,nPos,Steyn,Eales,4
17,86.73564,67,107,nPos,Steyn,Eales,4
18,87.0919,68,108,nPos,Steyn,Eales,4
19,87.22394,68,108,nPos,Steyn,Eales,4
20,87.53756,68,108,nPos,Steyn,Eales,4
21,87.60703,68,108,nPos,Steyn,Eales,4
22,87.57988,68,108,nPos,Steyn,Eales,4
23,87.29807,68,108,nPos,Steyn,Eales,4
24,86.99755,68,108,nPos,Steyn,Eales,4
25,86.48873,67,107,nPos,Steyn,Eales,4
26,85.65751,66,106,nPos,Steyn,Eales,4
27,84.62457,65,105,nPos,Steyn,Eales,4
28,83.24518,64,104,nPos,Steyn,Eales,4
29,81.49453,63,102,nPos,Steyn,Eales,4
30,79.37595,61,99,nPos,Steyn,Eales,4
31,77.05132,59,97,nPos,Steyn,Eales,4
32,74.54335,57,94,nPos,Steyn,Eales,4
33,71.84574,54,91,nPos,Steyn,Eales,4
34,69.10521,52,88,nPos,Steyn,Eales,4
35,66.41802,50,85,nPos,Steyn,Eales,4
36,63.8801,47,82,nPos,Steyn,Eales,4
37,61.59338,45,79,nPos,Steyn,Eales,4
38,59.58096,43,77,nPos,Steyn,Eales,4
39,57.81222,42,75,nPos,Steyn,Eales,4
40,56.35634,41,73,nPos,Steyn,Eales,4
41,55.14355,40,72,nPos,Steyn,Eales,4
42,54.34029,39,71,nPos,Steyn,Eales,4
43,53.80871,39,70,nPos,Steyn,Eales,4
44,53.65079,39,70,nPos,Steyn,Eales,4
45,53.71455,38,70,nPos,Steyn,Eales,4
46,54.01768,39,71,nPos,Steyn,Eales,4
47,54.51763,39,71,nPos,Steyn,Eales,4
48,55.21476,40,72,nPos,Steyn,Eales,4
49,56.06564,41,73,nPos,Steyn,Eales,4
50,57.10678,42,74,nPos,Steyn,Eales,4
51,58.2285,43,75,nPos,Steyn,Eales,4
52,59.62238,44,77,nPos,Steyn,Eales,4
53,61.09287,45,78,nPos,Steyn,Eales,4
54,62.62437,46,80,nPos,Steyn,Eales,4
55,64.26445,47,82,nPos,Steyn,Eales,4
56,66.07197,49,84,nPos,Steyn,Eales,4
57,67.8232,51,86,nPos,Steyn,Eales,4
58,69.64979,52,88,nPos,Steyn,Eales,4
59,71.54061,54,90,nPos,Steyn,Eales,4
60,73.34062,56,93,nPos,Steyn,Eales,4
61,75.40281,57,95,nPos,Steyn,Eales,4
62,77.50492,59,97,nPos,Steyn,Eales,4
63,79.83041,61,100,nPos,Steyn,Eales,4
64,82.20947,63,102,nPos,Steyn,Eales,4
65,84.80469,66,105,nPos,Steyn,Eales,4
66,87.58407,68,109,nPos,Steyn,Eales,4
67,90.55169,71,112,nPos,Steyn,Eales,4
68,93.74537,74,115,nPos,Steyn,Eales,4
69,97.20794,77,119,nPos,Steyn,Eales,4
70,100.9133,80,123,nPos,Steyn,Eales,4
71,104.7015,83,127,nPos,Steyn,Eales,4
72,108.6988,87,131,nPos,Steyn,Eales,4
73,112.91779,91,136,nPos,Steyn,Eales,4
74,117.6017,95,141,nPos,Steyn,Eales,4
75,122.62549,100,147,nPos,Steyn,Eales,4
76,128.02463,105,153,nPos,Steyn,Eales,4
77,133.7007,109,159,nPos,Steyn,Eales,4
78,139.85728,115,166,nPos,Steyn,Eales,4
79,146.35976,121,173,nPos,Steyn,Eales,4
80,153.32692,127,181,nPos,Steyn,Eales,4
81,160.80088,134,189,nPos,Steyn,Eales,4
82,168.2999,141,197,nPos,Steyn,Eales,4
83,176.06904,148,205,nPos,Steyn,Eales,4
84,184.04279,156,214,nPos,Steyn,Eales,4
85,192.35479,163,223,nPos,Steyn,Eales,4
86,201.36771,171,232,nPos,Steyn,Eales,4
87,210.88917,180,243,nPos,Steyn,Eales,4
88,221.29173,190,254,nPos,Steyn,Eales,4
89,232.10746,200,265,nPos,Steyn,Eales,4
90,243.49415,211,278,nPos,Steyn,Eales,4
91,255.3291,222,290,nPos,Steyn,Eales,4
92,268.1804,234,304,nPos,Steyn,Eales,4
93,281.83937,246.975,319,nPos,Steyn,Eales,4
94,296.64993,260,334,nPos,Steyn,Eales,4
95,312.18326,275,351,nPos,Steyn,Eales,4
96,327.98289,290,367,nPos,Steyn,Eales,4
97,343.74638,304,384,nPos,Steyn,Eales,4
98,360.01572,319,402,nPos,Steyn,Eales,4
99,376.70804,334,421,nPos,Steyn,Eales,4
100,394.38539,348,443,nPos,Steyn,Eales,4
1,0.015374732,0.0114,0.0196,Obs positivity,Steyn,Eales,4
2,0.015530108,0.0116,0.0196,Obs positivity,Steyn,Eales,4
3,0.015688162,0.012,0.0198,Obs positivity,Steyn,Eales,4
4,0.015852842,0.0122,0.0198,Obs positivity,Steyn,Eales,4
5,0.016028864,0.0122,0.02,Obs positivity,Steyn,Eales,4
6,0.01616046,0.0124,0.0202,Obs positivity,Steyn,Eales,4
7,0.016272384,0.0126,0.0202,Obs positivity,Steyn,Eales,4
8,0.016375968,0.0126,0.0204,Obs positivity,Steyn,Eales,4
9,0.016462742,0.0128,0.0206,Obs positivity,Steyn,Eales,4
10,0.01655828,0.0128,0.0206,Obs positivity,Steyn,Eales,4
11,0.016650338,0.0128,0.0208,Obs positivity,Steyn,Eales,4
12,0.016782398,0.013,0.0208,Obs positivity,Steyn,Eales,4
13,0.016910656,0.0132,0.021,Obs positivity,Steyn,Eales,4
