"variable","mean","median","sd","lower","upper","rhat","ess_bulk","iter","simulation","method","fitAttempts"
"Y_hat[96]",-4.80554416666667,-4.8038,0.0812077529509915,-4.9753965,-4.65596575,1.01142763320974,848.250109476684,5,"Steyn","Eales",1
"Y_hat[97]",-4.77747998888889,-4.7754,0.0868732175812854,-4.96103975,-4.61908,1.00730639278826,841.350608900169,5,"Steyn","Eales",1
"Y_hat[98]",-4.74944383333333,-4.74832,0.093948622126224,-4.9502775,-4.58383475,1.00383635219368,833.676716854727,5,"Steyn","Eales",1
"Y_hat[99]",-4.72142042222222,-4.72127,0.102523848947141,-4.935037,-4.53887325,1.00204020965976,837.330232193074,5,"Steyn","Eales",1
"Y_hat[100]",-4.69339306666667,-4.692865,0.112551481434098,-4.92472775,-4.482037,1.00085825923942,846.355731934351,5,"Steyn","Eales",1
"effective_n",3457.65014444444,3316.545,994.74287123913,2045.193,5708.85525,1.00799676229231,1333.59749033651,5,"Steyn","Eales",1
"P[1]",0.0111434080888889,0.01107435,0.00120989709322492,0.0090276155,0.0136893375,1.00115510390405,712.36381787879,5,"Steyn","Eales",1
"P[2]",0.0107573771777778,0.01070185,0.00102535517697657,0.00894991,0.0128366725,1.00199330706205,858.540798500331,5,"Steyn","Eales",1
"P[3]",0.0103933741777778,0.01034645,0.000875954896869468,0.00883999275,0.012206605,1.00339594241641,962.043385450402,5,"Steyn","Eales",1
"P[4]",0.0100514426888889,0.01000215,0.000759501771379414,0.00872647275,0.0116571375,1.00740763810559,1031.56581595244,5,"Steyn","Eales",1
"P[5]",0.00973149305555556,0.00968294,0.000672339381397582,0.008563552,0.0111444675,1.00916471232979,1073.88657053276,5,"Steyn","Eales",1
"P[6]",0.00943333578888889,0.00939692,0.000608614224735624,0.008337734,0.010686615,1.00931737871779,1079.74336396579,5,"Steyn","Eales",1
"P[7]",0.00915642618888889,0.009137315,0.000561601074507634,0.008134801,0.0103102475,1.00764289709317,1028.41963126253,5,"Steyn","Eales",1
"P[8]",0.00889918702222222,0.00886519,0.000526732858758081,0.0079410515,0.009963504,1.00728056276857,964.875055638783,5,"Steyn","Eales",1
"P[9]",0.00866004412222222,0.00863863,0.0005010729158023,0.00773990725,0.00966510275,1.00577114748288,918.989701239926,5,"Steyn","Eales",1
"P[10]",0.0084375972,0.008409915,0.000482073547984595,0.007557334,0.0094181525,1.00780992984215,893.239547028402,5,"Steyn","Eales",1
"P[11]",0.0082305725,0.00821416,0.000467247409211401,0.007363066,0.00918286375,1.00785329073376,882.042660953693,5,"Steyn","Eales",1
"P[12]",0.00803770398888889,0.00804161,0.000454833010746,0.00720578175,0.0089768825,1.0034159490426,881.128762600486,5,"Steyn","Eales",1
