"value","t","variable","iter"
0.0289394985909187,18,"Pt",2
0.0292191590621192,19,"Pt",2
0.0295302272868368,20,"Pt",2
0.0298635229751585,21,"Pt",2
0.0302109613210383,22,"Pt",2
0.0305674085413203,23,"Pt",2
0.030927944888387,24,"Pt",2
0.031287421157953,25,"Pt",2
0.0316404735836363,26,"Pt",2
0.031983571918296,27,"Pt",2
0.0323170951097678,28,"Pt",2
0.0326419297697078,29,"Pt",2
0.0329590178258286,30,"Pt",2
0.0332692311636005,31,"Pt",2
0.0335639131379265,32,"Pt",2
0.0338177882460282,33,"Pt",2
0.0340033750153203,34,"Pt",2
0.0340929514583077,35,"Pt",2
0.034059846687937,36,"Pt",2
0.0339136436454337,37,"Pt",2
0.0337165702230382,38,"Pt",2
0.033534149213147,39,"Pt",2
0.033430628657698,40,"Pt",2
0.0334689039885488,41,"Pt",2
0.0336766193683811,42,"Pt",2
0.0340359145248989,43,"Pt",2
0.0345269608156586,44,"Pt",2
0.0351302445916302,45,"Pt",2
0.0358258321547612,46,"Pt",2
0.0365934380303214,47,"Pt",2
0.0374120933469317,48,"Pt",2
0.0382590439868379,49,"Pt",2
0.0391094705715035,50,"Pt",2
0.0399378329788655,51,"Pt",2
0.0407502344449726,52,"Pt",2
0.0415876958029791,53,"Pt",2
0.0424960728198994,54,"Pt",2
0.0435251350628552,55,"Pt",2
0.0447282947191875,56,"Pt",2
0.0461412172407983,57,"Pt",2
0.0477829100421005,58,"Pt",2
0.0496748957610798,59,"Pt",2
0.0518423062530779,60,"Pt",2
0.0543111753632106,61,"Pt",2
0.0570615502036555,62,"Pt",2
0.0600274551059753,63,"Pt",2
0.0631263662402398,64,"Pt",2
0.0662578615657724,65,"Pt",2
0.0693064027563866,66,"Pt",2
0.0721860396816033,67,"Pt",2
0.074835177630433,68,"Pt",2
0.0771906588708303,69,"Pt",2
0.0791888704144024,70,"Pt",2
0.080776898813876,71,"Pt",2
0.0820025771457141,72,"Pt",2
0.0829805185745872,73,"Pt",2
0.0838346589440443,74,"Pt",2
0.0846949025944083,75,"Pt",2
0.0856831122544813,76,"Pt",2
0.0868107041951233,77,"Pt",2
0.088029606743866,78,"Pt",2
0.0892889596472654,79,"Pt",2
0.0905352601281227,80,"Pt",2
0.0917211035058635,81,"Pt",2
0.0928627014179782,82,"Pt",2
0.0940069534290767,83,"Pt",2
0.0952030508630426,84,"Pt",2
0.0965024540325652,85,"Pt",2
0.0979573684129136,86,"Pt",2
0.0996111048977752,87,"Pt",2
0.101505343878937,88,"Pt",2
0.1036852901211,89,"Pt",2
0.106200511366723,90,"Pt",2
0.109079002469858,91,"Pt",2
0.112203063855215,92,"Pt",2
0.11539154138632,93,"Pt",2
0.118444750937801,94,"Pt",2
0.121145460748292,95,"Pt",2
0.123308479012919,96,"Pt",2
0.124958090271916,97,"Pt",2
0.126189579556809,98,"Pt",2
0.12710646460196,99,"Pt",2
0.127817710964387,100,"Pt",2
0.0209013906566028,1,"Pt",3
0.0216361711442394,2,"Pt",3
0.0225021961785982,3,"Pt",3
0.0234202465836151,4,"Pt",3
0.0242979066358737,5,"Pt",3
0.0250294891939361,6,"Pt",3
0.0255292168954845,7,"Pt",3
0.0258127985525329,8,"Pt",3
0.0259250559722834,9,"Pt",3
0.0259157617855802,10,"Pt",3
0.0258368416258908,11,"Pt",3
0.0257277066832994,12,"Pt",3
0.0255894710478088,13,"Pt",3
0.0254163732666001,14,"Pt",3
0.0252029405532802,15,"Pt",3
0.0249440618801955,16,"Pt",3
0.0246301648074645,17,"Pt",3
0.024240057436681,18,"Pt",3
0.0237526353698899,19,"Pt",3
0.0231497389066646,20,"Pt",3
0.0224171779579094,21,"Pt",3
0.0215651721860358,22,"Pt",3
0.0206480201630326,23,"Pt",3
0.0197194926611635,24,"Pt",3
0.0188255120937204,25,"Pt",3
0.018004185047917,26,"Pt",3
0.0172701712727283,27,"Pt",3
0.0166040669254634,28,"Pt",3
0.0159856093567057,29,"Pt",3
0.0153972031289826,30,"Pt",3
0.0148237074975526,31,"Pt",3
0.014263331321605,32,"Pt",3
0.0137329271312049,33,"Pt",3
0.0132485904770526,34,"Pt",3
0.0128241346929411,35,"Pt",3
0.0124715289765358,36,"Pt",3
0.0121917438236462,37,"Pt",3
0.0119716165196251,38,"Pt",3
0.0117983958669131,39,"Pt",3
0.0116605263648966,40,"Pt",3
0.0115475299825136,41,"Pt",3
0.0114590002827102,42,"Pt",3
0.0114069673558586,43,"Pt",3
0.0114043339398725,44,"Pt",3
0.0114645259155639,45,"Pt",3
0.011601667193873,46,"Pt",3
0.0118174562743903,47,"Pt",3
0.0120982930359626,48,"Pt",3
0.0124292591778247,49,"Pt",3
0.0127941827254626,50,"Pt",3
0.0131755328809651,51,"Pt",3
0.0135652780092695,52,"Pt",3
0.0139663942898823,53,"Pt",3
0.0143827284780269,54,"Pt",3
0.0148185514071602,55,"Pt",3
0.0152783321311035,56,"Pt",3
0.0157619259490798,57,"Pt",3
0.0162644686502975,58,"Pt",3
0.01678023298802,59,"Pt",3
0.0173027128947026,60,"Pt",3
0.0178253104162865,61,"Pt",3
0.0183518136675125,62,"Pt",3
0.0188953349102891,63,"Pt",3
0.0194707707789817,64,"Pt",3
0.0200947719087163,65,"Pt",3
0.0207845643896356,66,"Pt",3
0.0215406887715945,67,"Pt",3
0.0223503418490318,68,"Pt",3
0.0231982885760206,69,"Pt",3
0.0240667439840954,70,"Pt",3
0.0249370741155947,71,"Pt",3
0.0258085707068088,72,"Pt",3
0.0266931397822063,73,"Pt",3
0.0276045960593124,74,"Pt",3
0.0285586113510565,75,"Pt",3
0.029571897695704,76,"Pt",3
0.0306544076761703,77,"Pt",3
0.0318125151464472,78,"Pt",3
0.0330531843444318,79,"Pt",3
0.0343840765820159,80,"Pt",3
0.0358152350347542,81,"Pt",3
0.037370189442493,82,"Pt",3
0.0390816719381951,83,"Pt",3
0.0409875945294944,84,"Pt",3
0.043132165581653,85,"Pt",3
0.0455593780817691,86,"Pt",3
0.0482677758076639,87,"Pt",3
0.0512307451363492,88,"Pt",3
0.0544117875719889,89,"Pt",3
0.0577623671709578,90,"Pt",3
0.0612313002276511,91,"Pt",3
0.0648185964067691,92,"Pt",3
0.0685469278712336,93,"Pt",3
0.0724437401374427,94,"Pt",3
0.0765416452694531,95,"Pt",3
0.0808711231182551,96,"Pt",3
0.0854292214147556,97,"Pt",3
0.0901987489541868,98,"Pt",3
0.0951572841511083,99,"Pt",3
0.100276751731559,100,"Pt",3
0.0170735021096436,1,"Pt",4
0.0170217844351291,2,"Pt",4
0.017002348704947,3,"Pt",4
0.0170006928569073,4,"Pt",4
0.017002416782339,5,"Pt",4
0.0169931346303689,6,"Pt",4
0.0169623869671062,7,"Pt",4
0.0169131739750522,8,"Pt",4
0.0168513859676842,9,"Pt",4
0.0167828686195399,10,"Pt",4
0.0167133906425536,11,"Pt",4
0.0166489968248931,12,"Pt",4
0.0165967282998924,13,"Pt",4
0.0165637572373638,14,"Pt",4
0.0165572513145569,15,"Pt",4
0.0165844633366309,16,"Pt",4
0.0166490193938584,17,"Pt",4
0.0167448756071939,18,"Pt",4
0.0168644532432279,19,"Pt",4
0.0170000722984552,20,"Pt",4
0.0171438453681075,21,"Pt",4
0.0172845247411388,22,"Pt",4
0.0174035134118294,23,"Pt",4
0.0174808230521233,24,"Pt",4
0.0174963514642951,25,"Pt",4
0.0174304917399465,26,"Pt",4
0.0172689436804639,27,"Pt",4
0.0170071269909337,28,"Pt",4
0.0166434028894216,29,"Pt",4
0.0161783870442887,30,"Pt",4
0.015615294286923,31,"Pt",4
0.0149733588347705,32,"Pt",4
0.0142936138387247,33,"Pt",4
0.0136139843795903,34,"Pt",4
0.0129663630999533,35,"Pt",4
0.0123767745016181,36,"Pt",4
0.0118588236836232,37,"Pt",4
0.0114128553251816,38,"Pt",4
0.0110383874204054,39,"Pt",4
0.0107353312284925,40,"Pt",4
0.0105041463596808,41,"Pt",4
0.0103437329672944,42,"Pt",4
0.0102510691329837,43,"Pt",4
0.0102242417843361,44,"Pt",4
0.0102625987254164,45,"Pt",4
0.0103665328373462,46,"Pt",4
0.010531959934572,47,"Pt",4
0.0107489296210484,48,"Pt",4
0.0110069735058665,49,"Pt",4
0.0112949402033029,50,"Pt",4
0.0116008272423258,51,"Pt",4
0.0119167175210382,52,"Pt",4
0.012239349913609,53,"Pt",4
0.0125653381033992,54,"Pt",4
0.0128909341441143,55,"Pt",4
0.0132124373013385,56,"Pt",4
0.0135335768039481,57,"Pt",4
0.0138654539618426,58,"Pt",4
0.0142205077585427,59,"Pt",4
0.0146124392679153,60,"Pt",4
0.0150554484043588,61,"Pt",4
0.0155496442325497,62,"Pt",4
0.0160825228172454,63,"Pt",4
0.0166394155126225,64,"Pt",4
0.0172034804137045,65,"Pt",4
0.0177573351999973,66,"Pt",4
0.018304218048478,67,"Pt",4
0.0188637547840057,68,"Pt",4
0.0194583505499611,69,"Pt",4
0.0201131879751308,70,"Pt",4
0.0208552278359538,71,"Pt",4
0.0216987006502809,72,"Pt",4
0.0226498126267471,73,"Pt",4
0.023715482996963,74,"Pt",4
0.024903465504847,75,"Pt",4
0.0262195231240401,76,"Pt",4
0.0276437267722786,77,"Pt",4
0.0291365477397663,78,"Pt",4
0.0306488928040036,79,"Pt",4
0.0321215759870773,80,"Pt",4
0.0334960541238543,81,"Pt",4
0.034786596029319,82,"Pt",4
0.0360496465801704,83,"Pt",4
0.0373514789764203,84,"Pt",4
0.0387681129396118,85,"Pt",4
0.0403763764461341,86,"Pt",4
0.0421972881057431,87,"Pt",4
0.044227377226737,88,"Pt",4
0.0464614021735508,89,"Pt",4
0.0488915803945723,90,"Pt",4
0.0515070283510516,91,"Pt",4
0.0542942866072845,92,"Pt",4
0.0572358243777252,93,"Pt",4
0.0603088926594733,94,"Pt",4
0.0634849223526191,95,"Pt",4
0.0667405449420674,96,"Pt",4
0.0701037940221373,97,"Pt",4
0.0736251245514834,98,"Pt",4
0.0773639817789739,99,"Pt",4
0.0813898187650566,100,"Pt",4
0.0256791821652938,1,"Pt",5
0.0262546697998484,2,"Pt",5
0.0267243003357778,3,"Pt",5
0.0270646807626085,4,"Pt",5
0.0272532468993081,5,"Pt",5
0.0272692724543709,6,"Pt",5
0.0271106194235423,7,"Pt",5
0.0268317566325611,8,"Pt",5
0.0264985231259645,9,"Pt",5
0.0261744351759961,10,"Pt",5
0.0259201445564494,11,"Pt",5
0.0257838934739515,12,"Pt",5
0.0257830809402837,13,"Pt",5
0.0259312360107038,14,"Pt",5
0.0262445631170436,15,"Pt",5
0.0267427839647713,16,"Pt",5
0.0274337004260445,17,"Pt",5
0.0282850887684981,18,"Pt",5
0.0292553588610384,19,"Pt",5
0.0302977081293285,20,"Pt",5
0.0313586187247402,21,"Pt",5
0.0324001350307021,22,"Pt",5
0.033432801009506,23,"Pt",5
0.0344763019401604,24,"Pt",5
0.0355529195422784,25,"Pt",5
0.0366875172121355,26,"Pt",5
0.0378903872837782,27,"Pt",5
0.0391377578276881,28,"Pt",5
0.0403984112482699,29,"Pt",5
0.0416371711324843,30,"Pt",5
0.0428148910181372,31,"Pt",5
0.0438821315144183,32,"Pt",5
0.0447744322668402,33,"Pt",5
0.0454236893628199,34,"Pt",5
0.0457620036078986,35,"Pt",5
0.0457266604219176,36,"Pt",5
0.0453352601569575,37,"Pt",5
0.0447187148438281,38,"Pt",5
0.0440146776093245,39,"Pt",5
0.0433543102681883,40,"Pt",5
0.0428602411178709,41,"Pt",5
0.0425977276326657,42,"Pt",5
0.0425643587708147,43,"Pt",5
0.0427566137405953,44,"Pt",5
0.0431743828366057,45,"Pt",5
0.0438201861706629,46,"Pt",5
0.0446789505659134,47,"Pt",5
0.0457126607489393,48,"Pt",5
0.0468799723863201,49,"Pt",5
0.0481359682127338,50,"Pt",5
0.049433014662102,51,"Pt",5
0.0507642085260504,52,"Pt",5
0.0521688632500851,53,"Pt",5
0.0536924798166092,54,"Pt",5
0.0553855584484329,55,"Pt",5
0.057303210142375,56,"Pt",5
0.0594796328454718,57,"Pt",5
0.061928176612632,58,"Pt",5
0.0646629725432431,59,"Pt",5
0.0676996121108929,60,"Pt",5
0.0710516156816292,61,"Pt",5
0.0746797042677552,62,"Pt",5
0.0784915460131918,63,"Pt",5
0.082373883539173,64,"Pt",5
0.0861922495933844,65,"Pt",5
0.0898024271438298,66,"Pt",5
0.0931826447780271,67,"Pt",5
0.0964114620738462,68,"Pt",5
0.0995838877398261,69,"Pt",5
0.102808522620936,70,"Pt",5
0.10618770732949,71,"Pt",5
0.109627368058125,72,"Pt",5
0.112896238859045,73,"Pt",5
0.115738644146902,74,"Pt",5
0.117882160201508,75,"Pt",5
0.119083158075965,76,"Pt",5
0.119409031847136,77,"Pt",5
0.11910069297905,78,"Pt",5
0.118409564378995,79,"Pt",5
0.117587117565867,80,"Pt",5
0.116859960248535,81,"Pt",5
0.116301177005098,82,"Pt",5
0.115916544259914,83,"Pt",5
0.115712089505337,84,"Pt",5
0.115694502336911,85,"Pt",5
0.115863716563851,86,"Pt",5
0.116172898315403,87,"Pt",5
0.116556780873366,88,"Pt",5
0.11694952798474,89,"Pt",5
0.117284571118988,90,"Pt",5
0.117488756529647,91,"Pt",5
0.117456455820216,92,"Pt",5
0.117072249674819,93,"Pt",5
0.116224263820345,94,"Pt",5
0.114807626856728,95,"Pt",5
0.112766048548044,96,"Pt",5
0.110226108965964,97,"Pt",5
0.107361734854605,98,"Pt",5
0.104337267825611,99,"Pt",5
0.101304205750876,100,"Pt",5
0.0161380355216719,1,"Pt",6
0.0161324495582417,2,"Pt",6
0.0161012579173805,3,"Pt",6
0.0160502931758724,4,"Pt",6
0.0159854043766715,5,"Pt",6
0.0159123971805388,6,"Pt",6
0.0158336584079067,7,"Pt",6
0.0157401092881916,8,"Pt",6
0.0156204746648538,9,"Pt",6
0.0154639245396933,10,"Pt",6
0.0152603010366588,11,"Pt",6
0.0150082157463682,12,"Pt",6
0.014729720238978,13,"Pt",6
0.0144497789780996,14,"Pt",6
0.0141916130961514,15,"Pt",6
0.0139768434303262,16,"Pt",6
0.0138208279571101,17,"Pt",6
0.0137255448651902,18,"Pt",6
0.0136915341973288,19,"Pt",6
0.0137201132344103,20,"Pt",6
0.0138134279108661,21,"Pt",6
0.0139707388889042,22,"Pt",6
0.0141834571344997,23,"Pt",6
0.014441903267412,24,"Pt",6
0.0147360576880799,25,"Pt",6
0.0150552101640313,26,"Pt",6
0.0153828105262982,27,"Pt",6
0.0156910490546895,28,"Pt",6
0.0159488559872787,29,"Pt",6
0.0161236325709956,30,"Pt",6
0.0161828933710283,31,"Pt",6
0.016123021603929,32,"Pt",6
0.0159887090916235,33,"Pt",6
0.0158291371102687,34,"Pt",6
0.0156920177041472,35,"Pt",6
0.0156230940909669,36,"Pt",6
0.0156438331359537,37,"Pt",6
0.0157411869422466,38,"Pt",6
0.0159000953005645,39,"Pt",6
0.0161057001790779,40,"Pt",6
0.0163428376035261,41,"Pt",6
0.0165963983903024,42,"Pt",6
0.0168513839596321,43,"Pt",6
0.0170919485626247,44,"Pt",6
0.0173013975691013,45,"Pt",6
0.0174627899620488,46,"Pt",6
0.0175703966965347,47,"Pt",6
0.0176319476566339,48,"Pt",6
0.0176564102041148,49,"Pt",6
0.0176530765243143,50,"Pt",6
0.0176311033302211,51,"Pt",6
0.0175929941240151,52,"Pt",6
0.0175346116442303,53,"Pt",6
0.0174516456969077,54,"Pt",6
0.0173399604018909,55,"Pt",6
0.0171960125076404,56,"Pt",6
0.0170229900747851,57,"Pt",6
0.0168297234656214,58,"Pt",6
0.0166249659790954,59,"Pt",6
0.0164171199090278,60,"Pt",6
0.016214120475882,61,"Pt",6
0.0160223405009559,62,"Pt",6
0.0158469620918953,63,"Pt",6
0.0156929431617626,64,"Pt",6
0.0155651025844928,65,"Pt",6
0.0154678489355313,66,"Pt",6
0.0154013459172354,67,"Pt",6
0.0153630434291841,68,"Pt",6
0.0153505194242284,69,"Pt",6
0.0153614944412498,70,"Pt",6
0.0153935150944385,71,"Pt",6
0.0154412900836696,72,"Pt",6
0.0154977996790423,73,"Pt",6
0.015555924669377,74,"Pt",6
0.0156084449870511,75,"Pt",6
0.0156487388274163,76,"Pt",6
0.015676152942946,77,"Pt",6
0.0156931608722515,78,"Pt",6
0.0157022967311345,79,"Pt",6
0.0157061151129835,80,"Pt",6
0.0157090035568084,81,"Pt",6
0.0157288399609216,82,"Pt",6
0.0157896957716239,83,"Pt",6
0.0159162658500424,84,"Pt",6
0.0161346544345084,85,"Pt",6
0.0164670992688485,86,"Pt",6
0.016897297466127,87,"Pt",6
0.0173917443025886,88,"Pt",6
0.0179134169057469,89,"Pt",6
0.0184208129626523,90,"Pt",6
0.0188732229848106,91,"Pt",6
0.0192563794007376,92,"Pt",6
0.0195661167197417,93,"Pt",6
0.0197991267377856,94,"Pt",6
0.0199530072524887,95,"Pt",6
0.0200298057528993,96,"Pt",6
0.020048836443011,97,"Pt",6
0.0200348428771756,98,"Pt",6
0.0200127714322352,99,"Pt",6
0.0200075205610688,100,"Pt",6
0.0249693459509347,1,"Pt",7
0.0263016502388129,2,"Pt",7
0.0277889279092922,3,"Pt",7
0.0293942812647605,4,"Pt",7
0.0310706330317562,5,"Pt",7
0.0327591726105301,6,"Pt",7
0.0344020229944296,7,"Pt",7
0.0359796202780649,8,"Pt",7
0.0374824619159269,9,"Pt",7
0.0389023135933582,10,"Pt",7
0.0402323052798808,11,"Pt",7
0.0414827393602686,12,"Pt",7
0.0427151907358415,13,"Pt",7
0.0440084174057438,14,"Pt",7
0.0454505593108004,15,"Pt",7
0.0471408956833818,16,"Pt",7
0.0491350282670032,17,"Pt",7
0.0513411173732402,18,"Pt",7
0.0536245903343827,19,"Pt",7
0.0558267957913575,20,"Pt",7
0.0577658171427605,21,"Pt",7
0.0593121025201545,22,"Pt",7
0.0604931974037924,23,"Pt",7
0.0613701420002502,24,"Pt",7
0.0620135959557301,25,"Pt",7
0.0625002705612316,26,"Pt",7
0.0628642256933138,27,"Pt",7
0.0630501920847175,28,"Pt",7
0.0629930534139195,29,"Pt",7
0.062630132433845,30,"Pt",7
0.0619047489295552,31,"Pt",7
0.0608441163665694,32,"Pt",7
0.0596059712210141,33,"Pt",7
0.0583517013254785,34,"Pt",7
0.0572310373721733,35,"Pt",7
0.0563816204698796,36,"Pt",7
0.0558437806766772,37,"Pt",7
0.0555250012401837,38,"Pt",7
0.0553268588132207,39,"Pt",7
0.0551534947700606,40,"Pt",7
0.0549123620887317,41,"Pt",7
0.0545870673903717,42,"Pt",7
0.0542580855957508,43,"Pt",7
0.0540106086925832,44,"Pt",7
0.0539285845143015,45,"Pt",7
0.0540941966767861,46,"Pt",7
0.0545236804756946,47,"Pt",7
0.0551571049400482,48,"Pt",7
0.055929942849303,49,"Pt",7
0.0567753510473632,50,"Pt",7
0.0576223518476325,51,"Pt",7
0.0583820952130312,52,"Pt",7
0.0589476585442114,53,"Pt",7
0.0592091655793605,54,"Pt",7
0.059058609793738,55,"Pt",7
0.0584040113105716,56,"Pt",7
0.0573154215013566,57,"Pt",7
0.055995550743304,58,"Pt",7
0.0546401090622813,59,"Pt",7
0.05342889398159,60,"Pt",7
0.0525156512257953,61,"Pt",7
0.0518744297644769,62,"Pt",7
0.0513525404740786,63,"Pt",7
0.0508012555864267,64,"Pt",7
0.0500780894541198,65,"Pt",7
0.0490594507360821,66,"Pt",7
0.0477557326898584,67,"Pt",7
0.046261289156419,68,"Pt",7
0.0446660475278431,69,"Pt",7
0.0430513924414642,70,"Pt",7
0.0414858104432797,71,"Pt",7
0.0399962283696778,72,"Pt",7
0.0385872103438092,73,"Pt",7
0.0372621684988101,74,"Pt",7
0.0360237666637149,75,"Pt",7
0.0348744891047859,76,"Pt",7
0.0338199348008191,77,"Pt",7
0.0328667474938335,78,"Pt",7
0.0320208701984964,79,"Pt",7
0.0312878368037182,80,"Pt",7
0.0306721219476103,81,"Pt",7
0.0301714523731551,82,"Pt",7
0.0297813922911831,83,"Pt",7
0.0294986201243404,84,"Pt",7
0.0293209041822596,85,"Pt",7
0.0292439712266395,86,"Pt",7
0.0292449781380412,87,"Pt",7
0.0292941715478792,88,"Pt",7
0.0293619422781646,89,"Pt",7
0.0294185140694218,90,"Pt",7
0.0294370986229749,91,"Pt",7
0.0294081808610036,92,"Pt",7
0.0293282655203226,93,"Pt",7
0.0291941453953174,94,"Pt",7
0.0290029564879081,95,"Pt",7
0.0287520209475493,96,"Pt",7
0.0284381340752842,97,"Pt",7
0.0280583902790386,98,"Pt",7
0.0276105680865352,99,"Pt",7
0.0270932136403391,100,"Pt",7
0.0304138372472134,1,"Pt",8
0.0315208377605469,2,"Pt",8
0.0325906417139151,3,"Pt",8
0.0336912010672843,4,"Pt",8
0.0348998786257951,5,"Pt",8
0.0363049185716616,6,"Pt",8
0.0379746328515403,7,"Pt",8
0.03986668673289,8,"Pt",8
0.0419017915416025,9,"Pt",8
0.0439831748736909,10,"Pt",8
0.0459946423921036,11,"Pt",8
0.0478425334935857,12,"Pt",8
0.0495501774599882,13,"Pt",8
0.0511729060956757,14,"Pt",8
0.0527756835641364,15,"Pt",8
0.0544323695124383,16,"Pt",8
0.0562183392533616,17,"Pt",8
0.0581981934665948,18,"Pt",8
0.0604417592246334,19,"Pt",8
0.0630290889349998,20,"Pt",8
0.0660531148240327,21,"Pt",8
0.0695706008917465,22,"Pt",8
0.0735238675034251,23,"Pt",8
0.0778214812255268,24,"Pt",8
0.0823473860793072,25,"Pt",8
0.0869576189731915,26,"Pt",8
0.091559137827703,27,"Pt",8
0.0962082324032514,28,"Pt",8
0.100994421904377,29,"Pt",8
0.106024433137334,30,"Pt",8
0.111422200137916,31,"Pt",8
0.117233479462854,32,"Pt",8
0.123334529025082,33,"Pt",8
0.129558202120533,34,"Pt",8
0.135707461938171,35,"Pt",8
0.141559639230267,36,"Pt",8
0.147040141875098,37,"Pt",8
0.152338301588977,38,"Pt",8
0.15769493299265,39,"Pt",8
0.163381044641848,40,"Pt",8
0.169693182510535,41,"Pt",8
0.176716354480779,42,"Pt",8
0.18421249339693,43,"Pt",8
0.191885636496523,44,"Pt",8
0.19940001527126,45,"Pt",8
0.2063879838085,46,"Pt",8
0.21261891955888,47,"Pt",8
0.218048493865255,48,"Pt",8
0.222652926019196,49,"Pt",8
0.226418439560254,50,"Pt",8
0.229345178428718,51,"Pt",8
0.231549853375379,52,"Pt",8
0.233267282697826,53,"Pt",8
0.234745381806516,54,"Pt",8
0.236237670742188,55,"Pt",8
0.237987913042403,56,"Pt",8
0.239978189269809,57,"Pt",8
0.241954937841951,58,"Pt",8
0.243650964187295,59,"Pt",8
0.24479450908051,60,"Pt",8
0.245122633446204,61,"Pt",8
0.244528675953682,62,"Pt",8
0.243030226127009,63,"Pt",8
0.240654578960686,64,"Pt",8
0.237435357249804,65,"Pt",8
0.233421141712982,66,"Pt",8
0.228774847372307,67,"Pt",8
0.223729310186224,68,"Pt",8
0.218508595650011,69,"Pt",8
0.213324115213586,70,"Pt",8
0.208339778900177,71,"Pt",8
0.203365836044449,72,"Pt",8
0.198027852720687,73,"Pt",8
0.191980740256259,74,"Pt",8
0.184920379132565,75,"Pt",8
0.176636368601174,76,"Pt",8
0.167308608599589,77,"Pt",8
0.15729223266042,78,"Pt",8
0.146919434974829,79,"Pt",8
0.136487304074648,80,"Pt",8
0.126235389891891,81,"Pt",8
0.1162574431661,82,"Pt",8
0.106590725871109,83,"Pt",8
0.0972714297265304,84,"Pt",8
0.0883339715503565,85,"Pt",8
