"variable","mean","median","sd","lower","upper","rhat","ess_bulk"
"a_raw[109]",-0.123672923666667,-0.128048,0.953687129365939,-1.98773,1.7249235,1.00107888880123,1492.25784060193
"a_raw[110]",-0.0996899234877778,-0.09441845,0.927725980951036,-2.025841,1.81674075,1.00457881428311,1636.12712545478
"a_raw[111]",-0.173921585758889,-0.202202,1.05520850113211,-2.20597475,1.86855425,1.00296330070774,1977.99427573235
"a_raw[112]",-0.235882113244444,-0.2141145,0.923798841094531,-2.0441105,1.44053325,1.01009526452091,941.974954781033
"a_raw[113]",-0.28599242077,-0.2912355,0.913779555677967,-2.05357175,1.54785775,0.99765923641479,1381.95632462142
"a_raw[114]",-0.322768698056667,-0.2902175,0.998706724225859,-2.333557,1.6426735,1.00473996697889,1497.92781328644
"a_raw[115]",-0.327491098422222,-0.3322775,1.01434217232082,-2.342236,1.5689495,1.00484132028861,1735.47412519573
"a_raw[116]",-0.361699938188889,-0.346735,0.997122911356875,-2.21430525,1.51952975,0.998792096782258,1624.89014352647
"a_raw[117]",-0.428146987511111,-0.433737,1.04229389304103,-2.374179,1.60069325,0.999651089800459,1756.75245514295
"a_raw[118]",-0.456176146502222,-0.4436795,0.980285165760633,-2.450943,1.32011525,0.998924879773913,1578.61052972558
"a_raw[119]",-0.464731699583333,-0.4712185,0.954807189088745,-2.4699705,1.5516935,1.00875230865641,1628.17006580672
"a_raw[120]",-0.555020959577778,-0.550398,1.00419310080934,-2.53652875,1.44032275,1.00513988154402,1061.88093520183
"a_raw[121]",-0.520427979666667,-0.5105,1.03724089984273,-2.58051575,1.468213,1.00955752699509,1201.7492699546
"a_raw[122]",-0.5845314017,-0.5792275,0.961517938874426,-2.48335425,1.248097,1.01608546630103,1451.73941757594
"a_raw[123]",-0.610705101704444,-0.6352495,0.847571665298073,-2.21808575,1.1374315,1.0056131917686,1168.80136481491
"a_raw[124]",-0.673848626146667,-0.6925415,0.952576656962742,-2.392698,1.25451225,1.00782454181502,2658.81825849539
"a_raw[125]",-0.535880574053333,-0.551115,0.991665046381455,-2.409013,1.379895,1.0105738659564,1649.17591338502
"a_raw[126]",-0.318092992473333,-0.344638,0.887750402894058,-1.96540825,1.434906,1.00397564925309,1500.77206393581
"a_raw[127]",-0.0659761397111111,-0.061526,0.933655177759294,-1.92793125,1.72242825,1.00656086288541,1420.03967108412
"a_raw[128]",0.21192837895,0.221559,0.938755209627666,-1.68634825,2.097792,1.00476724337187,1280.46490684602
"a_raw[129]",0.431413396255556,0.4027445,0.935484712647015,-1.392729,2.197037,1.00198967094771,1206.83166717233
"a_raw[130]",0.45111274062,0.4550835,0.971002507905963,-1.4811415,2.22977425,1.00137565295867,1779.30356316955
"a_raw[131]",0.367497708476667,0.347878,0.942904494422296,-1.47900075,2.288811,1.00036336065617,1376.48996510949
"a_raw[132]",0.118042066288889,0.09082535,0.988204493846052,-1.685534,2.062559,0.999068891751854,1498.96613590571
"a_raw[133]",0.0276947555,0.0211751,0.978217555845669,-1.8144565,2.030285,0.999329232822955,718.962145349004
"a_raw[134]",-0.0236426472111111,0.01259685,0.915902553130718,-1.84832375,1.77117375,1.00199901971216,1326.8292026517
"a_raw[135]",-0.0182170078188889,-0.010315005,0.953295555282106,-1.89180475,1.95533675,0.999041211192056,2452.98519037346
"a_raw[136]",0.169955129698889,0.1866345,0.983952424844381,-1.70097475,2.048593,1.01120854309406,1296.56274108495
"a_raw[137]",0.243955575577778,0.233768,0.946710651366523,-1.49892925,2.04905525,1.00244773396087,2330.47466865456
"a_raw[138]",0.279717874766667,0.242404,0.942176773561884,-1.59920375,2.195956,0.999539918293752,1440.94840836053
"a_raw[139]",0.186620617083333,0.2075015,0.98587986566816,-1.72610575,2.022346,1.02420038790595,1858.90052455772
"a_raw[140]",0.0725982557822222,0.0916629,0.954795639935148,-1.9289505,1.92302675,1.00032583109662,1710.36845085937
"a_raw[141]",0.0668686022744445,0.0469039,1.03553525713011,-1.8613625,2.0744925,1.0015072662644,1579.73648228822
"a_raw[142]",0.0630729920422222,0.0798946,0.925938305848635,-1.75577875,1.886561,1.00241005983878,1507.91471827133
"a_raw[143]",-0.0150609469033334,0.011086375,0.94163731157531,-1.7676855,1.7848505,1.00326156264221,1227.40906113774
"a_raw[144]",0.0133052613744444,0.03751435,0.961882596006822,-1.93729825,1.9431355,1.01402014298247,1533.53973450452
"a_raw[145]",-0.0436080518888889,-0.0525063,0.974774763395892,-1.9437175,1.80603375,1.00019852019995,1600.81118326504
"a_raw[146]",0.0189536536777777,0.037316,1.01481499705921,-1.95116375,1.914117,1.00144807609511,2164.88499608843
"a_raw[147]",-0.0625659271622222,-0.05574175,1.02311411452191,-2.0723455,2.0040215,1.00366531183004,2207.60329598383
"a_raw[148]",-0.0711715399688889,-0.0670554,0.939167239295582,-1.8981705,1.73840075,0.997012515800026,1490.20633669546
"a_raw[149]",-0.0549809215166667,-0.04022105,1.02026529613612,-1.93532225,2.046568,1.00308660521249,2216.09031070931
"a_raw[150]",-0.113228838833333,-0.133873,0.976402172038168,-1.942416,1.81773525,1.00622366577922,1690.44302262603
"a_raw[151]",-0.120812938777778,-0.07199705,1.01924252356631,-2.1909355,1.82741175,1.00482170257579,1936.93239423919
"a_raw[152]",-0.1746780669,-0.181671,0.969365466357574,-2.08170775,1.852558,1.00172883991218,2047.28873171144
"a_raw[153]",-0.217080503233333,-0.1850965,1.01055183552422,-2.22739825,1.62259175,0.999003645648363,1675.96438500734
"a_raw[154]",-0.220598672511111,-0.23797,0.936694390725395,-1.9613525,1.64198375,0.999116409854776,1851.83401013101
"a_raw[155]",-0.270220644193333,-0.249739,0.946141116553411,-2.214693,1.52842175,1.00235202693371,1625.10186637543
"a_raw[156]",-0.266833342277778,-0.235904,0.934718038016719,-2.05568375,1.46673025,1.00089345858472,1545.11804653586
"a_raw[157]",-0.306185746813333,-0.2917335,1.0207428221903,-2.1404725,1.68927125,1.00199560674511,2658.81825849539
"a_raw[158]",-0.323460693011111,-0.3064885,0.958305048044418,-2.1700705,1.469836,1.01582102970013,1647.46976980405
"a_raw[159]",-0.250225871088889,-0.233716,1.01088645304716,-2.17986275,1.738227,0.998748934879644,2658.81825849539
"a_raw[160]",-0.129100589635556,-0.124769,0.882030447475863,-1.8430225,1.50506675,1.00152972086025,2194.7596400634
"a_raw[161]",-0.134564698597778,-0.163942,0.928407455635684,-1.9081075,1.87776975,1.00288346445967,1394.61651105305
"a_raw[162]",-0.0668194992766667,-0.0951514,0.9040838772309,-1.7735275,1.680964,1.00326967212185,1990.05444807517
"a_raw[163]",0.161302220866667,0.1626495,0.959564505634728,-1.7988565,1.9056665,1.00857877834866,1952.74940390289
"a_raw[164]",0.248256469386667,0.2532935,0.927505561277955,-1.5499345,2.0994685,1.00030865625689,1459.97793697751
"a_raw[165]",0.320520339833333,0.314545,0.941753370754951,-1.49932475,2.1639425,0.999483086085766,1918.24211572885
"a_raw[166]",0.248331873033333,0.242163,0.977806756018455,-1.7277555,2.177463,1.00266546425651,1811.16805148432
"a_raw[167]",0.221171426563333,0.1896105,0.920535127222128,-1.63116675,1.89483025,1.00539255732306,1659.8044511491
"a_raw[168]",0.1833501131,0.1601285,0.908056043693148,-1.5866145,1.87583775,0.998008618370482,1549.28119521996
"a_raw[169]",0.209775496533333,0.200523,1.01040534857824,-1.77945875,2.1978115,0.999765864984466,1574.0296313104
"a_raw[170]",0.175357141792222,0.2128835,0.959537723343693,-1.7196295,1.97604975,0.997816664649431,1378.34888019026
"a_raw[171]",0.259904404666667,0.2945125,0.933248618951302,-1.5853415,2.110527,1.00595836095577,890.525192790127
