"variable","mean","median","sd","lower","upper","rhat","ess_bulk","t"
"a_raw",0.190382228066667,0.1960815,1.01638863398341,-1.86479625,2.17957125,1.00337030487551,1664.16779377381,85
"a_raw",0.27467854565,0.2617295,0.934585961270831,-1.5414145,2.05487375,0.998860336918641,1644.21436438485,86
"a_raw",0.276479198788889,0.2699175,1.01761833228587,-1.7231765,2.208687,1.00500273369746,2125.01824504965,87
"a_raw",0.238192141185556,0.261353,0.935730060713219,-1.6172335,2.118496,0.998520184901844,1955.37079143291,88
"a_raw",0.262798446544444,0.2556785,0.957190450503327,-1.59837575,2.23884825,1.00224006588429,1430.99277295412,89
"a_raw",0.292004895752222,0.2946815,0.898815264206025,-1.47282,1.997117,0.998442552178428,2658.81825849539,90
"a_raw",0.322018440855556,0.316353,0.92506575341362,-1.4542545,2.167204,1.00245173969037,1982.72098610242,91
"a_raw",0.2491101848,0.278318,0.954387987219036,-1.697566,2.04098,1.0040759597883,2658.81825849539,92
"a_raw",0.392150729441111,0.382237,0.94819539613914,-1.46585925,2.188944,1.00539582380262,1788.21636827089,93
"a_raw",0.38291800389,0.389149,0.957498458402084,-1.583104,2.24337125,1.00061734317437,2083.94548954214,94
"a_raw",0.449371690281111,0.4743185,0.914556830673685,-1.33830175,2.301756,0.998569293797059,2034.30710219563,95
"a_raw",0.440277233065556,0.430613,0.986768939453259,-1.45480625,2.402587,1.01697624195019,1664.48436544272,96
"a_raw",0.469576970950578,0.4482935,0.90971041768176,-1.312895,2.2421135,1.00215569551011,1357.84468792628,97
"a_raw",0.366663089284444,0.3267205,0.964133236011242,-1.51512975,2.22176625,1.00573170004691,2078.27028814589,98
"a_raw",0.262543953942444,0.2567735,0.905223093684167,-1.58412975,2.099412,1.01373478174572,1129.40171204026,99
"a_raw",0.198915065744444,0.192171,0.916187037885732,-1.57194075,1.95701275,0.997664629426717,2198.35729409468,100
"a_raw",0.132925148126667,0.126265,0.923571812405727,-1.6450725,1.9098925,0.998749292356525,2324.28237798151,101
"a_raw",0.0981668412444444,0.1053175,0.963481711716436,-1.843108,2.01877575,1.00548847278696,1136.06968376526,102
"a_raw",0.0693724965777778,0.0656992,0.937985656567194,-1.83253825,1.9204405,1.00679770228664,1914.06736191839,103
"a_raw",0.022684739899,0.07469015,0.967880202462616,-1.966617,1.8575165,0.99836236764295,1542.32968880247,104
"a_raw",0.00728932067777775,0.01751005,1.00097801184574,-1.90749975,1.8420365,1.00276820210046,1247.93916689853,105
"a_raw",-0.0424335530213333,-0.02073445,0.96135870348183,-1.89220225,1.826002,1.00684324350036,1477.50752926531,106
"a_raw",-0.0503631462,-0.0242248,0.935703749993315,-1.86531125,1.7708535,1.00691988628581,2447.42595677135,107
"a_raw",-0.138920663967778,-0.1311705,1.02018504007834,-2.06469625,1.80950425,0.999693452657205,2099.35613124197,108
"a_raw",-0.197212129177778,-0.2279265,0.906927733897702,-1.92353025,1.6084355,1.00038646721049,2226.0996858504,109
"a_raw",-0.220835117877778,-0.2225625,0.967721423115472,-2.1871345,1.62073425,1.00914261356596,2316.64383483341,110
"a_raw",-0.237514025977778,-0.2327915,0.989729965399745,-2.24178025,1.782952,0.997906395557115,1796.52150227638,111
"a_raw",-0.258587822666667,-0.213491,0.986205696844117,-2.27678425,1.5980065,1.00204495923917,1877.8266901215,112
"a_raw",-0.304197518648889,-0.301493,0.958929244149637,-2.2068735,1.44144825,1.00148110592169,955.535439756801,113
"a_raw",-0.319347833744444,-0.3267735,1.00330221766097,-2.275855,1.660531,1.0026779394319,1757.71955488515,114
"a_raw",-0.340540016613333,-0.3120055,0.952417422365513,-2.24109125,1.47097025,1.00188828126198,1275.04328851883,115
"a_raw",-0.414198647613333,-0.425897,0.97245615075998,-2.22757775,1.5182055,0.999399950456214,1087.24946866392,116
"a_raw",-0.426615677063889,-0.4389945,1.0467032904878,-2.3883755,1.596188,1.0026023316014,2455.86038875352,117
"a_raw",-0.525330070677778,-0.510114,1.03218081547813,-2.56609775,1.56798375,1.00140261777338,1834.85647745094,118
"a_raw",-0.533992914143333,-0.543162,0.953835378497635,-2.33592875,1.3314335,1.00771748630131,2055.73667220088,119
"a_raw",-0.599789774044444,-0.610087,0.982496098899357,-2.55346675,1.349013,1.01190155519957,1372.96266530098,120
"a_raw",-0.563015119111111,-0.576801,1.00626965282569,-2.591511,1.48687075,1.00190727412378,1224.08116849,121
"a_raw",-0.650023471244444,-0.61264,0.945711069308073,-2.463477,1.14992425,1.00306106785874,1242.08291698874,122
"a_raw",-0.643217353744444,-0.6217135,1.04965664142301,-2.81838225,1.28665125,1.00091194861313,2120.53767718411,123
"a_raw",-0.552385932782222,-0.5285515,0.975757986871025,-2.4327775,1.24338025,1.00344876882843,1940.97551888434,124
"a_raw",-0.301912837767778,-0.304262,0.924372570118216,-2.072999,1.531115,0.999794808404303,1269.96380938939,125
"a_raw",-0.133266883154444,-0.11425,0.986505445991228,-2.04048375,1.73260775,1.0055473831544,1664.41270917896,126
"a_raw",0.209053141976667,0.2143715,0.929033724647388,-1.4373265,2.0487155,1.0041416688204,1291.28966411503,127
"a_raw",0.453369117024444,0.4105295,0.92313208160007,-1.23628325,2.2946175,1.00360090239253,1402.51292304228,128
"a_raw",0.500538064588889,0.4698475,0.952186840434813,-1.2934785,2.21668975,1.00384912320238,951.434053815115,129
"a_raw",0.266815871781111,0.290853,0.869021228333488,-1.4135145,1.9713835,0.998228187305491,1358.0849412015,130
"a_raw",0.132938526314556,0.109398,0.956756493979351,-1.664276,1.94072525,0.999180075964014,2442.62280304525,131
"a_raw",0.0168267586144445,0.0588118,0.989118651861928,-1.981773,1.8863595,1.00024868464151,749.647083846617,132
"a_raw",-0.0327972266333333,-0.000614895,0.956179086031947,-1.8809425,1.70033725,1.00878465714056,2510.90474596313,133
"a_raw",0.03709595796,0.01908855,0.967514499855539,-1.82929225,1.93771975,1.00663972360557,1821.71000406081,134
"a_raw",0.124794113933333,0.1503385,0.935584197372822,-1.70624175,2.0410755,1.00068904004818,1978.56939575487,135
"a_raw",0.262386086322222,0.275375,0.991356421409639,-1.69656275,2.13506325,1.00083336034654,2658.81825849539,136
"a_raw",0.304205650555556,0.2795225,0.997578393284963,-1.65336825,2.306533,0.999818593886149,1585.95934175224,137
"a_raw",0.177033594012667,0.178449,0.837651643303509,-1.5436175,1.84844275,1.01086691553805,1772.04453506552,138
"a_raw",0.0894680990666667,0.0560039,0.96023961061243,-1.7543845,2.07746,1.0033212512087,1772.59934111339,139
"a_raw",0.0810711435688889,0.1039815,1.02450936733162,-2.01833125,2.009051,1.00001323047123,1514.16842295247,140
"a_raw",0.0595867585244444,0.04528505,0.974459575001748,-1.88946375,1.88813375,1.00768135295013,1183.87852438533,141
"a_raw",0.000611357366666693,-0.00411758,0.951311816040403,-1.86701225,1.82533825,0.999897358226148,1783.10242664064,142
