"t","mean","lower","upper","variable","date"
1,0.00777312460225434,0.00565991162786421,0.0100438536592863,"Pt","2021-09-09"
2,0.00767060251476284,0.00587484234169057,0.00952083314325681,"Pt","2021-09-10"
3,0.00758379384951733,0.00609409237885814,0.00908267412124493,"Pt","2021-09-11"
4,0.00751500382771944,0.00618534391221387,0.00875555551322659,"Pt","2021-09-12"
5,0.00746653791189866,0.00631857111753864,0.00856038778138332,"Pt","2021-09-13"
6,0.00744071758111222,0.00644473633878347,0.0084502445711972,"Pt","2021-09-14"
7,0.0074391829240561,0.00654229997915795,0.00836414222403176,"Pt","2021-09-15"
8,0.00746087333385426,0.00659070075318516,0.00837718534578453,"Pt","2021-09-16"
9,0.0075044712481192,0.00665126955182299,0.00841707030681476,"Pt","2021-09-17"
10,0.00756882212066391,0.00670497629164632,0.00850456379260107,"Pt","2021-09-18"
11,0.00765286176020718,0.00679614608736095,0.00858524682481789,"Pt","2021-09-19"
12,0.0077559857950049,0.00688244293977139,0.00871540621224133,"Pt","2021-09-20"
13,0.00787857937962589,0.00695564324313534,0.00886367024755176,"Pt","2021-09-21"
14,0.00802123056292587,0.00702462686247867,0.00905847301815928,"Pt","2021-09-22"
15,0.00818438387482678,0.00704880301328468,0.0092792369888424,"Pt","2021-09-23"
16,0.00836836465985224,0.00715963448826374,0.00961259292354097,"Pt","2021-09-24"
17,0.00857385477553622,0.00722258966072384,0.00998472297006539,"Pt","2021-09-25"
18,0.00880233051866371,0.00728746448036829,0.0103719308423716,"Pt","2021-09-26"
19,0.00905529751897084,0.00735420270481006,0.0108877969920747,"Pt","2021-09-27"
20,0.00933393286197185,0.00739677039907822,0.0114662449007967,"Pt","2021-09-28"
21,0.00963906513418688,0.00751811308144784,0.0119963946080578,"Pt","2021-09-29"
22,0.00997100282856597,0.00763868395977619,0.0126792595816344,"Pt","2021-09-30"
23,0.0103290433213841,0.00773939682927022,0.0133926195695935,"Pt","2021-10-01"
24,0.0107118460474168,0.00787319289033245,0.0141361086028584,"Pt","2021-10-02"
25,0.0111171845279644,0.00800884544337561,0.0147664583291339,"Pt","2021-10-03"
26,0.0115418596760646,0.0082442071522695,0.0155306352195249,"Pt","2021-10-04"
27,0.0119823971722185,0.00838465887567984,0.0164369093447839,"Pt","2021-10-05"
28,0.0124357212305405,0.00863250131833949,0.0170107813816652,"Pt","2021-10-06"
29,0.0128980746503996,0.0089025250612286,0.0178995944264957,"Pt","2021-10-07"
30,0.0133646154973865,0.00925949010571721,0.0184285866811274,"Pt","2021-10-08"
31,0.0138295078155646,0.0095357788902597,0.0190632202500698,"Pt","2021-10-09"
32,0.0142865854463604,0.00996478676677437,0.019690295397674,"Pt","2021-10-10"
33,0.0147297388328214,0.010461616073836,0.020089752188131,"Pt","2021-10-11"
34,0.015152216816146,0.010960129467208,0.0205680006539719,"Pt","2021-10-12"
35,0.0155462236162472,0.0114192094981961,0.0208420104209966,"Pt","2021-10-13"
36,0.0159030426043268,0.0120338990770216,0.02110657078267,"Pt","2021-10-14"
37,0.0162140715292366,0.0124593088097856,0.0209932719298837,"Pt","2021-10-15"
38,0.0164713240091709,0.0129494772985031,0.0208474463834542,"Pt","2021-10-16"
39,0.0166663805927002,0.0134367572757232,0.0206328609577208,"Pt","2021-10-17"
40,0.0167901068112654,0.0138994805743795,0.0204809022508979,"Pt","2021-10-18"
41,0.0168330814147972,0.0142454297227299,0.0199041003807017,"Pt","2021-10-19"
42,0.0167894731025059,0.0143977261660028,0.0194123965620656,"Pt","2021-10-20"
43,0.0166587526143751,0.014456213376363,0.0189589878250845,"Pt","2021-10-21"
44,0.0164417128418738,0.0144651192584546,0.0184859634020419,"Pt","2021-10-22"
45,0.0161400018275764,0.0143403151332818,0.0179444185734116,"Pt","2021-10-23"
46,0.0157567572733808,0.0141516877329194,0.0173298785897402,"Pt","2021-10-24"
47,0.015307968274954,0.0137953268081138,0.0168365437495156,"Pt","2021-10-25"
48,0.0148224089526015,0.013407143860618,0.0161946383897259,"Pt","2021-10-26"
49,0.0143268080226132,0.012967458957482,0.0156680485340449,"Pt","2021-10-27"
50,0.0138444114179846,0.0125048237924839,0.0152036220003142,"Pt","2021-10-28"
51,0.0133949265662948,0.0120942786686781,0.0147545268688215,"Pt","2021-10-29"
52,0.0129886892877286,0.011692919649272,0.0143928474615541,"Pt","2021-10-30"
53,0.0126280285123721,0.0113074259265406,0.0141378147657377,"Pt","2021-10-31"
54,0.0123146313021415,0.0108522243847388,0.0138978480264802,"Pt","2021-11-01"
55,0.0120499244257955,0.0104421846335026,0.013785112128877,"Pt","2021-11-02"
56,0.0118352639827453,0.0100615423231104,0.0137762008210386,"Pt","2021-11-03"
57,0.011668782103863,0.00978952394298991,0.0137085786500357,"Pt","2021-11-04"
58,0.0115456476842998,0.00952466197912271,0.01377973532017,"Pt","2021-11-05"
59,0.0114608864936969,0.00926969695903173,0.0139092403189535,"Pt","2021-11-06"
60,0.011409254585701,0.00901053671345498,0.0141384332916712,"Pt","2021-11-07"
61,0.011385445458605,0.0089071684357064,0.0142903687110007,"Pt","2021-11-08"
62,0.0113852642827533,0.00874455888518484,0.0145218998863175,"Pt","2021-11-09"
63,0.0114052597947512,0.00859063310801851,0.0148670764990202,"Pt","2021-11-10"
64,0.0114415328569875,0.00847134303303698,0.0152100197234535,"Pt","2021-11-11"
65,0.0114895483717273,0.00840659982450546,0.0154301540214332,"Pt","2021-11-12"
66,0.0115445091590218,0.00831946875681717,0.0157028639917174,"Pt","2021-11-13"
67,0.0116030538711084,0.00833618995061756,0.0159497023106463,"Pt","2021-11-14"
68,0.011662872518447,0.00839642036619189,0.015957613253811,"Pt","2021-11-15"
69,0.011721353311617,0.00854345907322773,0.0157327460248675,"Pt","2021-11-16"
70,0.0117753523810078,0.00880363944478502,0.015739618791582,"Pt","2021-11-17"
71,0.0118215208254948,0.00908637394568045,0.0156049994193468,"Pt","2021-11-18"
72,0.0118577922328589,0.00928921368465043,0.0154349579623354,"Pt","2021-11-19"
73,0.0118828066805498,0.00952497867351735,0.0151515691028202,"Pt","2021-11-20"
74,0.0118947011466422,0.00974642564749819,0.0147642128121035,"Pt","2021-11-21"
75,0.0118909083830191,0.00990021418084984,0.0144124007647121,"Pt","2021-11-22"
76,0.0118690517477717,0.0100509431753297,0.0141305709352942,"Pt","2021-11-23"
77,0.011832737165682,0.0101800812615309,0.0137860715632091,"Pt","2021-11-24"
78,0.0117887262810561,0.0102054192316753,0.0135911122907692,"Pt","2021-11-25"
79,0.0117433090230181,0.0102897170797388,0.0133462613722839,"Pt","2021-11-26"
80,0.0117021261166346,0.010359137878741,0.0131617248645324,"Pt","2021-11-27"
81,0.0116705490052173,0.0104190538830277,0.0130812215429199,"Pt","2021-11-28"
82,0.0116551055585458,0.0104612494162706,0.0130090185578953,"Pt","2021-11-29"
83,0.0116629682258815,0.0105075851403349,0.0129413912682706,"Pt","2021-11-30"
84,0.0117012478800013,0.0105737483450027,0.0129306405330715,"Pt","2021-12-01"
85,0.0117770785401028,0.0105614399591809,0.013039391172508,"Pt","2021-12-02"
86,0.0118977799372897,0.0106249255856501,0.0131962393104867,"Pt","2021-12-03"
87,0.0120698476913725,0.010785679808797,0.0134190696328345,"Pt","2021-12-04"
88,0.0122999525701084,0.010991040009236,0.0136838971844082,"Pt","2021-12-05"
89,0.0125955516995203,0.011232324102466,0.0141121023024938,"Pt","2021-12-06"
90,0.0129651276735209,0.0115227978509822,0.0145700625105247,"Pt","2021-12-07"
91,0.0134179211188198,0.0118452737234837,0.0150878187535364,"Pt","2021-12-08"
92,0.0139600389265668,0.0122972912979092,0.0157424410348697,"Pt","2021-12-09"
93,0.0145970038520567,0.0128351291645124,0.0164891953292139,"Pt","2021-12-10"
94,0.0153350469775287,0.0133750512964088,0.0174536169712376,"Pt","2021-12-11"
95,0.016181014704727,0.0139369732037313,0.0186000132818241,"Pt","2021-12-12"
96,0.0171419441478149,0.0145853475589091,0.0198936916048227,"Pt","2021-12-13"
