"param","m","l","u","rhat","ess"
"sigma",0.0103479486996352,0.00478486917232051,0.0213324737629578,1.01796403593374,123.614091159491
"c",2.60707918847387,1.94847918955641,3.46938157367648,1.02934693227859,188.294600262718
