"t","mean","lower","upper","variable","date"
1,-0.0483217881854132,-0.111312084357598,0.0116506168846965,"rt","2022-01-05"
2,-0.047519919344445,-0.0961523147579557,0.001700459294301,"rt","2022-01-06"
3,-0.050211159684016,-0.0953205436991515,-0.00911389972268323,"rt","2022-01-07"
4,-0.0466486064716526,-0.085993502955353,-0.0154433165189284,"rt","2022-01-08"
5,-0.0428989131689134,-0.0801615249800113,-0.0117670946346254,"rt","2022-01-09"
6,-0.0338708582301825,-0.0683979805978684,-0.00296345054897878,"rt","2022-01-10"
7,-0.018859804898514,-0.0519586442937848,0.0140747941693607,"rt","2022-01-11"
8,-0.00680094612312231,-0.0379291374481566,0.0324159894802173,"rt","2022-01-12"
9,-0.0012412807524601,-0.0327001356606602,0.037634957195996,"rt","2022-01-13"
10,0.000777267478668338,-0.0299371988304973,0.0377847936515341,"rt","2022-01-14"
11,0.000140533097388737,-0.0310995763292506,0.0350008724569021,"rt","2022-01-15"
12,-0.00405713195193358,-0.0401932669780399,0.0285288557563022,"rt","2022-01-16"
13,-0.00600167836431253,-0.0461070046901335,0.0279800112027233,"rt","2022-01-17"
14,-0.00594243320339618,-0.0483502281775161,0.0308082210709338,"rt","2022-01-18"
15,-0.00277990082978007,-0.0527714209353444,0.0404963039093987,"rt","2022-01-19"
16,0.000371128834600332,-0.0411142551551097,0.045849977572536,"rt","2022-01-20"
17,0.00209876901995381,-0.0473272410678013,0.0550991099853824,"rt","2022-01-21"
18,0.00281879234938578,-0.0505340838448554,0.0620755855518514,"rt","2022-01-22"
19,0.00383700803174649,-0.0505540587676893,0.0626134734156673,"rt","2022-01-23"
20,0.00449929257158727,-0.051630592831808,0.0685850370381618,"rt","2022-01-24"
21,0.00427352271819704,-0.0475164901427693,0.0660124011737956,"rt","2022-01-25"
22,0.00439568863883492,-0.0524432235825473,0.0622091587162869,"rt","2022-01-26"
23,0.0043122057804446,-0.04675796817871,0.060995299064033,"rt","2022-01-27"
24,0.00399939169392536,-0.043081325261422,0.0538649488123966,"rt","2022-01-28"
25,0.00258583941565116,-0.0476282073243069,0.0551656563519196,"rt","2022-01-29"
26,-0.000332703871751356,-0.051077219609908,0.0495410591133051,"rt","2022-01-30"
27,-0.00174280822343212,-0.0480751226102661,0.050356686602187,"rt","2022-01-31"
28,-0.00440433793154366,-0.0599260694686406,0.0499432116266901,"rt","2022-02-01"
29,-0.0075024224124437,-0.0639962558101468,0.0472670174670149,"rt","2022-02-02"
