"param","m","l","u","rhat","ess"
"sigma",0.0154332850510197,0.00691727752945748,0.0321246489262904,1.03354553352419,107.313173583178
"c",1.23935722952488,0.851595262973757,1.76724839055819,1.01653248569407,142.956162102442
