"param","m","l","u","rhat","ess"
"sigma",0.0181594611155421,0.00945147955465316,0.0329400496739871,1.01840017592814,110.828451337607
"c",1.77152029813057,1.19376591258949,2.54563996087074,1.00007155397833,163.993151129116
