param,m,l,u,rhat,ess,model,params,runtime,iter,confignum
sigma,0.020982923980439768,0.0009947000962660952,0.07713291356598989,1.0069338524824123,117.24046262931557,binomial,estimated,105.36369013786316,1,1
sigma,0.023988427752142015,0.0011038201769794365,0.11247477946689985,1.0402386355529456,104.15907190499718,betabinom,estimated,117.0733687877655,1,1
rho,0.004389110924600696,0.0002720726617040252,0.00969039509325585,1.032037126179229,171.5038831333799,betabinom,estimated,117.0733687877655,1,1
sigma,0.18710394904955116,0.16168127097468643,0.19960131210336687,1.0216604818221267,134.25270959836283,weighted,estimated,193.05027794837952,1,1
c,0.41334260825840297,0.25351150579027804,0.6151058945085675,1.0121991097492906,161.6422359565386,weighted,estimated,193.05027794837952,1,1
sigma,0.04169381836150509,0.011195377949540966,0.11519529532937817,1.0100110659263946,176.6942763836472,binomial,estimated,84.98202705383301,2,1
sigma,0.042422412350978204,0.007330075882888518,0.1213704770502826,1.019693394601705,124.4815436657656,betabinom,estimated,112.04858183860779,2,1
rho,0.00521064809708587,0.00046527330643379326,0.009508572561646505,1.008183068470021,145.925282588419,betabinom,estimated,112.04858183860779,2,1
sigma,0.1844968460893375,0.1252238610920866,0.19956573770619776,1.0322765682241581,110.79163901028963,weighted,estimated,158.30333805084229,2,1
c,0.6490191736862715,0.42217776195404877,0.974603106721467,1.0179434392521112,103.14824092385554,weighted,estimated,158.30333805084229,2,1
sigma,0.03448739435606013,0.01212369174926057,0.07844446610904904,1.039480618821285,119.07470121757638,binomial,estimated,82.04552221298218,3,1
sigma,0.03419064065024857,0.010283758621543397,0.07434891619874769,1.0028775306610707,168.48037198361402,betabinom,estimated,106.99338006973267,3,1
rho,0.00518815949038267,0.0004322731738818776,0.009532903538665148,1.028195627140425,146.875867752909,betabinom,estimated,106.99338006973267,3,1
sigma,0.1843330560178994,0.14973539397846156,0.19973894744949458,1.022018603626471,100.66405314051232,weighted,estimated,147.10964703559875,3,1
c,0.6379638060944368,0.4108515876109285,0.9428591543856586,1.0392564721321644,110.61729523739028,weighted,estimated,147.10964703559875,3,1
