param,m,l,u,rhat,ess,model,params,runtime,iter,confignum
sigma,0.015403081150969465,0.007533941052153893,0.02441928623196557,1.0221898993837362,103.16131749374122,binomial,estimated,147.39655804634094,1,12
sigma,0.012570051535679333,0.006341585370189991,0.022505700093915428,1.0157796712145162,127.17727570880946,betabinom,estimated,161.88587307929993,1,12
rho,0.00018468051551262285,0.0001137691485447829,0.00028431154994318743,1.0346091538610374,152.83257109851078,betabinom,estimated,161.88587307929993,1,12
sigma,0.012365133018704821,0.006135574310504939,0.02210548868184083,1.0173855757394636,111.60755378242231,weighted,estimated,117.66659188270569,1,12
c,2.8111346593075495,2.0655909646455926,3.8173802334227105,1.0345059253488424,133.93035167680725,weighted,estimated,117.66659188270569,1,12
sigma,0.01295839122561541,0.001533947710275197,0.032512717592025335,1.0146138864865224,102.33892235483692,binomial,estimated,140.54121088981628,2,12
sigma,0.004103339382026724,0.000528144203954949,0.015304023541974555,1.0187983481605567,147.259560869234,betabinom,estimated,206.57734203338623,2,12
rho,0.00016333152614970522,9.980440460515505e-5,0.00025349724423136635,1.0412965610903677,101.14906316011155,betabinom,estimated,206.57734203338623,2,12
sigma,0.002352485464171129,0.00039712290164491755,0.007817255509287847,1.0247048756262367,114.92680576809875,weighted,estimated,129.3260200023651,2,12
c,2.514820333010818,1.7948396744999544,3.3106315641699675,1.0261577068104824,119.92984199668884,weighted,estimated,129.3260200023651,2,12
sigma,0.0799588266513395,0.032953458980594784,0.1430056331046331,1.0113966849292881,121.30491434501211,binomial,estimated,98.8157570362091,3,12
sigma,0.004066472993379855,0.001555193155132349,0.00938641866346263,1.0470917758139087,132.72730436049574,betabinom,estimated,176.76485514640808,3,12
rho,0.00026253288000008566,0.00015636010644782744,0.00035513477433369347,1.0341857906675798,115.95450433173133,betabinom,estimated,176.76485514640808,3,12
sigma,0.003981785231481659,0.0017006166483055371,0.008375971515837374,1.0318683904547727,156.43333594473367,weighted,estimated,135.4181089401245,3,12
c,3.251452834535812,2.3995103694758484,4.354313735738979,1.0070488929311188,177.76732514871412,weighted,estimated,135.4181089401245,3,12
sigma,0.023607283045112,0.011612658567413753,0.04715742741776406,1.0357820217518805,136.63427188981063,binomial,estimated,110.51351404190063,4,12
sigma,0.015730670076588484,0.009180830314524133,0.026230288447839263,1.010365495031627,154.37177948502725,betabinom,estimated,138.6711549758911,4,12
rho,0.00027157201782637073,0.00017607005700177126,0.00040552693754908824,1.0274275355874,134.3365695602418,betabinom,estimated,138.6711549758911,4,12
sigma,0.014402078359303206,0.0082318958457298,0.024730601210879607,1.0165716357463557,122.73649031845635,weighted,estimated,118.56287407875061,4,12
c,3.734529494020563,2.675882715206931,5.003478263821595,1.0051518178133458,173.80714261309566,weighted,estimated,118.56287407875061,4,12
sigma,0.020387023511673624,0.00962182593666983,0.03351891000361476,1.007706368620472,115.23719832935569,binomial,estimated,96.50641798973083,5,12
sigma,0.008474080482103666,0.0037418158907652774,0.016939019778606026,1.014941398913034,176.90900944053905,betabinom,estimated,189.2911820411682,5,12
rho,0.00017387275629782996,9.552246444651678e-5,0.0002746266877181638,1.0141293369819375,123.7405662333611,betabinom,estimated,189.2911820411682,5,12
sigma,0.009063588441933432,0.0037647245970269705,0.018607963101372676,1.0145415948841485,139.21345623223428,weighted,estimated,136.88652205467224,5,12
c,2.709641232557518,2.006569912310935,3.610339503680063,1.0212677225234794,144.82962180278332,weighted,estimated,136.88652205467224,5,12
sigma,0.08948887712730334,0.04638625200205702,0.1599217891491939,1.0288771649717907,140.27961863919,binomial,estimated,104.31941199302673,6,12
sigma,0.008032020549339505,0.0013615739896549613,0.0254807677164167,1.0033477005589049,100.14237378739466,betabinom,estimated,142.31606006622314,6,12
rho,0.0002673418983623986,0.00016717209704826097,0.0004454712472418838,1.034348104151082,110.46565481851584,betabinom,estimated,142.31606006622314,6,12
sigma,0.008481662675441095,0.0017749950649887831,0.03297530057125548,1.004260707064036,124.04183482396425,weighted,estimated,124.34218406677246,6,12
c,3.736533887460689,2.617088987673109,5.1403691137511505,1.0233904162389655,163.1392625946099,weighted,estimated,124.34218406677246,6,12
sigma,0.015102423125268995,0.003284097333922119,0.047891305667504346,1.0499180422307866,102.40188650656877,binomial,estimated,128.28934288024902,7,12
sigma,0.005608137085463292,0.002336146723568136,0.013429043628683376,1.0187235994731372,210.66461556082857,betabinom,estimated,254.74959707260132,7,12
rho,0.00015999806290325195,8.905729366903786e-5,0.0002391476601131113,1.042595356042463,144.65847670566887,betabinom,estimated,254.74959707260132,7,12
sigma,0.006103708230610315,0.0022978816021792517,0.013014079051692636,1.0321149258102034,118.64165472467685,weighted,estimated,137.28408002853394,7,12
c,2.4478068719411135,1.8563614112961053,3.288604239079766,1.0106485860276737,240.20104179340584,weighted,estimated,137.28408002853394,7,12
sigma,0.01954966406616063,0.0056683185609142026,0.06499637459439357,1.0060085710833448,100.95554409291967,binomial,estimated,117.7915449142456,8,12
sigma,0.009841532284883128,0.004856298788807197,0.019434255931097648,1.0118359739621403,121.96653696268737,betabinom,estimated,170.7563259601593,8,12
rho,0.00014395702043127964,8.474719387090587e-5,0.00022024653873310953,1.012655299436905,143.01908923752976,betabinom,estimated,170.7563259601593,8,12
sigma,0.010395131716852055,0.005010130155372566,0.021438090182981113,1.0149299797213347,160.701427807366,weighted,estimated,141.7535650730133,8,12
c,2.4363187545933873,1.8487670841292008,3.3072734050899166,1.0371167771196743,115.8196746118721,weighted,estimated,141.7535650730133,8,12
sigma,0.023710865325293488,0.007684551028744947,0.08830734990722403,1.041813258332178,102.54351245926046,binomial,estimated,154.74601578712463,9,12
sigma,0.01079509947489315,0.006136816125199953,0.021167480981281888,1.0119432340061387,142.05830664080716,betabinom,estimated,198.0443651676178,9,12
rho,0.0002293111808675498,0.00015565950231680102,0.0003435480268352853,1.006290809955201,106.03491569318388,betabinom,estimated,198.0443651676178,9,12
sigma,0.011380811453759878,0.006476937348569585,0.01982594654784713,1.020866259970028,102.39872117057554,weighted,estimated,135.53671193122864,9,12
