param,m,l,u,rhat,ess,model,params,runtime,iter,confignum
sigma,0.022132014002896883,0.0070284063810866805,0.05018406460143851,1.024984649390243,101.27963506210992,binomial,estimated,133.2680308818817,1,24
sigma,0.014528018158308313,0.004467475872347623,0.03570974553611647,1.0441164585743692,103.18631447026682,betabinom,estimated,141.28997015953064,1,24
rho,0.00044526875561344564,7.149507437712649e-5,0.0009640852337684755,1.0272544313957415,101.39097572104944,betabinom,estimated,141.28997015953064,1,24
sigma,0.021447770775945244,0.006076981871655751,0.04868606839172072,1.0322913301855712,135.56831468820394,weighted,estimated,112.90672588348389,1,24
c,1.3843678189534034,0.9678732206852724,1.9390960119547744,1.0022928535882585,202.0020842336983,weighted,estimated,112.90672588348389,1,24
sigma,0.013390349267077198,0.008937919208455077,0.02391980984960547,1.0226096683970538,110.25385097418528,binomial,estimated,102.71966099739075,2,24
sigma,0.013318222281108568,0.00830118466711578,0.022082933879731575,1.010127352065206,190.03614090181514,betabinom,estimated,176.93463587760925,2,24
rho,0.0002175382090820509,1.839077539207016e-5,0.0005062445326904105,1.0349170921029331,103.3495066375129,betabinom,estimated,176.93463587760925,2,24
sigma,0.013286093729150326,0.009010896866480716,0.020494222732373467,1.0241212712748036,118.93495178376408,weighted,estimated,130.30188393592834,2,24
c,1.0938705254837962,0.8131909813445531,1.4325844562064793,1.0238475863577834,103.33259242081377,weighted,estimated,130.30188393592834,2,24
sigma,0.008855335275272672,0.003797624927863153,0.022118512002198765,1.0076884331253528,123.11063802165229,binomial,estimated,107.90968704223633,3,24
sigma,0.008623766319084007,0.003149423596214426,0.017702539430993487,1.0133665108987302,189.38592678032458,betabinom,estimated,163.01786494255066,3,24
rho,0.00046613923018143366,7.772743197561927e-5,0.0009460720225140164,1.0453577416571205,121.8685980543694,betabinom,estimated,163.01786494255066,3,24
sigma,0.00792407666018628,0.004173637660335211,0.015593872848185628,1.0044346245542224,109.15240458042807,weighted,estimated,118.41634798049927,3,24
c,1.415574627337919,1.0166618954385005,1.8383584790414869,1.018249083525969,110.07685082168253,weighted,estimated,118.41634798049927,3,24
sigma,0.008266670717214831,0.0021734968256906344,0.025859554720819314,1.0266016258313146,110.64483052034127,binomial,estimated,114.93893790245056,4,24
sigma,0.007969310193098777,0.0020970686070488345,0.023084211819253485,1.0158328988850294,106.00333910795032,betabinom,estimated,135.7502989768982,4,24
rho,0.00019443310042119045,1.2075230330498959e-5,0.0005678721524580234,1.0113521150957645,112.93574166116238,betabinom,estimated,135.7502989768982,4,24
sigma,0.011171009948082641,0.002900378620831711,0.035156506842525054,1.0271559752913757,118.66650604523274,weighted,estimated,136.59565210342407,4,24
c,1.000281208908299,0.700961998726718,1.396560004213364,1.0120485253492297,178.60787470089517,weighted,estimated,136.59565210342407,4,24
sigma,0.018558934405919915,0.01110153206789454,0.029603857555200314,1.0280281063263341,104.72462353605127,binomial,estimated,98.67846298217773,5,24
sigma,0.01918003616224833,0.011100956229244606,0.02824415264253129,1.0078434383536643,159.61772820522418,betabinom,estimated,142.88009691238403,5,24
rho,0.0001285615946926003,5.633244310426732e-6,0.00037800753676593435,1.0263670264292177,104.15165022260793,betabinom,estimated,142.88009691238403,5,24
sigma,0.015346854480170691,0.009017859211237163,0.025898521525286655,1.0351045032262203,109.45745268686254,weighted,estimated,119.59135413169861,5,24
c,1.017291234987245,0.7434806101077467,1.3266449991628235,1.0019399261475668,138.4339086196306,weighted,estimated,119.59135413169861,5,24
sigma,0.016261271833777475,0.009077062141012636,0.026473848990326676,1.0192268048610849,104.18803729095295,binomial,estimated,109.61900901794434,6,24
sigma,0.015830054436581236,0.008738161088776137,0.029955075748977465,1.011363228157634,129.57211348174008,betabinom,estimated,154.14568614959717,6,24
rho,0.0005501092813569464,0.0001935449130233745,0.001250471424242263,1.0161870301473954,136.3822654440704,betabinom,estimated,154.14568614959717,6,24
sigma,0.015501117499990977,0.009254836286902548,0.026275648807633993,1.0378011741747635,115.23292982226063,weighted,estimated,114.67993879318237,6,24
c,1.4844476941828135,1.111474608140235,1.95689257936841,1.000983134055766,167.7625076311807,weighted,estimated,114.67993879318237,6,24
sigma,0.019432039525354394,0.010929613816007828,0.034940617259412526,1.0070273367367517,116.02927253345943,binomial,estimated,106.64931511878967,7,24
sigma,0.01811712185890714,0.009132928551804895,0.03248716194130656,1.0244164244625746,129.09231749744396,betabinom,estimated,158.19274806976318,7,24
rho,0.00035730319798903435,5.8332915482299584e-5,0.0007733963069613437,1.0255673484302155,124.92890975181061,betabinom,estimated,158.19274806976318,7,24
sigma,0.01802029604341866,0.010781916219659179,0.03078961363811751,1.004652143822588,185.51553864335142,weighted,estimated,140.17279410362244,7,24
c,1.2831559535467152,0.9154230655623428,1.7092885163782885,1.0314638677328525,120.59371520997057,weighted,estimated,140.17279410362244,7,24
sigma,0.009025208647021658,0.004229195197467578,0.017091074916305116,1.0369874237895373,123.17622743226387,binomial,estimated,118.82558822631836,8,24
sigma,0.009654060274284407,0.0038040543701288215,0.02032283283803789,1.0365112664326486,117.2148046899507,betabinom,estimated,180.4533519744873,8,24
rho,0.0006482076816836079,0.00020833215492585623,0.0011680992412779732,1.0202325033142805,110.27002483190806,betabinom,estimated,180.4533519744873,8,24
sigma,0.010902258206836305,0.0044235495005999275,0.025724550504103542,1.0271969880196785,120.96704087646548,weighted,estimated,145.7949571609497,8,24
c,1.5759555365488493,1.1502638290047775,2.14843951719843,1.02162697655518,136.3910908462095,weighted,estimated,145.7949571609497,8,24
sigma,0.02267196726913055,0.014012448821925183,0.03516618299653263,1.022464282281244,111.3461203252067,binomial,estimated,117.86357092857361,9,24
sigma,0.021440891181216233,0.012534776193307604,0.038471554421271495,1.024728915930792,120.7437644797824,betabinom,estimated,140.85409998893738,9,24
rho,0.0004210977537247937,5.164561337137102e-5,0.000995343335516565,1.0033324375945052,151.8622732079092,betabinom,estimated,140.85409998893738,9,24
sigma,0.022130752575706895,0.01386798828422994,0.03435971367750636,1.0128887687855144,112.92595750343706,weighted,estimated,119.21439504623413,9,24
c,1.3562527955200505,1.00427358830003,1.7830588562852339,1.0240100649292156,119.05241170858201,weighted,estimated,119.21439504623413,9,24
sigma,0.01122920380295225,0.0033478154791452834,0.0210518196250535,1.0398062876639742,119.57184829333536,binomial,estimated,122.01178789138794,10,24
sigma,0.009532986889456186,0.002858913299033847,0.02083007433205592,1.0194206837482556,187.76252252922632,betabinom,estimated,170.10544180870056,10,24
rho,0.00021306032063812713,2.1396308239946327e-5,0.0005905565023458951,1.01177554110259,103.64310851846255,betabinom,estimated,170.10544180870056,10,24
sigma,0.010411144144871877,0.003594992985877337,0.02513277008256994,1.0129130929848,122.63687970233359,weighted,estimated,128.5132532119751,10,24
c,1.1549129767349697,0.8378772608416888,1.569009751117251,1.0073675622495983,163.91653981213142,weighted,estimated,128.5132532119751,10,24
