param,m,l,u,rhat,ess,model,params,runtime,iter,confignum
sigma,0.020339374014577288,0.009383293835144586,0.04006779079666207,1.0196129464482333,101.48798780722838,binomial,estimated,123.7190670967102,8,22
sigma,0.02063285821149107,0.009306760698673209,0.037700553307253096,1.006600544800526,265.3288733517166,betabinom,estimated,168.6795620918274,8,22
rho,0.0002857605986897425,1.5174508070305592e-5,0.00068396589701207,1.007431227978753,106.6657806795782,betabinom,estimated,168.6795620918274,8,22
sigma,0.01919881636571207,0.009158464173523562,0.03887355773952023,1.0091950278239377,130.11351692819386,weighted,estimated,139.9374921321869,8,22
c,1.2198332721912781,0.887988257720217,1.6070369636090558,1.031255854720084,100.55936071274223,weighted,estimated,139.9374921321869,8,22
sigma,0.015014202492230875,0.008279795552461748,0.02750850224054445,1.006478251694805,109.83907084999795,binomial,estimated,116.02930498123169,9,22
sigma,0.013634093649216184,0.007702793881568798,0.02190751029806885,1.0057519070060805,166.53079838240882,betabinom,estimated,137.71262192726135,9,22
rho,0.00023671532697833194,1.3911880815808934e-5,0.0006569016491064887,1.0159610024035806,104.77793468139004,betabinom,estimated,137.71262192726135,9,22
sigma,0.014579500517627575,0.007919760188725455,0.02543173477584221,1.0234787993907828,107.67045435718082,weighted,estimated,138.15783596038818,9,22
c,1.1424546406605574,0.8238791356393331,1.5271453803329622,1.0102856039822532,162.4269204392377,weighted,estimated,138.15783596038818,9,22
sigma,0.020572003683789575,0.012162380142360636,0.037670614944579524,0.9982855706336821,102.34825446822785,binomial,estimated,122.18111896514893,10,22
sigma,0.01857181665080975,0.007705149162701387,0.03786570669451504,1.0040359789053295,273.39365910489937,betabinom,estimated,176.64978003501892,10,22
rho,0.0002473465667616704,9.478160957811078e-6,0.0006676101933180392,1.026106940014929,117.86368050724016,betabinom,estimated,176.64978003501892,10,22
sigma,0.019835882204429812,0.009403219187231419,0.04148297068542471,1.014051375150262,159.12532645822515,weighted,estimated,132.52181100845337,10,22
c,1.1121081757294102,0.7968581979968148,1.5332717020487667,1.006431416801272,172.66324162114208,weighted,estimated,132.52181100845337,10,22
