obsmethod,t,rt,Pt,nSamples,nPos,phat,ssw,iter,confignum
betabinom,1,0.005327670927478895,0.010053418882033436,100,0,0.0,0.01,1,21
betabinom,2,0.008701017201325266,0.010141275519430124,100,0,0.0,0.01,1,21
betabinom,3,0.010050527008130208,0.01024371460402229,100,0,0.0,0.01,1,21
betabinom,4,0.03455919740145632,0.01060391747050955,100,3,0.03,0.01,1,21
betabinom,5,0.06175275272488392,0.011279379754527086,100,0,0.0,0.01,1,21
betabinom,6,0.044708274135876754,0.011795104026857062,100,2,0.02,0.01,1,21
betabinom,7,0.0592472890545234,0.01251504876559326,100,2,0.02,0.01,1,21
betabinom,8,0.06747559430290774,0.013388651106424235,100,3,0.03,0.01,1,21
betabinom,9,0.07844398696670912,0.014481202118098115,100,1,0.01,0.01,1,21
betabinom,10,0.07753404139819857,0.015648662406739487,100,3,0.03,0.01,1,21
betabinom,11,0.06057382097857686,0.016625859178130597,100,4,0.04,0.01,1,21
betabinom,12,0.03952330000217269,0.017296126333894782,100,1,0.01,0.01,1,21
betabinom,13,0.04026499762272714,0.01800676575803389,100,4,0.04,0.01,1,21
betabinom,14,0.031189816400446557,0.01857724378218678,100,1,0.01,0.01,1,21
betabinom,15,0.04891742994343182,0.019508588588943054,100,3,0.03,0.01,1,21
betabinom,16,0.03200254184900246,0.02014301042230526,100,2,0.02,0.01,1,21
betabinom,17,0.04061446950070137,0.020977948622280543,100,2,0.02,0.01,1,21
betabinom,18,0.02625889698966695,0.02153610259645503,100,4,0.04,0.01,1,21
betabinom,19,0.03169865375282948,0.022229703079851823,100,1,0.01,0.01,1,21
betabinom,20,0.030109575810995423,0.022909208484643947,100,4,0.04,0.01,1,21
betabinom,21,0.026369184469688996,0.023521340875914058,100,4,0.04,0.01,1,21
betabinom,22,0.02603638049076031,0.024141793578274867,100,2,0.02,0.01,1,21
betabinom,23,0.03295824821391421,0.024950722012122638,100,1,0.01,0.01,1,21
betabinom,24,0.04130047455867229,0.026002774261618268,100,3,0.03,0.01,1,21
betabinom,25,-0.006234775765343169,0.025841157141608954,100,2,0.02,0.01,1,21
betabinom,26,-0.005512447769852111,0.0256991010107765,100,0,0.0,0.01,1,21
betabinom,27,0.001133277453923609,0.025728241731680288,100,4,0.04,0.01,1,21
betabinom,28,-0.0007835537993512226,0.025708090166069716,100,4,0.04,0.01,1,21
betabinom,29,-0.030381302234020087,0.024938790248116134,100,3,0.03,0.01,1,21
betabinom,30,-0.023893745858896785,0.024349971685763024,100,3,0.03,0.01,1,21
betabinom,31,-0.039466656027411146,0.023407676653962085,100,1,0.01,0.01,1,21
betabinom,32,-0.019674084714187183,0.022951652677010513,100,1,0.01,0.01,1,21
betabinom,33,-0.02647691550167204,0.02235193803962005,100,3,0.03,0.01,1,21
betabinom,34,-0.021902135611515824,0.021867705086598965,100,2,0.02,0.01,1,21
betabinom,35,-0.013854925431721708,0.021566818854550737,100,4,0.04,0.01,1,21
betabinom,36,-0.022977734116837283,0.021076912251727618,100,3,0.03,0.01,1,21
betabinom,37,-0.0061215430494441885,0.020948283132055486,100,4,0.04,0.01,1,21
betabinom,38,-0.01262371140447386,0.02068550018910053,100,2,0.02,0.01,1,21
betabinom,39,-0.0256461248525212,0.020161742157573912,100,1,0.01,0.01,1,21
betabinom,40,-0.05154324566941437,0.01914886816733178,100,1,0.01,0.01,1,21
betabinom,41,-0.0575646306660973,0.01807769720153283,100,3,0.03,0.01,1,21
betabinom,42,-0.04025362214179662,0.017364455986383344,100,2,0.02,0.01,1,21
betabinom,43,-0.037449799143936605,0.0167261867206597,100,1,0.01,0.01,1,21
betabinom,44,-0.057313696114164675,0.015794501328548104,100,5,0.05,0.01,1,21
betabinom,45,-0.07637766009208771,0.014633072434670819,100,2,0.02,0.01,1,21
betabinom,46,-0.08220698239582977,0.013478249254576871,100,4,0.04,0.01,1,21
betabinom,47,-0.08287289352933101,0.012406298984632438,100,3,0.03,0.01,1,21
betabinom,48,-0.06981656000360928,0.011569678648336933,100,1,0.01,0.01,1,21
betabinom,49,-0.08303122899594162,0.010647834490592778,100,2,0.02,0.01,1,21
betabinom,50,-0.050434498669748896,0.010124133596284045,100,1,0.01,0.01,1,21
betabinom,51,-0.05063906769245644,0.0096242212797558,100,0,0.0,0.01,1,21
betabinom,52,-0.061393249617429965,0.009051130990992542,100,0,0.0,0.01,1,21
betabinom,53,-0.04801116298767255,0.008626842456905783,100,1,0.01,0.01,1,21
betabinom,54,-0.03626919197733891,0.00831955997919819,100,0,0.0,0.01,1,21
betabinom,55,-0.060860068182754086,0.007828330729045633,100,2,0.02,0.01,1,21
betabinom,56,-0.07701599207067066,0.007248056080347391,100,2,0.02,0.01,1,21
betabinom,57,-0.10053512060481554,0.006554803800282546,100,3,0.03,0.01,1,21
betabinom,58,-0.07854408673733243,0.006059662459172236,100,1,0.01,0.01,1,21
betabinom,59,-0.06365683285830308,0.005685944576759881,100,0,0.0,0.01,1,21
betabinom,60,-0.06552172503072108,0.005325334576207386,100,0,0.0,0.01,1,21
betabinom,61,-0.066910609357789,0.0049806725468006605,100,0,0.0,0.01,1,21
betabinom,62,-0.05774192178787136,0.004701224514058186,100,0,0.0,0.01,1,21
betabinom,63,-0.06829468122562961,0.004390874142059088,100,1,0.01,0.01,1,21
betabinom,64,-0.05425110116074901,0.004159010674259929,100,0,0.0,0.01,1,21
betabinom,65,-0.05015479246755417,0.003955560991730661,100,0,0.0,0.01,1,21
betabinom,66,-0.06542574440546764,0.003705049764713184,100,0,0.0,0.01,1,21
betabinom,67,-0.06285766213388669,0.003479327501078882,100,0,0.0,0.01,1,21
betabinom,68,-0.07915880742601551,0.0032145269899225082,100,0,0.0,0.01,1,21
betabinom,69,-0.07165982770421626,0.0029922343816741782,100,1,0.01,0.01,1,21
betabinom,70,-0.06583755315268129,0.0028015780284345935,100,0,0.0,0.01,1,21
betabinom,71,-0.07147535596935524,0.0026083229946639226,100,0,0.0,0.01,1,21
betabinom,72,-0.05667966726407574,0.0024645957960298015,100,0,0.0,0.01,1,21
betabinom,73,-0.017063210523004822,0.002422898634514039,100,1,0.01,0.01,1,21
betabinom,74,-0.022956373218857743,0.0023679112395880997,100,0,0.0,0.01,1,21
betabinom,75,0.00024375634415277347,0.002368488503328131,100,0,0.0,0.01,1,21
betabinom,76,-0.03628586162012995,0.0022840864189845184,100,0,0.0,0.01,1,21
betabinom,77,-0.02829863457697991,0.0022203558885293246,100,0,0.0,0.01,1,21
betabinom,78,-0.02412114654228945,0.0021674391308858397,100,0,0.0,0.01,1,21
betabinom,79,0.0063530450049318204,0.00218125280220629,100,0,0.0,0.01,1,21
betabinom,80,0.018640378526325184,0.0022222934988217883,100,0,0.0,0.01,1,21
betabinom,81,0.005276006376564878,0.002234049318111129,100,0,0.0,0.01,1,21
betabinom,82,0.050818323905936894,0.002350514171145295,100,0,0.0,0.01,1,21
betabinom,83,0.016260974485521093,0.0023890482740492767,100,1,0.01,0.01,1,21
betabinom,84,0.0377759328289518,0.0024810230810004925,100,1,0.01,0.01,1,21
betabinom,85,0.010484521101854848,0.0025071722611254947,100,1,0.01,0.01,1,21
betabinom,86,0.022177199328828417,0.0025633954522434692,100,0,0.0,0.01,1,21
betabinom,87,0.02266004552184565,0.0026221452323575535,100,1,0.01,0.01,1,21
betabinom,88,0.034748009430031576,0.0027148610763713717,100,0,0.0,0.01,1,21
betabinom,89,-0.00481876155499511,0.0027018102777864312,100,1,0.01,0.01,1,21
betabinom,90,-0.04168567012581939,0.002591498685654501,100,0,0.0,0.01,1,21
betabinom,91,-0.009088324127745982,0.0025680530079613528,100,1,0.01,0.01,1,21
betabinom,92,-0.011484621649724424,0.002538728602951707,100,0,0.0,0.01,1,21
betabinom,93,-0.02366599084104903,0.002479352444154519,100,0,0.0,0.01,1,21
betabinom,94,-0.004083561749294206,0.002469248499432313,100,1,0.01,0.01,1,21
betabinom,95,-0.01565678386202763,0.002430889085500893,100,0,0.0,0.01,1,21
betabinom,96,0.004749627908313781,0.002442462366776509,100,1,0.01,0.01,1,21
betabinom,97,-0.0036063396685882456,0.0024336698817273342,100,0,0.0,0.01,1,21
betabinom,98,0.007699704713853202,0.002452480747308695,100,1,0.01,0.01,1,21
betabinom,99,0.028128962607296998,0.002522445896883577,100,2,0.02,0.01,1,21
betabinom,100,0.040981566664892756,0.0026279671261475444,100,1,0.01,0.01,1,21
betabinom,1,0.005756383524773497,0.010057729833367586,100,1,0.01,0.01,2,21
betabinom,2,0.0005366184669173667,0.01006312844529932,100,0,0.0,0.01,2,21
betabinom,3,0.019983769504681767,0.010266250497072879,100,0,0.0,0.01,2,21
betabinom,4,-0.006337828670508326,0.0102013905131749,100,3,0.03,0.01,2,21
betabinom,5,-0.027120656888647017,0.009928440128211079,100,2,0.02,0.01,2,21
betabinom,6,-0.021831787971521206,0.009714033484567248,100,1,0.01,0.01,2,21
betabinom,7,-0.006594979474871785,0.00965018041937943,100,1,0.01,0.01,2,21
betabinom,8,0.01766812264211509,0.009822196113018393,100,2,0.02,0.01,2,21
betabinom,9,0.03473222762654446,0.01016933644636654,100,1,0.01,0.01,2,21
betabinom,10,0.050285382342174924,0.010693780856190048,100,2,0.02,0.01,2,21
betabinom,11,0.0384905171455764,0.011113414156307894,100,1,0.01,0.01,2,21
betabinom,12,0.044837878412571246,0.011623056325104757,100,0,0.0,0.01,2,21
betabinom,13,0.026227273451998448,0.01193193015568577,100,2,0.02,0.01,2,21
betabinom,14,0.023576223531664386,0.012216582334977449,100,0,0.0,0.01,2,21
betabinom,15,0.05715209763068409,0.012935123124067704,100,3,0.03,0.01,2,21
betabinom,16,0.05351680835846261,0.013646227947873221,100,0,0.0,0.01,2,21
betabinom,17,0.07230801683273541,0.01466950955055568,100,1,0.01,0.01,2,21
betabinom,18,0.08448578707203462,0.015962735052300992,100,1,0.01,0.01,2,21
