param,m,l,u,rhat,ess,model,params,runtime,iter,confignum
sigma,0.04613672046176913,0.0021371414354885185,0.1476754645247452,1.0246903420223814,104.15211560974369,betabinom,estimated,100.95318388938904,7,16
rho,0.004931739114118856,0.00041494724037034877,0.009292804859520467,1.0044308668052464,190.41895118519298,betabinom,estimated,100.95318388938904,7,16
sigma,0.18378952870204987,0.14559842234386028,0.1987930431447717,1.046236539956809,103.05446845951916,weighted,estimated,229.01544189453125,7,16
c,0.17302013499986704,0.11652104644962918,0.27057634480157516,1.0118705933455223,157.06684377915388,weighted,estimated,229.01544189453125,7,16
sigma,0.04043945157072449,0.0011124543669817494,0.1239139675115384,1.016912568995908,110.49805429733014,binomial,estimated,83.28912901878357,8,16
sigma,0.038520779326655326,0.0036780741515288562,0.12015489201850992,1.0210981333261901,107.70496391069952,betabinom,estimated,121.04524898529053,8,16
rho,0.004538318674207594,0.00032180414637645195,0.009702114471189871,1.0015090135456748,183.1415939968533,betabinom,estimated,121.04524898529053,8,16
sigma,0.18634966968840572,0.1616846504998786,0.1991100541067969,1.0475705223537557,101.69374466171675,weighted,estimated,197.5781819820404,8,16
c,0.39632461351753,0.21339504440650242,0.6762988059662864,1.0279422911622076,122.06978402681555,weighted,estimated,197.5781819820404,8,16
sigma,0.04075149253012142,0.002846245068825086,0.1421748091487296,1.0130581451482303,119.19975911675625,binomial,estimated,97.65886116027832,9,16
sigma,0.03671756479279979,0.0015161473011160182,0.13002300469385697,1.012543615604582,118.7693490604176,betabinom,estimated,127.02138805389404,9,16
rho,0.005500585100013377,0.0007650451209783313,0.009736836621332203,1.036149525535666,107.34827246785208,betabinom,estimated,127.02138805389404,9,16
sigma,0.18472928036073585,0.1479209020511361,0.19969879658092557,1.012586232072833,114.1768907024177,weighted,estimated,196.66470289230347,9,16
c,0.5007895486382866,0.3313008457918651,0.7470794684332895,1.0088833758344362,131.22749475006893,weighted,estimated,196.66470289230347,9,16
sigma,0.03393425314061173,0.002919222389295627,0.08718043243564705,1.008993924102239,125.9107932770684,binomial,estimated,84.8490629196167,10,16
sigma,0.033772658082044486,0.0029528976001004133,0.10746715446428656,1.0084002488581572,125.49417126682889,betabinom,estimated,128.1344690322876,10,16
rho,0.005733108554305932,0.00020576050932535648,0.00983071976346658,1.0381585163816187,112.0653273429678,betabinom,estimated,128.1344690322876,10,16
sigma,0.18820366233025224,0.15508592547410452,0.19977115885825367,1.0114324641249601,120.29877936049589,weighted,estimated,231.8443500995636,10,16
c,0.867277977832901,0.47628156346827094,1.394513937148702,1.0265823143891515,114.74491006221221,weighted,estimated,231.8443500995636,10,16
