param,m,l,u,rhat,ess,model,params,runtime,iter,confignum
sigma,0.026599730627992618,0.0077577218796058,0.07006738295035993,1.0154578501040752,118.71250197743686,binomial,estimated,103.66155505180359,1,16
sigma,0.025659883009505377,0.007603814920804816,0.06932403640424567,1.016221181634448,112.98698924716383,betabinom,estimated,138.26322293281555,1,16
rho,0.0046233792296927565,0.00025673815187113286,0.009657781387928879,1.0119699315224515,272.074389621814,betabinom,estimated,138.26322293281555,1,16
sigma,0.1911770121893681,0.16712330125355718,0.19982957603316825,1.0293911263427373,121.96158032101117,weighted,estimated,205.60630106925964,1,16
c,0.6327822175690784,0.3738900639721459,0.9996241030295394,1.0079182274384635,103.41390990383272,weighted,estimated,205.60630106925964,1,16
sigma,0.021309063037411126,0.0037427589402400617,0.06427526521385529,1.0196123469286125,147.2365282221277,binomial,estimated,90.62182593345642,2,16
sigma,0.021730579498110237,0.003444005350507406,0.062015239275004956,1.0318264568950128,119.57924895494178,betabinom,estimated,113.80574703216553,2,16
rho,0.004129701923977801,0.0002939888076323827,0.009397626157751762,1.0156266518903367,108.68424751166759,betabinom,estimated,113.80574703216553,2,16
sigma,0.1720540527458853,0.12987597327253034,0.19984603678627436,1.005332156555349,100.33197206307985,weighted,estimated,139.292396068573,2,16
c,0.6499452236404898,0.43335134767046396,0.9479826023452083,1.0154145168426918,129.225138786803,weighted,estimated,139.292396068573,2,16
sigma,0.01209783355934532,5.9006863934115555e-5,0.056685907648401555,1.0082958970691949,117.50875396012816,binomial,estimated,102.27732706069946,3,16
sigma,0.01096223391240996,0.0003978701514198552,0.04372242560725315,1.013524367871457,130.01324960333264,betabinom,estimated,144.89721393585205,3,16
rho,0.004892568442200732,0.0004920335393491767,0.009574190483474158,1.0022487958800133,223.82184310849638,betabinom,estimated,144.89721393585205,3,16
sigma,0.04103769805936688,0.0013093906606306792,0.18431986429079694,1.0322110060951852,106.44351741122301,weighted,estimated,145.6038830280304,3,16
c,1.1656942880268173,0.7071914677188057,2.065941017478448,1.0100793602153775,159.1551019924764,weighted,estimated,145.6038830280304,3,16
sigma,0.07941970598913796,0.024757529522737368,0.17684401689678697,1.0381052928504335,121.35035548482462,binomial,estimated,70.55453205108643,4,16
sigma,0.07736207281801476,0.023994404611109764,0.14853544649747788,1.0177370774543069,129.81349151123317,betabinom,estimated,102.30017399787903,4,16
rho,0.005249406846312777,0.0002429288472092141,0.009648464013377503,1.023325082144733,103.2005259819453,betabinom,estimated,102.30017399787903,4,16
sigma,0.16244560200051006,0.10449707502917166,0.1991179764322253,1.0480124786900822,113.8576214868176,weighted,estimated,183.0548439025879,4,16
c,0.3695124347567353,0.24041510557633192,0.5502691342648303,1.013068132277528,135.4478045430118,weighted,estimated,183.0548439025879,4,16
sigma,0.021965170512314076,0.0037352632044585,0.06743486780159381,1.012407662289749,111.78105863511013,binomial,estimated,98.18990707397461,5,16
sigma,0.025220137326947282,0.004489899447341084,0.0799122631476354,1.0083616096274093,116.77298033635026,betabinom,estimated,115.04123592376709,5,16
rho,0.004885433144296916,0.0003557090210523973,0.009749405450467676,1.0044588725393175,154.14536374333505,betabinom,estimated,115.04123592376709,5,16
sigma,0.09916710527977997,0.047988647372471646,0.16736441773273636,1.0286344988664828,104.5264901068351,weighted,estimated,115.26223087310791,5,16
c,0.8122309325904498,0.5542551811747674,1.167069360313378,1.0213287661346655,147.56396827551657,weighted,estimated,115.26223087310791,5,16
sigma,0.011540674411664871,0.0017493026152334775,0.03596877318395673,1.0052263521019196,120.48522148455737,binomial,estimated,84.70446705818176,6,16
sigma,0.015614325921012504,0.0015115710379485455,0.057851246702137524,1.0370907261872246,106.50394012911894,betabinom,estimated,116.6543459892273,6,16
rho,0.00518107826437785,0.00033426530472225875,0.00983671998707509,1.0323516288810062,165.41746259990137,betabinom,estimated,116.6543459892273,6,16
sigma,0.10779895925851124,0.005079922848244725,0.1994671898134499,1.035248764722723,107.24041615452137,weighted,estimated,176.98568201065063,6,16
c,1.4486654738096636,0.8188771358241123,2.879331134367285,1.0097920132862699,144.4256602947303,weighted,estimated,176.98568201065063,6,16
sigma,0.04299390894767606,0.0004723476757041295,0.15394300575682995,1.0195373650013781,134.38867919761012,binomial,estimated,73.62516188621521,7,16
