param,m,l,u,rhat,ess,model,params,runtime,iter,confignum
sigma,0.013936339850092563,0.011042178817359749,0.01920532122264533,1.0125552965085658,118.20866937301052,binomial,estimated,129.62107706069946,1,29
sigma,0.014646747568466638,0.010337179965581202,0.019615103872698894,1.0338313719405472,57.78288269082051,betabinom,estimated,279.98723101615906,1,29
rho,1.5570329001552059e-6,1.3795570338977336e-7,5.575699362244957e-6,1.0852519382026211,47.18604553982258,betabinom,estimated,279.98723101615906,1,29
sigma,0.015797915093209554,0.010589707321363377,0.023631128700678954,1.012545746802277,145.63663676842665,weighted,estimated,154.61830186843872,1,29
c,1.5027185519326627,0.956281655728922,2.1195637249038692,1.0429155404660435,120.88682563309833,weighted,estimated,154.61830186843872,1,29
sigma,0.017231443314755502,0.012951173642329526,0.023670378487023552,1.0076000012554729,129.38497632278427,binomial,estimated,102.31865501403809,2,29
sigma,0.01755712887173887,0.011716142320517766,0.02481004737943872,1.0195826057076816,183.77671571076584,betabinom,estimated,272.8184189796448,2,29
rho,2.5927404463178154e-6,2.0170999336156814e-7,6.806259652391075e-6,1.0063159838944356,106.06418384850659,betabinom,estimated,272.8184189796448,2,29
sigma,0.01975576748326502,0.013854505427494104,0.02696214094783379,1.0418738273056596,119.72472654079971,weighted,estimated,129.28105807304382,2,29
c,1.4120691630852846,0.9632658108176806,1.9459917908886863,1.0112246487100158,115.83126186615806,weighted,estimated,129.28105807304382,2,29
sigma,0.01484969991191203,0.011344991554743899,0.01992073503820004,1.0385670119757897,130.9432480423828,binomial,estimated,108.84917879104614,3,29
sigma,0.014819998979921594,0.01042421537709277,0.02119840238041629,1.0021634068676208,102.60573891529432,betabinom,estimated,264.8105878829956,3,29
rho,1.558177913686033e-6,3.740495513228699e-8,5.265019350258732e-6,1.0491525677317788,71.30586543293465,betabinom,estimated,264.8105878829956,3,29
sigma,0.018775624357667647,0.00809158485056298,0.031820508421906604,1.0132773153009038,162.11120184532075,weighted,estimated,189.87799310684204,3,29
c,2.2638315413093473,1.3244324082193608,3.7129381812224245,1.030149978577567,148.53976161815552,weighted,estimated,189.87799310684204,3,29
sigma,0.015918232766745807,0.01193308261602805,0.02041074325491121,1.0240204771747043,100.65429897032337,binomial,estimated,121.80047106742859,4,29
sigma,0.015878908920904877,0.011230425530619514,0.02042572675866748,1.0418798565875718,52.56014889621801,betabinom,estimated,301.88768315315247,4,29
rho,1.4204997445994674e-6,1.831702112584029e-7,4.1328807386131045e-6,1.0274824054888714,63.699688940086766,betabinom,estimated,301.88768315315247,4,29
sigma,0.018262266344122077,0.013581642550262719,0.024439152157284566,1.030056818113276,105.6532635804582,weighted,estimated,154.6988079547882,4,29
c,1.087636175439189,0.7452674641495647,1.5491823820535733,1.0213141208068308,143.46295242992318,weighted,estimated,154.6988079547882,4,29
sigma,0.014741115768141634,0.010758571066001464,0.01866152249968413,1.0094679957876285,133.42298564448797,binomial,estimated,119.21750807762146,5,29
sigma,0.01417847479263613,0.010937455945593356,0.01877091797367511,1.0261712729116963,143.68288929894828,betabinom,estimated,313.85004806518555,5,29
rho,3.0198057868958893e-6,2.1546831363500433e-7,8.741252022814845e-6,1.0396986349939987,107.04187642277775,betabinom,estimated,313.85004806518555,5,29
sigma,0.016515508090527035,0.012182797617650478,0.02175139723938197,1.0146918599281678,159.27335538276517,weighted,estimated,140.25295209884644,5,29
c,1.34961214514382,0.8304367451379846,1.9978263734107342,1.0131401960128343,130.53798282713484,weighted,estimated,140.25295209884644,5,29
sigma,0.013718689897738617,0.010248211091804502,0.01818354111205534,1.0078866170399896,184.72861784826213,binomial,estimated,110.18126010894775,6,29
sigma,0.01521837102623884,0.010706281356675805,0.021809038341841412,1.0529486004742925,51.97994047294713,betabinom,estimated,329.6015429496765,6,29
rho,2.208487771165822e-6,7.674280938349185e-8,6.836918171626063e-6,1.305985281785363,34.66645238162669,betabinom,estimated,329.6015429496765,6,29
sigma,0.016698179745853192,0.012102249228259742,0.024103151528125536,1.0192972913786225,101.22029999021557,weighted,estimated,127.44285583496094,6,29
c,1.1504131026332651,0.7785606745362638,1.6465299065945185,1.0089258817692757,148.41108186967463,weighted,estimated,127.44285583496094,6,29
sigma,0.012827072083977544,0.009017643491473236,0.01686548280171834,1.0192650967742358,150.2486603040736,binomial,estimated,115.41189122200012,7,29
sigma,0.012444630965127887,0.008901378315204909,0.01654663793659372,1.0070382376195173,147.5991643253429,betabinom,estimated,309.2132570743561,7,29
rho,1.7194814308182073e-6,5.520057039583991e-8,5.243624981863578e-6,1.0137956216395911,104.25661210920832,betabinom,estimated,309.2132570743561,7,29
sigma,0.01640202108746796,0.009187850986626504,0.02503142762936101,1.009942788712269,105.42061487477507,weighted,estimated,155.24883008003235,7,29
c,1.4927251632767187,0.8989596651609959,2.3087681978563426,1.0142579985828986,141.17301836463986,weighted,estimated,155.24883008003235,7,29
sigma,0.010710571073381449,0.007500654561649958,0.01693108688125227,1.0249654123068555,106.13628499065561,binomial,estimated,113.96890306472778,8,29
sigma,0.011178148170531805,0.006857281619121856,0.01694459590907721,1.0919426544248512,57.77573769771776,betabinom,estimated,314.6895680427551,8,29
rho,1.6094202776034019e-6,1.1126584561076134e-7,5.269921077469809e-6,1.0257746598574484,97.34985149737773,betabinom,estimated,314.6895680427551,8,29
sigma,0.01853699794882782,0.009599684534645552,0.03039433038693003,1.0107307736778388,134.3634945663796,weighted,estimated,182.305734872818,8,29
c,1.5679319570785002,1.0921413265414008,2.286619795977778,1.0198316724325787,106.9909951244137,weighted,estimated,182.305734872818,8,29
sigma,0.013740713037996156,0.010794942536034979,0.017787387372914697,1.006333919117904,109.15899079980441,binomial,estimated,118.5352828502655,9,29
sigma,0.013745405261522936,0.010538493666554804,0.0189015007701363,1.0428023507479287,112.75905526113532,betabinom,estimated,356.3868088722229,9,29
rho,3.7026595879412008e-6,2.560791754470654e-7,1.0087980552075168e-5,1.0262300176409138,89.8528909896694,betabinom,estimated,356.3868088722229,9,29
sigma,0.014400760844012834,0.010013702285580885,0.020430518252476795,1.0218893048552817,120.1315510405551,weighted,estimated,235.00743985176086,9,29
c,1.799634424376235,1.1743451255620605,2.640074235651167,1.033783831394729,101.11713057520628,weighted,estimated,235.00743985176086,9,29
sigma,0.019003243719513854,0.014766224487303678,0.024406970636241053,1.0175887965964914,129.71343189799833,binomial,estimated,137.75220918655396,10,29
sigma,0.018364964020140262,0.01395669929603759,0.024827753328820243,1.0413210723641273,66.80956651509939,betabinom,estimated,396.5628590583801,10,29
rho,2.5693041427268933e-6,2.8749776931554694e-7,6.2883917053903895e-6,1.0282131530471463,91.72548639722538,betabinom,estimated,396.5628590583801,10,29
sigma,0.019895842020295186,0.012720169956474,0.027172856006139418,1.0194969763442794,119.68243396051844,weighted,estimated,209.48209595680237,10,29
c,1.4160387582941185,0.9169269100731056,2.0736698196295165,1.0069152347784458,142.2990432167065,weighted,estimated,209.48209595680237,10,29
