param,m,l,u,rhat,ess,model,params,runtime,iter,confignum
sigma,0.01492659948195968,0.00018158857052426314,0.056253043125474904,1.0112918856150457,117.95186397327859,binomial,estimated,83.58309412002563,1,4
sigma,0.01310838334793947,0.0004473439309686255,0.0563613223135255,1.0223890325721323,106.17778126814451,betabinom,estimated,88.35634994506836,1,4
rho,0.004772782732880178,0.0009518832357568131,0.009007740897947172,1.0211935559431542,218.86287927222563,betabinom,estimated,88.35634994506836,1,4
sigma,0.1291906976122656,0.048780809139736155,0.19344147129272982,1.0324838294176362,119.40104404170876,weighted,estimated,85.71802997589111,1,4
c,1.0487800767999593,0.6685713604113428,1.6194463646444541,1.0067445772038168,137.98852176259862,weighted,estimated,85.71802997589111,1,4
sigma,0.008039851253535426,1.898963391377412e-5,0.03119014881985319,1.0096569399921602,111.18320145396882,binomial,estimated,68.18870711326599,2,4
sigma,0.01131890707446284,0.00037605549915538383,0.04697336932089083,1.0080775513065192,209.59126090228057,betabinom,estimated,109.45237588882446,2,4
rho,0.0013152720904398933,7.365617651523102e-5,0.0043020697611139145,1.0479525362283866,114.25978785664479,betabinom,estimated,109.45237588882446,2,4
sigma,0.04032544094267559,0.0030515468920874617,0.12002066202326424,1.016769949379076,102.09347422449505,weighted,estimated,80.39373588562012,2,4
c,0.9698735482689764,0.6116903170862429,1.4945102784112665,1.0355623743692675,102.05163049921825,weighted,estimated,80.39373588562012,2,4
sigma,0.0034634102966057388,0.00014055052259962127,0.014071157817321578,1.0245491994142863,107.55434836349592,binomial,estimated,75.60570001602173,3,4
sigma,0.002952748783345138,8.24440727715304e-5,0.010743156102507914,1.009931051160524,207.51203161005776,betabinom,estimated,113.3012490272522,3,4
rho,0.0023422660263517376,8.052300597126947e-5,0.005653656046209287,1.008655188889717,103.79430509198548,betabinom,estimated,113.3012490272522,3,4
sigma,0.003019967823947943,0.0002661620904939443,0.010128130313928521,1.027964344832288,116.36644558911257,weighted,estimated,83.37396907806396,3,4
c,1.0996294288412085,0.8093349041336027,1.430223396030253,1.015441636885142,117.87028327357902,weighted,estimated,83.37396907806396,3,4
sigma,0.024307409150592665,0.006322721677416526,0.06152939526630845,1.0293584238629736,149.20002632041334,binomial,estimated,63.380483865737915,4,4
sigma,0.025109330246513392,0.006238486047017913,0.06439290436224268,1.0289545644057994,128.78618407272307,betabinom,estimated,91.10369396209717,4,4
rho,0.0012367854059244152,4.551444787123573e-6,0.004113606513261904,1.0230267908256057,113.21637086622384,betabinom,estimated,91.10369396209717,4,4
sigma,0.04257578687050767,0.010342910533653929,0.0931003475225968,1.0220505208563317,113.26721954038051,weighted,estimated,77.57254600524902,4,4
c,0.9618609933823007,0.633023285279683,1.3795885615518033,1.0061832341479924,188.15925784837262,weighted,estimated,77.57254600524902,4,4
sigma,0.036974877233329574,0.007445250342675348,0.08962253668417934,1.020438715905937,119.54172952029627,binomial,estimated,67.441565990448,5,4
sigma,0.025910117796823028,0.005611384178198795,0.0727075206051744,1.022193446637484,108.73679747780687,betabinom,estimated,82.78816199302673,5,4
rho,0.003004462416434573,0.000425536144410309,0.006749813769505008,1.028638514486958,100.30033606040307,betabinom,estimated,82.78816199302673,5,4
sigma,0.04656949796452049,0.009798908669672169,0.10674635051846319,1.019970778584646,129.0679322212509,weighted,estimated,82.14057898521423,5,4
c,1.2224824215729955,0.8304901128833331,1.7707743267599758,1.016591473548249,199.86709240868018,weighted,estimated,82.14057898521423,5,4
sigma,0.019874110619616768,0.00042023196435381736,0.06868426896259784,1.032488466331745,119.62451680209223,binomial,estimated,68.20095300674438,6,4
sigma,0.022697317028698594,0.0018639717153555498,0.07403283902233158,1.0023096872399366,126.19302700486719,betabinom,estimated,87.86774587631226,6,4
rho,0.00220754974519075,0.0001482295649141403,0.0056561779285405536,1.0041457055573857,101.61499030925509,betabinom,estimated,87.86774587631226,6,4
sigma,0.06471286293085958,0.01312727848316838,0.15065176496861807,1.0133697307722762,136.88470081958565,weighted,estimated,89.20878982543945,6,4
c,0.9173645081887961,0.6046013166224615,1.424307830857,1.0111285762200362,168.7008486409076,weighted,estimated,89.20878982543945,6,4
sigma,0.01210592417420108,0.0015855032284577018,0.03345044746936395,1.011588609340209,122.78149134607966,binomial,estimated,67.53516006469727,7,4
sigma,0.013900421453418226,0.001738610031028258,0.03842839101695555,1.0307566441592175,103.41420788668533,betabinom,estimated,91.49734306335449,7,4
rho,0.003652263251099965,0.0005179426774612663,0.008844957145413617,1.0080831884450208,110.79808220534393,betabinom,estimated,91.49734306335449,7,4
sigma,0.08236845446526189,0.012808393891395549,0.16916101379993312,1.0071994706983642,149.48561501734855,weighted,estimated,79.50010514259338,7,4
c,1.288522597347341,0.8248110836420395,2.093979607290757,1.010646217334106,121.17601904940534,weighted,estimated,79.50010514259338,7,4
sigma,0.015095230079674221,0.0054629534910232555,0.029085638113334106,1.0252961386872177,123.12867942801587,binomial,estimated,71.13722896575928,8,4
sigma,0.014080957694255552,0.0030829326534943338,0.030388944570136158,1.0034200465696987,292.97853487158045,betabinom,estimated,99.57878708839417,8,4
rho,0.0019300519626178614,0.0001166795669667687,0.005829818442916336,1.0121516322293667,108.47583301154987,betabinom,estimated,99.57878708839417,8,4
sigma,0.020431116888558545,0.007529971167544253,0.04283207947841906,1.023314243626049,118.7064875857527,weighted,estimated,97.17078804969788,8,4
c,0.9633509813461658,0.6811836031965018,1.3907110774012135,1.0047421239401781,263.8427156377863,weighted,estimated,97.17078804969788,8,4
sigma,0.008054414316509852,0.00038436842596408557,0.029767673974080876,1.031850957016829,122.226435391686,binomial,estimated,75.18633794784546,9,4
sigma,0.007938412789539216,0.00023258377358121012,0.03139197356312503,1.0428443758906467,136.21938544046193,betabinom,estimated,106.82050609588623,9,4
rho,0.0029699636705475332,0.00017948243312337946,0.006798904442230777,1.0232687919071086,128.63876133512028,betabinom,estimated,106.82050609588623,9,4
sigma,0.06870674422069206,0.0005764647239468457,0.1682825260579196,1.0094028846624965,137.16631448546238,weighted,estimated,94.34884810447693,9,4
c,1.412199294305523,0.863163110735063,2.4466318037400097,1.013859700356442,118.04279052280027,weighted,estimated,94.34884810447693,9,4
sigma,0.020938691127764454,0.0007639125018909839,0.08540109936294166,1.0201111734405175,104.04648468155982,binomial,estimated,70.62410187721252,10,4
sigma,0.014072810447401817,0.0002796043052712768,0.059809444607617,1.007817488352861,174.86207452986366,betabinom,estimated,110.03994512557983,10,4
rho,0.0024001961546085953,0.00017145565612326503,0.006052508394961249,1.0253455132724167,131.6308812973281,betabinom,estimated,110.03994512557983,10,4
sigma,0.130229775835327,0.053643603958917464,0.18948922346014835,1.0110128244900167,208.68866061373785,weighted,estimated,91.14033699035645,10,4
c,1.2310011344682943,0.7395995498336225,2.0032947431074315,1.02633232900181,105.17733252429781,weighted,estimated,91.14033699035645,10,4
