param,m,l,u,rhat,ess,model,params,runtime,iter,confignum
sigma,0.07508689047957007,0.010489607594979565,0.1668217362046553,1.0332808372134694,151.65177263743493,binomial,estimated,119.09164595603943,5,3
sigma,0.07306420113982283,0.01090903838299945,0.17999815093476232,1.0069063531911684,126.76902717476078,betabinom,estimated,152.47271394729614,5,3
rho,0.004951916588309446,0.00054526342672478,0.009537072217202208,1.0087823847762587,149.45955715260052,betabinom,estimated,152.47271394729614,5,3
sigma,0.1822118853232995,0.14785174498195608,0.19975654776689827,1.0185870775218697,106.17926238613713,weighted,estimated,297.525358915329,5,3
c,0.23166974700690302,0.1534306329201725,0.3503192564916787,1.0309722915483592,159.08779286426073,weighted,estimated,297.525358915329,5,3
sigma,0.03216340428685044,0.005080795534488175,0.09594747734270487,1.0306862630451827,102.40312470545989,binomial,estimated,128.11353206634521,6,3
sigma,0.035231175101303316,0.003049060351305815,0.10739370626934903,1.0223412538623073,102.57363974591887,betabinom,estimated,173.86402416229248,6,3
rho,0.005023855169763116,0.00018753171975177197,0.009465500108283138,1.0330414989972556,111.56287502061544,betabinom,estimated,173.86402416229248,6,3
sigma,0.18132576742563944,0.13633045884950254,0.19884746754259483,1.029656099663598,100.03955041394121,weighted,estimated,291.90989995002747,6,3
c,0.377041219330081,0.21584658473591206,0.6028575428347985,1.026074367671178,127.19360595414922,weighted,estimated,291.90989995002747,6,3
sigma,0.07507875514000131,0.013424507749275071,0.17818191165886924,1.0183844648726017,140.10939874801744,binomial,estimated,122.31533193588257,7,3
sigma,0.07961296301540081,0.007454915428488866,0.18470748665629907,1.0262306093608284,103.72472243174371,betabinom,estimated,161.08928394317627,7,3
rho,0.0052217053022223445,0.00026581962841730873,0.009626969440865232,1.0020445325558716,105.37377319809754,betabinom,estimated,161.08928394317627,7,3
sigma,0.1639048638650177,0.10104662896142574,0.196453899978621,1.0280308914348382,109.48692300044266,weighted,estimated,284.66215801239014,7,3
c,0.2899629899553952,0.1688198367249819,0.45826807303976685,1.0103040467731823,187.1137629420777,weighted,estimated,284.66215801239014,7,3
sigma,0.035559181573852856,0.0028994458812057933,0.10407191082846719,1.0258564913630344,109.91150864309007,binomial,estimated,120.00607800483704,8,3
sigma,0.03823830691263291,0.003982009553638831,0.09785170157976923,1.0053848695337746,183.8002497838319,betabinom,estimated,177.0266559123993,8,3
rho,0.005120598014278506,0.0005433639050831445,0.009742638330195617,1.0052987457984695,144.8590554228368,betabinom,estimated,177.0266559123993,8,3
sigma,0.1822374384035361,0.14189896364510277,0.19978617961279405,1.033473200800294,114.8664148698617,weighted,estimated,354.15349888801575,8,3
c,0.5259500186350458,0.3150444330429686,0.8559225921144058,1.0450728505530913,106.26791611271322,weighted,estimated,354.15349888801575,8,3
sigma,0.05798560105068304,0.0036229344170879627,0.17391507316124175,1.0187574349315422,106.38250242077555,binomial,estimated,125.53185391426086,9,3
sigma,0.05514757970712406,0.0029282174049811323,0.16436155026912203,1.0048439262231519,137.41811833242645,betabinom,estimated,170.97409796714783,9,3
rho,0.004888402993857614,0.0002987027895378618,0.00963445691871211,1.0041435052939396,184.53258736110365,betabinom,estimated,170.97409796714783,9,3
sigma,0.1701693615431838,0.10335326042268836,0.19928941133269648,1.0244762141602504,106.82545925766856,weighted,estimated,229.1121690273285,9,3
c,0.2560197502059817,0.1340035367141853,0.399494870184932,1.0397496095271317,133.59304282837545,weighted,estimated,229.1121690273285,9,3
sigma,0.024325113888728347,0.00018828050230445918,0.07828805263810071,1.0326973463458724,120.62965771563564,binomial,estimated,136.36723613739014,10,3
sigma,0.026869076730477066,0.0011407857312023713,0.10774263116408614,1.0479190981219704,121.5906191688814,betabinom,estimated,186.29957795143127,10,3
rho,0.00471265700944954,0.00033530493367689017,0.009559442481800691,1.0038075985659942,270.71779771490964,betabinom,estimated,186.29957795143127,10,3
sigma,0.17992636124444064,0.1404418512291383,0.1992007224465813,1.026132601557217,111.96293325013946,weighted,estimated,295.98411107063293,10,3
c,0.2971486367805127,0.17957302625668026,0.4585971686218889,1.0121244587480118,109.67323076480235,weighted,estimated,295.98411107063293,10,3
