param,m,l,u,rhat,ess,model,params,runtime,iter,confignum
sigma,0.022788893613819364,0.00460376965227512,0.0592731122209913,1.0021560922169344,107.23022417549551,binomial,estimated,105.87325596809387,1,2
sigma,0.020680975871935636,0.0037738055753614606,0.05581848633182495,1.0126841868045686,168.5081834141026,betabinom,estimated,114.17815494537354,1,2
rho,0.004979997249881056,0.00043309123590997274,0.009853941496032966,1.012678838246109,147.895129824458,betabinom,estimated,114.17815494537354,1,2
sigma,0.17521862120118253,0.12172252129765487,0.1992177884599683,1.0060616377467733,107.09092649153555,weighted,estimated,140.2048590183258,1,2
c,0.46014471812734775,0.31877225081628624,0.7138901251303832,1.0140212057952769,118.49403524879837,weighted,estimated,140.2048590183258,1,2
sigma,0.050504904060003145,0.0029674254226975147,0.1708023607923266,1.017915025152475,110.82161994552658,binomial,estimated,78.87415289878845,2,2
sigma,0.05395464424655896,0.0028819409551625735,0.16212581561859163,1.004835923000046,186.91819522497548,betabinom,estimated,105.11597394943237,2,2
rho,0.004946256396604649,0.0002249255584294632,0.009736849441513682,1.0166812846074929,101.14319767636113,betabinom,estimated,105.11597394943237,2,2
sigma,0.18507721872258337,0.15045574791943214,0.19901808981256291,1.0110524968026677,122.31145784120993,weighted,estimated,186.7238371372223,2,2
c,0.17594987241079457,0.10168527789704199,0.31237226459326123,1.0116463600793226,100.57311124341008,weighted,estimated,186.7238371372223,2,2
sigma,0.02762035365804151,0.0013144129543477693,0.09547414643753749,1.0219901501070787,107.55852576213859,binomial,estimated,79.79774403572083,3,2
sigma,0.024455585050676715,0.0008981768167278621,0.09337177069879604,1.007450972858343,139.96389535608634,betabinom,estimated,111.30457806587219,3,2
rho,0.005016216041821873,0.000347667152956191,0.009688978961335953,1.0150910754686555,159.97467363123266,betabinom,estimated,111.30457806587219,3,2
sigma,0.1770323696280775,0.12193346198276249,0.19937185230822896,1.0164840657852385,102.30735412242943,weighted,estimated,182.82446694374084,3,2
c,0.41022837426154735,0.21729612696199135,0.6713586890118575,1.012929454975688,161.23997330475092,weighted,estimated,182.82446694374084,3,2
sigma,0.04008583929654751,0.0011003076048421712,0.1408124996814841,1.015547498826198,152.81587408266103,binomial,estimated,84.72706890106201,4,2
sigma,0.04083267420884686,0.00044002438244444657,0.14082215762558137,1.0313291424402335,119.26085224385784,betabinom,estimated,104.34857511520386,4,2
rho,0.00476948191767013,0.00013346223339332088,0.00969814224016099,1.0098194616506815,153.58093509718702,betabinom,estimated,104.34857511520386,4,2
sigma,0.18363799724825544,0.15093193677631833,0.1994169189582319,1.0357935980320385,119.80389170901246,weighted,estimated,182.5391321182251,4,2
c,0.33307260214984397,0.17379697662600022,0.5720238916175912,1.0134653104578744,102.38929969542922,weighted,estimated,182.5391321182251,4,2
sigma,0.013642660172733469,0.0006526117411052804,0.051866057382277855,1.0203312774643,121.04620415929288,binomial,estimated,93.54881882667542,5,2
sigma,0.011714963008585738,0.00026740415214842467,0.044282231917180524,1.0071359506233346,142.2571144181718,betabinom,estimated,112.27090501785278,5,2
rho,0.004844824973867868,0.000178778686462191,0.009740207226694766,1.0266138479562712,107.0395792379633,betabinom,estimated,112.27090501785278,5,2
sigma,0.1734162268450168,0.12612124936523494,0.19887792318518793,1.0149629831812481,139.81006776320257,weighted,estimated,185.07112503051758,5,2
c,0.911717546150966,0.5411341026643659,1.4192331227998347,1.0331209160022823,101.824081107634,weighted,estimated,185.07112503051758,5,2
sigma,0.03812255019233827,0.0011370691876217073,0.13736333247449398,1.046894635388726,113.35637228057895,binomial,estimated,85.4626100063324,6,2
sigma,0.038214474688109464,0.0022213349844868117,0.1307616913881679,1.0327710408262716,119.6563379130625,betabinom,estimated,111.81460618972778,6,2
rho,0.005040702213105147,0.00011471907632118853,0.00964725984247609,1.0048378058530276,209.36506574568034,betabinom,estimated,111.81460618972778,6,2
sigma,0.17653607281222364,0.13927375093108596,0.19929596760225993,1.0213712841226998,101.22468532133885,weighted,estimated,221.5424530506134,6,2
c,0.2773758344325462,0.16316643352646462,0.4381911089393991,1.0242306478067384,196.67523972101452,weighted,estimated,221.5424530506134,6,2
sigma,0.06541517874323609,0.01244838584377856,0.16942287287773625,1.0480073661860396,107.804692508987,binomial,estimated,79.15383195877075,7,2
sigma,0.0654804118510935,0.006882089326133252,0.17230753206014512,1.0143001331988684,247.72874414301583,betabinom,estimated,108.43357801437378,7,2
rho,0.0051319451133615395,0.00041149348281051463,0.009690641481896585,1.037847396284462,108.43704004336247,betabinom,estimated,108.43357801437378,7,2
sigma,0.18794989175648205,0.1596492683092425,0.19967238975560198,1.0030958870327664,132.0351524649412,weighted,estimated,173.54139709472656,7,2
c,0.36217783946953275,0.22107970862276777,0.5544148867814191,1.0199243999746332,104.81018009713765,weighted,estimated,173.54139709472656,7,2
sigma,0.05399449734930186,0.006832688032313815,0.16657761955621933,1.0203072684498182,106.82190779990498,binomial,estimated,79.17411494255066,8,2
sigma,0.04781281493571693,0.0038011093272942754,0.15161360334077595,1.0064694538247,103.6360544376002,betabinom,estimated,100.56695485115051,8,2
rho,0.004929593848067051,0.00024575183893398456,0.009735886889226743,1.0361511575656528,113.76722314507835,betabinom,estimated,100.56695485115051,8,2
sigma,0.18198881949882675,0.1418860092910835,0.19943619164645365,1.0279967809348536,113.39930967399908,weighted,estimated,187.36014008522034,8,2
c,0.21125042975202704,0.12577699471830006,0.33778317168533395,1.0264184701802783,102.76887640585339,weighted,estimated,187.36014008522034,8,2
sigma,0.021154462320321754,0.0013851204043406132,0.08496153740064408,1.0489564437586283,103.8898918326303,binomial,estimated,87.14960598945618,9,2
sigma,0.01990066546286987,0.0008493278593405835,0.07284124182621877,1.0250300681535616,113.89311784435752,betabinom,estimated,115.17645406723022,9,2
rho,0.00531122481954359,0.0005601775284777772,0.00981112358991453,1.024315700346819,119.74857619654088,betabinom,estimated,115.17645406723022,9,2
sigma,0.1823609425178437,0.14308912308279642,0.19949689296793946,1.043579766987274,103.30427123046168,weighted,estimated,237.46347188949585,9,2
c,1.2039030413991785,0.6605353697720925,2.219368202340169,1.0159083583940989,281.9445056620174,weighted,estimated,237.46347188949585,9,2
sigma,0.02844146024546333,0.0017712881044509448,0.1051025021412905,1.0343650400690052,119.02337877470138,binomial,estimated,82.21050095558167,10,2
sigma,0.035361463203194,0.003947563248873022,0.10986559182248146,1.0227323896823257,113.73017182399067,betabinom,estimated,102.8813579082489,10,2
rho,0.00509962837943703,0.00040239824262751437,0.009380491727725204,1.0146234420389246,159.7861301531337,betabinom,estimated,102.8813579082489,10,2
sigma,0.1820838298338041,0.14952017544046467,0.19920661550316576,1.021367760862201,102.2288388576392,weighted,estimated,167.03137803077698,10,2
c,0.9344878047851892,0.482456922996367,1.771753683137889,1.0223081313979767,103.6593897957106,weighted,estimated,167.03137803077698,10,2
