obsmethod,t,rt,Pt,nSamples,nPos,phat,ssw,theoreticalvar,iter,confignum
weighted,1,0.0059826027388828465,0.010060005342478454,100000,777,0.009924534237070922,1.2872802279552272e-5,1.6469936745349902e-7,1,14
weighted,2,0.0021946714149971677,0.010082107993795227,100000,797,0.010259239250253176,1.2818851134967295e-5,1.6210748253282582e-7,1,14
weighted,3,0.00566760814616586,0.010139411665177496,100000,795,0.010081654135174685,1.2836754497313346e-5,1.647095021133482e-7,1,14
weighted,4,-0.00149166967488847,0.010124298287161547,100000,814,0.010341075979864217,1.2849194092497764e-5,1.644910653349828e-7,1,14
weighted,5,0.004422401034989608,0.010169171144135923,100000,785,0.009879364636692107,1.2845122577076857e-5,1.6470356636357963e-7,1,14
weighted,6,0.008996217514000421,0.010261067961784477,100000,821,0.010365699431955581,1.2832672538160921e-5,1.660942094096356e-7,1,14
weighted,7,-0.001612773521359974,0.010244532520619782,100000,774,0.009928617638758519,1.285936223335116e-5,1.6631940750017906e-7,1,14
weighted,8,-0.0016593665496774448,0.010227547182386457,100000,801,0.010410064367941684,1.2826774520488828e-5,1.6523437857006432e-7,1,14
weighted,9,0.003138669161843928,0.010259698499108068,100000,790,0.010245256351940183,1.2802491349961498e-5,1.6508581805702107e-7,1,14
weighted,10,0.011341558099278531,0.010376721824741092,100000,791,0.010525731376039658,1.284718408477375e-5,1.6849157451717223e-7,1,14
weighted,11,0.008445618353428485,0.01046473077892386,100000,807,0.010644710089183494,1.2832537545710996e-5,1.6884619339494652e-7,1,14
weighted,12,0.0016093305853563424,0.01048158554904469,100000,809,0.010213874700290122,1.2832486282538754e-5,1.6895288201005705e-7,1,14
weighted,13,-0.0015886545999072937,0.010464947149782005,100000,833,0.01052101935259708,1.2837816754339135e-5,1.6944846024043538e-7,1,14
weighted,14,-0.00894705150018727,0.0103717343403934,100000,834,0.010456305732307023,1.2848551519391547e-5,1.6824555499075343e-7,1,14
weighted,15,-0.0030510805348124325,0.010340137570291725,100000,783,0.010124454014984071,1.2857053796083777e-5,1.6835038542235687e-7,1,14
weighted,16,0.006736177418903976,0.010410025696639758,100000,827,0.010589510668611898,1.284723447571981e-5,1.6982839720008876e-7,1,14
weighted,17,0.02107683030689742,0.010631764609881389,100000,819,0.01052752972144955,1.2828076180148757e-5,1.722845829653383e-7,1,14
weighted,18,0.03448420274445281,0.011004787266095781,100000,806,0.010450600321538994,1.2810852853178486e-5,1.7669016828044232e-7,1,14
weighted,19,0.03132830867795009,0.011355005873407506,100000,894,0.011753731655588939,1.2839976604130793e-5,1.8285941167077618e-7,1,14
weighted,20,0.02145243702696508,0.0116012300332202,100000,925,0.012391889855967392,1.2837761069419762e-5,1.869815017527134e-7,1,14
weighted,21,0.024517160688387676,0.011889174622744993,100000,964,0.012685702534977953,1.2837226928255915e-5,1.9220661173852177e-7,1,14
weighted,22,0.02785270625356111,0.012224975078364597,100000,983,0.012520070743697804,1.2840500584207613e-5,1.9777325975533133e-7,1,14
weighted,23,0.03179685959159835,0.012619936890791307,100000,930,0.012316253823650914,1.2834593908910427e-5,2.0306812977176017e-7,1,14
weighted,24,0.029076977723438004,0.012992273493248054,100000,1027,0.013408456179187914,1.2836025085744285e-5,2.0953319580962206e-7,1,14
weighted,25,0.02831406201534883,0.013365394895057319,100000,1019,0.012667201450170269,1.2849306234793336e-5,2.1601520116925037e-7,1,14
weighted,26,0.03175422359535618,0.01379661289581503,100000,1078,0.013720459468312005,1.2801530289406314e-5,2.2014292539715107e-7,1,14
weighted,27,0.027065511390416422,0.014175124478048466,100000,1119,0.01477728161192608,1.2847618653798133e-5,2.2856581344925997e-7,1,14
weighted,28,0.03421098299180062,0.014668460052579234,100000,1125,0.014222135992619376,1.2809197397037756e-5,2.3383906930014744e-7,1,14
weighted,29,0.02933744703098188,0.015105169876008287,100000,1121,0.014390012300987184,1.2818244823117994e-5,2.4156220985999966e-7,1,14
weighted,30,0.018928247603395856,0.015393807354677838,100000,1182,0.015312476458392227,1.2862445016199255e-5,2.485943116618845e-7,1,14
weighted,31,0.01310767021603102,0.015596912514612829,100000,1235,0.01599956819259628,1.285022563481991e-5,2.508482846925887e-7,1,14
weighted,32,0.03351640439125833,0.016128524030456594,100000,1240,0.015740068252723748,1.2818794039932691e-5,2.5828280966038943e-7,1,14
weighted,33,0.0357526858420263,0.016715594217092462,100000,1295,0.01634526033838135,1.2810936680696061e-5,2.6634688063736e-7,1,14
weighted,34,0.0271850807683146,0.0171762420005996,100000,1359,0.017479497162052004,1.2844617742296328e-5,2.7553513158866737e-7,1,14
weighted,35,0.020034225119883647,0.017523824850378657,100000,1350,0.01722666110317113,1.2824065950021553e-5,2.7973846372590186e-7,1,14
weighted,36,0.005776911608015302,0.01762535141020343,100000,1338,0.017187889952891215,1.2825251488312424e-5,2.8144018242636074e-7,1,14
weighted,37,0.009255520226309235,0.017789240476001375,100000,1372,0.017677743174238335,1.2849853885874289e-5,2.8531546575116176e-7,1,14
weighted,38,0.003884754886412392,0.01785848172041892,100000,1397,0.017899339303048642,1.2850638739166895e-5,2.863887805031003e-7,1,14
weighted,39,0.0026615481962135885,0.01790607623968648,100000,1295,0.016709813805843472,1.2829943015547427e-5,2.861783931292953e-7,1,14
weighted,40,-0.008723965343554553,0.017750543667947837,100000,1364,0.017028947797068514,1.2839464743725383e-5,2.8356262018069193e-7,1,14
weighted,41,-0.016036708864449863,0.01746815372160499,100000,1339,0.016715284782041154,1.2824063343165309e-5,2.786940406343069e-7,1,14
weighted,42,-0.017824744392514337,0.017159546935919187,100000,1242,0.016186129413368507,1.286518568543599e-5,2.7612806940976527e-7,1,14
weighted,43,-0.009976037129215586,0.01698921369657265,100000,1323,0.017072749013555016,1.2848866498334337e-5,2.7251114747132643e-7,1,14
weighted,44,-0.01617661395215272,0.016716596700113363,100000,1376,0.017527050762257915,1.2818447039203976e-5,2.6633086610132075e-7,1,14
weighted,45,-0.015183567063764114,0.01646469634542562,100000,1293,0.016349746032393718,1.2834748844571909e-5,2.6367444953078216e-7,1,14
weighted,46,-0.020957280843118015,0.01612323166346947,100000,1213,0.01552403011017267,1.2852068720748992e-5,2.5991649165312576e-7,1,14
weighted,47,-0.01610979161436918,0.01586557076534664,100000,1240,0.015899944077380733,1.2824870043251851e-5,2.5393625790976694e-7,1,14
weighted,48,0.0013321673702250646,0.015886720445359225,100000,1278,0.01616253561258326,1.2805023766118607e-5,2.533461964858876e-7,1,14
weighted,49,-0.011572516146500752,0.01570393082438572,100000,1231,0.015654963696259325,1.2855244598675485e-5,2.5287401359044376e-7,1,14
weighted,50,0.004446116806749905,0.015773907782746312,100000,1287,0.016885194118350235,1.2837834670358562e-5,2.53052702369714e-7,1,14
weighted,51,0.0015886749627245867,0.015798987311439916,100000,1322,0.01714705881133112,1.2845609252969713e-5,2.536794921756044e-7,1,14
weighted,52,-0.005299130795753405,0.01571548784393014,100000,1234,0.015586969156798948,1.283681640267242e-5,2.5234053547971656e-7,1,14
weighted,53,-0.010042962280748656,0.015558447686413825,100000,1230,0.016357131933933768,1.288419292803979e-5,2.520090855741569e-7,1,14
weighted,54,-0.012547146700068089,0.015364453144907142,100000,1183,0.015543087816479444,1.281939514215855e-5,2.459366893520767e-7,1,14
