obsmethod,t,rt,Pt,nSamples,nPos,phat,ssw,iter,confignum
binomial,1,-0.018591837303012802,0.00981579924799313,10000,89,0.0089,0.0001,1,25
binomial,2,-0.021510990688927718,0.00960690648182943,10000,89,0.0089,0.0001,1,25
binomial,3,-0.03424500546802986,0.00928348726925448,10000,94,0.0094,0.0001,1,25
binomial,4,-0.041112600022769286,0.008909558235586586,10000,87,0.0087,0.0001,1,25
binomial,5,-0.023040706304836678,0.00870662258898525,10000,97,0.0097,0.0001,1,25
binomial,6,-0.014431795365507025,0.008581872740796673,10000,88,0.0088,0.0001,1,25
binomial,7,-0.010255551250210378,0.008494310671180338,10000,72,0.0072,0.0001,1,25
binomial,8,-0.006227254047579592,0.008441578798461725,10000,83,0.0083,0.0001,1,25
binomial,9,-0.023052025407605876,0.008249209083923499,10000,80,0.008,0.0001,1,25
binomial,10,-0.014211347965129123,0.008132805786163431,10000,83,0.0083,0.0001,1,25
binomial,11,0.01821338464087923,0.00828228887033121,10000,78,0.0078,0.0001,1,25
binomial,12,0.029546764697652307,0.00853065484769093,10000,88,0.0088,0.0001,1,25
binomial,13,0.013492720323385169,0.008646536609777985,10000,89,0.0089,0.0001,1,25
binomial,14,-0.007817558971380832,0.008579205325981628,10000,85,0.0085,0.0001,1,25
binomial,15,-0.0005434813303261329,0.00857454395485675,10000,99,0.0099,0.0001,1,25
binomial,16,-0.004187312591444614,0.008538714725431665,10000,89,0.0089,0.0001,1,25
binomial,17,-0.004456643864105167,0.008500745385600453,10000,84,0.0084,0.0001,1,25
binomial,18,0.03333096125050521,0.008788858267470872,10000,94,0.0094,0.0001,1,25
binomial,19,0.021906847975081294,0.00898351886456304,10000,91,0.0091,0.0001,1,25
binomial,20,0.014185753965008907,0.009111865044268249,10000,90,0.009,0.0001,1,25
binomial,21,0.01191701673140741,0.009221100882349976,10000,82,0.0082,0.0001,1,25
binomial,22,0.04017981006981963,0.009599147016391134,10000,103,0.0103,0.0001,1,25
binomial,23,0.01287285060991264,0.009723514164369215,10000,103,0.0103,0.0001,1,25
binomial,24,0.022081621007444093,0.009940613247493343,10000,111,0.0111,0.0001,1,25
binomial,25,0.01288892962042464,0.010069566360639565,10000,97,0.0097,0.0001,1,25
binomial,26,0.008604689446895668,0.010156585702329725,10000,87,0.0087,0.0001,1,25
binomial,27,0.029147983410069387,0.010456986463895071,10000,87,0.0087,0.0001,1,25
binomial,28,0.03940479058591021,0.010877267997743823,10000,99,0.0099,0.0001,1,25
binomial,29,0.06477559164302442,0.011605170115044878,10000,116,0.0116,0.0001,1,25
binomial,30,0.06842109851589002,0.01242700338117135,10000,133,0.0133,0.0001,1,25
binomial,31,0.06885151755369055,0.013312764535189817,10000,126,0.0126,0.0001,1,25
binomial,32,0.09421244268355591,0.014627974501320614,10000,139,0.0139,0.0001,1,25
binomial,33,0.11176130575263211,0.01635767265652564,10000,147,0.0147,0.0001,1,25
binomial,34,0.10585072933508793,0.018184103752403216,10000,186,0.0186,0.0001,1,25
binomial,35,0.09138242695865746,0.019924103285866874,10000,188,0.0188,0.0001,1,25
binomial,36,0.09848400791712031,0.02198618336291771,10000,211,0.0211,0.0001,1,25
binomial,37,0.09822454119890371,0.024255387758299773,10000,228,0.0228,0.0001,1,25
binomial,38,0.08109610300605319,0.02630436437706403,10000,264,0.0264,0.0001,1,25
binomial,39,0.1058726407985393,0.029242043281569055,10000,306,0.0306,0.0001,1,25
binomial,40,0.1093121420928101,0.03261980614026423,10000,282,0.0282,0.0001,1,25
binomial,41,0.12476944987264753,0.03695456200599837,10000,395,0.0395,0.0001,1,25
binomial,42,0.10966765383634756,0.041237859648562115,10000,438,0.0438,0.0001,1,25
binomial,43,0.11188819302620902,0.046119919545477554,10000,428,0.0428,0.0001,1,25
binomial,44,0.09001877848349174,0.050464177565042595,10000,580,0.058,0.0001,1,25
binomial,45,0.09870266361581674,0.05569923391330662,10000,532,0.0532,0.0001,1,25
binomial,46,0.08449680360164155,0.06061020005433298,10000,578,0.0578,0.0001,1,25
binomial,47,0.09957995577129407,0.0669564998398295,10000,672,0.0672,0.0001,1,25
binomial,48,0.07532449751763141,0.07219477320015642,10000,719,0.0719,0.0001,1,25
binomial,49,0.0908649280204063,0.0790620176433085,10000,801,0.0801,0.0001,1,25
binomial,50,0.07609886159058156,0.08531339187521508,10000,854,0.0854,0.0001,1,25
binomial,51,0.07670515311125678,0.09211488911215814,10000,969,0.0969,0.0001,1,25
binomial,52,0.052426102433845656,0.09707294392153165,10000,938,0.0938,0.0001,1,25
binomial,53,0.04714566422736891,0.10175911059302138,10000,983,0.0983,0.0001,1,25
binomial,54,0.060316568305935826,0.10808575368019742,10000,1045,0.1045,0.0001,1,25
binomial,55,0.06442901426242295,0.11527884607478313,10000,1176,0.1176,0.0001,1,25
binomial,56,0.06592887223731768,0.12313518465946954,10000,1253,0.1253,0.0001,1,25
binomial,57,0.07772731345959057,0.13308794197588675,10000,1325,0.1325,0.0001,1,25
binomial,58,0.05451285196519158,0.1405443334460366,10000,1390,0.139,0.0001,1,25
binomial,59,0.06672622228309742,0.1502422816169051,10000,1508,0.1508,0.0001,1,25
binomial,60,0.048199545185698224,0.15766125046626245,10000,1545,0.1545,0.0001,1,25
binomial,61,0.039033197112186786,0.16393695679340836,10000,1584,0.1584,0.0001,1,25
binomial,62,0.01281889126002957,0.1660519739412028,10000,1614,0.1614,0.0001,1,25
binomial,63,0.002102958002806356,0.16640154170301708,10000,1713,0.1713,0.0001,1,25
binomial,64,0.0060349225746017966,0.16740879842460624,10000,1623,0.1623,0.0001,1,25
binomial,65,0.00516543875083511,0.16827577555013432,10000,1672,0.1672,0.0001,1,25
