obsmethod,t,rt,Pt,nSamples,nPos,phat,ssw,theoreticalvar,iter,confignum
weighted,1,-0.01930227904836091,0.009808828171008655,100000,766,0.009823292998951308,1.2827533339672406e-5,1.5892191050913784e-7,1,29
weighted,2,-0.02292426407521007,0.009586525798208931,100000,742,0.009708721404566158,1.286394007607192e-5,1.564241649360797e-7,1,29
weighted,3,-0.02306342976707832,0.00936795778608827,100000,709,0.009102346781269137,1.2852157378417244e-5,1.5225942813590101e-7,1,29
weighted,4,-0.030788060163478622,0.009083931286127854,100000,691,0.009159967666669482,1.2862942134630363e-5,1.4875798513992295e-7,1,29
weighted,5,-0.01930318055227824,0.008910264077646187,100000,717,0.008998759180011678,1.2832115805204549e-5,1.4503701135955357e-7,1,29
weighted,6,-0.013491218695659002,0.008790861013832158,100000,651,0.007955554166779358,1.2858684520428162e-5,1.43536222873581e-7,1,29
weighted,7,-0.02317288344412584,0.008589493559281725,100000,673,0.00838031700190646,1.2852109478432553e-5,1.3990360054977723e-7,1,29
weighted,8,-0.016008937323316597,0.0084530797288839,100000,641,0.008144310379177268,1.2858977817466033e-5,1.376700440184985e-7,1,29
weighted,9,-0.004224572766409531,0.008417444403480247,100000,654,0.008484645112856647,1.2806680960387307e-5,1.3587710593021222e-7,1,29
weighted,10,0.0010695164331950687,0.008426451814523735,100000,646,0.008690576513328592,1.2834488820060553e-5,1.3668719729537115e-7,1,29
weighted,11,0.0066513792899084495,0.008482686152243844,100000,736,0.009486109365066248,1.2814726035579003e-5,1.3717080741945645e-7,1,29
weighted,12,-0.004126080492368186,0.008447758014095856,100000,647,0.00821581864696268,1.2818630640844935e-5,1.365378276573121e-7,1,29
weighted,13,0.00116542567793935,0.008457608987380131,100000,630,0.007945481903448265,1.2794100206785669e-5,1.3641424473477523e-7,1,29
weighted,14,0.010632803784763101,0.00854801687714226,100000,659,0.00824107537192551,1.2834400212573954e-5,1.385529431548942e-7,1,29
weighted,15,0.014927675679496849,0.008676576058381756,100000,662,0.008381993246215365,1.2882956034891115e-5,1.4244967911450637e-7,1,29
weighted,16,0.023419981836513573,0.008882179529218635,100000,687,0.008771699407134593,1.2830496330165512e-5,1.44057743883526e-7,1,29
weighted,17,0.016421097166390994,0.0090292387950044,100000,662,0.008428017517846227,1.283229831186092e-5,1.4641505489383754e-7,1,29
weighted,18,0.032921603190116874,0.009331443041472702,100000,692,0.009138932498651782,1.288572843422566e-5,1.532479303597514e-7,1,29
weighted,19,0.03885109132909482,0.009701114356780218,100000,763,0.009850800380654525,1.2843487846546938e-5,1.5718140998675078e-7,1,29
weighted,20,0.03901794158358836,0.010087113343858568,100000,784,0.010044535707981835,1.2835831432772441e-5,1.6376493407230017e-7,1,29
weighted,21,0.03600713907931025,0.010456939674782803,100000,810,0.010241557818756191,1.2844545285427057e-5,1.696706037647327e-7,1,29
