"t","mean","lower","upper","variable","model","params","iter","confignum"
1,-2.25585269693115e-05,-0.0977320191022515,0.136456370050384,"rt","binomial","estimated",1,24
2,0.00048196663787188,-0.0857769316292573,0.12751740172297,"rt","binomial","estimated",1,24
3,-0.00163494094871986,-0.0806098470498321,0.112131663596644,"rt","binomial","estimated",1,24
4,-0.00456572333127826,-0.0742172393665381,0.0965145590621473,"rt","binomial","estimated",1,24
5,-0.0127173754837048,-0.0735598773749914,0.0743711176848026,"rt","binomial","estimated",1,24
6,-0.0251380880341812,-0.0833783138903757,0.0431396927635919,"rt","binomial","estimated",1,24
7,-0.0397476270338292,-0.103579077920165,0.0207823469064824,"rt","binomial","estimated",1,24
8,-0.0536126210395976,-0.128114647873593,-0.000625147396236092,"rt","binomial","estimated",1,24
9,-0.0627550461363157,-0.144010473902031,-0.0106118798619672,"rt","binomial","estimated",1,24
10,-0.0687627913414461,-0.15210807900092,-0.0154530160660636,"rt","binomial","estimated",1,24
11,-0.0706778263641766,-0.157528206433125,-0.016451311486883,"rt","binomial","estimated",1,24
12,-0.0680412125433697,-0.148665473198393,-0.0153418352808985,"rt","binomial","estimated",1,24
13,-0.0641511981070138,-0.141062006091817,-0.0112904875884222,"rt","binomial","estimated",1,24
14,-0.055823397703784,-0.123234801121648,-0.00227959839223545,"rt","binomial","estimated",1,24
15,-0.0467865390595052,-0.108009319368047,0.00974586979699905,"rt","binomial","estimated",1,24
16,-0.0376907932025229,-0.0950169875363694,0.0270841329988753,"rt","binomial","estimated",1,24
17,-0.02992179890886,-0.0849413702415767,0.042247102120587,"rt","binomial","estimated",1,24
18,-0.0233405079708784,-0.075720592133073,0.0542077900701938,"rt","binomial","estimated",1,24
19,-0.0190262747244752,-0.0733772490905071,0.0588337044661348,"rt","binomial","estimated",1,24
20,-0.0176997432770572,-0.0718939312749539,0.059423422594881,"rt","binomial","estimated",1,24
21,-0.0177533491001127,-0.0727841572440804,0.0577820713416077,"rt","binomial","estimated",1,24
22,-0.0204713589469848,-0.0755273960011756,0.0501829851710338,"rt","binomial","estimated",1,24
23,-0.0240192836093447,-0.0847514911320986,0.0412248421847716,"rt","binomial","estimated",1,24
24,-0.0252758052351803,-0.0863261415116225,0.0375633623772272,"rt","binomial","estimated",1,24
25,-0.0261395481550548,-0.0890334691290887,0.0359093559888363,"rt","binomial","estimated",1,24
26,-0.0281850792599707,-0.0916142842475442,0.0304750974549145,"rt","binomial","estimated",1,24
27,-0.0292567502487143,-0.0959364373081511,0.0299680111245925,"rt","binomial","estimated",1,24
28,-0.0283227736610294,-0.0954410436987769,0.0286074665823516,"rt","binomial","estimated",1,24
29,-0.0278624358024736,-0.0963226105461754,0.0314318125268193,"rt","binomial","estimated",1,24
30,-0.0248942749646578,-0.0914758930457344,0.0330326318262947,"rt","binomial","estimated",1,24
31,-0.0225585099064989,-0.0918898316127251,0.0360171296602959,"rt","binomial","estimated",1,24
32,-0.0202226057854947,-0.0879385882157878,0.039376812499617,"rt","binomial","estimated",1,24
33,-0.0174747350699275,-0.0840203570832658,0.0418547260193439,"rt","binomial","estimated",1,24
34,-0.0138603782778806,-0.0793776737993182,0.0458826789866771,"rt","binomial","estimated",1,24
35,-0.0110622097003977,-0.0752305177738026,0.0501231081214624,"rt","binomial","estimated",1,24
36,-0.00892432112318525,-0.0742327581797196,0.0522954117112421,"rt","binomial","estimated",1,24
37,-0.00610466203649881,-0.0728846486726501,0.0552430335767855,"rt","binomial","estimated",1,24
38,-0.00179875105165926,-0.0650150101627514,0.062136477222639,"rt","binomial","estimated",1,24
39,0.00208703852451205,-0.0603086262168194,0.0663387848326044,"rt","binomial","estimated",1,24
40,0.00480556899105092,-0.0592786247004222,0.0686378450125622,"rt","binomial","estimated",1,24
41,0.00751371947914792,-0.0532898307418659,0.0707684324126965,"rt","binomial","estimated",1,24
42,0.00999496466535805,-0.0536997625773575,0.0751007773721813,"rt","binomial","estimated",1,24
43,0.0143681897861421,-0.0464052980825131,0.0759464849616752,"rt","binomial","estimated",1,24
44,0.0178878691292104,-0.0413722155103429,0.0814935416629933,"rt","binomial","estimated",1,24
45,0.0212930292272051,-0.0366670648814607,0.0899403900157347,"rt","binomial","estimated",1,24
46,0.0239398156473294,-0.033496476950901,0.0916843975306865,"rt","binomial","estimated",1,24
47,0.0237889347120783,-0.0378130785955231,0.0876310098291759,"rt","binomial","estimated",1,24
48,0.0235379767252421,-0.0407668819852453,0.088463346819836,"rt","binomial","estimated",1,24
49,0.0248523448350249,-0.0383309808790682,0.0877929572106108,"rt","binomial","estimated",1,24
50,0.0250420940949194,-0.038699876228076,0.090404364632686,"rt","binomial","estimated",1,24
51,0.0243136615233533,-0.0413948095528734,0.0860182647658396,"rt","binomial","estimated",1,24
52,0.0241980522027339,-0.0425600249352763,0.0850285782771304,"rt","binomial","estimated",1,24
53,0.0273389515160452,-0.0376239775204504,0.0878654421191819,"rt","binomial","estimated",1,24
54,0.0310876070564266,-0.0328708136982937,0.0935924264883909,"rt","binomial","estimated",1,24
55,0.0342380251502489,-0.0289251923111252,0.0950792131510446,"rt","binomial","estimated",1,24
56,0.0375106484534574,-0.0206166155153645,0.103660865554866,"rt","binomial","estimated",1,24
57,0.0387765291207261,-0.0142099177337613,0.103915647230056,"rt","binomial","estimated",1,24
58,0.038427011623773,-0.0165454537176551,0.108244620629298,"rt","binomial","estimated",1,24
59,0.0395433459624152,-0.0161540737949381,0.109092498679793,"rt","binomial","estimated",1,24
60,0.0386163313393671,-0.0148738901866908,0.111035144004508,"rt","binomial","estimated",1,24
61,0.0349066604579663,-0.0179049182134034,0.106040035177492,"rt","binomial","estimated",1,24
62,0.0303586028865856,-0.0233481501566836,0.0987441949581989,"rt","binomial","estimated",1,24
63,0.023351634293338,-0.0337402281836989,0.0874314472979099,"rt","binomial","estimated",1,24
64,0.014619862138376,-0.0453147406276612,0.0719109342250666,"rt","binomial","estimated",1,24
65,0.00691916401197376,-0.0622944677091955,0.0625878749756503,"rt","binomial","estimated",1,24
66,0.00260977734035599,-0.0619173294624662,0.0552589299638768,"rt","binomial","estimated",1,24
67,-0.000301368857674122,-0.0672667290981929,0.0534686026226779,"rt","binomial","estimated",1,24
68,-0.0015931529678785,-0.0729978714260294,0.0501190173442489,"rt","binomial","estimated",1,24
69,-0.00188257476379111,-0.0772502178505498,0.052226697347706,"rt","binomial","estimated",1,24
70,0.00187611031125693,-0.0664791603357922,0.0553904287406803,"rt","binomial","estimated",1,24
71,0.00617859929643057,-0.0588542373376417,0.0587556808995218,"rt","binomial","estimated",1,24
72,0.00965550473793864,-0.0530539762987156,0.0618618512856877,"rt","binomial","estimated",1,24
73,0.0120032629232862,-0.0510533458371224,0.0645521123654005,"rt","binomial","estimated",1,24
74,0.0160111359894042,-0.0439452812335099,0.0696503093928956,"rt","binomial","estimated",1,24
75,0.0230976444768129,-0.0383048336514439,0.0774424487599832,"rt","binomial","estimated",1,24
76,0.030539320394218,-0.0297279994587713,0.0859370262985885,"rt","binomial","estimated",1,24
77,0.0376572748042732,-0.0213923582334594,0.093616182236264,"rt","binomial","estimated",1,24
78,0.0430661314386729,-0.0148118300981224,0.0955301829983406,"rt","binomial","estimated",1,24
79,0.0486464896326008,-0.00807885354178711,0.102677552031252,"rt","binomial","estimated",1,24
80,0.0543949423602491,-0.00466748513305478,0.106585721512199,"rt","binomial","estimated",1,24
81,0.0617574259258057,0.00352809328787881,0.114928646321557,"rt","binomial","estimated",1,24
82,0.0704509635838417,0.0148538567482191,0.126393229497448,"rt","binomial","estimated",1,24
83,0.0803399167178951,0.0277885915485078,0.141516743087113,"rt","binomial","estimated",1,24
84,0.0883488237121512,0.0406696212322563,0.153097105239511,"rt","binomial","estimated",1,24
85,0.0967681036121748,0.0484236412343693,0.168237743552073,"rt","binomial","estimated",1,24
86,0.103541180024112,0.0532407404877544,0.180218063495967,"rt","binomial","estimated",1,24
87,0.105271635276034,0.055084016001075,0.185466659409562,"rt","binomial","estimated",1,24
88,0.0990402666021542,0.0506142406565418,0.175881326897249,"rt","binomial","estimated",1,24
89,0.0889997571328636,0.0429934916748659,0.156270247517136,"rt","binomial","estimated",1,24
90,0.072301705070014,0.0231773002836074,0.12481061184393,"rt","binomial","estimated",1,24
91,0.0549435785727083,-0.00485141187593929,0.101320876294913,"rt","binomial","estimated",1,24
92,0.0451557738320195,-0.0199150030951905,0.0903701134817764,"rt","binomial","estimated",1,24
93,0.0397806710888756,-0.0225923036438557,0.084308970409485,"rt","binomial","estimated",1,24
94,0.0370647397565935,-0.0228568066281749,0.0822789714853833,"rt","binomial","estimated",1,24
95,0.0353574609559312,-0.0217340279959498,0.0813941620455669,"rt","binomial","estimated",1,24
96,0.0359831441556175,-0.0190817917057135,0.0848257675845287,"rt","binomial","estimated",1,24
97,0.03418329646366,-0.0237359296743436,0.0856266402763507,"rt","binomial","estimated",1,24
98,0.0348175825627052,-0.0281852001866356,0.0932583461151243,"rt","binomial","estimated",1,24
99,0.0342038470606618,-0.0386190344606571,0.101764538321699,"rt","binomial","estimated",1,24
100,0.0343687552101567,-0.0518650169344839,0.115177539729745,"rt","binomial","estimated",1,24
1,0.0102137004504017,0.00703597497865033,0.01347214615757,"Pt","binomial","estimated",1,24
2,0.0101695040218897,0.00767040318194555,0.0128323105189937,"Pt","binomial","estimated",1,24
3,0.010133657460966,0.00797217162805069,0.0124678635774237,"Pt","binomial","estimated",1,24
4,0.0100853620520296,0.00799648155023184,0.0123681395367002,"Pt","binomial","estimated",1,24
5,0.00996176053508573,0.00800016730133184,0.0124705965294698,"Pt","binomial","estimated",1,24
6,0.00972074781793274,0.00777586782200426,0.0123245594018542,"Pt","binomial","estimated",1,24
7,0.00933768073861739,0.00741709619891636,0.0118104235751723,"Pt","binomial","estimated",1,24
8,0.00884508202031722,0.00704697599432412,0.0110998822891766,"Pt","binomial","estimated",1,24
9,0.00830551135174771,0.0066116394939049,0.0103196427245036,"Pt","binomial","estimated",1,24
10,0.0077455560076706,0.0061498535577431,0.00959785903226765,"Pt","binomial","estimated",1,24
11,0.00722247931188926,0.00567102137150474,0.00891662452000638,"Pt","binomial","estimated",1,24
12,0.00675021769661686,0.00518159674918299,0.0083561712643253,"Pt","binomial","estimated",1,24
13,0.0063331137206039,0.00477738826559116,0.00789233830329112,"Pt","binomial","estimated",1,24
14,0.00599077785398082,0.0044648913847451,0.00749782465873931,"Pt","binomial","estimated",1,24
15,0.00571958746670959,0.00423238362643564,0.00718872566486901,"Pt","binomial","estimated",1,24
16,0.00550823214360934,0.00406909644907498,0.00693990456075889,"Pt","binomial","estimated",1,24
17,0.00534525656064488,0.00400455270375135,0.00674909673152404,"Pt","binomial","estimated",1,24
18,0.00522152115248306,0.00394324388993215,0.00656112348795906,"Pt","binomial","estimated",1,24
19,0.00512331716043402,0.00391244168747491,0.00643951920642102,"Pt","binomial","estimated",1,24
20,0.00503289019670257,0.00386254958953382,0.00637676316186901,"Pt","binomial","estimated",1,24
21,0.00494690894912336,0.00380746146808093,0.00629388571783991,"Pt","binomial","estimated",1,24
22,0.00484901557926286,0.00373750961624677,0.00621586194958919,"Pt","binomial","estimated",1,24
23,0.00473541398298416,0.00362985017303367,0.00610093564621268,"Pt","binomial","estimated",1,24
24,0.00461757461935231,0.00352658140968913,0.00596767418000337,"Pt","binomial","estimated",1,24
25,0.00449802551667363,0.00342116798554229,0.00582192887348502,"Pt","binomial","estimated",1,24
26,0.00437119037727237,0.00331233466285916,0.00566328546877268,"Pt","binomial","estimated",1,24
27,0.0042465861729427,0.00320787213403293,0.00550267315128944,"Pt","binomial","estimated",1,24
28,0.0041290871056817,0.00311971555857947,0.00533881235902886,"Pt","binomial","estimated",1,24
29,0.00401418457612756,0.00302266763775637,0.0051755041149409,"Pt","binomial","estimated",1,24
30,0.00391507347765471,0.00294994065300598,0.00505353032064528,"Pt","binomial","estimated",1,24
31,0.00382847542683773,0.00286386678824598,0.00493968295256675,"Pt","binomial","estimated",1,24
32,0.00375166474769413,0.00280806593065204,0.00482778953328445,"Pt","binomial","estimated",1,24
33,0.00368745453269547,0.00275493017445404,0.00475437131686139,"Pt","binomial","estimated",1,24
34,0.00363699242222246,0.00269651009672005,0.00470139196358206,"Pt","binomial","estimated",1,24
35,0.00359817719090035,0.00265328994010033,0.0046729206179686,"Pt","binomial","estimated",1,24
36,0.00356702331205362,0.00262412838416526,0.00462149240791639,"Pt","binomial","estimated",1,24
37,0.00354343482384073,0.00260709663423326,0.00457017089105989,"Pt","binomial","estimated",1,24
38,0.00353712453808107,0.0026037393439832,0.00456707612368919,"Pt","binomial","estimated",1,24
39,0.00354665471620734,0.00262070987597932,0.00460473760628205,"Pt","binomial","estimated",1,24
40,0.00355673410686918,0.00263526658775866,0.0045782906640314,"Pt","binomial","estimated",1,24
41,0.00358822029813965,0.00266634229228805,0.00462210357820155,"Pt","binomial","estimated",1,24
42,0.0036233945695609,0.00271684232883095,0.00463101916591597,"Pt","binomial","estimated",1,24
43,0.00367385915259073,0.00275502080630385,0.00467417295373517,"Pt","binomial","estimated",1,24
44,0.0037401312175153,0.00279493365932928,0.0047717940986089,"Pt","binomial","estimated",1,24
45,0.00382123066642672,0.00285910968772241,0.00488702581847859,"Pt","binomial","estimated",1,24
46,0.00391315764741513,0.00293708830621669,0.004977686059699,"Pt","binomial","estimated",1,24
47,0.00400523849670649,0.00301907307423628,0.00511924377214221,"Pt","binomial","estimated",1,24
48,0.0041003256863738,0.00308633535528938,0.00526854055534174,"Pt","binomial","estimated",1,24
49,0.00419977639625522,0.00318163794027536,0.0053684311169609,"Pt","binomial","estimated",1,24
50,0.00430590313626933,0.00325269856201753,0.00545301482983448,"Pt","binomial","estimated",1,24
51,0.00441189686556613,0.00335632267820104,0.00561962793800684,"Pt","binomial","estimated",1,24
52,0.00451968374702177,0.00344772122825868,0.00574253008015366,"Pt","binomial","estimated",1,24
53,0.00464499313114374,0.00352973187776689,0.00585941496025077,"Pt","binomial","estimated",1,24
54,0.00479284807071154,0.00364847199138373,0.00610839461697157,"Pt","binomial","estimated",1,24
55,0.00496048064963921,0.00378776514776378,0.00630384642283429,"Pt","binomial","estimated",1,24
56,0.00514983905382818,0.00399236168913646,0.00650799825003758,"Pt","binomial","estimated",1,24
57,0.00535285851138787,0.00414390075976783,0.00677369576419066,"Pt","binomial","estimated",1,24
58,0.00556123130924714,0.00431381512448271,0.00706508649773967,"Pt","binomial","estimated",1,24
59,0.00578354544009384,0.00450852758658201,0.00733301956449859,"Pt","binomial","estimated",1,24
60,0.006011219137666,0.00472212920420676,0.00764826560345514,"Pt","binomial","estimated",1,24
61,0.00622627667145067,0.00487861341372779,0.00796214819088957,"Pt","binomial","estimated",1,24
62,0.006419068755968,0.00499848500175505,0.00821709344694025,"Pt","binomial","estimated",1,24
63,0.00657116560162453,0.0051187218308967,0.0084040194606785,"Pt","binomial","estimated",1,24
64,0.00666594032741187,0.00521081337351224,0.00856227472970193,"Pt","binomial","estimated",1,24
65,0.00670721737598615,0.00526790057092663,0.00848802507045073,"Pt","binomial","estimated",1,24
66,0.00672070600157034,0.00532835320497262,0.00848035677627636,"Pt","binomial","estimated",1,24
67,0.0067145102242319,0.00535461283909308,0.00836640868452005,"Pt","binomial","estimated",1,24
68,0.00670097304048354,0.00535105653198913,0.00830220936748491,"Pt","binomial","estimated",1,24
69,0.00668723828868575,0.00536054385185236,0.0081993529589254,"Pt","binomial","estimated",1,24
