param,m,l,u,rhat,ess,model,params,runtime,iter,confignum
c,1.3114393342947712,0.9679623174409503,1.7022004367281478,1.0076456512134933,106.07504736095207,weighted,estimated,102.75220489501953,3,8
sigma,0.0077513196993718465,0.002483687109533844,0.01590953472336849,1.0083948797557398,129.3839105263441,binomial,estimated,105.24125099182129,4,8
sigma,0.007077674063757428,0.0025981600982736457,0.013922338419794329,1.0054137462562651,278.00422510395106,betabinom,estimated,138.76693201065063,4,8
rho,0.0001776630668334877,4.772942351390816e-6,0.0005373517569287081,1.0131971895184981,108.24154341201624,betabinom,estimated,138.76693201065063,4,8
sigma,0.006168731992981052,0.000657035464820128,0.01791183169708659,1.0159677399373397,113.85094668874322,weighted,estimated,105.34150314331055,4,8
c,1.569909754400979,1.1391403830966573,2.063290009692648,1.003586751336486,200.164761144879,weighted,estimated,105.34150314331055,4,8
sigma,0.019553063509192167,0.009472472606196018,0.03612525869178779,1.0354661901247677,112.91023432272003,binomial,estimated,94.90967392921448,5,8
sigma,0.017730800136564362,0.008368514814772915,0.03192778898030625,1.0411888557736755,115.5119643034982,betabinom,estimated,127.19422388076782,5,8
rho,0.00017566724397958115,8.26018902931456e-6,0.0005619584553633295,1.0203789877005953,114.26683809965164,betabinom,estimated,127.19422388076782,5,8
sigma,0.0201644405164002,0.00903020720602736,0.04466663175639197,1.0255424089565168,118.54327265697731,weighted,estimated,113.15856599807739,5,8
c,1.2648332058085021,0.8713200252171727,1.7932305411696934,1.01997173290424,109.45427388629865,weighted,estimated,113.15856599807739,5,8
sigma,0.0090095245594479,0.002502061552940185,0.024915677635270597,1.0190814608662908,114.71206946825062,binomial,estimated,104.2248101234436,6,8
sigma,0.00815194156235448,0.002844950349207539,0.01935825820620911,1.02559102927748,117.99775163114016,betabinom,estimated,129.77627396583557,6,8
rho,0.00012051192381023187,2.2579950626558783e-6,0.0003502884783326284,1.0141930800790804,103.85292747550011,betabinom,estimated,129.77627396583557,6,8
sigma,0.008069997467467144,0.0034303325448338234,0.018867073127260093,1.0289150600787005,104.57098394735878,weighted,estimated,104.12288904190063,6,8
c,1.2675095976418183,0.9099955466696525,1.727031989191572,1.017830647349765,136.78731764021018,weighted,estimated,104.12288904190063,6,8
sigma,0.006008549971795005,0.0006727780462978116,0.017899608575107303,1.0386376860863054,127.34594224566918,binomial,estimated,106.14935803413391,7,8
sigma,0.005620483828579518,0.00017796665491457038,0.019771205128847,1.0190877078487761,170.36523984477,betabinom,estimated,134.60640597343445,7,8
rho,0.00028554136833415777,2.2830259602341038e-5,0.000780661968409783,1.021383428929227,110.87202077126722,betabinom,estimated,134.60640597343445,7,8
sigma,0.006698089497714839,0.0003665444625396753,0.01917725455857636,0.9986497623023651,121.18945415954654,weighted,estimated,98.01172089576721,7,8
c,1.4563669479398558,1.0938950673970451,1.954829468049742,1.0070670080749666,112.41000192403708,weighted,estimated,98.01172089576721,7,8
sigma,0.008829549519236722,0.0012220360571748431,0.03040355836038209,1.0463977396635964,105.2161570078296,binomial,estimated,92.18633794784546,8,8
sigma,0.0068036841583890405,0.0002215532310461974,0.024435369327958378,1.0377544663864169,136.5307921852943,betabinom,estimated,148.3329529762268,8,8
rho,0.0005546711446560903,9.723813017886045e-5,0.0012453010558382506,1.0244980953115963,115.28442004160891,betabinom,estimated,148.3329529762268,8,8
sigma,0.008893538025850464,0.0005526994411633487,0.03115096292610328,1.0159237731864077,120.93311199474562,weighted,estimated,121.13507914543152,8,8
c,1.7054969602612506,1.2134316318694325,2.404640187108744,1.0036117437257879,238.48660530520138,weighted,estimated,121.13507914543152,8,8
sigma,0.005779676938464274,0.0010462524645881558,0.015440120683673342,1.0261826495971664,117.10498083467893,binomial,estimated,99.43548798561096,9,8
sigma,0.005893034057678803,0.0008374096542834129,0.016295081895929053,1.0481622384816873,107.76795703295159,betabinom,estimated,130.9451549053192,9,8
rho,0.0001885680265666637,6.124097909915917e-6,0.0005842020135401921,1.046563991764107,110.15315119238302,betabinom,estimated,130.9451549053192,9,8
sigma,0.010017951822053516,0.0031526579251052486,0.023693033660618375,1.0080205241511129,106.1635186575538,weighted,estimated,100.55847406387329,9,8
c,1.2604375904791612,0.9067908456521033,1.7649361332837763,1.0018856271725305,126.16357709166006,weighted,estimated,100.55847406387329,9,8
sigma,0.010031092237566288,0.005072810725205263,0.020994914404826613,1.0055988479957394,129.37148608707503,binomial,estimated,100.6996819972992,10,8
sigma,0.010310226355859304,0.003926744948524805,0.01983897299362544,1.0109884379502871,105.0208778642622,betabinom,estimated,141.63279390335083,10,8
rho,0.0001570516991218263,3.657764500088357e-6,0.00041367658691519166,1.0120340654132327,135.85676309856112,betabinom,estimated,141.63279390335083,10,8
sigma,0.008754392922903921,0.00415093510380524,0.019850789197392433,1.017011514720109,110.28301679637956,weighted,estimated,110.4444169998169,10,8
c,1.1989314725300706,0.905338632909743,1.5859653524743378,1.0198256940290524,129.28365055823346,weighted,estimated,110.4444169998169,10,8
