param,m,l,u,rhat,ess,model,params,runtime,iter,confignum
sigma,0.01619697113975993,0.0080823408731638,0.028140715803526832,1.0034519264036181,108.68970180898508,binomial,estimated,114.29633498191833,1,8
sigma,0.013817053732581075,0.006514828029474826,0.025346338035423396,1.0116166069255943,196.5420460264854,betabinom,estimated,139.0348620414734,1,8
rho,0.00030896794750113793,5.161802860074398e-6,0.0007028654448771822,1.0247163471974805,104.53989203349414,betabinom,estimated,139.0348620414734,1,8
sigma,0.014239075716246165,0.0071735108918631225,0.025313983198062925,1.004052415590078,143.81308707427115,weighted,estimated,110.61754894256592,1,8
c,1.2939726147488466,0.9197200747781267,1.7934407599586508,1.0152092803883908,129.06148436909874,weighted,estimated,110.61754894256592,1,8
sigma,0.015209035523084492,0.007045988042828036,0.029644216463570024,1.0140321369902845,104.00300308581829,binomial,estimated,100.03981494903564,2,8
sigma,0.014509715221071598,0.007164157189972533,0.02954552496191601,1.0056681391536775,208.21695916106603,betabinom,estimated,139.4879870414734,2,8
rho,8.086785439764738e-5,2.0236421875645502e-6,0.0002930550776965726,1.0319512240566613,100.84000267065764,betabinom,estimated,139.4879870414734,2,8
sigma,0.014865671662345455,0.007601183513284647,0.026735918932945964,1.0244727073519555,113.43112162276444,weighted,estimated,102.32585096359253,2,8
c,1.1965282482109592,0.8982557904212038,1.6989768800737612,1.0123535347999724,136.68474509885198,weighted,estimated,102.32585096359253,2,8
sigma,0.008685889618919687,0.00342770423564168,0.01633183770402078,1.0403683096948588,117.41701977315111,binomial,estimated,89.23131489753723,3,8
sigma,0.008850652658397736,0.00338333202220997,0.01978572055536437,1.0124152773911175,215.21181188017792,betabinom,estimated,131.52947998046875,3,8
rho,0.00020146774970164241,1.1810352003521448e-5,0.0005289466157326133,1.0187339821948207,132.24390478645125,betabinom,estimated,131.52947998046875,3,8
sigma,0.012174956446767502,0.005235918502563569,0.023460920906004518,1.0180921060544543,149.29081416373216,weighted,estimated,102.75220489501953,3,8
