obsmethod,t,rt,Pt,nSamples,nPos,phat,ssw,theoreticalvar,iter,confignum
weighted,1,-0.016032601815336632,0.009840952362411271,1000,7,0.008367837061204938,0.0013048697545452969,1.6743499622898126e-5,1,23
weighted,2,0.001364487051014572,0.009854389379712709,1000,8,0.008943460667753958,0.0012871602186617598,1.576209325222195e-5,1,23
weighted,3,0.009274738602257962,0.009946211419788239,1000,13,0.0162548745472436,0.001288752367498109,1.6098879033090547e-5,1,23
weighted,4,-0.008898567633010735,0.009858097012225153,1000,8,0.011215069866006963,0.0012850458977031593,1.6174600757864714e-5,1,23
weighted,5,-0.014609265167494044,0.00971512436447415,1000,5,0.006348187023511654,0.0012737035291278953,1.5250249984670943e-5,1,23
weighted,6,-0.006923302445454431,0.009648095917045093,1000,11,0.014331506512568482,0.0012723993132774706,1.5253139337910284e-5,1,23
weighted,7,-0.02008631920419235,0.009456234527954575,1000,7,0.007771060487942144,0.0012628911084271435,1.5032856445292635e-5,1,23
weighted,8,-0.004618861403099207,0.00941265820524326,1000,9,0.01566499431965508,0.0012840185252617521,1.5265818346504067e-5,1,23
weighted,9,-0.0172672651537124,0.009251522530070172,1000,7,0.009384838636919272,0.0013160376109206365,1.594150312716343e-5,1,23
weighted,10,-0.002642915698748664,0.009227103818449994,1000,14,0.019016892351540457,0.0012585227978991022,1.4124802019879817e-5,1,23
weighted,11,-0.028333831639808522,0.008969333665119848,1000,10,0.009060258838625317,0.0012736301266026843,1.431818201818755e-5,1,23
weighted,12,-0.033586654878533954,0.008673086573499428,1000,5,0.005357366431879315,0.0012901434939235656,1.4135780438155503e-5,1,23
weighted,13,-0.030621237632593033,0.008411530944268452,1000,5,0.006085922100244985,0.0012712674716994221,1.3400213938949486e-5,1,23
weighted,14,-0.005044219317628433,0.00836920816980568,1000,5,0.0059869059466783545,0.0013050847341548849,1.4018735992013469e-5,1,23
weighted,15,0.034134759248899756,0.008659820855310349,1000,5,0.008450442865952994,0.0012989005323263394,1.4502993540152027e-5,1,23
weighted,16,0.00232785915747033,0.008680003180281557,1000,8,0.010016411691581706,0.0013303290564894478,1.505931496233282e-5,1,23
weighted,17,0.029983143007344438,0.008944197858303677,1000,15,0.018451236770649318,0.0013029335661946912,1.5275236413319035e-5,1,23
weighted,18,0.04269328695923075,0.009334323685425526,1000,4,0.00387831581605491,0.0012566315811683706,1.4316664084368237e-5,1,23
weighted,19,0.03564564391529284,0.00967305290899325,1000,6,0.007435687833474663,0.0012507624308346883,1.4456913914781134e-5,1,23
weighted,20,0.03780577898872081,0.010045750888476703,1000,9,0.00927287166021562,0.0013065305606744049,1.7082440460632675e-5,1,23
weighted,21,0.04749366212543655,0.010534371740873596,1000,7,0.008910429705758302,0.001274432769825166,1.6743635031944786e-5,1,23
weighted,22,0.026715943930974408,0.01081960053917103,1000,9,0.010821442076479792,0.001255888618048206,1.655270752524297e-5,1,23
weighted,23,0.022864409030316363,0.011069834131693037,1000,2,0.0026564313084700628,0.0013095333727515973,1.8645976914277902e-5,1,23
weighted,24,0.02915779601236619,0.011397357827654525,1000,4,0.007089674592017257,0.001263197580152697,1.7546783361073604e-5,1,23
weighted,25,0.00517559959403863,0.01145649890144242,1000,5,0.006112155457741489,0.0012742545008470254,1.805030065789543e-5,1,23
weighted,26,0.03138833458687028,0.011821802465635578,1000,5,0.007212540997837418,0.0012561282863657473,1.7909573517693264e-5,1,23
weighted,27,0.019795546810348435,0.012058153137063593,1000,8,0.005847340910118459,0.001308883090527101,2.071504754423668e-5,1,23
weighted,28,0.01666294799140933,0.012260760848660434,1000,10,0.01241665533453666,0.0012806814005815919,1.948779387896431e-5,1,23
weighted,29,0.02446374139858257,0.01256440391068024,1000,10,0.013067710562362733,0.0012554507493016604,1.9027873771341094e-5,1,23
weighted,30,0.020129107716116514,0.01281987674447937,1000,8,0.011423112914536487,0.0012852017056944717,2.081759005255929e-5,1,23
weighted,31,0.026222059937249402,0.013160486549607126,1000,11,0.011594871057765648,0.0013284333562999275,2.373593039392847e-5,1,23
weighted,32,0.058135040596637766,0.013948248400074066,1000,5,0.008338163312526143,0.0012683154251312363,2.1676881501126227e-5,1,23
weighted,33,0.03256436441308976,0.01440994080480231,1000,11,0.01414143909069123,0.0013071067738358092,2.3983108418839055e-5,1,23
weighted,34,0.05306307466166571,0.015195227172585661,1000,13,0.017115387526004507,0.0013005002876240116,2.4773853703348182e-5,1,23
weighted,35,0.08612661886199272,0.016561951655431107,1000,11,0.013023379889591834,0.0012867876465176282,2.7062278309632447e-5,1,23
weighted,36,0.07911514001463796,0.017925479484580915,1000,18,0.025324679253060804,0.0012580401614760539,2.6826636867447807e-5,1,23
weighted,37,0.06202072556508191,0.019072430465591615,1000,14,0.017122578177485994,0.001324615202020399,3.5258624978028294e-5,1,23
weighted,38,0.06457696517029742,0.020344707947548557,1000,20,0.028673969183307026,0.0012800326833371665,3.2272065864864065e-5,1,23
weighted,39,0.03551978042232383,0.02108033481842677,1000,20,0.0272033302783715,0.0012708655839219507,3.251214185036385e-5,1,23
weighted,40,0.011394696535021998,0.02132191257530629,1000,13,0.014728726903780832,0.0012914468708170026,3.420861561334256e-5,1,23
weighted,41,0.00844367383713215,0.02150271007405972,1000,21,0.025701629887046325,0.0013041351103518614,3.465503750973819e-5,1,23
weighted,42,0.007534372260698872,0.02166533135170361,1000,23,0.028279705659035956,0.0012923398179449247,3.5199457168288916e-5,1,23
weighted,43,0.021186142297035995,0.022129232935290243,1000,24,0.025817213742623253,0.001257423580963529,3.309893588016089e-5,1,23
weighted,44,-0.014373200548748782,0.021813439946890056,1000,20,0.02180102083115094,0.0012670884412203378,3.3788015806304564e-5,1,23
weighted,45,-0.008361089574470137,0.021631816165992884,1000,13,0.0235358572481762,0.0013197952735998924,3.69639707921418e-5,1,23
weighted,46,0.0026351313833998923,0.021688894014438045,1000,16,0.019861873509733084,0.0012534327209221287,3.2068261720382046e-5,1,23
weighted,47,-0.014794963875069367,0.021370369699027274,1000,15,0.022185541935345342,0.0012625805607763161,3.226914520878229e-5,1,23
weighted,48,0.015309922378806214,0.021700065771096094,1000,14,0.022502769542016833,0.0013070309767494708,3.580589243904794e-5,1,23
weighted,49,0.02395959786046647,0.022226269259950884,1000,17,0.024862284528948973,0.0012802353212127342,3.482689849829254e-5,1,23
weighted,50,-0.007305312129519317,0.022064491065112053,1000,16,0.022618536795499,0.0013111511588135454,3.58442043225961e-5,1,23
weighted,51,-0.01127183061655026,0.02181718030019465,1000,11,0.016995368458434072,0.001274305447726037,3.425613180039828e-5,1,23
weighted,52,-0.02764486956645109,0.02122230766954309,1000,15,0.02076659820862771,0.0012765258292706905,3.266883078799326e-5,1,23
