param,m,l,u,rhat,ess,model,params,runtime,iter,confignum
sigma,0.007921189004104679,0.0038420949602082583,0.017856092488370178,1.0288590519379777,109.9100701823233,binomial,estimated,97.04668807983398,1,7
sigma,0.0073585089731964875,0.003309649994273886,0.014610443510892957,1.0202979306979425,210.63073635709998,betabinom,estimated,118.7284300327301,1,7
rho,0.0002463744019129475,2.3979973015770924e-5,0.0006120771742001309,1.0346311600312723,112.58791415707138,betabinom,estimated,118.7284300327301,1,7
sigma,0.007990048879451544,0.003763564241040156,0.015371929605189221,1.0476045005200394,163.80860515464835,weighted,estimated,87.6640830039978,1,7
c,1.1342073028041513,0.83933570442387,1.5237330161859164,1.0260410173226504,142.4481866872829,weighted,estimated,87.6640830039978,1,7
sigma,0.007498588307730554,0.003479088403868876,0.01651579740049354,1.0094305962297725,117.92516820889068,binomial,estimated,82.263503074646,2,7
sigma,0.007567139900147283,0.0031180814715276654,0.01634842899320725,1.0078724543724604,263.1101495028993,betabinom,estimated,126.22701597213745,2,7
rho,0.000375253155941746,5.01328288832117e-5,0.0008820273367235579,1.0012943522320523,107.54658794765916,betabinom,estimated,126.22701597213745,2,7
sigma,0.00684519011356701,0.0033221377482956145,0.013165274989405479,1.0115261207944626,111.70538511161384,weighted,estimated,84.51431798934937,2,7
c,1.3011247129717256,0.9720475582808303,1.7634698647598979,1.0073684498562172,117.99724968158515,weighted,estimated,84.51431798934937,2,7
sigma,0.005366541031203335,0.0019474336120244191,0.010530554891358783,1.0192794549548112,103.7409484923979,binomial,estimated,89.15509009361267,3,7
sigma,0.005552115465496118,0.0019160582171137376,0.013574656787764875,1.000574320788626,204.53206674706706,betabinom,estimated,121.30799508094788,3,7
rho,0.00031573268517952026,2.961849859775702e-5,0.0008167356216595464,1.0048491576164253,116.72054530199357,betabinom,estimated,121.30799508094788,3,7
sigma,0.005494605091728042,0.0021996764507128037,0.011014412866828749,1.0213932127498275,110.3697824756679,weighted,estimated,80.22673296928406,3,7
c,1.2377534395170011,0.9268092932405506,1.6383073813683968,1.032460962298578,131.8851818711607,weighted,estimated,80.22673296928406,3,7
sigma,0.009377652976730698,0.005064317799385772,0.018603580689037842,1.0141078229966947,103.55896121580666,binomial,estimated,87.50843811035156,4,7
sigma,0.009725297824642267,0.004862640965715061,0.01938322769602637,1.0179205711761004,141.66791898126448,betabinom,estimated,112.18307185173035,4,7
rho,0.00012635032426780137,2.481626549765648e-6,0.0004154624003792416,1.0176004971317871,111.37992583581098,betabinom,estimated,112.18307185173035,4,7
sigma,0.009124552701767576,0.004629115451101677,0.01672188489861114,1.0435731502972356,118.15636833237936,weighted,estimated,98.3198230266571,4,7
c,0.895992674762391,0.6751711167867971,1.1778255907631623,1.020782488093625,162.844771852272,weighted,estimated,98.3198230266571,4,7
sigma,0.00997944529348288,0.0016621786872161436,0.030692047862349428,1.0325466155142422,103.42296888266387,binomial,estimated,76.75865721702576,5,7
sigma,0.010193273066710735,0.0011541534879179688,0.02747831054366368,1.0368844864211662,122.70079721170622,betabinom,estimated,109.87310600280762,5,7
rho,0.00011468059381656105,8.832687330675834e-6,0.00034097798768598645,1.0209258547611662,111.84563208031518,betabinom,estimated,109.87310600280762,5,7
sigma,0.01340325878680218,0.00255448538889073,0.034195395221948095,1.0112862695919207,103.54856903045552,weighted,estimated,87.09181308746338,5,7
c,0.9025768973869579,0.6270861602486905,1.241898899373306,1.0069119669276547,144.96752253204508,weighted,estimated,87.09181308746338,5,7
sigma,0.0157613288332463,0.008665457396082288,0.025393978551646813,1.0078326927047012,144.6370637748819,binomial,estimated,80.14239501953125,6,7
sigma,0.015342272951136384,0.008479984608495443,0.027552751815581273,1.0144365537790394,192.53927573413569,betabinom,estimated,120.49394297599792,6,7
rho,0.00013420025147061534,4.248718702306751e-6,0.00044154996261930584,1.0131148377197419,133.7125322157232,betabinom,estimated,120.49394297599792,6,7
sigma,0.016555819157562983,0.00811871880286444,0.02625517280320435,1.0146208577165496,127.70141238213644,weighted,estimated,79.97449684143066,6,7
c,0.9972818074045492,0.7402742158878876,1.3813899681664144,1.0203948453835285,141.29918817088353,weighted,estimated,79.97449684143066,6,7
sigma,0.004569612099547939,0.0015176633869055077,0.010527438387109182,1.0045053223425329,144.3874881835162,binomial,estimated,87.22052311897278,7,7
sigma,0.004531395223129086,0.001532586186285453,0.011724958846767563,1.0349985144538336,205.69982351425722,betabinom,estimated,141.29095005989075,7,7
rho,0.00017311919752917643,9.16718588055875e-6,0.00047883761894582935,1.0038656112853754,110.70695578869373,betabinom,estimated,141.29095005989075,7,7
sigma,0.004368734271545785,0.0018410123236041387,0.00886909998423866,1.0394267733687776,126.01784809474314,weighted,estimated,88.2840359210968,7,7
c,1.0462033348063622,0.77040488306324,1.4117750585107136,1.013778348304016,133.04721190209386,weighted,estimated,88.2840359210968,7,7
sigma,0.01055697702024627,0.0019689202035126194,0.029858447819874963,1.0091906392744014,116.8203914415366,binomial,estimated,74.38226294517517,8,7
sigma,0.009232987760383598,0.001491644504883656,0.02904507955373445,1.015913672328267,247.03730439480978,betabinom,estimated,129.80370092391968,8,7
rho,0.00021597156306567711,1.1804917599155986e-5,0.0005876180279197065,1.0347994438659311,120.6572068805635,betabinom,estimated,129.80370092391968,8,7
sigma,0.011891034561180135,0.002323210749047558,0.039665008396819766,1.0310365786893612,103.28953155574082,weighted,estimated,103.81617999076843,8,7
c,1.0830584000169816,0.7775099939308772,1.500685218888123,1.0036764713265978,281.3744516611671,weighted,estimated,103.81617999076843,8,7
