"t","mean","lower","upper","variable","model","params","iter","confignum"
1,-0.0514722763746385,-0.282103667046016,0.249450174333032,"rt","binomial","estimated",1,18
2,-0.0653875389017926,-0.374995374654397,0.246400674038369,"rt","binomial","estimated",1,18
3,-0.0669875130115364,-0.401485581577223,0.25541154578733,"rt","binomial","estimated",1,18
4,-0.0623484630572806,-0.396745183142007,0.25408929031938,"rt","binomial","estimated",1,18
5,-0.0503977875309357,-0.37602359946533,0.269607223198479,"rt","binomial","estimated",1,18
6,-0.0351835892908844,-0.336114990615244,0.270791352446301,"rt","binomial","estimated",1,18
7,-0.016236617543003,-0.286591095756874,0.2930298689347,"rt","binomial","estimated",1,18
8,-0.00081210777645022,-0.257821683019602,0.325819286131498,"rt","binomial","estimated",1,18
9,0.0144967652679131,-0.224550384003607,0.339580206063957,"rt","binomial","estimated",1,18
10,0.0281755103014558,-0.213667615853711,0.36736304646669,"rt","binomial","estimated",1,18
11,0.0331173347194811,-0.194901740172075,0.366423666184007,"rt","binomial","estimated",1,18
12,0.0287992313364487,-0.208815666722313,0.373165354311774,"rt","binomial","estimated",1,18
13,0.0200450363970959,-0.214392779440565,0.344987268323536,"rt","binomial","estimated",1,18
14,0.00914495674288773,-0.224926872154305,0.339180580794261,"rt","binomial","estimated",1,18
15,-0.00610902691738871,-0.246440917456412,0.306004687975042,"rt","binomial","estimated",1,18
16,-0.0253942187364772,-0.270837684643044,0.275106798474761,"rt","binomial","estimated",1,18
17,-0.0649102712715637,-0.339386635642929,0.20681751905072,"rt","binomial","estimated",1,18
18,-0.0893603449978136,-0.417481671526103,0.167856821063254,"rt","binomial","estimated",1,18
19,-0.1123707504731,-0.458312558789292,0.13745875908461,"rt","binomial","estimated",1,18
20,-0.128649550769055,-0.489564989086676,0.120432609192487,"rt","binomial","estimated",1,18
21,-0.149768179789382,-0.524584048358528,0.101192832321701,"rt","binomial","estimated",1,18
22,-0.171217689449579,-0.58604123635498,0.0723319275356191,"rt","binomial","estimated",1,18
23,-0.183819321000871,-0.635778509385065,0.0690926328877268,"rt","binomial","estimated",1,18
24,-0.193281974477643,-0.627897417005837,0.0464166013004922,"rt","binomial","estimated",1,18
25,-0.196349436232298,-0.665866532822034,0.0564263438216891,"rt","binomial","estimated",1,18
26,-0.192927152599569,-0.662800429335703,0.0649303633023378,"rt","binomial","estimated",1,18
27,-0.188400138356213,-0.654852108249395,0.0645943533886044,"rt","binomial","estimated",1,18
28,-0.184206516355558,-0.655385863756425,0.0686577709278635,"rt","binomial","estimated",1,18
29,-0.173829251479794,-0.631011336329018,0.0896713431856342,"rt","binomial","estimated",1,18
30,-0.162320291520553,-0.622826944880865,0.106881980631946,"rt","binomial","estimated",1,18
31,-0.150315093170401,-0.58754512014914,0.112455975163921,"rt","binomial","estimated",1,18
32,-0.134354349887025,-0.573154790299715,0.131704946866014,"rt","binomial","estimated",1,18
33,-0.116374422599657,-0.532786898509235,0.159542012086126,"rt","binomial","estimated",1,18
34,-0.0948436196432719,-0.498734833126982,0.189314481409495,"rt","binomial","estimated",1,18
