"t","mean","lower","upper","variable","model","params","iter","confignum"
1,-0.00461436173826636,-0.0326809303274241,0.0215461169702162,"rt","binomial","estimated",1,13
2,-0.00482215621743582,-0.0265237274717142,0.0160949505878289,"rt","binomial","estimated",1,13
3,-0.00250799014000616,-0.0196644815270575,0.0148375757061961,"rt","binomial","estimated",1,13
4,-0.00184063999194184,-0.0167250183127354,0.0128210700210267,"rt","binomial","estimated",1,13
5,-0.000234431006192105,-0.0135523206279028,0.0127331123572823,"rt","binomial","estimated",1,13
6,0.000742583228423978,-0.0131699015026925,0.0139207707796937,"rt","binomial","estimated",1,13
7,0.00313355523711283,-0.0104549367338342,0.0161740255288234,"rt","binomial","estimated",1,13
8,0.00551701609878591,-0.00772750703893197,0.0186352405124159,"rt","binomial","estimated",1,13
9,0.00763426240243793,-0.00539873152474472,0.0212343054184495,"rt","binomial","estimated",1,13
10,0.00883051480505186,-0.00456735801297881,0.0222569173400885,"rt","binomial","estimated",1,13
11,0.0103114448286539,-0.00246514080796131,0.0230709423150197,"rt","binomial","estimated",1,13
12,0.0108311920018883,-0.00237149513148103,0.0237609619826323,"rt","binomial","estimated",1,13
13,0.0114495805632951,-0.0013215861108803,0.0247448616180198,"rt","binomial","estimated",1,13
14,0.0126099920226848,-0.000117173943482122,0.0261158699783723,"rt","binomial","estimated",1,13
15,0.0124308565025626,-0.000358012430454428,0.0254948691602077,"rt","binomial","estimated",1,13
16,0.0119452730147017,-0.000753778741530783,0.024944020195408,"rt","binomial","estimated",1,13
17,0.00984823583762018,-0.00301251480265793,0.0226713402630187,"rt","binomial","estimated",1,13
18,0.00921056052381361,-0.00443062180098283,0.0220032784427198,"rt","binomial","estimated",1,13
19,0.00866569489339204,-0.00387259234562043,0.0216950345574435,"rt","binomial","estimated",1,13
20,0.00713201165302717,-0.00562136627832466,0.0203031166776737,"rt","binomial","estimated",1,13
21,0.00421750210343614,-0.00862031271028372,0.016764987046064,"rt","binomial","estimated",1,13
22,0.00134811373366726,-0.0122623412114618,0.0141260587935967,"rt","binomial","estimated",1,13
23,0.000282585566443816,-0.0127566229665782,0.0132033115078093,"rt","binomial","estimated",1,13
24,-0.000115993838861445,-0.0137151318647817,0.0128232310141257,"rt","binomial","estimated",1,13
25,-0.000667119862317247,-0.0136507006273407,0.0115425039036737,"rt","binomial","estimated",1,13
26,-0.00115541201266186,-0.0142337911097576,0.0112608591951448,"rt","binomial","estimated",1,13
27,-0.000580136937871302,-0.0141179167056338,0.0117028911780883,"rt","binomial","estimated",1,13
28,0.000957219736554995,-0.0122322666119045,0.0139982919571911,"rt","binomial","estimated",1,13
29,0.00403377318286186,-0.00846387714500066,0.0172905267933772,"rt","binomial","estimated",1,13
30,0.00439611918171651,-0.00790493489999405,0.0182367320413779,"rt","binomial","estimated",1,13
31,0.00365338796246614,-0.00890796824643459,0.0177041185923135,"rt","binomial","estimated",1,13
32,0.000855628916282619,-0.0113751965832134,0.0150964404575526,"rt","binomial","estimated",1,13
33,-0.00427777818948711,-0.0172349780040579,0.00854807764592394,"rt","binomial","estimated",1,13
34,-0.00958202782877661,-0.0230086087241445,0.00291369919158321,"rt","binomial","estimated",1,13
35,-0.0129139717087304,-0.0270047576281178,-0.000117869459039148,"rt","binomial","estimated",1,13
36,-0.0159453759276736,-0.0301145687317674,-0.00322483146412657,"rt","binomial","estimated",1,13
37,-0.0157885588946423,-0.0300040609681571,-0.00289198314155134,"rt","binomial","estimated",1,13
38,-0.0139019988545924,-0.026950371191841,-0.00118428687446135,"rt","binomial","estimated",1,13
39,-0.0109060488729521,-0.02367482544965,0.00231360143310019,"rt","binomial","estimated",1,13
40,-0.00890230486846382,-0.0213915888931313,0.00489733996343437,"rt","binomial","estimated",1,13
41,-0.00763055720411956,-0.019903777986231,0.0066609279520461,"rt","binomial","estimated",1,13
42,-0.0087970338374112,-0.0217331656552568,0.00606407715002168,"rt","binomial","estimated",1,13
43,-0.0135128773996215,-0.0264700660616777,0.000286263606439043,"rt","binomial","estimated",1,13
44,-0.0220632124655992,-0.0354675555670455,-0.00897743317237179,"rt","binomial","estimated",1,13
45,-0.0278079290004857,-0.0419000189799121,-0.0148196905605803,"rt","binomial","estimated",1,13
46,-0.0324231813737483,-0.0463167200676008,-0.0196073214140027,"rt","binomial","estimated",1,13
47,-0.035383519584232,-0.0494008591590558,-0.0220033267631736,"rt","binomial","estimated",1,13
48,-0.0375848786742445,-0.0509663886960486,-0.0241080327030755,"rt","binomial","estimated",1,13
49,-0.0383297079468398,-0.0512515986078083,-0.0246701619436927,"rt","binomial","estimated",1,13
50,-0.0393414753985631,-0.052691676136343,-0.0259225485658775,"rt","binomial","estimated",1,13
51,-0.0405637935340922,-0.0533786260728063,-0.0260253344140696,"rt","binomial","estimated",1,13
52,-0.0433753384921814,-0.0566464079651258,-0.0292074077054022,"rt","binomial","estimated",1,13
53,-0.0474699784139794,-0.061589670443604,-0.0337206324506953,"rt","binomial","estimated",1,13
