"t","mean","lower","upper","variable","model","params","iter","confignum"
1,-0.0217239140200676,-0.082907499579505,0.0404158200176545,"rt","binomial","estimated",1,9
2,-0.0215970700340074,-0.078271364473664,0.0362888681931646,"rt","binomial","estimated",1,9
3,-0.0214629401054988,-0.0754473699826866,0.0324536042144491,"rt","binomial","estimated",1,9
4,-0.0208725033198329,-0.0696953665258362,0.02832166599676,"rt","binomial","estimated",1,9
5,-0.0206607871028214,-0.0644289114640899,0.0247146708362929,"rt","binomial","estimated",1,9
6,-0.0200264520191638,-0.060834884217573,0.0223790809410339,"rt","binomial","estimated",1,9
7,-0.0199047016631408,-0.0589128060086518,0.0202887804727324,"rt","binomial","estimated",1,9
8,-0.0197901009114608,-0.056840860538823,0.0173296650167848,"rt","binomial","estimated",1,9
9,-0.0196565948479516,-0.0548745713652519,0.0164817467974499,"rt","binomial","estimated",1,9
10,-0.0201838827847167,-0.0554170882780115,0.0138944003936347,"rt","binomial","estimated",1,9
11,-0.0200577924930714,-0.0538080051851597,0.0129514583697501,"rt","binomial","estimated",1,9
12,-0.0194699866749373,-0.0519970912814253,0.0124270546575808,"rt","binomial","estimated",1,9
13,-0.0186841932993534,-0.0519272158029409,0.0118337156390682,"rt","binomial","estimated",1,9
14,-0.0181026125881168,-0.050090628524524,0.0127264656485517,"rt","binomial","estimated",1,9
15,-0.0175275241242392,-0.050068204962516,0.0129406482409799,"rt","binomial","estimated",1,9
16,-0.0162702685143205,-0.0488844038509809,0.0141229099302649,"rt","binomial","estimated",1,9
17,-0.0146627103103411,-0.0465484606210319,0.016942159823869,"rt","binomial","estimated",1,9
18,-0.0130990638969684,-0.0446536151426504,0.0178156029389866,"rt","binomial","estimated",1,9
19,-0.0114801578233184,-0.0435445962979265,0.021138864414088,"rt","binomial","estimated",1,9
20,-0.00994083103463302,-0.0416740993124363,0.0224333768605161,"rt","binomial","estimated",1,9
21,-0.00811706698580465,-0.0397100815564489,0.0232456029021363,"rt","binomial","estimated",1,9
22,-0.00629999855450968,-0.0366823525235037,0.0252375150588443,"rt","binomial","estimated",1,9
23,-0.00527162440050588,-0.0355396508253451,0.0263391634746103,"rt","binomial","estimated",1,9
24,-0.0039445539001333,-0.0351146105672812,0.0280071337196955,"rt","binomial","estimated",1,9
25,-0.00180851446545521,-0.0331208036539685,0.029784683430788,"rt","binomial","estimated",1,9
26,0.000341829312529858,-0.0299933349051339,0.0321087805234214,"rt","binomial","estimated",1,9
27,0.00248490193454399,-0.0288687863993837,0.0336634404873162,"rt","binomial","estimated",1,9
28,0.0039344341159794,-0.0272008561156535,0.0341948809573241,"rt","binomial","estimated",1,9
29,0.00541362727249724,-0.026364709617239,0.0354567285162527,"rt","binomial","estimated",1,9
30,0.00762892388321572,-0.0246565436976046,0.0390845725662576,"rt","binomial","estimated",1,9
31,0.00930163983684607,-0.0230872423821385,0.0397019474660268,"rt","binomial","estimated",1,9
32,0.0114753493285985,-0.0201885309158319,0.0401856327409871,"rt","binomial","estimated",1,9
33,0.0141909353959789,-0.018637726240053,0.0430546036339647,"rt","binomial","estimated",1,9
34,0.0176640164612183,-0.0146752885395616,0.0473569938155639,"rt","binomial","estimated",1,9
35,0.021525244613074,-0.00887061357708381,0.0517034125707029,"rt","binomial","estimated",1,9
36,0.0248790353530682,-0.00600929050840471,0.0556815747871462,"rt","binomial","estimated",1,9
37,0.0284311882697296,-0.00139629043875093,0.0581739152929335,"rt","binomial","estimated",1,9
38,0.0315825500328557,0.000460181924771753,0.0604412755327125,"rt","binomial","estimated",1,9
39,0.0342875918532624,0.00298232904172709,0.0644119172951004,"rt","binomial","estimated",1,9
40,0.0367874706304114,0.00604106737569189,0.0664908971723626,"rt","binomial","estimated",1,9
41,0.0392515926954936,0.00864598845121274,0.0688897233643893,"rt","binomial","estimated",1,9
42,0.0420916860671882,0.0113305747337808,0.0715179677949385,"rt","binomial","estimated",1,9
43,0.0456010934509472,0.015213233820299,0.0751839425272752,"rt","binomial","estimated",1,9
44,0.0496555908873525,0.0197312570461007,0.0791955106144409,"rt","binomial","estimated",1,9
45,0.0533662859683433,0.0241360920404784,0.0828481807243878,"rt","binomial","estimated",1,9
46,0.0568142449501461,0.0270906869529752,0.0868271200253425,"rt","binomial","estimated",1,9
47,0.0601830457780977,0.0321741128581819,0.0900190991514539,"rt","binomial","estimated",1,9
48,0.0632691359151106,0.0347306889448449,0.0923518195219192,"rt","binomial","estimated",1,9
49,0.0660602098186307,0.0385046014136919,0.0958305443725233,"rt","binomial","estimated",1,9
50,0.0689297188031577,0.0409555891726205,0.100395652025545,"rt","binomial","estimated",1,9
51,0.0708720498058656,0.0436381921392183,0.103041349072786,"rt","binomial","estimated",1,9
52,0.0717502917262607,0.0452591573949114,0.102832336893891,"rt","binomial","estimated",1,9
53,0.07130170865166,0.0445027178605141,0.101313624699861,"rt","binomial","estimated",1,9
54,0.0691915568604361,0.0426157997667584,0.0975446120249884,"rt","binomial","estimated",1,9
55,0.0664779264836354,0.0401992948764772,0.093552959109081,"rt","binomial","estimated",1,9
56,0.0641517791288465,0.0375068205045033,0.0905687265995646,"rt","binomial","estimated",1,9
57,0.0620514730141117,0.0352030238201622,0.0891630800463184,"rt","binomial","estimated",1,9
58,0.0601137039605306,0.0339203191269434,0.0861277661879053,"rt","binomial","estimated",1,9
59,0.058973981110659,0.0323467366350575,0.0850315021885046,"rt","binomial","estimated",1,9
60,0.0570223062223128,0.0314346254544173,0.0840446899382871,"rt","binomial","estimated",1,9
61,0.0551345220440404,0.0300598957922132,0.0825500903301118,"rt","binomial","estimated",1,9
62,0.0524809182075891,0.0264735279056359,0.0794342744039547,"rt","binomial","estimated",1,9
63,0.0493284908859146,0.0240640389600266,0.0760535657923386,"rt","binomial","estimated",1,9
64,0.0445951188024285,0.0194248526577394,0.0719601036195025,"rt","binomial","estimated",1,9
65,0.0400981199041091,0.0145093114028269,0.0664009648531248,"rt","binomial","estimated",1,9
