param,m,l,u,rhat,ess,model,params,runtime,iter,confignum
sigma,0.015552507647029295,0.008709889533362884,0.02686902153526812,1.0408873263630016,138.9416511682065,binomial,estimated,150.25984001159668,1,26
sigma,0.014616102535917382,0.007949755482350676,0.025942069388682515,1.0310941080244351,110.13871685916946,betabinom,estimated,180.82027196884155,1,26
rho,1.5267757725224892e-5,3.1889389389743247e-7,4.966426270038041e-5,1.0224123021703906,160.67279508091,betabinom,estimated,180.82027196884155,1,26
sigma,0.01854767473983154,0.00917087644363118,0.03613362313865917,1.0130709150639845,147.16981171177588,weighted,estimated,124.6011381149292,1,26
c,1.3503469300511293,0.9482811421085016,1.840985269856024,1.026396444129307,141.0537441048611,weighted,estimated,124.6011381149292,1,26
sigma,0.019642153693289813,0.010301891723218784,0.03391783602410229,1.015009619822995,134.97690802807145,binomial,estimated,117.02367496490479,2,26
sigma,0.020474164299865486,0.010420453679081227,0.03799777270187092,1.0203279551746252,135.20029225573555,betabinom,estimated,157.13835096359253,2,26
rho,1.1375738341384633e-5,2.7112061784010715e-7,3.6970670702363047e-5,1.029585756284554,123.46991250789537,betabinom,estimated,157.13835096359253,2,26
sigma,0.022829314320138273,0.012075749672568921,0.04356551907790435,1.030195059190328,132.26581200828247,weighted,estimated,121.27765822410583,2,26
c,0.8745169616135882,0.6353385886160405,1.2220212896855398,1.0303416884562495,137.68059505151533,weighted,estimated,121.27765822410583,2,26
sigma,0.017216835899750448,0.012102694658005541,0.02406444084776483,1.0144555590110171,140.85487156108383,binomial,estimated,112.9467260837555,3,26
sigma,0.017459548538236412,0.011862839124786858,0.024958619159593416,1.027947189070823,207.55090826668524,betabinom,estimated,169.82131791114807,3,26
rho,1.9987433362272778e-5,1.6117673389063374e-6,5.9298836164902835e-5,1.0375339640964072,105.46454661737201,betabinom,estimated,169.82131791114807,3,26
sigma,0.01819759214978023,0.013078391482238955,0.02609683507056738,1.0293395818873972,140.53411083522195,weighted,estimated,119.78289699554443,3,26
c,1.3409544704371543,0.9853552123775067,1.8657429925803555,1.0118287552084047,135.53294136357394,weighted,estimated,119.78289699554443,3,26
sigma,0.016595713898506545,0.011940252806515894,0.02318665174477376,1.0215815958781969,123.2728842757016,binomial,estimated,107.27388000488281,4,26
sigma,0.016686311930621613,0.011049256875758463,0.023057927999410723,1.0166893995251642,115.96678594150254,betabinom,estimated,159.50685620307922,4,26
rho,2.8053095238394215e-5,3.572103577812723e-6,7.910349913323751e-5,1.0110711621012134,110.09251080221748,betabinom,estimated,159.50685620307922,4,26
sigma,0.01757666727977882,0.012377939837513757,0.02529737298705934,1.0235751987894253,117.75635369481725,weighted,estimated,116.73950099945068,4,26
c,1.5316247365324538,1.1146669497261836,2.204329764696252,1.029504937982447,106.48083098179282,weighted,estimated,116.73950099945068,4,26
sigma,0.01669405376406801,0.009094578174785109,0.026890545398355496,1.0188066328239334,143.7190448292305,binomial,estimated,103.18309497833252,5,26
sigma,0.017187852629544878,0.009256346254928506,0.02907262011407675,1.008454535496045,135.9271302039844,betabinom,estimated,180.0466661453247,5,26
rho,1.748596862744183e-5,5.484118043785633e-7,5.546819037970929e-5,1.0191987141032308,111.98841999219549,betabinom,estimated,180.0466661453247,5,26
sigma,0.018007732669386444,0.00968882918851538,0.030796910865598506,1.0298207006710636,115.01426884928854,weighted,estimated,115.12519407272339,5,26
c,1.1868037320930631,0.8458967425925312,1.7303114708589975,1.0095071696972697,118.81106929808765,weighted,estimated,115.12519407272339,5,26
sigma,0.021449903850863105,0.011179002633157312,0.03568781525081485,1.0185891676302334,115.19012814364726,binomial,estimated,107.21006202697754,6,26
sigma,0.019928380119705116,0.008266459325950524,0.03662172074897262,1.0339204234339932,102.98043948058132,betabinom,estimated,158.3623080253601,6,26
rho,3.4581162053370465e-5,4.0790775449701495e-6,7.80338103301257e-5,0.9996588884377758,165.03151298276129,betabinom,estimated,158.3623080253601,6,26
sigma,0.016663417537138975,0.006840938069977664,0.03507124132973631,1.0364266696545696,110.16528896981659,weighted,estimated,142.53688406944275,6,26
c,1.6495176952172124,1.2159598581077764,2.224085332593366,1.0122227524762972,206.72148022444546,weighted,estimated,142.53688406944275,6,26
sigma,0.015885212641400255,0.009356913221904871,0.025469566781475106,1.0028775110038026,180.39958388778086,binomial,estimated,129.55433917045593,7,26
sigma,0.014533526586055126,0.007162755043305422,0.023045705526323235,1.0480381406063575,131.29946161876344,betabinom,estimated,170.14070391654968,7,26
rho,3.65371893733981e-5,4.414568158329471e-6,8.954871896522398e-5,1.0124619203863616,166.91984531135517,betabinom,estimated,170.14070391654968,7,26
sigma,0.015990298581881387,0.007011893002107521,0.0272276154336858,1.0150424246745247,122.86410950239936,weighted,estimated,141.00148797035217,7,26
c,1.6589066751312893,1.2033644558301329,2.230079244037105,1.0101058091674717,196.8738660852978,weighted,estimated,141.00148797035217,7,26
sigma,0.012037092130366396,0.005295089232959064,0.021470923179987153,1.0359563523735733,158.87591036429995,binomial,estimated,137.9758141040802,8,26
sigma,0.010373876235645646,0.004942959380002139,0.01917224676396568,1.0332965422056068,107.06375167895125,betabinom,estimated,180.85386204719543,8,26
rho,4.559448295180729e-5,4.628580887769971e-6,9.968189745142158e-5,1.017585966241839,101.18571836463305,betabinom,estimated,180.85386204719543,8,26
sigma,0.012403341198235013,0.0070119756869277405,0.020589106826053225,1.0135913653238753,106.26160544095572,weighted,estimated,119.22773599624634,8,26
c,1.7912609372068455,1.3260460902385482,2.4095996101516812,1.0224243200740004,117.21414790624819,weighted,estimated,119.22773599624634,8,26
sigma,0.016149927627960813,0.011509615040995383,0.022449900958700794,1.0331471823024851,123.97486419246844,binomial,estimated,135.0829107761383,9,26
sigma,0.01633086720127784,0.011176184095925388,0.0256727337065649,1.0317782913646671,115.45969003934121,betabinom,estimated,184.18933486938477,9,26
rho,1.6693684470962975e-5,1.153355263632708e-6,5.30333822997214e-5,1.0486475057907618,106.1484185404017,betabinom,estimated,184.18933486938477,9,26
sigma,0.01627332016057217,0.011091900920103285,0.024822654464853156,1.00290103968836,102.79232387316684,weighted,estimated,139.5442090034485,9,26
c,1.1356082200081785,0.7654580333380858,1.6251881606865768,1.0257806970196715,108.71786381106506,weighted,estimated,139.5442090034485,9,26
sigma,0.01718328760493093,0.006600437337469526,0.029426235545429703,1.0165263772629687,158.05823144054315,binomial,estimated,115.43486881256104,10,26
sigma,0.014681034490255882,0.005650223650022858,0.029980071359959053,1.017770904094774,110.85942983624584,betabinom,estimated,155.44486808776855,10,26
rho,2.5259185727223734e-5,3.6309989131538307e-6,6.211100221320702e-5,1.0243294123558917,164.08556121492484,betabinom,estimated,155.44486808776855,10,26
sigma,0.015778453982593206,0.0063042821395770075,0.03102752790458718,1.0104215468596789,125.34761242477303,weighted,estimated,117.7465341091156,10,26
c,1.6235725008380666,1.1757752203356922,2.1419619924661166,1.0307359103679266,144.33263225464654,weighted,estimated,117.7465341091156,10,26
