obsmethod,t,rt,Pt,nSamples,nPos,phat,ssw,iter,confignum
betabinom,1,0.009555830112785343,0.010096016328354508,10000,85,0.0085,0.0001,1,12
betabinom,2,0.0213352734235385,0.010313731848784988,10000,90,0.009,0.0001,1,12
betabinom,3,0.024685656658415756,0.010571501610102991,10000,97,0.0097,0.0001,1,12
betabinom,4,0.026246525790854326,0.010852640115231573,10000,126,0.0126,0.0001,1,12
betabinom,5,0.015564590163134483,0.011022878418761782,10000,104,0.0104,0.0001,1,12
betabinom,6,0.012924732272330125,0.011166270829332168,10000,115,0.0115,0.0001,1,12
betabinom,7,0.006664857926086572,0.011240940994589332,10000,115,0.0115,0.0001,1,12
betabinom,8,0.0066128332648939785,0.011315521786516024,10000,124,0.0124,0.0001,1,12
betabinom,9,0.013203103478221297,0.011465912418418482,10000,137,0.0137,0.0001,1,12
betabinom,10,0.013721529760498277,0.011624326634070106,10000,114,0.0114,0.0001,1,12
betabinom,11,0.01441605664377465,0.011793117310044603,10000,93,0.0093,0.0001,1,12
betabinom,12,0.016048850045332,0.011983910189352956,10000,151,0.0151,0.0001,1,12
betabinom,13,0.02590641428232661,0.012298426739210165,10000,129,0.0129,0.0001,1,12
betabinom,14,0.002328842187329188,0.012327101210437683,10000,154,0.0154,0.0001,1,12
betabinom,15,-0.001245437087048063,0.012311758137813484,10000,103,0.0103,0.0001,1,12
betabinom,16,0.004255275263624953,0.012364259682709664,10000,128,0.0128,0.0001,1,12
betabinom,17,0.0028829946627071806,0.01239995721054889,10000,142,0.0142,0.0001,1,12
betabinom,18,0.0029110857547747955,0.012436107141589844,10000,95,0.0095,0.0001,1,12
betabinom,19,0.001107208268085333,0.012449884127828898,10000,155,0.0155,0.0001,1,12
betabinom,20,-0.00034720687130242785,0.012445562192858974,10000,165,0.0165,0.0001,1,12
betabinom,21,0.00808726792767736,0.01254662088237032,10000,114,0.0114,0.0001,1,12
betabinom,22,-0.0022384963582957502,0.012518566728491496,10000,126,0.0126,0.0001,1,12
betabinom,23,-0.009925586997548674,0.012394927217753978,10000,158,0.0158,0.0001,1,12
betabinom,24,-0.01473486794416631,0.012213628587936506,10000,126,0.0126,0.0001,1,12
betabinom,25,-0.023493822630270906,0.011930028236935434,10000,161,0.0161,0.0001,1,12
betabinom,26,-0.021757197205234415,0.011673267584600504,10000,119,0.0119,0.0001,1,12
betabinom,27,-0.01743639342553934,0.011471492128637401,10000,121,0.0121,0.0001,1,12
betabinom,28,-0.018028514624571466,0.01126653128626242,10000,100,0.01,0.0001,1,12
betabinom,29,-0.027977859025671285,0.0109556865238526,10000,137,0.0137,0.0001,1,12
betabinom,30,-0.01617488956689392,0.010779904960306553,10000,123,0.0123,0.0001,1,12
betabinom,31,0.002276795187847451,0.010804476557678445,10000,76,0.0076,0.0001,1,12
betabinom,32,-0.00552581545346957,0.010744937666112715,10000,127,0.0127,0.0001,1,12
betabinom,33,-0.004832430513665106,0.010693138759578112,10000,115,0.0115,0.0001,1,12
betabinom,34,-0.0048388350848773826,0.010641521409219167,10000,106,0.0106,0.0001,1,12
betabinom,35,0.0025429442263183895,0.010668616640876347,10000,100,0.01,0.0001,1,12
betabinom,36,-0.0009808079404208282,0.01065815790680481,10000,122,0.0122,0.0001,1,12
betabinom,37,-0.006115288819221588,0.010593179077577425,10000,100,0.01,0.0001,1,12
betabinom,38,-0.010225254591251828,0.010485413031171283,10000,97,0.0097,0.0001,1,12
betabinom,39,-0.02104991601939067,0.010267002790765384,10000,128,0.0128,0.0001,1,12
betabinom,40,-0.013638808155429465,0.010127923701794573,10000,143,0.0143,0.0001,1,12
betabinom,41,-0.018290987487596846,0.009944357893827653,10000,79,0.0079,0.0001,1,12
