param,m,l,u,rhat,ess,model,params,runtime,iter,confignum
c,0.9794810335933076,0.6663000536889032,1.2843193496137504,1.0249765897504166,108.70471224138254,weighted,estimated,133.180508852005,4,10
sigma,0.00929082826848156,0.004816983417386489,0.015216004462489193,1.0074184807527529,142.77404959631988,binomial,estimated,125.62386012077332,5,10
sigma,0.009330136152678269,0.005248202094103246,0.016261950099283072,1.004895373340123,151.6539759616384,betabinom,estimated,226.6311810016632,5,10
rho,1.3621291514827223e-5,4.89901356820445e-7,3.998828077458937e-5,1.039488239087493,112.67843544500128,betabinom,estimated,226.6311810016632,5,10
sigma,0.009175762954330766,0.005019319488643956,0.017260502937390187,1.0369118371689907,101.55758578111914,weighted,estimated,134.62781286239624,5,10
c,0.9772559105643034,0.6979866506136547,1.3361034501766675,1.0209870045610592,174.52737939798735,weighted,estimated,134.62781286239624,5,10
sigma,0.007392781214366118,0.004213743508716297,0.014082040228132078,1.0303140731735232,118.0057836760107,binomial,estimated,128.032546043396,6,10
sigma,0.006953313727895587,0.0043801163248667115,0.011189485913158489,1.0192202841905729,189.79924965533763,betabinom,estimated,284.39921498298645,6,10
rho,1.4938819350607185e-5,8.893772765927152e-7,4.853158773532385e-5,1.0169167993974952,109.52406984815457,betabinom,estimated,284.39921498298645,6,10
sigma,0.00714180698617906,0.004232486244657714,0.011811046793883945,1.0347244057737228,105.20709423604978,weighted,estimated,129.82303309440613,6,10
c,1.0089736479215552,0.7749618748462525,1.312287361746297,1.0243987616701926,104.42651851628816,weighted,estimated,129.82303309440613,6,10
sigma,0.010115384988405784,0.0050171025525520335,0.01641803137860455,1.0318531063356764,112.51523009616129,binomial,estimated,133.32874298095703,7,10
sigma,0.009105062596272829,0.004534926259947537,0.0160975612977887,1.0229275044623465,136.54993640549452,betabinom,estimated,192.06009697914124,7,10
rho,2.5651216258651952e-5,8.249676834811608e-7,5.955815546049485e-5,1.02917347961949,103.83156798265905,betabinom,estimated,192.06009697914124,7,10
sigma,0.009396996471045522,0.004613191999471186,0.01548919786861652,1.020016436462645,114.10714387025986,weighted,estimated,133.1876621246338,7,10
c,1.1787264653816127,0.865743940267195,1.5815898599220328,1.013389755722323,173.74108772809214,weighted,estimated,133.1876621246338,7,10
sigma,0.008513315731711702,0.004627742099226499,0.01469665865472868,1.0343126452322169,117.32243581945313,binomial,estimated,139.4419310092926,8,10
sigma,0.007924029374090256,0.004490293381895096,0.013806611948238241,1.0333369096398537,170.61040107749676,betabinom,estimated,195.24501204490662,8,10
rho,2.8088561366419054e-5,3.095722247183921e-6,6.218011735402835e-5,1.022831155722114,134.04197025188031,betabinom,estimated,195.24501204490662,8,10
sigma,0.007946617971905625,0.004568547371615033,0.013044982238382496,1.007651164630454,241.2891453894299,weighted,estimated,139.57706999778748,8,10
c,1.1553205453572475,0.8687192890803012,1.5870443613010021,1.0114996863389638,108.82163169215795,weighted,estimated,139.57706999778748,8,10
sigma,0.00687158632489161,0.0034281266578395694,0.011697607076000396,1.0299843453492017,151.38306382240222,binomial,estimated,127.87439489364624,9,10
sigma,0.006699901519795305,0.003619772023949859,0.011882729685351638,1.0290227393220848,125.13551278342186,betabinom,estimated,200.7755570411682,9,10
rho,1.8833625831761418e-5,3.408453546707588e-7,5.115950561755066e-5,1.0196567644992236,107.03974159914071,betabinom,estimated,200.7755570411682,9,10
sigma,0.006661542624495333,0.003839397957654724,0.012057142066434443,1.007506954348701,124.77993147538791,weighted,estimated,135.89850091934204,9,10
c,1.074779303624027,0.801930194216265,1.4346025615919664,1.0164573080372397,126.74296731395764,weighted,estimated,135.89850091934204,9,10
sigma,0.0074464319508125675,0.003438075855079084,0.013370532787982574,1.0207253397313236,110.77869360293367,binomial,estimated,127.76970410346985,10,10
sigma,0.007134837942564128,0.0036770820129252355,0.012543760616824853,1.0213968810118825,155.28385512123316,betabinom,estimated,218.5440411567688,10,10
rho,1.9634062360206248e-5,9.872691827404077e-7,5.763767992009644e-5,1.0400437302985945,132.06663255792407,betabinom,estimated,218.5440411567688,10,10
sigma,0.007677408980585298,0.0038962171660686406,0.014479230446614443,1.0134849147155323,120.09842333864181,weighted,estimated,138.15636801719666,10,10
c,1.096307225820294,0.7991218812961354,1.4854086264849655,1.0316775173314592,109.33931284307099,weighted,estimated,138.15636801719666,10,10
