param,m,l,u,rhat,ess,model,params,runtime,iter,confignum
sigma,0.011060180725569134,0.005726824077577937,0.018645813825334763,1.0365326051640897,116.38048353308022,betabinom,estimated,185.3651020526886,7,11
rho,2.072258051060715e-5,8.367822728419442e-7,6.255166111673158e-5,1.0162876614516059,120.15978031340458,betabinom,estimated,185.3651020526886,7,11
sigma,0.010940135247382594,0.005498830477923283,0.018834052393898976,1.0181164320015368,110.09908819982968,weighted,estimated,123.6845350265503,7,11
c,1.2680942340015076,0.8772708024969581,1.8057855615574907,1.0478553045532688,103.76749632117243,weighted,estimated,123.6845350265503,7,11
sigma,0.007040384099524048,0.003637570837184902,0.013872314989640564,1.026514487777045,116.59455768665893,binomial,estimated,130.8190999031067,8,11
sigma,0.007352170963434676,0.0035977207910967103,0.015269453832024707,1.026557286648603,141.37585084365773,betabinom,estimated,264.47212386131287,8,11
rho,1.9086457363717106e-5,1.7116105339031335e-6,5.5960050165244334e-5,1.0204895444784643,103.92877152404523,betabinom,estimated,264.47212386131287,8,11
sigma,0.009236923664878313,0.00442120772939009,0.01828293633641059,1.0381694859920902,112.29801632932526,weighted,estimated,150.0771849155426,8,11
c,1.3726839911542532,1.006995321789604,1.871223517131158,1.0199348767722205,233.3012276685829,weighted,estimated,150.0771849155426,8,11
sigma,0.009575154985642329,0.00648419555573957,0.016640321796662354,1.0187046722816748,146.47770734502834,binomial,estimated,129.71704387664795,9,11
sigma,0.009660187602516211,0.005676639178889354,0.01578972913971164,1.0299311047450423,104.3952875607928,betabinom,estimated,269.08073687553406,9,11
rho,1.0174568998321744e-5,4.073893597106166e-7,3.175779142707496e-5,1.0115926380933393,112.10219709158616,betabinom,estimated,269.08073687553406,9,11
sigma,0.008788676508833974,0.005595943925123821,0.01473472221181192,1.0287701750216869,126.94911962131864,weighted,estimated,147.67145609855652,9,11
c,1.0545770926334541,0.7708316784429803,1.4443531176531421,1.0147879213950808,186.14702150357905,weighted,estimated,147.67145609855652,9,11
sigma,0.013505852592078309,0.0078081574418106085,0.023128183936231655,1.025320816781515,119.76095340616902,binomial,estimated,128.97757816314697,10,11
sigma,0.01284613310810755,0.007929377567801184,0.0212035608369942,1.0089146196833174,118.16770595400772,betabinom,estimated,213.50230884552002,10,11
rho,8.251713091737105e-6,1.1620170756301962e-7,2.4566872845087506e-5,1.009226535028267,104.13546660760647,betabinom,estimated,213.50230884552002,10,11
sigma,0.014915743928401151,0.007895536773449164,0.026962909188416956,1.0404764465776193,115.38723925979816,weighted,estimated,144.6267499923706,10,11
c,1.00073851812217,0.686027182771303,1.4732390758757354,1.0417618878667751,134.76341437181935,weighted,estimated,144.6267499923706,10,11
