param,m,l,u,rhat,ess,model,params,runtime,iter,confignum
sigma,0.049177254180160127,0.02374151634475783,0.10542992516847408,1.0214419082527089,153.62332165732084,binomial,estimated,117.80026388168335,1,27
sigma,0.018894370529582614,0.006577356334677426,0.03407215495439553,1.0280515315291374,199.5418813978311,betabinom,estimated,135.24815893173218,1,27
rho,0.00020947530498952076,0.000118675509077144,0.00032715681346286033,1.0014837033311763,165.2233531991276,betabinom,estimated,135.24815893173218,1,27
sigma,0.01850344957778159,0.007469305778079974,0.032560843551882254,1.0108051661147188,114.52556795259927,weighted,estimated,118.15680813789368,1,27
c,3.103952043486604,2.1939784847206285,4.525283004513005,1.0128634283560969,156.96674863719934,weighted,estimated,118.15680813789368,1,27
sigma,0.03698581869627711,0.022963928588008532,0.06247331422213255,1.0427946718675738,111.1266082342962,binomial,estimated,122.90434002876282,2,27
sigma,0.01927755349790902,0.012584060097955053,0.032492697332923925,1.028461713482115,104.75151003264303,betabinom,estimated,149.61058282852173,2,27
rho,0.00019196014588493694,0.00010628789937149372,0.00030090939606048647,1.031126768537272,116.1070855004284,betabinom,estimated,149.61058282852173,2,27
sigma,0.019830027906658526,0.012503836442665402,0.03031465739720237,1.0130802676430009,130.30764591345965,weighted,estimated,113.04230284690857,2,27
c,2.8783625055486883,2.046232051166005,3.944091407593778,1.028139644117373,165.79113252813474,weighted,estimated,113.04230284690857,2,27
sigma,0.0433733845843809,0.02443458454041276,0.07125023617977982,1.005583829526607,143.8107664451545,binomial,estimated,94.4835319519043,3,27
sigma,0.012703667121755132,0.008498551467895498,0.02086646875713674,1.0198103268334269,126.96595529602125,betabinom,estimated,145.368793964386,3,27
rho,0.00023117825604221942,0.0001410085455609028,0.00036276886437968,1.0114022475016986,165.4429435879994,betabinom,estimated,145.368793964386,3,27
sigma,0.013024722207902772,0.00803571379638851,0.020031670715425172,1.0094163489859571,190.67866362905036,weighted,estimated,133.9312720298767,3,27
c,3.3094179636793823,2.341376674849734,4.522490118995951,1.0308749620673017,100.35372054599928,weighted,estimated,133.9312720298767,3,27
sigma,0.05885466733607172,0.0205142139699395,0.1290824598430193,1.04904467137452,104.97748650179686,binomial,estimated,108.24941992759705,4,27
sigma,0.013271380064824489,0.007928142884908831,0.022471517315473102,1.010144671649005,158.8636731018373,betabinom,estimated,153.60256004333496,4,27
rho,0.0002405986470776275,0.00015029623842130596,0.000382722536693105,1.0220338120521097,106.4635364463047,betabinom,estimated,153.60256004333496,4,27
sigma,0.015464862300559268,0.00786053359082575,0.0296092127368067,1.018216391744877,133.33013024203967,weighted,estimated,114.23949408531189,4,27
c,3.338340615930834,2.356316905311447,4.873341207403557,1.0106469515045118,128.09481085168298,weighted,estimated,114.23949408531189,4,27
sigma,0.060320320667051064,0.014538645093164373,0.16115264024410006,1.026404922317478,135.0391697647045,binomial,estimated,102.90862083435059,5,27
sigma,0.015335695852553479,0.009330599262908211,0.023426756690662524,1.0278364945176992,121.85287892844404,betabinom,estimated,152.27595901489258,5,27
rho,0.00020232580538564313,0.00012025233297074531,0.00030136053067100077,1.0058906643124546,131.55178790492752,betabinom,estimated,152.27595901489258,5,27
sigma,0.014742769806747175,0.008763561935052469,0.027608758663958136,1.025731978629201,121.83184828898514,weighted,estimated,113.893394947052,5,27
c,2.9919611522219838,2.2709929232929196,4.0856277572858515,1.0098852646504026,210.85152115736315,weighted,estimated,113.893394947052,5,27
sigma,0.04547734040358205,0.027159861186540304,0.07286262798428733,1.01652396070689,112.30638622061203,binomial,estimated,105.66175603866577,6,27
sigma,0.0168140763121801,0.008539915279590062,0.028918944582922608,1.0372879181628134,166.8344921600146,betabinom,estimated,140.83443403244019,6,27
rho,0.00022394509755283484,0.00014154913922930483,0.0003430467848621236,1.02643907121626,116.50018988210341,betabinom,estimated,140.83443403244019,6,27
sigma,0.01616823190987806,0.007827116752089787,0.030009521698307895,1.0169826306612864,113.9068176966798,weighted,estimated,125.42173790931702,6,27
c,3.256238371409474,2.3239590572437554,4.5196102734417005,1.013871005349782,133.24715081030106,weighted,estimated,125.42173790931702,6,27
sigma,0.06676727905038184,0.02238973030452105,0.1199520415053691,1.028434914715038,102.39260271737702,binomial,estimated,110.88916802406311,7,27
sigma,0.01674780875519568,0.01098101239150463,0.027757664643447102,1.0137755613871007,136.544539409682,betabinom,estimated,172.73160314559937,7,27
rho,0.00025084655952392447,0.00016049896821327151,0.00037817333438183763,1.0414832923451016,104.03446262833604,betabinom,estimated,172.73160314559937,7,27
sigma,0.01729929021337174,0.011026553470391274,0.028362910473704636,1.0270191199669336,107.50333754777226,weighted,estimated,127.59371209144592,7,27
c,3.5477377708993822,2.6215943865493774,4.863361973055834,1.0058301090836408,218.7492388893642,weighted,estimated,127.59371209144592,7,27
sigma,0.11976378967899025,0.044962730548850464,0.18535706471947166,1.0338522389677605,108.0808800562617,binomial,estimated,121.14320397377014,8,27
sigma,0.02143904890534602,0.013471733395277286,0.035235517077864494,1.021000768129999,129.23876579859981,betabinom,estimated,159.23765397071838,8,27
rho,0.0002836504949852214,0.00017489498122920898,0.00045098088961818746,1.021810676806926,103.56984187467764,betabinom,estimated,159.23765397071838,8,27
sigma,0.02148525605101927,0.014134295963262086,0.03308314355759782,1.0180602889266575,109.06762286185722,weighted,estimated,133.56276392936707,8,27
c,3.791036891617372,2.841846276166739,5.074039333681393,1.0059209154553659,218.44050199237446,weighted,estimated,133.56276392936707,8,27
sigma,0.05434896630323433,0.015644268381857406,0.10640637468845926,1.0121119748680365,146.1842901906043,binomial,estimated,96.80135893821716,9,27
sigma,0.012267981466728903,0.006766873881839412,0.021007716959533858,1.0268077458964981,157.27051664427069,betabinom,estimated,134.43655705451965,9,27
rho,0.0002359296344669065,0.00014662779100978274,0.0003706900312818658,1.0477587323674467,111.60181727013779,betabinom,estimated,134.43655705451965,9,27
sigma,0.012393052800584668,0.00730923762649953,0.02153396557644277,1.008236702937079,120.52878621841869,weighted,estimated,130.97562789916992,9,27
c,3.55691927042799,2.5440839695219033,4.783030567155949,1.0315423417754963,137.88518513499716,weighted,estimated,130.97562789916992,9,27
sigma,0.0841059537750801,0.04596184360470442,0.1305178454569444,1.0242999382210973,116.40997304023824,binomial,estimated,111.42142915725708,10,27
sigma,0.015222268850169932,0.008149012569357716,0.02531044263538542,1.0127423128716813,164.23106638162886,betabinom,estimated,148.70585298538208,10,27
rho,0.00023913088951514088,0.00013893953675409032,0.00035040949922665685,1.0012474753243161,124.7145945709009,betabinom,estimated,148.70585298538208,10,27
sigma,0.01352058965223525,0.007342030925659575,0.02323554700394167,1.012163169093859,113.11119533078093,weighted,estimated,125.06697297096252,10,27
c,3.2268100773947808,2.383116002096272,4.353128527135095,1.004035045111363,133.3768718200236,weighted,estimated,125.06697297096252,10,27
