param,m,l,u,rhat,ess,model,params,runtime,iter,confignum
sigma,0.18761954217551854,0.16152969285831156,0.1995101696786671,1.0351737645753984,127.35433056988703,binomial,estimated,126.96609616279602,1,30
sigma,0.023229721403118984,0.01249902609724939,0.03635869640585767,1.040892867345636,129.79355544430587,betabinom,estimated,142.43961811065674,1,30
rho,0.0002442408645005208,0.00016599053704716913,0.00034406302240712013,1.0494996063193085,103.78736444788753,betabinom,estimated,142.43961811065674,1,30
sigma,0.05481196544130454,0.021358420015713066,0.11167129159158097,1.0258326563292117,112.6717378930914,weighted,estimated,186.66426801681519,1,30
c,9.750178285612119,9.221213599143132,9.997225074927764,1.0136401060989981,151.47003213115246,weighted,estimated,186.66426801681519,1,30
sigma,0.16911938129222231,0.1290767719117865,0.19762807595122736,1.0358279362437768,105.42900353690858,binomial,estimated,131.8607439994812,2,30
sigma,0.012486260524175957,0.007654728865216297,0.019231062489172876,1.0112455652137027,171.53752955851468,betabinom,estimated,146.84400010108948,2,30
rho,0.00025544365970701753,0.00017940589245819233,0.00036466795881337965,1.032046440799557,146.59134888932257,betabinom,estimated,146.84400010108948,2,30
sigma,0.02582623599755692,0.013114713894884536,0.04426691985540997,1.0442247752011093,100.28681002698575,weighted,estimated,232.7224907875061,2,30
c,9.645385372315692,8.784084863256556,9.990119981188254,1.007239569018845,281.71288570086637,weighted,estimated,232.7224907875061,2,30
sigma,0.16396873981810778,0.13702784616953487,0.1945843473008362,1.0309059081100793,106.47331070275567,binomial,estimated,90.68627905845642,3,30
sigma,0.023307746658678966,0.016222890811926783,0.03258598210486716,1.021122651941573,113.90985218347137,betabinom,estimated,123.78518891334534,3,30
rho,0.00020853618202275242,0.00014486330535842904,0.00029740278270785615,1.005063341063071,223.0468554333914,betabinom,estimated,123.78518891334534,3,30
sigma,0.0331913264316699,0.021076431400326952,0.04747629663802461,1.028572828200609,118.0315742259073,weighted,estimated,161.64297008514404,3,30
c,9.594671617585929,8.789570654149214,9.989183007085929,1.0413552240854205,103.26126920033295,weighted,estimated,161.64297008514404,3,30
sigma,0.19481790032513868,0.18242839274907433,0.1998527587653525,1.0306850628723065,110.70012658036143,binomial,estimated,119.52210998535156,4,30
sigma,0.017163150758450207,0.01005035989808195,0.03034042500632978,1.0128780115771128,109.63638604492974,betabinom,estimated,139.9333620071411,4,30
rho,0.00027689569083238743,0.00019425178125491934,0.00038470260902981774,1.0089478995087948,114.91681997157778,betabinom,estimated,139.9333620071411,4,30
sigma,0.03868526967795514,0.019721196222731857,0.07599059138293168,1.0188855171993965,144.25703198650757,weighted,estimated,195.42062211036682,4,30
c,9.79160447732312,9.396329614401909,9.989799223336602,1.0104977937172162,104.14890552262818,weighted,estimated,195.42062211036682,4,30
sigma,0.1936948214494561,0.17672945395760398,0.19983276897775354,1.0240264993900032,108.35461705821128,binomial,estimated,125.13688898086548,5,30
sigma,0.013817126185352998,0.007660658142235629,0.024839922699768494,1.0224266147410022,116.27360776310793,betabinom,estimated,134.18117594718933,5,30
rho,0.00020587854793912463,0.00014378844848334549,0.0002883630911323758,1.0449886111684605,101.96611963059148,betabinom,estimated,134.18117594718933,5,30
sigma,0.015462581613921713,0.009359190522909431,0.026907879326392443,1.0051913702861326,103.48786921268506,weighted,estimated,191.54882097244263,5,30
c,9.7814970376088,9.202653189185657,9.989385193445694,1.0172170858225813,183.46358023125572,weighted,estimated,191.54882097244263,5,30
sigma,0.19362360409748153,0.17968950258834263,0.1996018918593034,1.0082594317156874,101.39754323094061,binomial,estimated,111.84769010543823,6,30
sigma,0.020110263252020606,0.010252947544091914,0.0404060091841665,1.01149896541474,115.09497570606563,betabinom,estimated,138.27605986595154,6,30
rho,0.00019845697037239326,0.00014216374821316024,0.00027918866995946457,1.0156350718408687,108.11090465657155,betabinom,estimated,138.27605986595154,6,30
sigma,0.02626009038613793,0.012796307431818883,0.04436249072613577,1.0492298646958949,106.24520097193039,weighted,estimated,180.41570210456848,6,30
c,9.738353190823767,9.152179737557724,9.992577842758784,1.0097652379995135,170.62045020243232,weighted,estimated,180.41570210456848,6,30
sigma,0.19522342659435155,0.18347573248581123,0.19990892741832547,1.0135403042767062,103.66240465181124,binomial,estimated,106.66434812545776,7,30
sigma,0.01932848436163869,0.012362415522819827,0.030200454654161855,1.0208045396936234,114.31824045486374,betabinom,estimated,137.61160707473755,7,30
rho,0.0002714997066000052,0.00019264778218733332,0.0003734546369323937,1.041033610659866,102.556226971045,betabinom,estimated,137.61160707473755,7,30
sigma,0.0394407393039811,0.020605190821275092,0.08124896446083986,1.0126241234805557,137.38559305327445,weighted,estimated,198.35009813308716,7,30
c,9.8078575531689,9.258066740056822,9.991823359400207,1.0487029156405645,119.66154010529144,weighted,estimated,198.35009813308716,7,30
sigma,0.19211944935803235,0.1717791470320372,0.1995929953326945,1.030656907053457,100.37354605998016,binomial,estimated,99.94942712783813,8,30
sigma,0.016731883181561467,0.010970749190563895,0.023829539949914727,1.0190924848365528,112.64352771382727,betabinom,estimated,140.82888507843018,8,30
rho,0.00026113984174907075,0.00019301896455108352,0.0003576473108555579,1.019380611836534,132.60451228083096,betabinom,estimated,140.82888507843018,8,30
sigma,0.035799814378150545,0.01670575079182166,0.06113303239023356,1.024553912707028,103.62749561789784,weighted,estimated,190.09436798095703,8,30
c,9.777092144882353,9.169645983319704,9.992950826669446,1.0222162156244372,147.4825302768003,weighted,estimated,190.09436798095703,8,30
sigma,0.19306132647727806,0.17923005395012298,0.19928730373406464,1.0315940629361715,106.55500392252576,binomial,estimated,107.70852899551392,9,30
sigma,0.015473974505885186,0.009331145360546708,0.025168919849910973,1.0081319248149527,123.85219821515184,betabinom,estimated,138.81537103652954,9,30
rho,0.00014037400677076596,0.00010345235674011859,0.00018869776662549246,1.014164927674614,106.22062604689093,betabinom,estimated,138.81537103652954,9,30
sigma,0.016867441077304608,0.010117407270382687,0.02596612670754412,1.0205606065944137,191.61433615356705,weighted,estimated,156.01561498641968,9,30
c,9.542022087095596,8.588324085725922,9.987901200121593,1.0115150748398245,107.67932967691392,weighted,estimated,156.01561498641968,9,30
sigma,0.10244695837945039,0.0859030995065469,0.1228472778967106,1.0219228932012756,111.5936440307989,binomial,estimated,99.42760300636292,10,30
sigma,0.020518215038714392,0.01450722633846186,0.02851504297965493,1.01922063680804,115.82599787637835,betabinom,estimated,131.36129093170166,10,30
rho,0.0001747692613862393,0.0001027209515095139,0.00025243926721356055,1.0156636174090308,115.41626460162986,betabinom,estimated,131.36129093170166,10,30
sigma,0.02698358519107082,0.01986385744331847,0.036784305226176976,1.0380808231154777,102.55916710627977,weighted,estimated,134.99512910842896,10,30
c,9.416852084312229,8.2055239746963,9.966197999128886,1.030582755191508,156.01106945660936,weighted,estimated,134.99512910842896,10,30
