obsmethod,t,rt,Pt,nSamples,nPos,phat,ssw,iter,confignum
binomial,1,-0.005272897654754801,0.009947409796681355,1000,8,0.008,0.001,1,7
binomial,2,-0.003720989610606709,0.009910464367582505,1000,12,0.012,0.001,1,7
binomial,3,-0.0022107154726322812,0.009888579350350379,1000,16,0.016,0.001,1,7
binomial,4,-0.00406107052526565,0.009848502564620387,1000,9,0.009,0.001,1,7
binomial,5,-0.009637361894716178,0.009754044873850455,1000,5,0.005,0.001,1,7
binomial,6,-0.0005894170118934065,0.009748297367872333,1000,7,0.007,0.001,1,7
binomial,7,-0.0030772338726353324,0.00971834568481351,1000,13,0.013,0.001,1,7
binomial,8,-0.00016179338612588813,0.009716773447949814,1000,13,0.013,0.001,1,7
binomial,9,-0.0029198502746200076,0.009688443304345633,1000,8,0.008,0.001,1,7
binomial,10,-0.004078958460316393,0.009649005034774564,1000,10,0.01,0.001,1,7
binomial,11,-0.008487701310935358,0.009567453743180267,1000,6,0.006,0.001,1,7
binomial,12,-0.006583613853325406,0.009504672213616073,1000,8,0.008,0.001,1,7
binomial,13,-0.00062347431713355,0.009498748141543407,1000,8,0.008,0.001,1,7
binomial,14,0.01285294953891404,0.009621623032923042,1000,6,0.006,0.001,1,7
binomial,15,0.014104662643709286,0.009758294365615131,1000,13,0.013,0.001,1,7
binomial,16,0.021009171504598072,0.009965476790533497,1000,17,0.017,0.001,1,7
binomial,17,0.028874818856704038,0.010257422787562562,1000,13,0.013,0.001,1,7
binomial,18,0.020395077798927637,0.010468771635438308,1000,11,0.011,0.001,1,7
binomial,19,0.02791088419908984,0.010765080189587831,1000,15,0.015,0.001,1,7
binomial,20,0.03195458048056955,0.011114628909194535,1000,15,0.015,0.001,1,7
binomial,21,0.02510044013816387,0.011397141752620882,1000,10,0.01,0.001,1,7
binomial,22,0.016878757162214986,0.011591143993167779,1000,10,0.01,0.001,1,7
binomial,23,0.00899980481867029,0.011695932859108497,1000,7,0.007,0.001,1,7
binomial,24,0.015699119973639132,0.01188099758801628,1000,17,0.017,0.001,1,7
binomial,25,0.015205787226488517,0.01206303803599607,1000,11,0.011,0.001,1,7
binomial,26,0.013769331332859255,0.012230286813062338,1000,11,0.011,0.001,1,7
binomial,27,0.023358554555292014,0.012519331323492498,1000,10,0.01,0.001,1,7
binomial,28,0.013671054902761158,0.012691659056346725,1000,7,0.007,0.001,1,7
binomial,29,0.01272741427824595,0.012854223376321404,1000,12,0.012,0.001,1,7
binomial,30,0.019798145123967943,0.013111249076839856,1000,12,0.012,0.001,1,7
binomial,31,0.02575026108831542,0.013453251593212475,1000,6,0.006,0.001,1,7
binomial,32,0.026440296808450617,0.013813703791147009,1000,10,0.01,0.001,1,7
binomial,33,0.029466685311314387,0.014226804314978107,1000,13,0.013,0.001,1,7
binomial,34,0.031226108257502286,0.014678060873118437,1000,10,0.01,0.001,1,7
binomial,35,0.017493898357810976,0.014937096543806193,1000,16,0.016,0.001,1,7
binomial,36,0.016972122745591765,0.015192774339914027,1000,12,0.012,0.001,1,7
binomial,37,0.015850334177564568,0.015435503477480458,1000,20,0.02,0.001,1,7
binomial,38,0.01966807254914593,0.015742095230876944,1000,15,0.015,0.001,1,7
binomial,39,0.033200072540162356,0.016273506570773262,1000,15,0.015,0.001,1,7
binomial,40,0.04196613093152619,0.016970975351713515,1000,19,0.019,0.001,1,7
binomial,41,0.035072186622594724,0.0175767453118731,1000,21,0.021,0.001,1,7
binomial,42,0.039025998705988774,0.018276256126754847,1000,19,0.019,0.001,1,7
binomial,43,0.0402498298217958,0.01902687717622911,1000,23,0.023,0.001,1,7
binomial,44,0.04267900397871209,0.01985650322330133,1000,15,0.015,0.001,1,7
binomial,45,0.04684457144049023,0.02080880351798438,1000,21,0.021,0.001,1,7
binomial,46,0.049728082223035056,0.021869746107290523,1000,17,0.017,0.001,1,7
binomial,47,0.053456150359710394,0.023070629903065368,1000,20,0.02,0.001,1,7
binomial,48,0.05556822848274826,0.024388912036573653,1000,27,0.027,0.001,1,7
binomial,49,0.05387033964150964,0.025738783601642185,1000,25,0.025,0.001,1,7
binomial,50,0.04446172336594521,0.02690899634447206,1000,27,0.027,0.001,1,7
binomial,51,0.04396587922058322,0.028118466927355038,1000,16,0.016,0.001,1,7
binomial,52,0.04173760894030092,0.029316900407600554,1000,30,0.03,0.001,1,7
binomial,53,0.047729452304344853,0.030750111115526144,1000,30,0.03,0.001,1,7
binomial,54,0.04807150606217649,0.0322644212496049,1000,37,0.037,0.001,1,7
binomial,55,0.04842896646619743,0.03386540799512762,1000,40,0.04,0.001,1,7
binomial,56,0.05743958744005956,0.03586757441570902,1000,31,0.031,0.001,1,7
binomial,57,0.04059110774146238,0.037353431273898396,1000,50,0.05,0.001,1,7
binomial,58,0.04626309275073179,0.03912211343892219,1000,35,0.035,0.001,1,7
binomial,59,0.048090394419108416,0.04104948387093577,1000,50,0.05,0.001,1,7
binomial,60,0.05494728169601024,0.04336816056497225,1000,47,0.047,0.001,1,7
binomial,61,0.04201967813012711,0.04522930522618295,1000,45,0.045,0.001,1,7
binomial,62,0.02584326776055614,0.046413412976376994,1000,51,0.051,0.001,1,7
binomial,63,0.031172294192327303,0.04788301192522765,1000,43,0.043,0.001,1,7
binomial,64,0.039394947086484666,0.0498070097174776,1000,48,0.048,0.001,1,7
binomial,65,0.029775309713388085,0.05131232830892015,1000,55,0.055,0.001,1,7
binomial,66,0.03299940833464536,0.05303385321510847,1000,52,0.052,0.001,1,7
binomial,67,0.03991329721319485,0.055193420192417776,1000,71,0.071,0.001,1,7
binomial,68,0.03338359764548697,0.057067075800265085,1000,65,0.065,0.001,1,7
binomial,69,0.030643493031993665,0.05884287980067274,1000,53,0.053,0.001,1,7
binomial,70,0.022338695836550605,0.060172144740548494,1000,61,0.061,0.001,1,7
binomial,71,0.00867916555934988,0.06069666163875242,1000,66,0.066,0.001,1,7
binomial,72,0.019999607362807467,0.061922791225810125,1000,66,0.066,0.001,1,7
binomial,73,0.023850838266090073,0.06341745534623042,1000,58,0.058,0.001,1,7
binomial,74,0.021627851774265648,0.064803978380993,1000,68,0.068,0.001,1,7
binomial,75,0.013989185129049253,0.06571690388557037,1000,60,0.06,0.001,1,7
binomial,76,0.0236838455557582,0.06729191037182285,1000,61,0.061,0.001,1,7
binomial,77,0.03189856071270393,0.06947302777245826,1000,67,0.067,0.001,1,7
binomial,78,0.029285837824426134,0.07153768869677107,1000,66,0.066,0.001,1,7
binomial,79,0.030232299750716056,0.0737334619416797,1000,72,0.072,0.001,1,7
binomial,80,0.023724452306285296,0.07550366344446108,1000,75,0.075,0.001,1,7
binomial,81,0.026601372966416244,0.077539117463711,1000,89,0.089,0.001,1,7
binomial,82,0.019863822481813717,0.07909473988217901,1000,67,0.067,0.001,1,7
binomial,83,0.01849109672076044,0.08057089416283575,1000,83,0.083,0.001,1,7
binomial,84,0.01972835870051806,0.08217620870783456,1000,81,0.081,0.001,1,7
binomial,85,0.013964696793369912,0.0833318246794679,1000,75,0.075,0.001,1,7
binomial,86,0.01591439956074065,0.08466860948366488,1000,77,0.077,0.001,1,7
binomial,87,0.022735000106039526,0.08661559886855254,1000,74,0.074,0.001,1,7
binomial,88,0.014398529123931095,0.0878717578100827,1000,83,0.083,0.001,1,7
binomial,89,0.02181583641861029,0.08980981703120185,1000,109,0.109,0.001,1,7
binomial,90,0.01878060747333644,0.09151243803633727,1000,87,0.087,0.001,1,7
binomial,91,0.033604389766698294,0.09463991179206886,1000,86,0.086,0.001,1,7
binomial,92,0.022028480495807565,0.09674781697883121,1000,87,0.087,0.001,1,7
binomial,93,0.02749880189867118,0.09944518322882435,1000,131,0.131,0.001,1,7
binomial,94,0.02596778992060037,0.10206137621821086,1000,79,0.079,0.001,1,7
binomial,95,0.04685114056780776,0.1069568519699182,1000,120,0.12,0.001,1,7
binomial,96,0.045886914275635036,0.1119791188184023,1000,121,0.121,0.001,1,7
binomial,97,0.05061399644686001,0.11779271311987419,1000,114,0.114,0.001,1,7
binomial,98,0.04616811545396251,0.12335847242747343,1000,126,0.126,0.001,1,7
binomial,99,0.03432627611394818,0.12766642439309564,1000,118,0.118,0.001,1,7
binomial,100,0.04417170737980969,0.13343207010672056,1000,133,0.133,0.001,1,7
binomial,1,0.005517407795199922,0.010055326567215382,1000,3,0.003,0.001,2,7
binomial,2,0.009184874838209792,0.010148108928104591,1000,13,0.013,0.001,2,7
binomial,3,0.010879045936633632,0.010259113387798493,1000,9,0.009,0.001,2,7
binomial,4,0.009765041168831595,0.010359784782575886,1000,5,0.005,0.001,2,7
binomial,5,0.014531038108049975,0.010511422266882212,1000,6,0.006,0.001,2,7
binomial,6,0.013676080924595383,0.0106561648279368,1000,9,0.009,0.001,2,7
binomial,7,0.011783207945118647,0.010782471320430044,1000,13,0.013,0.001,2,7
binomial,8,0.030678779760616854,0.011118390837256681,1000,13,0.013,0.001,2,7
binomial,9,0.03912419618372727,0.011562010486677989,1000,12,0.012,0.001,2,7
binomial,10,0.03591424398987433,0.011984797955679345,1000,13,0.013,0.001,2,7
binomial,11,0.03259918360322939,0.01238193051428179,1000,6,0.006,0.001,2,7
binomial,12,0.0334182977625183,0.012802705182908684,1000,9,0.009,0.001,2,7
binomial,13,0.023564223269241624,0.013107973567001741,1000,10,0.01,0.001,2,7
binomial,14,0.02204190760450548,0.013400106060448655,1000,17,0.017,0.001,2,7
binomial,15,0.013554592998835008,0.013582975605536328,1000,10,0.01,0.001,2,7
binomial,16,0.0029204273656614453,0.01362270167952369,1000,11,0.011,0.001,2,7
binomial,17,0.00758516546822977,0.013726425007884098,1000,9,0.009,0.001,2,7
binomial,18,0.013016704950947006,0.013906265759983707,1000,14,0.014,0.001,2,7
binomial,19,0.021244644983669556,0.014204859972709262,1000,20,0.02,0.001,2,7
binomial,20,0.02051366184241288,0.014499262984711932,1000,7,0.007,0.001,2,7
binomial,21,0.011703392564119532,0.014669950414066423,1000,17,0.017,0.001,2,7
binomial,22,0.005590045623895784,0.014752185741653035,1000,20,0.02,0.001,2,7
binomial,23,-0.004075402519214118,0.014692186989293624,1000,10,0.01,0.001,2,7
binomial,24,-0.010441111435681251,0.014539582295382443,1000,15,0.015,0.001,2,7
binomial,25,0.001128141470370046,0.01455599425689829,1000,18,0.018,0.001,2,7
binomial,26,0.02288669051559461,0.014892974262081233,1000,25,0.025,0.001,2,7
binomial,27,0.022928522243152182,0.015238392991648695,1000,17,0.017,0.001,2,7
binomial,28,0.03090341815777772,0.015716663455796174,1000,15,0.015,0.001,2,7
binomial,29,0.04208111268923985,0.01639215109996914,1000,16,0.016,0.001,2,7
binomial,30,0.02848321165127323,0.016865765215145618,1000,14,0.014,0.001,2,7
binomial,31,0.023119252953560133,0.01726023141936748,1000,23,0.023,0.001,2,7
binomial,32,0.029086292524277274,0.017769640050366707,1000,22,0.022,0.001,2,7
binomial,33,0.032039865356964944,0.01834819585777237,1000,20,0.02,0.001,2,7
binomial,34,0.027401030058363328,0.018857906734302276,1000,8,0.008,0.001,2,7
binomial,35,0.028253359910060158,0.019398304032795202,1000,30,0.03,0.001,2,7
binomial,36,0.021579056014424877,0.019821450250158683,1000,16,0.016,0.001,2,7
binomial,37,0.03260117426740701,0.020478301692045637,1000,18,0.018,0.001,2,7
binomial,38,0.027437733215993125,0.02104795918834097,1000,26,0.026,0.001,2,7
binomial,39,0.012091756868271766,0.021304010931348795,1000,14,0.014,0.001,2,7
binomial,40,0.02728967737504525,0.02189339600359294,1000,27,0.027,0.001,2,7
binomial,41,0.018569263737380975,0.02230373833453801,1000,20,0.02,0.001,2,7
binomial,42,0.021536137730464498,0.02278928434163688,1000,24,0.024,0.001,2,7
