param,m,l,u,rhat,ess,model,params,runtime,iter,confignum
sigma,0.034379273166449786,0.012517268819192282,0.07612715271949165,1.005923536096242,127.30067245032056,binomial,estimated,125.18711709976196,1,20
sigma,0.030146651049319566,0.012715491710683703,0.06397512708986616,1.0190237874445527,168.98863108095333,betabinom,estimated,142.23074793815613,1,20
rho,0.0023814160325897043,9.827048686768345e-5,0.005954116231176332,1.0060032007148692,119.02837974352373,betabinom,estimated,142.23074793815613,1,20
sigma,0.05253772293271657,0.019108631530696436,0.11632885391427727,1.0262378073377163,139.57312113466648,weighted,estimated,149.47908782958984,1,20
c,1.409574454685224,0.972401264995825,2.0910641282256806,1.0344407222517615,239.122747725631,weighted,estimated,149.47908782958984,1,20
sigma,0.022787804486130176,0.008778748998746868,0.04907395740744111,1.035887075047964,103.62068751982669,binomial,estimated,99.77499198913574,2,20
sigma,0.023786390437262325,0.00811577550361137,0.053632207145648286,1.0025210754938632,178.5682209546308,betabinom,estimated,134.82699179649353,2,20
rho,0.0030066624267770163,0.0002326159713214158,0.00795676249347469,1.0209741300464783,122.050123195351,betabinom,estimated,134.82699179649353,2,20
sigma,0.05501334465803761,0.017467910561659333,0.10987970062070838,1.0163853209658955,102.50523998494377,weighted,estimated,116.77938890457153,2,20
c,1.4712735452403658,0.9609533674276123,2.2732918376671547,1.0116742107787946,113.5100723836092,weighted,estimated,116.77938890457153,2,20
sigma,0.014454474256263328,0.007075857828883607,0.031087560971665013,1.04754168737186,122.19794468150906,binomial,estimated,121.83469700813293,3,20
sigma,0.014219612481499569,0.006232441607445869,0.030661945224675913,1.0136404703502322,216.55828420997048,betabinom,estimated,169.88751006126404,3,20
rho,0.0012758454554062974,7.304629306480116e-5,0.0038681471871581446,1.0116288517413632,124.23450284103711,betabinom,estimated,169.88751006126404,3,20
sigma,0.013794320089540558,0.006156072821590861,0.023767288619013328,1.0305883748682232,104.08137271067406,weighted,estimated,113.15205502510071,3,20
c,1.0088843970554253,0.7273392356871933,1.3948127895150526,1.0022286984903406,103.03817673848978,weighted,estimated,113.15205502510071,3,20
sigma,0.008137426248166449,3.2352112757459e-5,0.028665850880122423,1.0083608638368413,115.12522811602872,binomial,estimated,111.5608959197998,4,20
sigma,0.009224958320733393,0.0008378927127479911,0.0313215395144203,1.0025285787296034,265.04197801112485,betabinom,estimated,167.5945029258728,4,20
rho,0.001890710741665033,3.6609163368228885e-5,0.005671503133216665,1.0401641132914186,103.67778831693235,betabinom,estimated,167.5945029258728,4,20
sigma,0.07977776926858364,0.0014098737482415296,0.1635980841878466,1.0122609009594152,185.61252374876295,weighted,estimated,132.66724109649658,4,20
c,1.1765608116203252,0.7785550847716604,1.9308785033187,1.0097158225815015,127.71629788303403,weighted,estimated,132.66724109649658,4,20
sigma,0.015670553440920533,0.00086298792155526,0.05142155048898342,1.0198818818950408,105.24278688039495,binomial,estimated,101.06489300727844,5,20
sigma,0.013479007442390771,0.0011530238710030921,0.04178593849814254,1.0181909114187553,137.16630971635018,betabinom,estimated,135.41199707984924,5,20
rho,0.0020457663390720596,7.755876880084832e-5,0.00528122424610575,1.015025622775347,122.26974472093036,betabinom,estimated,135.41199707984924,5,20
sigma,0.08990362832303161,0.03301113419625543,0.18457578802865182,1.0191468366789522,105.88608850326271,weighted,estimated,109.63269090652466,5,20
c,1.3992192116574484,0.8217742418333571,2.1547970981863465,1.017675425805542,106.88179052578701,weighted,estimated,109.63269090652466,5,20
sigma,0.017686183666899995,0.007211514144915241,0.04674003423322294,1.0127320698733968,112.93802285817925,binomial,estimated,101.18551015853882,6,20
sigma,0.01714525799193421,0.006379289034304384,0.04334178034184023,1.0015793088299647,179.3970431160725,betabinom,estimated,134.9593460559845,6,20
rho,0.005184567796432004,0.0013711771903613537,0.009177067725623846,1.032667054253505,127.8307051821187,betabinom,estimated,134.9593460559845,6,20
sigma,0.023390216978666577,0.009012308742429224,0.054415730823715557,1.0179191652298663,105.06975041115791,weighted,estimated,120.21772193908691,6,20
c,1.6733966607588133,1.1908123337371772,2.540949747321198,1.012704121842077,167.27645261523415,weighted,estimated,120.21772193908691,6,20
sigma,0.02647445079211669,0.002331404817647785,0.08818491810502062,1.0052118026542982,128.7750577311537,binomial,estimated,87.55201196670532,7,20
sigma,0.02309501203234576,0.000281495127244701,0.08921372212281645,1.018652727868676,140.24380041795487,betabinom,estimated,127.86553001403809,7,20
rho,0.0022769732349681607,6.49374532553307e-5,0.0077720990576804665,1.0411908768257592,102.39878451579109,betabinom,estimated,127.86553001403809,7,20
sigma,0.15173816493152473,0.026708963987418732,0.19804157170655523,1.0292249691745308,107.69565122618452,weighted,estimated,126.06539702415466,7,20
c,1.03957213180918,0.6666894904626876,1.666378602425685,1.028230064208808,135.95104639065045,weighted,estimated,126.06539702415466,7,20
sigma,0.013819106151521168,0.003842847248853259,0.04050362962058511,1.0143160169658063,137.11932922444848,binomial,estimated,104.23989200592041,8,20
sigma,0.015060733885120426,0.0035660517641332642,0.04322849151709797,1.0038485138015605,257.3552446320213,betabinom,estimated,167.32795596122742,8,20
rho,0.001183139290086647,3.158822989913689e-5,0.004433998274628278,1.00600168808233,107.74174796764888,betabinom,estimated,167.32795596122742,8,20
sigma,0.05992910921494183,0.01620833644283192,0.11932129077502915,1.0225107496172732,105.65028081329062,weighted,estimated,122.35453796386719,8,20
c,1.072478758950411,0.6989429584799397,1.5700558919745464,1.046648423751994,105.55334496935143,weighted,estimated,122.35453796386719,8,20
sigma,0.0187069909382289,0.009098136027590388,0.035098998338240935,1.017704254996742,126.47594873058105,binomial,estimated,101.4764051437378,9,20
sigma,0.020987822686611167,0.009130595736394654,0.043958842369121634,1.0055787166464676,218.34636270056697,betabinom,estimated,162.738352060318,9,20
rho,0.0015055652810556852,8.374587566092992e-5,0.004238061860123227,1.004764223496644,118.80182469911742,betabinom,estimated,162.738352060318,9,20
sigma,0.02626756764255228,0.011762952720746726,0.0696802513102134,1.0255210148869474,107.92129843931478,weighted,estimated,129.498859167099,9,20
c,1.125633608184211,0.7851391377684136,1.5427897120516456,1.0126502686051766,111.45598278833512,weighted,estimated,129.498859167099,9,20
sigma,0.01678483214182925,0.0013274723143198823,0.04047529959637399,1.0196685833924946,102.39991971340267,binomial,estimated,96.04241800308228,10,20
sigma,0.01695242014169834,0.0011172619885627486,0.046265080450016385,1.0053917288193193,119.67633032855552,betabinom,estimated,143.07533502578735,10,20
rho,0.0029953718769550946,0.00027011625631823827,0.008036689390299756,1.0201932686874702,109.17871815754671,betabinom,estimated,143.07533502578735,10,20
sigma,0.04334841169761007,0.014035517911805184,0.09320970311164387,1.0260798250836887,116.9753897153102,weighted,estimated,130.4733579158783,10,20
c,1.748640928635984,1.1226735189562573,2.934533682517946,1.0141853024532013,234.3037968477477,weighted,estimated,130.4733579158783,10,20
