obsmethod,t,rt,Pt,nSamples,nPos,phat,ssw,iter,confignum
binomial,1,-0.011293221442380996,0.00988770307608784,100000,995,0.00995,1.0e-5,1,28
binomial,2,-0.008910890392099476,0.00979998623574345,100000,996,0.00996,1.0e-5,1,28
binomial,3,-0.010281691905794215,0.009699742019751679,100000,1038,0.01038,1.0e-5,1,28
binomial,4,-0.03590872042243138,0.009357616108906848,100000,917,0.00917,1.0e-5,1,28
binomial,5,-0.0229965827436755,0.009144878411127327,100000,897,0.00897,1.0e-5,1,28
binomial,6,-0.034910421507298985,0.008831135169147918,100000,877,0.00877,1.0e-5,1,28
binomial,7,-0.032621693831465404,0.00854769683595615,100000,815,0.00815,1.0e-5,1,28
binomial,8,-0.0245062251584462,0.008340770895319195,100000,838,0.00838,1.0e-5,1,28
binomial,9,-0.01394081780080999,0.008225300474100057,100000,836,0.00836,1.0e-5,1,28
binomial,10,-0.02538306361973201,0.008019144650793342,100000,804,0.00804,1.0e-5,1,28
binomial,11,-0.02051299350083507,0.00785632367085797,100000,779,0.00779,1.0e-5,1,28
binomial,12,-0.021380744865654423,0.007690132594321448,100000,753,0.00753,1.0e-5,1,28
binomial,13,-0.014593973121633914,0.007578717974376943,100000,758,0.00758,1.0e-5,1,28
binomial,14,0.002407728301029883,0.007596987453274151,100000,764,0.00764,1.0e-5,1,28
binomial,15,0.014173888858563912,0.007705433041407561,100000,779,0.00779,1.0e-5,1,28
binomial,16,0.015343517433646063,0.00782457316453381,100000,819,0.00819,1.0e-5,1,28
binomial,17,0.015395569672832498,0.007945969007128075,100000,775,0.00775,1.0e-5,1,28
binomial,18,0.001709275096413495,0.00795956246824153,100000,787,0.00787,1.0e-5,1,28
binomial,19,-0.003894224286859634,0.007928626421811975,100000,903,0.00903,1.0e-5,1,28
binomial,20,0.0076482662734190425,0.00798949915657671,100000,809,0.00809,1.0e-5,1,28
binomial,21,0.04156467816143649,0.008328578157153184,100000,790,0.0079,1.0e-5,1,28
binomial,22,0.06901764856076917,0.008923697697327293,100000,861,0.00861,1.0e-5,1,28
binomial,23,0.07675361160901956,0.009635594598972659,100000,943,0.00943,1.0e-5,1,28
binomial,24,0.09190605255755521,0.010563134532054836,100000,1010,0.0101,1.0e-5,1,28
binomial,25,0.08476965925652438,0.011497616168385764,100000,1127,0.01127,1.0e-5,1,28
binomial,26,0.10549989661865039,0.01277690980984676,100000,1334,0.01334,1.0e-5,1,28
binomial,27,0.09703284640767741,0.014078833048294987,100000,1409,0.01409,1.0e-5,1,28
binomial,28,0.07349874752390957,0.015152586064672676,100000,1448,0.01448,1.0e-5,1,28
binomial,29,0.12055488298590432,0.017093975606340153,100000,1706,0.01706,1.0e-5,1,28
binomial,30,0.10869947930594853,0.019056830181390143,100000,1907,0.01907,1.0e-5,1,28
binomial,31,0.140222257325767,0.021925444996195864,100000,2207,0.02207,1.0e-5,1,28
binomial,32,0.15360304005520808,0.025565681210671695,100000,2544,0.02544,1.0e-5,1,28
binomial,33,0.1317688064088261,0.029166467637295718,100000,2877,0.02877,1.0e-5,1,28
binomial,34,0.08044410489209566,0.03160969210342839,100000,3261,0.03261,1.0e-5,1,28
binomial,35,0.06362056497740075,0.03368606837932566,100000,3282,0.03282,1.0e-5,1,28
binomial,36,0.05633901377962495,0.03563838774896379,100000,3514,0.03514,1.0e-5,1,28
binomial,37,0.06480099119641619,0.03802425918546618,100000,3757,0.03757,1.0e-5,1,28
binomial,38,0.08538173946014121,0.041413466060851965,100000,4117,0.04117,1.0e-5,1,28
binomial,39,0.06013541783259131,0.04398028709444676,100000,4349,0.04349,1.0e-5,1,28
binomial,40,0.050540740379529964,0.046260212635621224,100000,4599,0.04599,1.0e-5,1,28
binomial,41,0.02580371430307692,0.0474694320279657,100000,4709,0.04709,1.0e-5,1,28
binomial,42,0.05150477023370308,0.049978391292431354,100000,4941,0.04941,1.0e-5,1,28
binomial,43,0.06229148245349739,0.053190628260686795,100000,5208,0.05208,1.0e-5,1,28
binomial,44,0.05995863820957764,0.056477416965510174,100000,5648,0.05648,1.0e-5,1,28
binomial,45,0.03357443869249689,0.058405805679784546,100000,5869,0.05869,1.0e-5,1,28
