obsmethod,t,rt,Pt,nSamples,nPos,phat,ssw,theoreticalvar,iter,confignum
weighted,1,-0.0181165301892001,0.009820465876156384,100,2,0.03022939420688677,0.01183396160340545,0.00013047701302019982,1,20
weighted,2,-0.00713170573973174,0.00975067835113661,100,2,0.0387021067225288,0.013072755566588354,0.00015965864299279065,1,20
weighted,3,-1.2465799937098898e-5,0.00975055680188864,100,1,0.010007395076437595,0.01307075562002197,0.00016192431131785244,1,20
weighted,4,0.011976539745216286,0.009868036830832249,100,0,0.0,0.012517829216003333,0.00015027945985478033,1,20
weighted,5,0.017056856070542643,0.010037798196552719,100,0,0.0,0.01284980821772091,0.00015997425965151409,1,20
weighted,6,0.0388882618084961,0.010435840138558028,100,2,0.011496287654511102,0.012525663866213435,0.0001560668793853443,1,20
weighted,7,0.041218188706003106,0.010874974559279727,100,1,0.004578951726503164,0.012763751535046847,0.0001649494609689681,1,20
weighted,8,0.035778998258836604,0.011271114746062781,100,3,0.03456776094020925,0.012178543973873876,0.0001568998692829999,1,20
weighted,9,0.025347369465341812,0.011560459427520653,100,0,0.0,0.012797231455040182,0.0001940666484247547,1,20
weighted,10,0.03441275371005117,0.011965211036574596,100,1,0.013410796820358275,0.01175401248744314,0.00015874741858046146,1,20
weighted,11,0.015034231686594526,0.012146457830732179,100,2,0.023770833526533936,0.012691129051859441,0.0001830259949014741,1,20
weighted,12,0.009344343436493242,0.012260490454493778,100,0,0.0,0.012159925349640622,0.0001735076176141317,1,20
weighted,13,0.0017798840640981112,0.012282332138137904,100,1,0.005265379223905373,0.012740496804238041,0.00018522343108207126,1,20
weighted,14,-0.005812201323832659,0.012211151808610128,100,2,0.019172852578229867,0.012355589756073052,0.00017661236270078028,1,20
weighted,15,-0.008569211607925476,0.012106958927792401,100,0,0.0,0.011995773797566103,0.0001661781142028055,1,20
weighted,16,-0.005611590260502028,0.012039209902658035,100,2,0.027466676709358054,0.012555608415748853,0.000180277210694511,1,20
weighted,17,0.012657365395871303,0.012192563057558791,100,1,0.005428455571224549,0.012524227744785092,0.0001781020273962374,1,20
weighted,18,0.01456769636546173,0.012371480658628016,100,2,0.02144079248129071,0.012790158531555433,0.00019499405588603,1,20
weighted,19,0.03819764784786615,0.01285318351009201,100,0,0.0,0.01324349912239139,0.0002219970444122198,1,20
weighted,20,0.04238252855774444,0.013409642707351357,100,3,0.04699402378006727,0.011809970595660326,0.00017914487779933548,1,20
weighted,21,0.05374997892370127,0.014150133124193954,100,2,0.023355871635426833,0.012759218028924142,0.00021976570456491438,1,20
weighted,22,0.04672901614820617,0.01482704752398508,100,0,0.0,0.01225107478673129,0.00020980881277012022,1,20
weighted,23,0.04758000318377509,0.015549571025298812,100,0,0.0,0.013072822364061659,0.0002637298283232404,1,20
weighted,24,0.054845755776366543,0.016426219484127456,100,2,0.0390839256316284,0.01223134902920584,0.00023530609432961824,1,20
weighted,25,0.07426915309320617,0.017692626313382837,100,3,0.034510432470276214,0.012933124511606551,0.0002820750103377154,1,20
weighted,26,0.052960800020147775,0.018654898398875155,100,1,0.006667000016992795,0.014039868878553104,0.0003780146254117561,1,20
weighted,27,0.07309448066205095,0.020069539964560613,100,4,0.06674806515518521,0.012228738125222264,0.00028194930896689464,1,20
weighted,28,0.04645154230225822,0.021023792725385702,100,2,0.025608606825266146,0.013352243682026003,0.00035018989098275805,1,20
weighted,29,0.03339887469160519,0.021737821245940606,100,0,0.0,0.013152843656624355,0.0003531368549579189,1,20
weighted,30,0.028842384519138377,0.02237392106661938,100,1,0.028697927833014843,0.013087659488359186,0.0003635643297055993,1,20
weighted,31,0.025355563716576327,0.02294847777060567,100,1,0.006550432291774518,0.012258849998743927,0.0003215831937505771,1,20
