"t","mean","lower","upper","variable","model","params","iter","confignum"
1,0.0321081948942383,-0.0316572113645021,0.0950588990370005,"rt","binomial","estimated",1,26
2,0.0317242374721219,-0.0234759952126299,0.0867399585736101,"rt","binomial","estimated",1,26
3,0.031590498024725,-0.0151824910818313,0.0763495066517929,"rt","binomial","estimated",1,26
4,0.0335911828775535,-0.00475107953202768,0.0722452158384562,"rt","binomial","estimated",1,26
5,0.0340525460523117,0.000857532352235416,0.0674874364394171,"rt","binomial","estimated",1,26
6,0.034675493243516,0.00187128779136717,0.066674343189091,"rt","binomial","estimated",1,26
7,0.0350250549004775,0.00355796795054021,0.0652231489626244,"rt","binomial","estimated",1,26
8,0.0353344726589155,0.00469058153575667,0.0647340553277799,"rt","binomial","estimated",1,26
9,0.0385161537772168,0.00808721015709341,0.0676741998402666,"rt","binomial","estimated",1,26
10,0.041971323896845,0.0111144208600097,0.0699960957754704,"rt","binomial","estimated",1,26
11,0.0444743376951541,0.0142566314499649,0.0738464153563675,"rt","binomial","estimated",1,26
12,0.0504926531887352,0.0188927723979653,0.0796900242750866,"rt","binomial","estimated",1,26
13,0.0559123216598873,0.0277500462482812,0.0845493856465042,"rt","binomial","estimated",1,26
14,0.0627164775198215,0.0345513744167723,0.093497200283749,"rt","binomial","estimated",1,26
15,0.0677058961136024,0.0404994734361556,0.098496902147803,"rt","binomial","estimated",1,26
16,0.0704251980850846,0.0428962422761978,0.102125805927204,"rt","binomial","estimated",1,26
17,0.0689626641855094,0.0410511982117239,0.099337512800588,"rt","binomial","estimated",1,26
18,0.062701298552825,0.0335034840331112,0.0915814189068005,"rt","binomial","estimated",1,26
19,0.0563379411868631,0.027158449967718,0.0836385249544135,"rt","binomial","estimated",1,26
20,0.0518203627864485,0.0218531897714032,0.0783512100891598,"rt","binomial","estimated",1,26
21,0.0522176444746174,0.0244034319976795,0.0789233271204597,"rt","binomial","estimated",1,26
22,0.0537733428470795,0.0272999519572244,0.0815638168716309,"rt","binomial","estimated",1,26
23,0.0501174318295589,0.0242315045350968,0.0779199446483279,"rt","binomial","estimated",1,26
24,0.0441033610906431,0.0192330838862659,0.0726321471672902,"rt","binomial","estimated",1,26
25,0.0370215487459959,0.0116117059017301,0.0668913840704916,"rt","binomial","estimated",1,26
26,0.0250025968845702,-0.00149724849155367,0.053852995106285,"rt","binomial","estimated",1,26
27,0.0117893693520381,-0.0142857945522435,0.0384024955683903,"rt","binomial","estimated",1,26
28,-0.00398051322158869,-0.0323595493879141,0.0216873655741915,"rt","binomial","estimated",1,26
29,-0.0156241908241227,-0.0436157513795735,0.0102689770184886,"rt","binomial","estimated",1,26
30,-0.0259352123057674,-0.0548549122349184,0.000849651132731634,"rt","binomial","estimated",1,26
31,-0.0344253638163661,-0.0635006014257498,-0.00793547508571231,"rt","binomial","estimated",1,26
32,-0.0408186408665938,-0.0708265121534702,-0.0146663847559188,"rt","binomial","estimated",1,26
33,-0.0460203691819343,-0.0781337546478889,-0.0200883430124491,"rt","binomial","estimated",1,26
34,-0.0445403132555679,-0.0741123049642217,-0.018178830885798,"rt","binomial","estimated",1,26
35,-0.0381802315018709,-0.0671626662039564,-0.0121370205183573,"rt","binomial","estimated",1,26
36,-0.0272085709207487,-0.0544849370055338,0.000165844146824391,"rt","binomial","estimated",1,26
37,-0.0165273221835111,-0.0427717197535557,0.012508636830464,"rt","binomial","estimated",1,26
38,-0.0084505222279727,-0.0340315677676267,0.0232027044888637,"rt","binomial","estimated",1,26
39,-0.0062681581866229,-0.032356579409353,0.023905565028445,"rt","binomial","estimated",1,26
40,-0.00816225982616214,-0.033913897439853,0.0211081031256038,"rt","binomial","estimated",1,26
41,-0.0121168251105651,-0.0397789943062368,0.0165558026181584,"rt","binomial","estimated",1,26
42,-0.0142110344912263,-0.0421989356170864,0.0153441328631278,"rt","binomial","estimated",1,26
43,-0.0159621176157782,-0.043067248976508,0.0128761259410491,"rt","binomial","estimated",1,26
44,-0.0197171224340177,-0.04749162016089,0.00962510984246731,"rt","binomial","estimated",1,26
45,-0.0242474892142369,-0.0508641853771131,0.00467286296292379,"rt","binomial","estimated",1,26
46,-0.0320517147114865,-0.0614761498379895,-0.00367123480212973,"rt","binomial","estimated",1,26
47,-0.0399059989389954,-0.0718384007801218,-0.0131424255530322,"rt","binomial","estimated",1,26
48,-0.0460918218856688,-0.0781471867817063,-0.0188066867567958,"rt","binomial","estimated",1,26
49,-0.0457582496555366,-0.0772044481670044,-0.0179949699681747,"rt","binomial","estimated",1,26
50,-0.0428941254255634,-0.0739802541857912,-0.014453273084282,"rt","binomial","estimated",1,26
51,-0.0361373221405662,-0.0652644090455636,-0.00753983122090541,"rt","binomial","estimated",1,26
52,-0.0293394051356957,-0.0575095001352446,0.001396932215706,"rt","binomial","estimated",1,26
53,-0.0248938309963793,-0.0528109055270675,0.00715043323525729,"rt","binomial","estimated",1,26
54,-0.0250419842380877,-0.0529984048399423,0.00720811283705494,"rt","binomial","estimated",1,26
55,-0.026279189441233,-0.0546849293361021,0.00578041167018956,"rt","binomial","estimated",1,26
56,-0.0280753717195032,-0.0569660479613988,0.00238975436999346,"rt","binomial","estimated",1,26
57,-0.0315623926856812,-0.0614689298911757,-0.00222635973461088,"rt","binomial","estimated",1,26
58,-0.0364533044876963,-0.0665598813719544,-0.00759953369682006,"rt","binomial","estimated",1,26
59,-0.0407908849987045,-0.0714945705982268,-0.0123424981087001,"rt","binomial","estimated",1,26
60,-0.0440697224423204,-0.0767521825224661,-0.0152066159937118,"rt","binomial","estimated",1,26
61,-0.0455578400324114,-0.0789216850204736,-0.0167008085886077,"rt","binomial","estimated",1,26
62,-0.0442624901110892,-0.0784607381352575,-0.0155179953995052,"rt","binomial","estimated",1,26
63,-0.0395753436086122,-0.0720078961232529,-0.0106845584500913,"rt","binomial","estimated",1,26
64,-0.0338947366967693,-0.0660944440872848,-0.00450853512112465,"rt","binomial","estimated",1,26
65,-0.0269052606459072,-0.0570016645206209,0.00375323637150846,"rt","binomial","estimated",1,26
66,-0.0185763250658183,-0.04844028518349,0.0139835526902961,"rt","binomial","estimated",1,26
67,-0.0133768422306579,-0.0432643801495904,0.0205203356584454,"rt","binomial","estimated",1,26
68,-0.0108804200638562,-0.0404645942738737,0.0236384995551445,"rt","binomial","estimated",1,26
69,-0.0112503259429069,-0.0408386526779366,0.0219264797253626,"rt","binomial","estimated",1,26
70,-0.0148430415719787,-0.0458080876371209,0.0177262717930389,"rt","binomial","estimated",1,26
71,-0.0190390569243657,-0.0508106593571037,0.0116880106194217,"rt","binomial","estimated",1,26
72,-0.0218580308089099,-0.0553884734329023,0.00877595554852426,"rt","binomial","estimated",1,26
73,-0.0205152980593823,-0.053121970505503,0.0100145319354381,"rt","binomial","estimated",1,26
74,-0.0178307612726447,-0.0490116783257107,0.0126106693997918,"rt","binomial","estimated",1,26
75,-0.0149672028838042,-0.0456996296053566,0.0173067411712048,"rt","binomial","estimated",1,26
76,-0.0132843776497377,-0.043550400152381,0.020247968340321,"rt","binomial","estimated",1,26
77,-0.0144628175576877,-0.0448912358832866,0.0204695241370332,"rt","binomial","estimated",1,26
78,-0.0182769323795409,-0.0487975602307076,0.0147393050157687,"rt","binomial","estimated",1,26
79,-0.0256389282140623,-0.0577984239600062,0.00606691599577395,"rt","binomial","estimated",1,26
80,-0.0315227442146419,-0.0653289736717129,-0.00141787319971647,"rt","binomial","estimated",1,26
81,-0.0359780705386117,-0.0718595268935767,-0.00534545108338941,"rt","binomial","estimated",1,26
