param,m,l,u,rhat,ess,model,params,runtime,iter,confignum
sigma,0.020706750276461478,0.008664326814589954,0.04795611125071878,1.0288106708959772,104.74330806654238,binomial,estimated,94.36148405075073,8,19
sigma,0.021876259323180762,0.008949547025069383,0.044885400694864734,1.0080699149799837,227.51283802561397,betabinom,estimated,137.83212685585022,8,19
rho,0.002446269646665547,4.55891401177958e-5,0.007090785295774444,1.021963638337177,109.35947109968495,betabinom,estimated,137.83212685585022,8,19
sigma,0.06499593658473299,0.011401251614315142,0.14497346921215376,1.0058944913277377,123.72174221754953,weighted,estimated,123.21106600761414,8,19
c,1.009573231487561,0.6616235471439673,1.5152262956663507,1.0185190917186886,175.14492402523004,weighted,estimated,123.21106600761414,8,19
sigma,0.009302126765058786,0.0007316732686078347,0.03449760412412772,1.017754918512953,107.60236816564378,binomial,estimated,117.87180304527283,9,19
sigma,0.009208727569247701,0.0006754359174700561,0.03343150314500421,1.0108504679263741,189.93202592073558,betabinom,estimated,145.97289109230042,9,19
rho,0.0019453422832269667,8.192860855577976e-5,0.00548909191443001,1.044452754003047,111.29930568502796,betabinom,estimated,145.97289109230042,9,19
sigma,0.02213413292010523,0.0033526853831545014,0.06027715867714278,1.022315983853557,120.20677574341671,weighted,estimated,116.48172783851624,9,19
c,0.9626541342137169,0.6675415379156318,1.3681212914355205,1.0219586851142646,123.6140788455458,weighted,estimated,116.48172783851624,9,19
sigma,0.017340034448914646,0.0030001378206102654,0.04354104441048885,1.0389005981582344,124.47581583773368,binomial,estimated,99.63119506835938,10,19
sigma,0.014241721825951245,0.0007922222412275054,0.041967147434157547,1.0010734690498098,263.2651137163144,betabinom,estimated,140.31842184066772,10,19
rho,0.0018722230348068828,8.756320489111159e-5,0.005497056755821761,1.0373986254054972,105.92447145891855,betabinom,estimated,140.31842184066772,10,19
sigma,0.022418118147128033,0.005762219110341695,0.07267859241220688,1.0163705136793355,181.9711347514248,weighted,estimated,133.62722492218018,10,19
c,1.0307240343432988,0.7454226196252622,1.5665330609475687,1.0383509097129864,103.24270407354237,weighted,estimated,133.62722492218018,10,19
