obsmethod,t,rt,Pt,nSamples,nPos,phat,ssw,iter,confignum
binomial,1,-0.007790504212932574,0.009922397631147646,100000,1021,0.01021,1.0e-5,1,13
binomial,2,-0.007635105044909985,0.009846927560520842,100000,927,0.00927,1.0e-5,1,13
binomial,3,-0.009014611390108411,0.009758560232155579,100000,1012,0.01012,1.0e-5,1,13
binomial,4,-0.015446716019269145,0.009608980753496832,100000,959,0.00959,1.0e-5,1,13
binomial,5,-0.0010792589298024135,0.0095986157694692,100000,1007,0.01007,1.0e-5,1,13
binomial,6,0.01431916045881878,0.009737048644802765,100000,956,0.00956,1.0e-5,1,13
binomial,7,0.013405508731982499,0.009868457569249794,100000,978,0.00978,1.0e-5,1,13
binomial,8,0.006399468460589687,0.009931812956402835,100000,975,0.00975,1.0e-5,1,13
binomial,9,0.00664680956183411,0.009998047706759279,100000,1012,0.01012,1.0e-5,1,13
binomial,10,0.0015314590257532188,0.010013371037691536,100000,985,0.00985,1.0e-5,1,13
binomial,11,0.010507821612670793,0.010119144505421925,100000,1027,0.01027,1.0e-5,1,13
binomial,12,0.006547606145360773,0.010185618062022308,100000,1032,0.01032,1.0e-5,1,13
binomial,13,0.010358374351590635,0.01029167283616857,100000,1008,0.01008,1.0e-5,1,13
binomial,14,0.015798161024727267,0.010455553438465078,100000,1065,0.01065,1.0e-5,1,13
binomial,15,0.020327786555238897,0.010670266625418479,100000,1046,0.01046,1.0e-5,1,13
binomial,16,0.015589494788114515,0.010837914065511189,100000,1113,0.01113,1.0e-5,1,13
binomial,17,0.005292641486876836,0.010895427323397575,100000,1077,0.01077,1.0e-5,1,13
binomial,18,0.012636554009302092,0.011033981559549327,100000,1074,0.01074,1.0e-5,1,13
binomial,19,0.002420028125122471,0.011060716441791178,100000,1095,0.01095,1.0e-5,1,13
binomial,20,0.0005940998144868866,0.011067289563729266,100000,1137,0.01137,1.0e-5,1,13
binomial,21,0.011989233075802016,0.011200776481746558,100000,1142,0.01142,1.0e-5,1,13
binomial,22,0.011911978370189426,0.011334997722073201,100000,1109,0.01109,1.0e-5,1,13
binomial,23,0.01183591085187024,0.011469954839327591,100000,1100,0.011,1.0e-5,1,13
binomial,24,0.0028057022227087457,0.01150218130490725,100000,1131,0.01131,1.0e-5,1,13
binomial,25,-0.007385646073672437,0.011417543202981193,100000,1125,0.01125,1.0e-5,1,13
binomial,26,-0.00936976374971166,0.011311063146066955,100000,1125,0.01125,1.0e-5,1,13
binomial,27,0.005851287632451517,0.011377441439822241,100000,1120,0.0112,1.0e-5,1,13
binomial,28,-0.0030766924232791537,0.011342490346400886,100000,1057,0.01057,1.0e-5,1,13
binomial,29,-0.0012422410664599244,0.01132840898712886,100000,1136,0.01136,1.0e-5,1,13
binomial,30,-0.0016066808312475698,0.011310222463442463,100000,1117,0.01117,1.0e-5,1,13
binomial,31,-0.0003378267926822131,0.011306402212590995,100000,1133,0.01133,1.0e-5,1,13
binomial,32,0.0019140478747307946,0.011328063931887462,100000,1158,0.01158,1.0e-5,1,13
binomial,33,-0.009031515246583665,0.01122621496731324,100000,1170,0.0117,1.0e-5,1,13
binomial,34,-0.0038431583788749862,0.011183153643942236,100000,1084,0.01084,1.0e-5,1,13
binomial,35,-0.011341911500461786,0.011057031887925447,100000,1155,0.01155,1.0e-5,1,13
binomial,36,-0.021245619559811045,0.010824596257392884,100000,1061,0.01061,1.0e-5,1,13
binomial,37,-0.007275720557210161,0.0107461253323027,100000,1055,0.01055,1.0e-5,1,13
binomial,38,-0.019949344623219872,0.010533871377620251,100000,1016,0.01016,1.0e-5,1,13
binomial,39,-0.015785221212674103,0.010368897388730428,100000,1054,0.01054,1.0e-5,1,13
binomial,40,-0.0106974257925107,0.01025856805044425,100000,1001,0.01001,1.0e-5,1,13
binomial,41,-0.007353142064857807,0.010183411997387095,100000,1009,0.01009,1.0e-5,1,13
binomial,42,-0.003611663862619293,0.010146699273194677,100000,1016,0.01016,1.0e-5,1,13
