param,m,l,u,rhat,ess,model,params,runtime,iter,confignum
sigma,0.01102964346643319,0.005844538472701347,0.02244397238766514,1.0350839265815144,147.91666288823285,binomial,estimated,122.95586800575256,1,9
sigma,0.01065026685218673,0.005638663731039287,0.018833980927397277,1.0172093354746432,211.01096959581736,betabinom,estimated,132.59011793136597,1,9
rho,0.0002801478455734903,2.3925076614795643e-5,0.0006970286739457223,1.0174741354754742,121.30444685331925,betabinom,estimated,132.59011793136597,1,9
sigma,0.011796628667025381,0.005448801557119987,0.02150401036977156,1.041789293398231,100.56071313856428,weighted,estimated,101.38138318061829,1,9
c,1.2767042518130338,0.9060779833392983,1.7214937467372233,1.030878972098057,120.21508530695439,weighted,estimated,101.38138318061829,1,9
sigma,0.0043252761490852835,8.715419160061283e-5,0.020001458152131894,1.0389806048513444,120.8503656066257,binomial,estimated,109.05808091163635,2,9
sigma,0.0036832599438034195,5.3564773001000534e-5,0.015107223509304891,1.0186898993637143,144.48620602806963,betabinom,estimated,122.06549310684204,2,9
rho,0.0005060812890923586,0.0001675172845250558,0.0009817004083178611,1.0258924933496658,101.52866546778138,betabinom,estimated,122.06549310684204,2,9
sigma,0.005646557296279761,0.00034226508218348833,0.018571147432850668,1.031215771430881,113.57449115064337,weighted,estimated,108.05721092224121,2,9
c,1.5184988456563113,1.1191612869979322,2.0785715940741687,1.0159340569099862,126.67666432414391,weighted,estimated,108.05721092224121,2,9
sigma,0.005166864632418046,0.0015044798774424533,0.013289170557622305,1.0158925361389715,117.23738739261842,binomial,estimated,103.0083179473877,3,9
sigma,0.005438765115097363,0.0015353385568209485,0.013677972639306486,1.0107892417826816,169.90809670098614,betabinom,estimated,141.80632090568542,3,9
rho,0.00017351694111400584,4.427031595164754e-6,0.0004912449890450549,1.0143587237201168,106.27370827067504,betabinom,estimated,141.80632090568542,3,9
sigma,0.005600207645187745,0.0017075200836412351,0.012725060614631566,1.0076267656398359,131.32062119717273,weighted,estimated,107.23028612136841,3,9
c,1.030799603644292,0.7797509196154107,1.3262537332908302,1.0199176888255261,148.28174812207502,weighted,estimated,107.23028612136841,3,9
sigma,0.01125923447474326,0.0026266962362214846,0.025126791926304067,1.034758102865338,102.01144956415786,binomial,estimated,92.33024191856384,4,9
sigma,0.01076565651621464,0.002646254600842262,0.02888899144847788,1.0094931501966684,113.23994792927837,betabinom,estimated,131.06091213226318,4,9
rho,0.00039826313254035753,7.38335100188072e-5,0.0008647698477323667,1.0175507679248206,112.55775361094646,betabinom,estimated,131.06091213226318,4,9
sigma,0.012610553660007006,0.004297583011279266,0.02921998978684013,1.0153599478750717,157.29992632636026,weighted,estimated,108.13096308708191,4,9
c,1.3229472496649137,0.9827508696473989,1.7895424382819916,1.0383056100999788,184.23502162593758,weighted,estimated,108.13096308708191,4,9
sigma,0.008070848155474753,0.0014764986787422767,0.020712087132508366,1.0091909313349765,113.44845060464958,binomial,estimated,105.95306301116943,5,9
sigma,0.005277690707231244,1.8497575714480777e-5,0.017398004971665073,1.0367385287030255,111.05586512171263,betabinom,estimated,131.08111906051636,5,9
rho,0.00041886096102723854,0.00013780007761228627,0.0007928871424863973,1.0005237327189294,100.71846587419908,betabinom,estimated,131.08111906051636,5,9
sigma,0.005717193516344953,0.0003686273593181673,0.01993468649623424,1.0163913274526843,123.13126404760686,weighted,estimated,111.10391187667847,5,9
c,1.3528589091248324,0.9639305017103056,1.8145857026575023,1.010338169238304,214.27340593757881,weighted,estimated,111.10391187667847,5,9
sigma,0.011252460859244152,0.002815480098063985,0.025211671224986087,1.031195077162393,106.16533434111524,binomial,estimated,98.83160901069641,6,9
sigma,0.010278485725640501,0.0009406722645320084,0.02517132985581519,1.0152741957766345,237.48191537702155,betabinom,estimated,129.89657187461853,6,9
rho,0.00028893204186426243,2.6923454638807625e-5,0.0007456237404594788,1.020003236137994,139.87485206440033,betabinom,estimated,129.89657187461853,6,9
sigma,0.011051455018521906,0.0010120552210467404,0.02604456429851098,1.0410548356463871,103.52957060692722,weighted,estimated,104.08427119255066,6,9
c,1.1731016187771903,0.8226741681218516,1.6199216137143326,1.0031138349688895,135.16353028306207,weighted,estimated,104.08427119255066,6,9
sigma,0.008560826681009598,0.004871310581807598,0.014491180556625877,1.0104000897589736,116.79531065808403,binomial,estimated,100.93794298171997,7,9
sigma,0.008503760565935558,0.004709850022384477,0.014664687362333475,1.007518210927074,169.03694373100635,betabinom,estimated,133.31418299674988,7,9
rho,0.0001772465616957234,4.978355737986044e-6,0.00047650142153800085,1.0191116603865333,100.44586539510492,betabinom,estimated,133.31418299674988,7,9
sigma,0.008247406184144688,0.004929300381418733,0.014283017349567186,1.0053110796224591,174.75219122733452,weighted,estimated,107.36545896530151,7,9
c,1.0349368991172492,0.7862675610346006,1.369538699086719,1.019884934428043,171.60997324392906,weighted,estimated,107.36545896530151,7,9
sigma,0.010935013432021317,0.004955609841343315,0.019156256315293115,1.0385926322890442,100.85212049994381,binomial,estimated,111.39890313148499,8,9
sigma,0.009656229197961247,0.004918822836700516,0.018291249370837887,1.0020613347822203,185.082647888295,betabinom,estimated,132.63892698287964,8,9
rho,0.0003030992655004865,2.3110593903353153e-5,0.0007786049476037186,1.037478177006485,109.69929262016113,betabinom,estimated,132.63892698287964,8,9
sigma,0.010301727454706202,0.004950406802590802,0.019683902027342815,1.0482814064254973,102.19085168208302,weighted,estimated,104.43194890022278,8,9
c,1.1717950333434248,0.8581445284781603,1.6038907542227199,1.0481048044401744,117.76296331669216,weighted,estimated,104.43194890022278,8,9
sigma,0.009026514305561954,0.0027875368385976386,0.01947041354849504,1.0178425167982312,123.91874323795544,binomial,estimated,101.35764694213867,9,9
sigma,0.007997767981362022,0.0029089635587115255,0.017769712645068516,1.0088683308401913,141.94083500244824,betabinom,estimated,133.03181099891663,9,9
rho,0.00040626960718272615,3.5098640901993865e-5,0.0008715381129313119,1.0141837708631058,107.86806245318188,betabinom,estimated,133.03181099891663,9,9
sigma,0.0076920872909094174,0.0028083308937721036,0.016508653027348975,1.0190376577474214,109.79023162727202,weighted,estimated,107.99274802207947,9,9
c,1.3130041955759963,0.9598073355927064,1.7795215849687067,1.015578483830995,165.13318013131547,weighted,estimated,107.99274802207947,9,9
sigma,0.0036926988890396105,0.00022489714001487312,0.011958443706415214,1.010341031303181,123.89320042900896,binomial,estimated,111.88948512077332,10,9
sigma,0.0041958106421565765,0.00013396500079713167,0.014643688616635774,1.0156855596691872,218.73375516726867,betabinom,estimated,152.1016490459442,10,9
rho,0.00016950456288640045,4.911272741554135e-6,0.00047124342489501965,1.0320062783335415,110.55070168013741,betabinom,estimated,152.1016490459442,10,9
sigma,0.005443263526699516,0.00042402157983648797,0.018679544453282435,1.010460154280605,120.47892999701024,weighted,estimated,108.51604390144348,10,9
c,1.055862866878731,0.7581785355233962,1.4619323385156364,1.0230737461881632,121.9959955382889,weighted,estimated,108.51604390144348,10,9
