param,m,l,u,rhat,ess,model,params,runtime,iter,confignum
sigma,0.08455112967931207,0.008690438824348112,0.19196718409610294,1.006108681661732,168.36517728056742,binomial,estimated,90.2534430027008,1,17
sigma,0.07833690221200712,0.00849523674998321,0.18145615361769463,1.0258310369301018,104.70674742370272,betabinom,estimated,108.33162808418274,1,17
rho,0.004857272534580266,0.00029472678513739134,0.009535061810681205,1.0043222874756963,235.18818888529998,betabinom,estimated,108.33162808418274,1,17
sigma,0.11404014844025395,0.05480564945944383,0.19912736393300334,1.0119195315998077,111.00968995104238,weighted,estimated,193.0248670578003,1,17
c,0.22873338189165296,0.13530916623571937,0.32575407957788205,1.0124232810001015,173.3487844506037,weighted,estimated,193.0248670578003,1,17
sigma,0.03553867627789965,0.0010805477583713044,0.12936810606410412,1.005565795577889,118.25089704112762,binomial,estimated,78.32487106323242,2,17
sigma,0.039567632634695704,0.0018303823178357113,0.14973932813417462,1.0025038187656194,157.4048919066168,betabinom,estimated,116.2935779094696,2,17
rho,0.004385145695837706,4.632709707603263e-5,0.009594335673026944,1.0076699060321528,162.79480091055592,betabinom,estimated,116.2935779094696,2,17
sigma,0.18986052508954343,0.1647110678779553,0.19977042708562653,1.0380361809259326,102.0428085529127,weighted,estimated,268.0302140712738,2,17
c,0.26780310049539985,0.15733675769447464,0.4592073435957381,1.0229949801399498,165.90283915064177,weighted,estimated,268.0302140712738,2,17
sigma,0.017113079561290184,0.0005308337776029608,0.06048898723579262,1.048686463280834,108.24062081759075,binomial,estimated,86.88650417327881,3,17
sigma,0.018872009803793097,0.0010387307020335687,0.06658958913876337,1.0193036516098823,103.76951826783578,betabinom,estimated,123.4431779384613,3,17
rho,0.004341452858486328,0.0003073147006223842,0.009383492305674406,1.0067665971349984,240.6969503855947,betabinom,estimated,123.4431779384613,3,17
sigma,0.16327819390057502,0.05550660271491328,0.19976040854729113,1.023392430121682,113.70357900844154,weighted,estimated,172.03478479385376,3,17
c,0.858372914667084,0.46241174537729324,1.3232450519675507,1.0012563601473963,147.5633947942963,weighted,estimated,172.03478479385376,3,17
sigma,0.03811384126472002,0.003949160082509333,0.11677847982344913,1.0223189955328067,109.49934967123049,binomial,estimated,79.62044501304626,4,17
sigma,0.03824291167559563,0.004599769316944471,0.11913668069646535,1.0101801911460506,117.5531664988388,betabinom,estimated,114.6947751045227,4,17
rho,0.004808270084960862,0.00033372011453928205,0.009519023459982002,1.0052653521062882,109.91824085805648,betabinom,estimated,114.6947751045227,4,17
sigma,0.15461464597028501,0.0919250961506739,0.1968428698078621,1.0250710381162669,139.20971162569307,weighted,estimated,173.41243410110474,4,17
c,0.4887108219966891,0.33692059289785886,0.6916290744115462,1.028150416767421,105.09285771006192,weighted,estimated,173.41243410110474,4,17
sigma,0.04700981131728486,0.0058976819349693295,0.1302535014067641,1.0139859553101953,146.17886813820348,binomial,estimated,76.26077914237976,5,17
sigma,0.047027396095221524,0.00855239833465035,0.14424205768712234,1.000401211845401,157.60405935410486,betabinom,estimated,116.70547389984131,5,17
rho,0.0047056053686572894,0.000583072739320234,0.009489152882626391,1.0252389900473118,142.96695044942422,betabinom,estimated,116.70547389984131,5,17
sigma,0.145689882996738,0.06390534238815863,0.19822733031059983,1.0113026870837158,132.23674670613534,weighted,estimated,176.85179996490479,5,17
c,0.45141596969804143,0.24876915823011303,0.6706001777485495,1.0427677393894066,104.40763602901869,weighted,estimated,176.85179996490479,5,17
sigma,0.030545725824552474,0.0013291637918762438,0.09878280042092336,1.026486503784102,107.07571897226961,binomial,estimated,80.55638790130615,6,17
sigma,0.031047565649569814,0.002008216016205811,0.08778144559311603,1.0046020153675232,129.7090454991613,betabinom,estimated,110.12277102470398,6,17
rho,0.005936637308060934,0.0006145095105871442,0.00985314135666607,1.0357815837114472,150.85702462978085,betabinom,estimated,110.12277102470398,6,17
sigma,0.169691693870003,0.11138293544015979,0.19755065681745795,1.0404889685379983,111.17416861883072,weighted,estimated,187.00735020637512,6,17
c,0.7435918556790864,0.37653848862131106,1.2644695039503902,1.019557966191347,109.73841163372043,weighted,estimated,187.00735020637512,6,17
sigma,0.02477393316772444,0.0013836341900464242,0.08100246192998763,1.0070690885035856,148.62091136038808,binomial,estimated,82.87857103347778,7,17
sigma,0.020957396149713158,0.0010018646077444154,0.07145017303435444,1.0011409575069388,113.87501179079554,betabinom,estimated,111.0765209197998,7,17
rho,0.00513662330743682,0.00048182974885536067,0.009720945277970095,1.0222832554081998,131.24944870617202,betabinom,estimated,111.0765209197998,7,17
sigma,0.1782746391588649,0.1320611790668261,0.1995368611000504,1.0145836911486732,105.64266029001892,weighted,estimated,184.63104581832886,7,17
c,0.4109715932925984,0.2117470641454381,0.6979355649279726,1.0064802569549027,109.90806817476597,weighted,estimated,184.63104581832886,7,17
sigma,0.01966826353083859,0.008418134437568073,0.042248255239205244,1.0368447367423128,118.7603705199562,binomial,estimated,97.08137893676758,8,17
sigma,0.021111881048101466,0.007355193434369332,0.049366387988887664,1.0311452535632633,141.4687071388077,betabinom,estimated,134.2751910686493,8,17
rho,0.004413345764833901,0.00027020681738377844,0.009536264233802957,1.0123948939946548,208.37003034502632,betabinom,estimated,134.2751910686493,8,17
sigma,0.06894512861264625,0.006989510263390342,0.19319702716321258,1.0254216794256872,107.65602117854412,weighted,estimated,225.1356360912323,8,17
c,1.199619347894033,0.7631859645083631,1.9172104645607397,1.0087265329521917,190.26004526746448,weighted,estimated,225.1356360912323,8,17
sigma,0.03782642784367023,0.003022376301219298,0.10324372665448776,1.0071607888943608,111.47328263446104,binomial,estimated,87.59756207466125,9,17
sigma,0.03204256598216391,0.0014178001426289957,0.08330017299043138,1.019553375977189,210.58964834961967,betabinom,estimated,136.55101108551025,9,17
rho,0.00521161337208848,0.00030272293831102356,0.009724737646716969,1.0060092870722792,126.20529477022588,betabinom,estimated,136.55101108551025,9,17
sigma,0.18037769438322812,0.14706272968186113,0.19930136898486503,1.0183101581606389,125.00331164230774,weighted,estimated,225.46758699417114,9,17
c,0.9237329166346256,0.6152936184393135,1.458905255869788,1.040226163142088,133.00592790939822,weighted,estimated,225.46758699417114,9,17
sigma,0.10586961725152876,0.02441305926210581,0.19577445928244777,1.0117725621860423,113.93948758966923,binomial,estimated,80.14160895347595,10,17
sigma,0.09862275266246615,0.020102013450052268,0.19070064504124012,1.0167600085719368,100.05011612536613,betabinom,estimated,107.27692985534668,10,17
rho,0.005121347207768852,0.0002817762980191539,0.009144278984872224,1.0120681042913586,136.5032750245906,betabinom,estimated,107.27692985534668,10,17
sigma,0.1863616847224754,0.15199207812835686,0.1992920684840462,1.0186804588817533,145.54417325310948,weighted,estimated,255.9447340965271,10,17
c,0.8593094457559584,0.34212804870806457,1.5878213724319024,1.0297029932647979,107.64147191514287,weighted,estimated,255.9447340965271,10,17
