param,m,l,u,rhat,ess,model,params,runtime,iter,confignum
sigma,0.025215557153622503,0.011436488492147276,0.05275967283033334,1.004901974988341,103.42140525384787,binomial,estimated,124.4668390750885,1,21
sigma,0.027105104115924705,0.008752595898167934,0.06498049445003665,1.0109677342394323,155.60257614272624,betabinom,estimated,135.35401010513306,1,21
rho,0.0010961239789601873,3.9113987978289853e-5,0.0037667786180488032,1.014642172080906,104.47767878045681,betabinom,estimated,135.35401010513306,1,21
sigma,0.031691091696461046,0.011788250123213285,0.06614805218138045,1.0340350253334403,102.42564890453099,weighted,estimated,133.36186599731445,1,21
c,0.9836372507263976,0.6693265459100733,1.39455201405862,1.005781225901472,209.9705279116797,weighted,estimated,133.36186599731445,1,21
sigma,0.029270891525440674,0.014747926669124629,0.05566245911234027,1.0009354122480127,108.71422324907365,binomial,estimated,101.38785696029663,2,21
sigma,0.031810867585002976,0.01552644144513007,0.06090426936726626,1.0427528890115816,108.22562922932585,betabinom,estimated,137.5180778503418,2,21
rho,0.001655884940065824,2.7355102205875692e-5,0.005110476444428484,1.0023074228059468,116.05746846301412,betabinom,estimated,137.5180778503418,2,21
sigma,0.03600476968300503,0.01624498469628765,0.08869341710005636,1.0058867047186606,107.45143623108754,weighted,estimated,140.97902297973633,2,21
c,1.1442035564461326,0.7589146359548191,1.5983269197974206,1.001408528922086,272.7841600043951,weighted,estimated,140.97902297973633,2,21
sigma,0.024321308184065492,0.011041272323343315,0.05046153547595205,1.0047220293876113,110.05003339418303,binomial,estimated,102.07952213287354,3,21
sigma,0.023148470960408788,0.011511095499590084,0.04503219743372724,1.0281001531103282,147.52654761517513,betabinom,estimated,142.01780796051025,3,21
rho,0.0009961349611844216,3.516420350158358e-5,0.0031442393963504204,1.0403587922901252,106.57543671156479,betabinom,estimated,142.01780796051025,3,21
sigma,0.027851769342404832,0.013405589466950089,0.059829082008911426,1.0353989707013522,118.05278292931203,weighted,estimated,133.71103692054749,3,21
c,0.8454019925121793,0.6200197629370692,1.1803160878987093,1.0027204484887067,128.78573449629383,weighted,estimated,133.71103692054749,3,21
sigma,0.017524186438382026,0.007238890290080875,0.03617174533310229,1.0149181399406746,108.0387692070354,binomial,estimated,100.64232993125916,4,21
sigma,0.01774087097896762,0.00726526050950786,0.036236039676045044,1.0067961364509845,128.26350181916789,betabinom,estimated,138.7757489681244,4,21
rho,0.001462138474243425,7.011668710325825e-5,0.00428249843917663,1.0232841245170416,118.00187850246205,betabinom,estimated,138.7757489681244,4,21
sigma,0.019288433309887384,0.00805711960457764,0.03829721243885119,1.018265776442299,116.30887648071935,weighted,estimated,116.85984706878662,4,21
