param,m,l,u,rhat,ess,model,params,runtime,iter,confignum
sigma,0.008611929230596666,0.0020553457120248437,0.022631434515899614,1.0325817917985032,120.85535253223267,binomial,estimated,90.38137602806091,1,6
sigma,0.009588520983639813,0.0021447968732943236,0.024342555806986303,1.0253986074943888,110.5637687451519,betabinom,estimated,94.44618701934814,1,6
rho,0.0006746857365451724,2.2396432720799995e-5,0.0021165932520222984,1.0132466633134556,108.23185168579568,betabinom,estimated,94.44618701934814,1,6
sigma,0.010788526559112888,0.0026910263665271793,0.031601177623538076,1.009017536838273,109.30067697952481,weighted,estimated,86.11114597320557,1,6
c,0.8500363152084441,0.6177708847839016,1.158448918815161,1.014644973880288,120.3570523451128,weighted,estimated,86.11114597320557,1,6
sigma,0.016123997006330423,0.0027273064697589692,0.0641144801898714,1.018424072827505,126.33105986101363,binomial,estimated,70.33328890800476,2,6
sigma,0.012838343611400523,0.002497016209482462,0.0370034193737267,1.0163529533899842,102.64219014334051,betabinom,estimated,99.3525869846344,2,6
rho,0.003058808834153538,0.0001937322438597769,0.00767432360138064,1.0008575660751813,172.5815648008832,betabinom,estimated,99.3525869846344,2,6
sigma,0.13396387313927183,0.026690075509751193,0.1979238182316608,1.0282308591553433,103.13748394023682,weighted,estimated,83.33401584625244,2,6
c,1.200509623561565,0.7459184651397064,1.9271165821470968,1.005200926040871,120.59550468164528,weighted,estimated,83.33401584625244,2,6
sigma,0.015533949254672288,0.004692170978062518,0.04377616839467586,1.0294013506677016,106.32302605903536,binomial,estimated,70.49209594726562,3,6
sigma,0.017829295762441733,0.00416986924252908,0.052322645939263446,1.020697674980325,114.93541400162192,betabinom,estimated,95.91971611976624,3,6
rho,0.0018342771720556868,8.807471772758401e-5,0.00583703611414217,1.0364024787156088,115.04656196302726,betabinom,estimated,95.91971611976624,3,6
sigma,0.040164092822206,0.009392328435956759,0.08479694568162169,1.026831527292906,106.4625068207072,weighted,estimated,79.61058688163757,3,6
c,1.0569171662366164,0.7627882243273841,1.4960109339807788,1.0233534069384138,126.20535322236425,weighted,estimated,79.61058688163757,3,6
sigma,0.016522432554534602,0.0024724399767542225,0.055946448320826195,1.008820533737124,143.17499680168254,binomial,estimated,63.207643032073975,4,6
sigma,0.01431057858914455,0.002252903996275241,0.045589545657921546,1.0051648415657115,171.15966601524227,betabinom,estimated,86.46522212028503,4,6
rho,0.003838637990842791,0.0004947835469602047,0.008239181589717611,1.0287135917371002,119.53565517259732,betabinom,estimated,86.46522212028503,4,6
