"t","mean","lower","upper","variable","model","params","iter","confignum"
1,0.00994398139782945,-0.093359482563273,0.107576081994054,"rt","binomial","estimated",1,5
2,0.010128690967587,-0.0866422194558458,0.104361099572614,"rt","binomial","estimated",1,5
3,0.0105307144916283,-0.0819082059638584,0.104104312084359,"rt","binomial","estimated",1,5
4,0.0112260184306371,-0.078961662763279,0.103806174618178,"rt","binomial","estimated",1,5
5,0.0110589258624895,-0.0716404497760916,0.0949859214987912,"rt","binomial","estimated",1,5
6,0.0115164233818765,-0.0676543927633269,0.0908491594263481,"rt","binomial","estimated",1,5
7,0.0119252433276238,-0.0678946418490469,0.0880906052782943,"rt","binomial","estimated",1,5
8,0.0123562960229343,-0.0604035556267217,0.0831346568176222,"rt","binomial","estimated",1,5
9,0.0130851664239531,-0.0574251985500335,0.0789626245781083,"rt","binomial","estimated",1,5
10,0.0139232486223044,-0.0537928759520117,0.078319475905908,"rt","binomial","estimated",1,5
11,0.0150394207090047,-0.0496654008803696,0.0777339840244013,"rt","binomial","estimated",1,5
12,0.0157233441449597,-0.0451064637928262,0.0735170164864488,"rt","binomial","estimated",1,5
13,0.0161982038872055,-0.0435892046501705,0.073480716436558,"rt","binomial","estimated",1,5
14,0.0167242061871302,-0.0437169525118097,0.0714821582651386,"rt","binomial","estimated",1,5
15,0.0173155278933968,-0.0405396491048696,0.0700742692187464,"rt","binomial","estimated",1,5
16,0.0179417476198968,-0.0401835280035109,0.0702039609609633,"rt","binomial","estimated",1,5
17,0.0183688388352166,-0.0362360053954041,0.0689410708907514,"rt","binomial","estimated",1,5
18,0.0189450277659484,-0.0377789383698462,0.0684836492430544,"rt","binomial","estimated",1,5
19,0.0201514603873254,-0.0364821916720525,0.067589117028931,"rt","binomial","estimated",1,5
20,0.021092666183101,-0.0355217881872744,0.0679434522450948,"rt","binomial","estimated",1,5
21,0.0226418080546683,-0.0319458483653639,0.0689822129013582,"rt","binomial","estimated",1,5
22,0.0241469943631712,-0.0297173179302579,0.0706709065479712,"rt","binomial","estimated",1,5
23,0.0259913340801331,-0.0284040248675845,0.073516433309595,"rt","binomial","estimated",1,5
24,0.0279388602651054,-0.0261839053051911,0.0721135889777418,"rt","binomial","estimated",1,5
25,0.0303702558486247,-0.0219002331677682,0.0764574749347694,"rt","binomial","estimated",1,5
26,0.03292848437769,-0.019198628930407,0.0789978025148004,"rt","binomial","estimated",1,5
27,0.0356915644139445,-0.0176952917069868,0.0829144005039551,"rt","binomial","estimated",1,5
28,0.0379380803037485,-0.0128106640162856,0.0848688658894153,"rt","binomial","estimated",1,5
