param,m,l,u,rhat,ess,model,params,runtime,iter,confignum
sigma,0.038871148813011486,0.012730781005774152,0.08081707338030616,1.025280749209102,108.35111853472726,binomial,estimated,91.00696182250977,4,18
sigma,0.034269576934160564,0.012054499459607293,0.07791930382204487,0.9990197846662451,236.45195585907095,betabinom,estimated,119.32026195526123,4,18
rho,0.005198472457136447,0.0003825937074213861,0.009811608088167972,0.99994830674315,137.5781469803393,betabinom,estimated,119.32026195526123,4,18
sigma,0.18700548744771914,0.15434129157679027,0.19923979485741533,1.0031612361245756,281.08474139299193,weighted,estimated,264.5191550254822,4,18
c,0.806119160934035,0.4866697040090443,1.1902036902303084,1.0252036752863924,110.20260634781481,weighted,estimated,264.5191550254822,4,18
sigma,0.030796604382463007,0.006833606623252181,0.09650262264503283,1.0150870790049022,101.77219016759446,binomial,estimated,89.6412079334259,5,18
sigma,0.02992348094359204,0.00872187951272664,0.07945335256216547,1.0169028155976854,135.4229570312346,betabinom,estimated,145.41513991355896,5,18
rho,0.005148843858164443,0.00035769613009555907,0.009741281166801568,1.010824255412498,308.650443418222,betabinom,estimated,145.41513991355896,5,18
sigma,0.1740506115968943,0.09910687288653558,0.19990188891816546,1.0486040634030724,128.0412582840907,weighted,estimated,200.09612202644348,5,18
c,0.8427459834633914,0.5072475307711564,1.334476523655888,1.0240342836081886,101.59639051685853,weighted,estimated,200.09612202644348,5,18
sigma,0.039716289040243956,0.0039052048573501386,0.12203006066387104,1.0229368702596124,103.13080083789838,binomial,estimated,97.8873519897461,6,18
sigma,0.030755222218757306,0.001616353655076501,0.10424660723787091,1.0245381118633792,159.13066948400203,betabinom,estimated,126.78641104698181,6,18
rho,0.005393328696365368,0.0006063257100908426,0.009765895352161236,1.0226896378247823,119.22505538786643,betabinom,estimated,126.78641104698181,6,18
sigma,0.14552891529814493,0.066653174258929,0.19883912056033465,1.003760792868387,125.07931652792318,weighted,estimated,211.468820810318,6,18
c,1.0733850882926241,0.6039686714548048,1.8059873291652666,1.0221000640146367,104.97833317125504,weighted,estimated,211.468820810318,6,18
sigma,0.03723104052784975,0.00898905186707828,0.11494630277529194,1.0044966244980296,114.10067331006246,binomial,estimated,94.73667502403259,7,18
sigma,0.03495503323430273,0.006542021028517645,0.09711200269261185,1.0138024521900664,139.60233449814203,betabinom,estimated,133.31720495224,7,18
rho,0.005768003185184238,0.0005361956560713038,0.009482027983888485,1.0362194395161124,100.97738672853964,betabinom,estimated,133.31720495224,7,18
sigma,0.17285231339668117,0.12134828969832817,0.19988685696799027,1.0299078689799601,121.96033954947929,weighted,estimated,205.7384181022644,7,18
c,0.5160791074179993,0.33772324115010977,0.8157905569066431,1.0310911814850479,107.5026505239227,weighted,estimated,205.7384181022644,7,18
sigma,0.036701774529567015,0.0010821816850720466,0.15019917569907354,1.0173790890749828,116.13876091389423,binomial,estimated,86.42567205429077,8,18
sigma,0.033182314529973604,0.0015028605625526728,0.12234807964479547,1.0275197412586332,115.31498226220869,betabinom,estimated,139.02648901939392,8,18
rho,0.004739383214989812,0.00040908645840962744,0.00966870868763673,1.0130658019836705,223.00158497007877,betabinom,estimated,139.02648901939392,8,18
sigma,0.18341511261701998,0.1459324222937646,0.1997579146202436,1.0394811862103581,101.54039565345366,weighted,estimated,284.34261894226074,8,18
c,0.1680163000014821,0.10573792226176046,0.2750050031320324,1.024127270420764,100.09043275541194,weighted,estimated,284.34261894226074,8,18
sigma,0.011166436203925744,0.0007431859684044612,0.043731346045718406,1.0309020053678712,129.15845058387987,binomial,estimated,99.71188497543335,9,18
sigma,0.011669809752513936,0.000677805009487525,0.04241061971618725,1.0187443477280211,100.45717861381983,betabinom,estimated,133.4305169582367,9,18
rho,0.006107475730274043,0.0007068860095214364,0.00990530144044546,1.0337162728905307,103.32936409551282,betabinom,estimated,133.4305169582367,9,18
sigma,0.18622361033834214,0.15914792904980166,0.19851683901461217,1.0146699141055764,177.26386456494444,weighted,estimated,258.0748269557953,9,18
c,0.9080199739353662,0.5432328773712949,1.5855250535711574,1.049569841879514,100.4777518316032,weighted,estimated,258.0748269557953,9,18
sigma,0.05093872208379231,0.0008387875335204853,0.15126608774433176,1.0238723996961434,113.64834049807712,binomial,estimated,93.96287608146667,10,18
sigma,0.05113562746686255,0.003962720190403974,0.15255742929056273,1.0266371198470046,119.97543131657858,betabinom,estimated,130.02633786201477,10,18
rho,0.004843495569728458,0.0003496153807218453,0.009704433591219882,1.0102938997315918,174.61328252183375,betabinom,estimated,130.02633786201477,10,18
sigma,0.17904070246453044,0.1421744902911929,0.1988502947821646,1.0258569704909957,110.80519569767291,weighted,estimated,204.7394618988037,10,18
c,0.3764551826220239,0.27128088706545816,0.5469622170854072,1.0178392788576531,193.84673257241454,weighted,estimated,204.7394618988037,10,18
