"t","mean","lower","upper","variable","model","params","iter","confignum"
1,0.0050070292416046,-0.0268625019696792,0.0387504174570672,"rt","binomial","estimated",1,14
2,0.00490333969964833,-0.019561152221966,0.03034435916977,"rt","binomial","estimated",1,14
3,0.00404850517604512,-0.0156378899273645,0.0248038968606526,"rt","binomial","estimated",1,14
4,0.00267400323500476,-0.0145585675800995,0.0201362823909378,"rt","binomial","estimated",1,14
5,0.000687280026689442,-0.0155810887534855,0.0161226864380335,"rt","binomial","estimated",1,14
6,-0.000235556757210109,-0.0158050620461809,0.0154679241152997,"rt","binomial","estimated",1,14
7,-0.00126355337451609,-0.0180332849242428,0.0138122682865431,"rt","binomial","estimated",1,14
8,-0.000272029196975586,-0.0160983320189134,0.0149431024053953,"rt","binomial","estimated",1,14
9,0.000955745845988359,-0.0142905446440817,0.0165042228387503,"rt","binomial","estimated",1,14
10,0.00254351872811224,-0.0126862398248565,0.0188005804830455,"rt","binomial","estimated",1,14
11,0.00405133205514023,-0.011620713171758,0.0206853238657915,"rt","binomial","estimated",1,14
12,0.00458036789123722,-0.0106909336615424,0.0203299821423265,"rt","binomial","estimated",1,14
13,0.00403182243275487,-0.0114420315963349,0.0193585539676621,"rt","binomial","estimated",1,14
14,0.00336558120607712,-0.0124566595047074,0.0177763151539607,"rt","binomial","estimated",1,14
15,0.00449004323043583,-0.012664778790092,0.0195645214572682,"rt","binomial","estimated",1,14
16,0.00932870560237488,-0.00722580569366968,0.024431636067518,"rt","binomial","estimated",1,14
17,0.01499415954119,-0.000937643545671524,0.0299322082291873,"rt","binomial","estimated",1,14
18,0.0218433314465169,0.00663548234335866,0.0382462592400607,"rt","binomial","estimated",1,14
19,0.0287142061248287,0.0140582245400064,0.046902263730764,"rt","binomial","estimated",1,14
20,0.0307965914230131,0.0156424520559222,0.0474671069366608,"rt","binomial","estimated",1,14
21,0.0293629608335311,0.0143494925653767,0.0448064634093783,"rt","binomial","estimated",1,14
22,0.0263781491247388,0.010407859943832,0.0411980429337878,"rt","binomial","estimated",1,14
23,0.0246532063285337,0.00855018329957771,0.0396015504595514,"rt","binomial","estimated",1,14
24,0.0268142369626642,0.01115933870617,0.0416442004298441,"rt","binomial","estimated",1,14
25,0.0274040565529155,0.0123651994905301,0.042126068746809,"rt","binomial","estimated",1,14
26,0.0280902043860347,0.0129388773565698,0.0429614643802166,"rt","binomial","estimated",1,14
27,0.0272618968605053,0.0120980942546287,0.0416827496616975,"rt","binomial","estimated",1,14
28,0.0258424729529529,0.0106895983949416,0.0399836415048702,"rt","binomial","estimated",1,14
29,0.026112565986551,0.0104567272523253,0.0402611332076462,"rt","binomial","estimated",1,14
30,0.0287235574600781,0.0136698618290421,0.0434392893557762,"rt","binomial","estimated",1,14
31,0.0297486455258883,0.0149568367900276,0.044878068716185,"rt","binomial","estimated",1,14
32,0.0286157100354312,0.0141407479059195,0.0435256682363309,"rt","binomial","estimated",1,14
33,0.02682243325259,0.0125620589308224,0.0421164095714366,"rt","binomial","estimated",1,14
34,0.022281042491283,0.00852684455406899,0.0371342355582482,"rt","binomial","estimated",1,14
35,0.015176883988807,0.00104679500647593,0.0294831963370779,"rt","binomial","estimated",1,14
36,0.00882689408862177,-0.00535475006708245,0.024059575879281,"rt","binomial","estimated",1,14
37,0.00387095788321464,-0.0111350391978737,0.018565933095176,"rt","binomial","estimated",1,14
38,-0.00165437535850181,-0.0164141808749511,0.012553447180504,"rt","binomial","estimated",1,14
39,-0.00684917324251446,-0.0228107829338907,0.00722702362775267,"rt","binomial","estimated",1,14
40,-0.00735919421643073,-0.0227875611725638,0.00743110203662708,"rt","binomial","estimated",1,14
41,-0.00896249977228467,-0.0239183325666028,0.0053335192824513,"rt","binomial","estimated",1,14
42,-0.00831768346623157,-0.0230971762157578,0.00672861710979216,"rt","binomial","estimated",1,14
43,-0.0053361077788483,-0.0196566807033061,0.0105384603679055,"rt","binomial","estimated",1,14
44,-0.00668255914031845,-0.0206568694610184,0.00842154927066746,"rt","binomial","estimated",1,14
45,-0.0110194565748069,-0.0267494561546352,0.00299625748900854,"rt","binomial","estimated",1,14
46,-0.010948575118155,-0.0271005318535163,0.00366446297217188,"rt","binomial","estimated",1,14
47,-0.00596125613282936,-0.0207245083808361,0.00864350618346436,"rt","binomial","estimated",1,14
48,-0.00110821882952565,-0.0157007200380574,0.0143727876809077,"rt","binomial","estimated",1,14
49,0.000299927524405057,-0.0140113513551033,0.0159338979569499,"rt","binomial","estimated",1,14
50,0.000401245093379696,-0.0135190405870749,0.0167985052980718,"rt","binomial","estimated",1,14
51,-0.00378809446480493,-0.0185273302697295,0.0114236131396328,"rt","binomial","estimated",1,14
52,-0.0105475399309954,-0.0266582440109253,0.00315678929101413,"rt","binomial","estimated",1,14
53,-0.0137887055783233,-0.0299132939638704,0.00107459874693823,"rt","binomial","estimated",1,14
54,-0.014603003594464,-0.030620133185686,-0.000787166519238519,"rt","binomial","estimated",1,14
55,-0.0125804804853089,-0.0281532906050559,0.00193031375461785,"rt","binomial","estimated",1,14
56,-0.0111101117668046,-0.0267543430401977,0.00362473556605591,"rt","binomial","estimated",1,14
57,-0.0081922917326795,-0.0232032534302198,0.00648880790953508,"rt","binomial","estimated",1,14
58,-0.00577875884416504,-0.0203731459300916,0.0105368014984414,"rt","binomial","estimated",1,14
59,-0.00890937748347148,-0.0234715240696712,0.00723495133973874,"rt","binomial","estimated",1,14
60,-0.0148325274062837,-0.0292497722140247,0.00117507661663918,"rt","binomial","estimated",1,14
61,-0.0239031730201739,-0.0380438969320887,-0.00887006206470816,"rt","binomial","estimated",1,14
62,-0.0333103253757444,-0.0480677263841995,-0.0177720846117253,"rt","binomial","estimated",1,14
63,-0.0422107864413663,-0.057243722184125,-0.0277219225413779,"rt","binomial","estimated",1,14
64,-0.0519918903598747,-0.068091713117867,-0.0372688865154564,"rt","binomial","estimated",1,14
65,-0.0583432812562378,-0.0749390985433449,-0.0435190735038438,"rt","binomial","estimated",1,14
66,-0.0614997619181853,-0.0769663640168643,-0.046732356300205,"rt","binomial","estimated",1,14
67,-0.0639487915333157,-0.0797455270596409,-0.0489244556646633,"rt","binomial","estimated",1,14
68,-0.0654470770790675,-0.0808864525747759,-0.0498151503660545,"rt","binomial","estimated",1,14
69,-0.065581731451768,-0.0810622069079077,-0.0493052703351549,"rt","binomial","estimated",1,14
70,-0.0661911943845491,-0.0817843113642201,-0.0492559199157121,"rt","binomial","estimated",1,14
71,-0.0695108620444807,-0.0853186775698271,-0.0528800724390495,"rt","binomial","estimated",1,14
72,-0.0736458824152395,-0.0897324278901922,-0.0577792192769985,"rt","binomial","estimated",1,14
73,-0.0750813896014928,-0.0917424647795498,-0.0589306149660362,"rt","binomial","estimated",1,14
74,-0.0756482029010172,-0.092261068170528,-0.0593690780844386,"rt","binomial","estimated",1,14
75,-0.0740391688602351,-0.0903183723046002,-0.0561781520754993,"rt","binomial","estimated",1,14
76,-0.0746806973768129,-0.0910994397771085,-0.0565635189707787,"rt","binomial","estimated",1,14
77,-0.0790126533139622,-0.0962683877793831,-0.0616006055912352,"rt","binomial","estimated",1,14
78,-0.0819845599067516,-0.0996691688950867,-0.0648663138611524,"rt","binomial","estimated",1,14
79,-0.0852851823207716,-0.103421374206688,-0.0682812769273813,"rt","binomial","estimated",1,14
