param,m,l,u,rhat,ess,model,params,runtime,iter,confignum
sigma,0.014166733602016339,0.0056863560901331215,0.028411647997004564,1.0163509969126552,124.37644785370907,binomial,estimated,91.19475197792053,1,5
sigma,0.014788868293321437,0.005738487630529459,0.029582656872186572,1.0264239759300497,140.14278655794635,betabinom,estimated,101.2378261089325,1,5
rho,0.0010208819519825388,9.396286548510212e-5,0.0030904623249269083,1.0170153615746738,120.93703427626437,betabinom,estimated,101.2378261089325,1,5
sigma,0.012852022533364656,0.005016405842672039,0.026675976886525295,1.0087170001415489,110.59468102535226,weighted,estimated,82.58426403999329,1,5
c,1.15990106846943,0.8463748766250883,1.5767960443420617,1.0214373754296155,120.0999445638637,weighted,estimated,82.58426403999329,1,5
sigma,0.007337622266944292,0.00024119032938582576,0.029078616697378056,1.0199759465633964,106.9449191524171,binomial,estimated,70.2476978302002,2,5
sigma,0.0069432617759693374,0.000185589434042302,0.02617197767658106,1.0421228817436563,148.53058472239147,betabinom,estimated,115.70085787773132,2,5
rho,0.0019253418322688592,0.00014973491666752127,0.006150607445984838,1.0312700065580218,129.62055999028598,betabinom,estimated,115.70085787773132,2,5
sigma,0.010103776878116033,0.0004912048983270467,0.033917800070700645,1.0123860454963955,108.1539134922024,weighted,estimated,83.09205198287964,2,5
c,1.365142852455574,0.9655108152551972,1.991584510739089,1.0140419681389006,131.15438760873795,weighted,estimated,83.09205198287964,2,5
sigma,0.014708535347196664,0.0044243727548966385,0.039413285358441325,1.0457286939405352,114.64898522933169,binomial,estimated,81.80378198623657,3,5
sigma,0.013388548238042636,0.003952441176164053,0.03417629203909919,1.043767965230667,128.82456314528537,betabinom,estimated,89.48403310775757,3,5
rho,0.0027910265333284242,0.00019779717783188744,0.00710717337332636,1.001180517506973,123.9566123301879,betabinom,estimated,89.48403310775757,3,5
sigma,0.014931787872419599,0.004818182574157516,0.044318832455820606,1.0172894235483498,106.35337929105573,weighted,estimated,95.43640995025635,3,5
c,1.3447913451255717,0.9291669807602803,1.9194517399978266,1.0211629041552668,139.41146875204444,weighted,estimated,95.43640995025635,3,5
sigma,0.015004876654086941,0.004302990008322043,0.03856496860269139,1.0403034267647016,105.25939045526542,binomial,estimated,67.66884994506836,4,5
sigma,0.013931461097257075,0.004437483252314222,0.034788266808672724,1.0052173375917721,203.76700699971414,betabinom,estimated,96.75161790847778,4,5
rho,0.0008898139160499585,1.7832343092475083e-5,0.0027181942288980955,1.029585205903444,133.38087984306065,betabinom,estimated,96.75161790847778,4,5
sigma,0.013422843990694832,0.0028615039670349778,0.040571957850602414,1.0185034196356963,112.92690318663436,weighted,estimated,82.87873387336731,4,5
c,0.9684356641374315,0.6825682274491108,1.3449369774516007,1.0252361152171827,154.55226323038767,weighted,estimated,82.87873387336731,4,5
sigma,0.01327596902220246,0.0002450068697644357,0.05738237281879399,1.0323437570863525,107.99490149316881,binomial,estimated,68.40585899353027,5,5
sigma,0.014330203510179924,0.0009310162899810292,0.06405510648315524,1.0219385837402455,115.94247652469649,betabinom,estimated,97.49738097190857,5,5
rho,0.001551760836344918,6.031075499898027e-5,0.005286968300185088,1.032852406233777,156.58409471359712,betabinom,estimated,97.49738097190857,5,5
sigma,0.06839060745336702,0.027793051964716903,0.13670680118603779,1.00353477189828,154.07438176847376,weighted,estimated,88.07456517219543,5,5
c,0.4650922128381782,0.3298503359956607,0.7150471492580277,1.0055383147406494,159.20777757844905,weighted,estimated,88.07456517219543,5,5
sigma,0.017193918877419556,0.004359952208412559,0.04192800963449504,1.0021331214293019,121.05676336596417,binomial,estimated,73.0620949268341,6,5
sigma,0.017013602580155596,0.0039630736479390576,0.042335934725739086,1.0109805934647937,226.9285003344034,betabinom,estimated,111.96627807617188,6,5
rho,0.001859699953690978,8.073969340147586e-5,0.0055764195847066295,1.0151845560469384,111.67031793557496,betabinom,estimated,111.96627807617188,6,5
sigma,0.01664320572534814,0.004457062545138158,0.04873522224996284,1.0203087141678517,137.151395548569,weighted,estimated,100.13010621070862,6,5
c,1.294507155428992,0.88260990146738,1.9800258682755658,1.0283866436713616,157.42925042673468,weighted,estimated,100.13010621070862,6,5
sigma,0.023143641392931253,0.0006263358304321394,0.06104194729462882,1.0211269932230154,107.4670606174931,binomial,estimated,63.27369689941406,7,5
sigma,0.023792822823419515,0.0013989221511337413,0.06529181143401071,1.0142148978033054,151.31179311035189,betabinom,estimated,95.1247570514679,7,5
rho,0.0013508093539119734,3.633597776729801e-5,0.0043598878748478676,1.008868394923499,124.73418228761032,betabinom,estimated,95.1247570514679,7,5
sigma,0.07410117192798345,0.014994290694432512,0.18605166402671192,1.049760557792741,111.48652477820296,weighted,estimated,92.4363329410553,7,5
c,1.0851257023735628,0.6920908251336886,1.7542924208566706,1.022345376887899,138.1293352158534,weighted,estimated,92.4363329410553,7,5
sigma,0.0092139073405243,0.004031056037856113,0.01733994232094288,1.0202682676496193,102.55660930858089,binomial,estimated,74.76125502586365,8,5
sigma,0.008436429471361539,0.0032158249513634793,0.022389007648555524,1.0125682555740703,285.5621549364915,betabinom,estimated,130.97524619102478,8,5
rho,0.0015661036548418699,8.765100370952369e-5,0.004421976891384286,1.0251171675237505,104.02997187088476,betabinom,estimated,130.97524619102478,8,5
sigma,0.008611643279390962,0.0033404764311877233,0.020318645900907498,1.0104027574119585,131.37854541966226,weighted,estimated,91.46702694892883,8,5
c,1.2318935010402225,0.9205859153147192,1.7253120366911427,1.0126051057880967,112.23716611438968,weighted,estimated,91.46702694892883,8,5
sigma,0.015401673862199018,0.007165323897378855,0.036276871063967736,0.9983742234399354,108.52028271761635,binomial,estimated,74.41754698753357,9,5
sigma,0.015899967450534187,0.005600330722050495,0.03803231635264929,1.044010940074996,130.60474362112453,betabinom,estimated,93.94991302490234,9,5
rho,0.003624139922178025,0.0002598643330938813,0.007622728179085369,1.0146048149212952,147.37612645708026,betabinom,estimated,93.94991302490234,9,5
sigma,0.015546620617492105,0.006065369883634889,0.03791031909989674,1.0171443759879748,106.52898962771253,weighted,estimated,80.61199498176575,9,5
c,1.2937715019036777,0.9194128497683265,1.7419464724509548,1.0132088768324412,137.23260936435798,weighted,estimated,80.61199498176575,9,5
sigma,0.01004550111212894,0.0004690358654348744,0.042178329402232824,1.0047561206108218,125.48962961318047,binomial,estimated,72.08983182907104,10,5
sigma,0.008172667048724248,0.00014638496070838378,0.03416152888463453,1.0018576533119596,161.39090264872405,betabinom,estimated,98.5358898639679,10,5
rho,0.00355115862683688,0.000250025478032081,0.008149598575860046,1.018352940971691,144.05791728127423,betabinom,estimated,98.5358898639679,10,5
sigma,0.09197823135362987,0.03560128525631632,0.18428833950640594,1.0260082069012635,103.51485038633608,weighted,estimated,82.80101108551025,10,5
c,1.2842774954342149,0.8833457651956227,1.8881395923200464,1.011128983952198,116.51659768072788,weighted,estimated,82.80101108551025,10,5
