param,m,l,u,rhat,ess,model,params,runtime,iter,confignum
rho,0.0001619109335518647,0.0001175060852612732,0.00021771336486580973,1.0177607504815442,143.09241349747066,betabinom,estimated,212.2089900970459,7,15
sigma,0.009126119297668137,0.004087515904916222,0.018849290691639986,1.013687408681606,117.10117344194985,weighted,estimated,183.91190004348755,7,15
c,9.678900534626534,8.940672233688918,9.994121500062082,1.0271563504115655,104.28885724893287,weighted,estimated,183.91190004348755,7,15
sigma,0.1477803685828713,0.12126363066604506,0.17438409724443946,1.0315589217232002,116.64783475881636,binomial,estimated,104.16772103309631,8,15
sigma,0.0059448963458244896,0.002528037479782013,0.011538024771927238,1.0174128293341158,125.38401017076713,betabinom,estimated,156.80075907707214,8,15
rho,0.00016551661561866503,0.00011441020084012506,0.00021918605221914758,1.0261323411681125,102.42148737850715,betabinom,estimated,156.80075907707214,8,15
sigma,0.011803430041474449,0.003820683948521737,0.022895921234192585,1.0134955156404766,104.07030534408682,weighted,estimated,199.34825801849365,8,15
c,9.493842040082267,8.334619826120054,9.979319125951456,1.0088605325068383,112.53269859665137,weighted,estimated,199.34825801849365,8,15
sigma,0.18775305849696194,0.16437235053358798,0.1995991860896748,1.0279974087034682,104.2703815570256,binomial,estimated,157.47650599479675,9,15
sigma,0.01166360652780238,0.006390334071103076,0.02285326210868619,1.013413778383646,123.95155605200277,betabinom,estimated,158.23977303504944,9,15
rho,0.00013794183164568755,9.460278877552275e-5,0.0001906976547293139,1.0096287800180483,118.71126884077621,betabinom,estimated,158.23977303504944,9,15
sigma,0.01503811028459993,0.007967629458927743,0.02638374116994214,1.008774782777515,163.91898628002568,weighted,estimated,215.41752886772156,9,15
c,9.486125319296496,8.458586361834012,9.974099742045851,1.0269069877815922,107.39112979837448,weighted,estimated,215.41752886772156,9,15
sigma,0.1954686919766107,0.18578577151831627,0.1999196730176246,1.0164058303759675,125.60505274221723,binomial,estimated,156.32690501213074,10,15
sigma,0.005238759708197574,0.0026316085933667096,0.010744341556762394,1.023185779683522,121.76509289406224,betabinom,estimated,200.9031491279602,10,15
rho,0.00020258366384750488,0.00013742359544939966,0.00027761814622829183,1.0439337364094585,102.68363929426815,betabinom,estimated,200.9031491279602,10,15
sigma,0.007270473396957666,0.0035855341183718354,0.014053627062771743,1.0327783802426416,101.36514580841833,weighted,estimated,248.74541997909546,10,15
c,9.740180176692759,9.180397836768215,9.984267668018022,1.0339730225221,105.26638143574124,weighted,estimated,248.74541997909546,10,15
