param,m,l,u,rhat,ess,model,params,runtime,iter,confignum
sigma,0.19361982061313893,0.18016406938355833,0.19985250147262668,1.0295025900879002,104.72927678609184,binomial,estimated,156.23504996299744,1,15
sigma,0.010020735150078106,0.005408293951912573,0.018810700758176965,1.0158781175463474,118.26003752562187,betabinom,estimated,164.81398916244507,1,15
rho,0.0001732534306242545,0.00012071163051688162,0.0002344555618861469,1.0203904389176937,147.45909253161008,betabinom,estimated,164.81398916244507,1,15
sigma,0.01189384327308799,0.006645504274647452,0.020892053595010462,1.0163626761222166,172.1359352049724,weighted,estimated,226.60095715522766,1,15
c,9.707827809888466,8.907523931841945,9.987936818777793,1.0131107348049644,100.65043973829218,weighted,estimated,226.60095715522766,1,15
sigma,0.1929735068353378,0.17705040157191881,0.19975197321798,1.0285682533171732,133.96140206089768,binomial,estimated,124.66003084182739,2,15
sigma,0.010758932606736443,0.004874888040371079,0.018254532474369003,1.0061037281247445,128.28409884986536,betabinom,estimated,172.4540319442749,2,15
rho,0.0001572682139991165,0.0001091596324093713,0.00022095148691777847,1.0304635347318032,116.20257286689454,betabinom,estimated,172.4540319442749,2,15
sigma,0.016504432892608858,0.008271438835310787,0.030188551125025408,1.0195244651920372,198.96961067899215,weighted,estimated,211.2312490940094,2,15
c,9.575760281230355,8.629048809661027,9.980584176945072,1.0173611681024657,118.67110381896362,weighted,estimated,211.2312490940094,2,15
sigma,0.18433679843726736,0.15258996750069953,0.19980271314389703,1.0101764373850133,102.53196445538646,binomial,estimated,133.002210855484,3,15
sigma,0.008101042483333258,0.0038103067989538313,0.015924994416091645,1.0016853165180921,169.24686750198074,betabinom,estimated,170.068274974823,3,15
rho,0.00017095237508526917,0.00012303554560162284,0.00023043382046795925,1.0285336309654223,100.88479283230086,betabinom,estimated,170.068274974823,3,15
sigma,0.00749461894459007,0.004191340277430332,0.014580250763958413,1.0298957230088024,110.39356756612656,weighted,estimated,184.97521710395813,3,15
c,9.714905220304376,8.998699129470456,9.988077283364794,1.0298112350649369,125.31298448300078,weighted,estimated,184.97521710395813,3,15
sigma,0.19616791031785713,0.18687295918843463,0.1998980539203726,1.0209137660586847,106.1114456615767,binomial,estimated,125.67152309417725,4,15
sigma,0.010056875108732004,0.0050619141673512134,0.0190968551717818,1.0166415790153165,185.53494401654774,betabinom,estimated,176.66038584709167,4,15
rho,0.00015005271781592364,0.00010819319196336025,0.0001982632081496095,1.0210508829293274,105.7336245763152,betabinom,estimated,176.66038584709167,4,15
sigma,0.015140215118630285,0.006931338048962574,0.03259895158833859,1.0389025678233474,106.04193850657802,weighted,estimated,171.98046112060547,4,15
c,9.577232307189096,8.73072518540151,9.9898554751423,1.0279690389171405,106.65639674146175,weighted,estimated,171.98046112060547,4,15
sigma,0.1928633255452381,0.17651295519244012,0.19966316711630264,1.0088283864604073,110.66205583106033,binomial,estimated,127.63887310028076,5,15
sigma,0.004014199245433451,0.0016304008836083013,0.009067031955288915,1.0205795049999233,145.74316337249795,betabinom,estimated,137.68303203582764,5,15
rho,0.00020001208816520442,0.00014712608394905455,0.00027384415834005984,1.0223719325038942,141.24021158835384,betabinom,estimated,137.68303203582764,5,15
sigma,0.005178979528329199,0.0019851938516707267,0.012484372117655858,1.033929836661995,101.56547416105198,weighted,estimated,263.77912998199463,5,15
c,9.79265992241216,9.330211253675962,9.99553639319272,1.021058850823711,143.74088119871152,weighted,estimated,263.77912998199463,5,15
sigma,0.19459797579920116,0.18435192015923754,0.19988282270262403,1.0141342850775976,111.304650500577,binomial,estimated,151.4353289604187,6,15
sigma,0.011046607071978408,0.005708633060337545,0.019012777657401177,1.0037259383028052,187.19800402756275,betabinom,estimated,177.65306901931763,6,15
rho,0.00017037424420185561,0.00012300912836346427,0.00024299047321843764,1.0195718408567291,106.65463262182216,betabinom,estimated,177.65306901931763,6,15
sigma,0.011467244832654261,0.006682804565479835,0.02008484339700937,1.0194688261384075,152.42605170416343,weighted,estimated,283.6217939853668,6,15
c,9.672716712014612,8.980120101820425,9.988549582268327,1.0338691653872618,100.2017180607332,weighted,estimated,283.6217939853668,6,15
sigma,0.19236833125810274,0.17539032773212945,0.19975988386807642,1.0449147026362025,110.13660063585165,binomial,estimated,129.11731004714966,7,15
sigma,0.006965263902714597,0.003233693571080107,0.01643161170109678,1.032076842236051,101.45895102609076,betabinom,estimated,212.2089900970459,7,15
