obsmethod,t,rt,Pt,nSamples,nPos,phat,ssw,theoreticalvar,iter,confignum
weighted,1,0.006572648812838401,0.010065942960696645,10000,86,0.010978606518817983,0.0001286971775908763,1.6428331173266057e-6,1,11
weighted,2,0.01556612697947513,0.010223856570055747,10000,74,0.008773820237331004,0.0001281805408069677,1.6530986327115875e-6,1,11
weighted,3,0.009273277282595211,0.01031910618238946,10000,83,0.011192391671664585,0.00012849743246238517,1.6629743952969786e-6,1,11
weighted,4,-0.0037457030259121765,0.01028052617487021,10000,87,0.010966519623615615,0.00012745037873892876,1.6311710462640167e-6,1,11
weighted,5,-0.0020969117296454065,0.010258991405093636,10000,86,0.011338349171499947,0.00012901997171760443,1.697976284164247e-6,1,11
weighted,6,-0.0013843470144533324,0.010244799226687105,10000,92,0.011194269565950807,0.00012813342790975375,1.655493089960739e-6,1,11
weighted,7,-0.007712886141585032,0.010166086199227943,10000,76,0.009164728456300767,0.00012813020768174575,1.6385949890921066e-6,1,11
weighted,8,-0.013502725311618639,0.010029738931242824,10000,64,0.00814060671618972,0.000127142715140625,1.5741217117501186e-6,1,11
weighted,9,-0.005359067222803942,0.009976132654200085,10000,85,0.010421074075877902,0.00012879202352623648,1.634230665606526e-6,1,11
weighted,10,-0.0029424360266616383,0.009946821666073037,10000,74,0.010113195241243902,0.0001283421582543168,1.611491314997904e-6,1,11
weighted,11,-0.004161623342613979,0.00990551275652325,10000,77,0.010016868009795083,0.00012836175438079133,1.6093553929596932e-6,1,11
weighted,12,0.0035297135419598722,0.009940538157491303,10000,71,0.009091351306743713,0.00012962172727045058,1.6631559216906411e-6,1,11
weighted,13,0.0035566970094078314,0.009975956588805124,10000,85,0.010178747867104314,0.0001285729109182077,1.6274935614754764e-6,1,11
weighted,14,0.009563825199377879,0.010071822585925044,10000,67,0.008126478119567019,0.00012772201583115066,1.6032036359522155e-6,1,11
weighted,15,0.016135899491033806,0.010235658770181464,10000,80,0.010502687690146654,0.00012813341073101403,1.6450137729709461e-6,1,11
weighted,16,0.0078055223341763225,0.010315866055970879,10000,80,0.010655286408350506,0.00012903061056945679,1.686270969514516e-6,1,11
weighted,17,0.006728827458528888,0.01038551379978507,10000,81,0.010310621031481629,0.00012853965264514048,1.6848975112508494e-6,1,11
weighted,18,0.0049050668588422434,0.010436580579934398,10000,79,0.01027109407397184,0.00012775433016893998,1.6644805114660914e-6,1,11
weighted,19,-0.006519648968613604,0.010368759064590794,10000,94,0.01149925834328959,0.00012846479856509646,1.681926974971076e-6,1,11
weighted,20,-0.0049245936762106046,0.010317822662753174,10000,69,0.008730146357582104,0.00012881933161927557,1.690475433583378e-6,1,11
weighted,21,-0.01042928266933672,0.01021077436246404,10000,68,0.008340742890064704,0.00012856699919588002,1.6668164136067259e-6,1,11
weighted,22,-0.010152802817086389,0.010107630867531126,10000,80,0.01138681878408106,0.00012828792593939486,1.6232729394580368e-6,1,11
weighted,23,-0.0197669414325748,0.009909795660297692,10000,84,0.01128080525666674,0.00012789775404800052,1.6016814559045097e-6,1,11
weighted,24,-0.03436669478456329,0.009575014350368618,10000,81,0.010536725781702751,0.00012773530503657081,1.5443174762400858e-6,1,11
weighted,25,-0.0372339279103043,0.009225054574908171,10000,55,0.0070286463049678925,0.0001287588783316532,1.5147456964716388e-6,1,11
weighted,26,-0.030355442873853104,0.008949231503008347,10000,77,0.00948352475112503,0.00012901878085729528,1.4639294367483489e-6,1,11
weighted,27,-0.022679831370098227,0.008748548769014944,10000,73,0.010060972202659488,0.00012757378297142318,1.3957954231467708e-6,1,11
weighted,28,-0.022417414772571066,0.008554610837860424,10000,62,0.007886557377628799,0.00012819347403874307,1.384904159366346e-6,1,11
weighted,29,-0.02732359966237811,0.00832403253589933,10000,85,0.010571484805449682,0.00012862994305288183,1.3626644306018053e-6,1,11
weighted,30,-0.029327297671196573,0.00808345612675044,10000,68,0.00968310337284969,0.00012851534587676988,1.3366723848831748e-6,1,11
weighted,31,-0.031323002979921605,0.007834182387941988,10000,66,0.008108933357873521,0.0001286401735119667,1.2769878625932136e-6,1,11
weighted,32,-0.01903763695500782,0.007686448779123722,10000,68,0.008420602084690825,0.0001275554552011188,1.2326597611099704e-6,1,11
weighted,33,-0.0144253045520446,0.007576365317220168,10000,56,0.007243735958666802,0.00012738991698672591,1.2074554348927865e-6,1,11
weighted,34,-0.01364041071032256,0.007473722221078965,10000,63,0.007822909672824197,0.00012804988977010282,1.2072765693055429e-6,1,11
weighted,35,-0.01363506160485599,0.007372509149490161,10000,70,0.00965203908415127,0.0001280325467233635,1.1850047036585807e-6,1,11
weighted,36,-0.029204593010430754,0.00716031167265524,10000,52,0.006066910875008786,0.00012919042219387608,1.189359237940737e-6,1,11
weighted,37,-0.014588858088552646,0.007056609191468506,10000,45,0.004129258854657465,0.00012804332659674885,1.1409919991102164e-6,1,11
weighted,38,-0.012365222767609409,0.006969889903425785,10000,52,0.006878494902871269,0.00012912649700175136,1.1524319768255684e-6,1,11
weighted,39,-0.011856021690623737,0.006887742669494785,10000,53,0.00675194898268886,0.00012825116469851992,1.1252068165892253e-6,1,11
