"t","mean","lower","upper","variable","model","params","iter","confignum"
1,0.00698218744781056,-0.078297448225318,0.0758582041891674,"rt","binomial","estimated",1,6
2,0.0069200764483334,-0.076990679073368,0.0756734256453661,"rt","binomial","estimated",1,6
3,0.00726571214383989,-0.0719897770936455,0.0725692380145564,"rt","binomial","estimated",1,6
4,0.00747621178705058,-0.0674654027007014,0.0706630755397852,"rt","binomial","estimated",1,6
5,0.00785377805791225,-0.0620451903875381,0.0677173229229009,"rt","binomial","estimated",1,6
6,0.00843970730270964,-0.0572118754241316,0.0664560216766806,"rt","binomial","estimated",1,6
7,0.00927210651540622,-0.0535326445642775,0.0663069018784251,"rt","binomial","estimated",1,6
8,0.00959056757303055,-0.0495741310653054,0.0633153827578184,"rt","binomial","estimated",1,6
9,0.00986650530554354,-0.0470281481582452,0.0614802896641568,"rt","binomial","estimated",1,6
10,0.00996192982672668,-0.0460285947707739,0.0600132741986148,"rt","binomial","estimated",1,6
11,0.010210089177691,-0.0419165426329262,0.0570949702116565,"rt","binomial","estimated",1,6
12,0.0100672066951535,-0.0405408427043386,0.0569657349765172,"rt","binomial","estimated",1,6
13,0.009884098718365,-0.0393607774027798,0.053380624208467,"rt","binomial","estimated",1,6
14,0.0101250514696175,-0.0373970154848323,0.0515386969307881,"rt","binomial","estimated",1,6
15,0.0102696863265455,-0.0379762182800404,0.0505124908282589,"rt","binomial","estimated",1,6
16,0.0108329860197423,-0.0353967267963119,0.0503981691455529,"rt","binomial","estimated",1,6
17,0.0114842606318115,-0.0328104597841715,0.0503643424153977,"rt","binomial","estimated",1,6
18,0.0121829042763169,-0.0322606147943391,0.0498875578115455,"rt","binomial","estimated",1,6
19,0.0127260232336813,-0.0297664825852912,0.0499016705986685,"rt","binomial","estimated",1,6
20,0.0137048015606919,-0.0284462983774144,0.0506977852909512,"rt","binomial","estimated",1,6
21,0.0149830421476572,-0.0252332286552754,0.052219967406957,"rt","binomial","estimated",1,6
22,0.0158912339562846,-0.0222830828174536,0.0544209822604984,"rt","binomial","estimated",1,6
23,0.0168924629417436,-0.0209619408433515,0.0541802044410928,"rt","binomial","estimated",1,6
24,0.0174145975630201,-0.0196607239489845,0.0550657849159299,"rt","binomial","estimated",1,6
25,0.0178619654986563,-0.0190415642822252,0.0557631826177454,"rt","binomial","estimated",1,6
26,0.0183208390538978,-0.017840929567817,0.0565413456167761,"rt","binomial","estimated",1,6
27,0.0188113750204758,-0.0173069013873623,0.0560574980467544,"rt","binomial","estimated",1,6
28,0.0189733289671471,-0.0160430861010366,0.0567315419679931,"rt","binomial","estimated",1,6
29,0.0193762557935574,-0.016019833655879,0.0560866937676398,"rt","binomial","estimated",1,6
30,0.0197412371198449,-0.0159986741047601,0.0564156179063338,"rt","binomial","estimated",1,6
31,0.0201428660196433,-0.0156540814292901,0.0579258176066978,"rt","binomial","estimated",1,6
32,0.0203184278694114,-0.014931292911637,0.0574092590227042,"rt","binomial","estimated",1,6
33,0.0204517473784386,-0.0145294599232051,0.0572474988157894,"rt","binomial","estimated",1,6
34,0.0205438036592564,-0.0150325677707266,0.0587842723664467,"rt","binomial","estimated",1,6
35,0.0209893534343341,-0.0132126069863668,0.0606017388990657,"rt","binomial","estimated",1,6
36,0.0214760830509812,-0.0109996021025431,0.0612870355538852,"rt","binomial","estimated",1,6
37,0.0221765023122789,-0.0111581870747464,0.0626460456317074,"rt","binomial","estimated",1,6
38,0.022434165741654,-0.00881173731900276,0.0634858171246695,"rt","binomial","estimated",1,6
39,0.0226219056274011,-0.00860436887458234,0.0648913419803818,"rt","binomial","estimated",1,6
40,0.0225019379440172,-0.00897784599996213,0.0637544877536766,"rt","binomial","estimated",1,6
41,0.022248675104634,-0.00859965371270989,0.0643167286729086,"rt","binomial","estimated",1,6
42,0.0212572747365665,-0.0104102824495898,0.0621297979752183,"rt","binomial","estimated",1,6
43,0.0206740268368074,-0.0115802816051571,0.0604091583366707,"rt","binomial","estimated",1,6
44,0.0200370040857351,-0.0109803095644153,0.0602257735687657,"rt","binomial","estimated",1,6
45,0.0196014261846399,-0.0114662261258827,0.0601645455725138,"rt","binomial","estimated",1,6
46,0.0189335704051701,-0.0124454908862815,0.0580361277346406,"rt","binomial","estimated",1,6
47,0.0186047241985646,-0.0119972217929067,0.0578892647641764,"rt","binomial","estimated",1,6
48,0.0183632108320308,-0.0111831790683815,0.0587307871736612,"rt","binomial","estimated",1,6
49,0.0179793609447346,-0.0119140672908276,0.060296531412744,"rt","binomial","estimated",1,6
50,0.0174107699417051,-0.0115742982348251,0.0591760636418112,"rt","binomial","estimated",1,6
51,0.0163079476386495,-0.0128429330502523,0.0549617245951674,"rt","binomial","estimated",1,6
52,0.0154346758211949,-0.0135075203031551,0.0545615060240893,"rt","binomial","estimated",1,6
53,0.0144427625400314,-0.015096799165403,0.0548519015164196,"rt","binomial","estimated",1,6
54,0.0132574612640312,-0.0166117093805411,0.0555244798253227,"rt","binomial","estimated",1,6
55,0.0121112675907411,-0.0173053575120842,0.0529146393844276,"rt","binomial","estimated",1,6
56,0.0109646047003943,-0.0184734483798795,0.0521297376174272,"rt","binomial","estimated",1,6
57,0.00934881498564449,-0.021333721999594,0.0504235092587179,"rt","binomial","estimated",1,6
58,0.00724574095841814,-0.0249149858039046,0.0452629694008283,"rt","binomial","estimated",1,6
59,0.00505782097725988,-0.0280308219698465,0.0413668275586921,"rt","binomial","estimated",1,6
60,0.00277306265756759,-0.0304447269761825,0.0381568724649553,"rt","binomial","estimated",1,6
61,0.000319718995671249,-0.0345852280266085,0.0333952067689055,"rt","binomial","estimated",1,6
62,-0.00211889271063947,-0.0396652410436555,0.0293016602558063,"rt","binomial","estimated",1,6
63,-0.00472409737026643,-0.0438776952009422,0.0262939092670628,"rt","binomial","estimated",1,6
64,-0.00711083374685775,-0.0489037288080625,0.0225061016372683,"rt","binomial","estimated",1,6
65,-0.00906512241806371,-0.0528164142410926,0.019979305265446,"rt","binomial","estimated",1,6
66,-0.0108675068985633,-0.0565504467513234,0.0179874067937477,"rt","binomial","estimated",1,6
67,-0.01217837900037,-0.0584608073544092,0.0157533307005146,"rt","binomial","estimated",1,6
68,-0.0131396938757999,-0.0583372812853135,0.0146879725720511,"rt","binomial","estimated",1,6
69,-0.013956881194136,-0.0610476870044996,0.0147340289293954,"rt","binomial","estimated",1,6
70,-0.0144949234682864,-0.0603666240069121,0.0137175385937798,"rt","binomial","estimated",1,6
71,-0.0146433252717273,-0.0588725024122782,0.0139003447571733,"rt","binomial","estimated",1,6
72,-0.0144403739293109,-0.0559004104243517,0.0147338076754026,"rt","binomial","estimated",1,6
73,-0.0141960861746986,-0.0540287523678726,0.0159458815603442,"rt","binomial","estimated",1,6
74,-0.0138182752444776,-0.0522282797446551,0.0169226514460059,"rt","binomial","estimated",1,6
75,-0.0133756396131647,-0.0501027780147798,0.0182952962099026,"rt","binomial","estimated",1,6
76,-0.0133075852039001,-0.0500336590155571,0.019809548177168,"rt","binomial","estimated",1,6
77,-0.013033594631701,-0.0478426205063692,0.0214196423955804,"rt","binomial","estimated",1,6
78,-0.0132244561728679,-0.0490033994881922,0.0215697157763034,"rt","binomial","estimated",1,6
79,-0.0135931605094337,-0.0497894661301438,0.0215310762287137,"rt","binomial","estimated",1,6
80,-0.0136863494378695,-0.0496492763345396,0.0216738394608793,"rt","binomial","estimated",1,6
81,-0.0136081135184376,-0.0493086316685089,0.0231493798700932,"rt","binomial","estimated",1,6
82,-0.0135301390326417,-0.0490566905952741,0.0233532074510398,"rt","binomial","estimated",1,6
83,-0.0134812260073245,-0.0487857468287793,0.0236404806104652,"rt","binomial","estimated",1,6
84,-0.0134332744497125,-0.049075812010481,0.0246310674788717,"rt","binomial","estimated",1,6
85,-0.0133849149570209,-0.0495769262913586,0.0258719798836498,"rt","binomial","estimated",1,6
86,-0.0134025049068983,-0.0502668500113027,0.0276322331139058,"rt","binomial","estimated",1,6
87,-0.0136832120822114,-0.0512453972395543,0.0279040376629067,"rt","binomial","estimated",1,6
88,-0.0141422241053207,-0.0531600563104437,0.0275465127264934,"rt","binomial","estimated",1,6
89,-0.0150127256105713,-0.0563633093443006,0.0258923105643869,"rt","binomial","estimated",1,6
90,-0.0160323301358018,-0.0593898726432424,0.0252989540657434,"rt","binomial","estimated",1,6
91,-0.0170149410933326,-0.0626193432225963,0.0246098073147013,"rt","binomial","estimated",1,6
92,-0.0180566461325775,-0.0672989547333516,0.0244548969892306,"rt","binomial","estimated",1,6
93,-0.0192592769880249,-0.0725961968776807,0.0241144833465533,"rt","binomial","estimated",1,6
94,-0.0202882457674748,-0.077680374151616,0.0248549964782275,"rt","binomial","estimated",1,6
95,-0.0210693536202337,-0.0819139025145405,0.0258515032550377,"rt","binomial","estimated",1,6
96,-0.021432822201827,-0.0866905767247807,0.0282190336852951,"rt","binomial","estimated",1,6
97,-0.0215444973333084,-0.089958913149355,0.0305735667339397,"rt","binomial","estimated",1,6
98,-0.0214058459626118,-0.0926591054006714,0.0339602645555722,"rt","binomial","estimated",1,6
99,-0.021232067082885,-0.0955288767359489,0.0376700928663655,"rt","binomial","estimated",1,6
100,-0.0211565273424716,-0.0986136749179106,0.0412238280150008,"rt","binomial","estimated",1,6
1,0.00943227177430967,0.00409052232556895,0.0186576654106308,"Pt","binomial","estimated",1,6
2,0.00940228445462181,0.00431717373851128,0.0175309182496632,"Pt","binomial","estimated",1,6
3,0.00939800862713941,0.00453819308517723,0.0166254948864414,"Pt","binomial","estimated",1,6
4,0.00947736800385419,0.00476923534523475,0.0160749040468064,"Pt","binomial","estimated",1,6
5,0.0095032672866443,0.00498188817178036,0.0155686528972982,"Pt","binomial","estimated",1,6
6,0.00948648489112273,0.00520030659505241,0.015263596457457,"Pt","binomial","estimated",1,6
7,0.00959280113212687,0.00543910906860167,0.0150905835091458,"Pt","binomial","estimated",1,6
8,0.00952246511687519,0.00559781690177172,0.0147250375111716,"Pt","binomial","estimated",1,6
9,0.0096094150089708,0.00583452561218044,0.0145715129002302,"Pt","binomial","estimated",1,6
10,0.00970001491360934,0.00600504652387277,0.0144744323251867,"Pt","binomial","estimated",1,6
11,0.00972988481501392,0.00613542170431714,0.0143157344640037,"Pt","binomial","estimated",1,6
12,0.00977236815690468,0.00627159169420195,0.014271440000145,"Pt","binomial","estimated",1,6
