"t","mean","lower","upper","variable","date"
1,0.0489016256694061,0.0432165996923805,0.0549399830749593,"Pt","2022-01-05"
2,0.047021517197318,0.0425096602534108,0.0516488850877977,"Pt","2022-01-06"
3,0.0452985890321612,0.0417675559798892,0.0490800818151804,"Pt","2022-01-07"
4,0.0437509491710899,0.0407793780308356,0.0471074831042504,"Pt","2022-01-08"
5,0.0423951226101148,0.0397234850648373,0.0456359910988024,"Pt","2022-01-09"
6,0.0412462931098303,0.0385273620463197,0.0444201619068704,"Pt","2022-01-10"
7,0.040310288123565,0.0375864587723932,0.0432756720178985,"Pt","2022-01-11"
8,0.0395581071663554,0.0368903381405182,0.0425452457100258,"Pt","2022-01-12"
9,0.0389556694188711,0.0363069628507421,0.0419293590137206,"Pt","2022-01-13"
10,0.0384714975809024,0.0357852557426214,0.0414549047548344,"Pt","2022-01-14"
11,0.0380757365152257,0.0353258470286678,0.0412552483263413,"Pt","2022-01-15"
12,0.0377450289834221,0.034997579966274,0.0409256062316566,"Pt","2022-01-16"
13,0.0374765733271192,0.0344995480665959,0.0407811700883822,"Pt","2022-01-17"
14,0.0372725759517354,0.0340952576727368,0.0408196968824528,"Pt","2022-01-18"
15,0.0371346732923114,0.0335698644229639,0.0410740827020161,"Pt","2022-01-19"
16,0.037064003553016,0.0328031369958142,0.0415592849447259,"Pt","2022-01-20"
17,0.0370598560359372,0.0322525637658682,0.0419802684215989,"Pt","2022-01-21"
18,0.0371132925137431,0.0318441064594783,0.0429578797645736,"Pt","2022-01-22"
19,0.0372124787183631,0.0313939852095207,0.0439362401575019,"Pt","2022-01-23"
20,0.0373438185424183,0.0309172071796686,0.0452618071085349,"Pt","2022-01-24"
21,0.0374918034403784,0.0303148910780219,0.046362679470388,"Pt","2022-01-25"
22,0.0376409807862241,0.030148163964732,0.0473335420565501,"Pt","2022-01-26"
23,0.0377803287741869,0.0298465358038128,0.0480766934591483,"Pt","2022-01-27"
24,0.0378993018393356,0.0296951187537418,0.0492479843039635,"Pt","2022-01-28"
25,0.0379860452534965,0.0294083090232823,0.0494445899974652,"Pt","2022-01-29"
26,0.0380276942894613,0.0294785967724528,0.0495027920233834,"Pt","2022-01-30"
27,0.0380117850438175,0.0297370325738558,0.0494088230031508,"Pt","2022-01-31"
28,0.037927789969369,0.0301185779128834,0.0490447608168041,"Pt","2022-02-01"
29,0.037765918739757,0.0301272200032524,0.0485146794899689,"Pt","2022-02-02"
30,0.0375160498758373,0.0303637068377782,0.0475072510215007,"Pt","2022-02-03"
31,0.0371677856609217,0.0304730361498105,0.0462029402456907,"Pt","2022-02-04"
32,0.0367146045655385,0.0307012396956546,0.0446594739293347,"Pt","2022-02-05"
