"X","t","mean","lower","upper","variable","date"
198,26,1.02071700096203,0.85141521479544,1.23822973001864,"Rt","2022-01-30"
199,27,1.01951181767635,0.857972071292952,1.21411613574798,"Rt","2022-01-31"
200,28,1.01564486436389,0.861156177874473,1.19455197948401,"Rt","2022-02-01"
201,29,1.00921154063932,0.874831607583139,1.17298348663789,"Rt","2022-02-02"
202,30,1.0003156275231,0.868643277422725,1.15873367367888,"Rt","2022-02-03"
203,31,0.989049854513036,0.86933858829898,1.14260347066539,"Rt","2022-02-04"
204,32,0.975571197043344,0.855631567295851,1.11890961287892,"Rt","2022-02-05"
205,33,0.960287174912132,0.837668691995146,1.11084374578172,"Rt","2022-02-06"
206,34,0.943597180908369,0.812010125944727,1.09792242025404,"Rt","2022-02-07"
207,35,0.925793546388811,0.792282328413343,1.09431314867966,"Rt","2022-02-08"
208,36,0.907068750762367,0.761836212483155,1.07969135321715,"Rt","2022-02-09"
209,37,0.887703651404515,0.7367827840776,1.0593796083862,"Rt","2022-02-10"
210,38,0.868527319608897,0.712390495554779,1.04237844120147,"Rt","2022-02-11"
211,39,0.850447332544944,0.694333259542024,1.02120271431953,"Rt","2022-02-12"
212,40,0.834273257272779,0.676815622206618,1.00206604596156,"Rt","2022-02-13"
213,41,0.820713013299638,0.667756822682404,0.982932668951962,"Rt","2022-02-14"
214,42,0.810343095797244,0.664619366204329,0.968579273386395,"Rt","2022-02-15"
215,43,0.803480713383288,0.668292865991026,0.948175172688758,"Rt","2022-02-16"
216,44,0.800356740901164,0.677562928505973,0.928458730371391,"Rt","2022-02-17"
217,45,0.801152196084173,0.687528414328878,0.91668693760646,"Rt","2022-02-18"
218,46,0.805993470386889,0.693909581685919,0.910914258330028,"Rt","2022-02-19"
219,47,0.814989581081698,0.709918456673433,0.916055659414902,"Rt","2022-02-20"
220,48,0.828314278833124,0.734408265022114,0.922363456501059,"Rt","2022-02-21"
221,49,0.846147168754655,0.758587748131122,0.934034494288922,"Rt","2022-02-22"
222,50,0.86863828459129,0.780829512541534,0.959440388468668,"Rt","2022-02-23"
223,51,0.89591624919781,0.802838087397929,0.992625831035584,"Rt","2022-02-24"
224,52,0.928064681241638,0.826915926887355,1.02945582911447,"Rt","2022-02-25"
225,53,0.96493879654274,0.85919537706882,1.07111920390791,"Rt","2022-02-26"
226,54,1.00634464953628,0.892686264656103,1.12079574432464,"Rt","2022-02-27"
227,55,1.05207033921486,0.937186677042242,1.17105896804469,"Rt","2022-02-28"
228,56,1.10186128069409,0.980222299192038,1.23242385395741,"Rt","2022-03-01"
229,57,1.15526918183211,1.03398291233001,1.29346874321837,"Rt","2022-03-02"
230,58,1.2111495549597,1.08450693111447,1.34879757740487,"Rt","2022-03-03"
231,59,1.26800129334595,1.13678889371156,1.41884426132903,"Rt","2022-03-04"
232,60,1.32408137969674,1.19422711449634,1.47019435911312,"Rt","2022-03-05"
233,61,1.37743744320713,1.24677416206603,1.52355157669555,"Rt","2022-03-06"
234,62,1.42622500975771,1.30219231119123,1.5771795028172,"Rt","2022-03-07"
235,63,1.46951434402402,1.34120065150906,1.61511098200669,"Rt","2022-03-08"
236,64,1.50679898270395,1.38205186074935,1.66103244260335,"Rt","2022-03-09"
237,65,1.53778329847704,1.40209339346896,1.69566037152427,"Rt","2022-03-10"
238,66,1.56237078890222,1.41815824271935,1.73199968833061,"Rt","2022-03-11"
239,67,1.58040058706537,1.4295788621108,1.75004804777951,"Rt","2022-03-12"
240,68,1.59083932378343,1.43200530347066,1.75584671173113,"Rt","2022-03-13"
241,69,1.59259537572973,1.43823159529697,1.75815670667134,"Rt","2022-03-14"
242,70,1.58478609620629,1.43175067127231,1.75516133133234,"Rt","2022-03-15"
243,71,1.56674073347993,1.41592021310174,1.73238173199228,"Rt","2022-03-16"
244,72,1.53859420974053,1.39531621619524,1.69183018717247,"Rt","2022-03-17"
245,73,1.50289507211866,1.37703421322824,1.63421762253068,"Rt","2022-03-18"
246,74,1.46254501531775,1.3455592139971,1.5876225502528,"Rt","2022-03-19"
247,75,1.42008207427038,1.31247510345093,1.53155446676053,"Rt","2022-03-20"
248,76,1.37767019255263,1.27872933634125,1.48108138518011,"Rt","2022-03-21"
249,77,1.33692533553013,1.24610637902891,1.43242215916563,"Rt","2022-03-22"
250,78,1.2983335802538,1.21190898701756,1.3865523319075,"Rt","2022-03-23"
251,79,1.26208597292128,1.17917177036538,1.35211667788945,"Rt","2022-03-24"
252,80,1.2283018687679,1.14309399626043,1.32094054351032,"Rt","2022-03-25"
253,81,1.19700612565933,1.11062753892748,1.28869321621447,"Rt","2022-03-26"
254,82,1.1681927533162,1.0828457130028,1.25882523745801,"Rt","2022-03-27"
255,83,1.14201846489711,1.05734173550698,1.23480373115389,"Rt","2022-03-28"
256,84,1.1185228133656,1.02755448634982,1.22060589925076,"Rt","2022-03-29"
257,85,1.09756270928568,0.993761011287993,1.21709762969077,"Rt","2022-03-30"
258,86,1.07888180022089,0.947167378492608,1.22313506974553,"Rt","2022-03-31"
259,1,165.264444444444,124,208.525,"nPos","2022-01-05"
260,2,304.742222222222,244,367,"nPos","2022-01-06"
261,3,357.857777777778,287,430.525,"nPos","2022-01-07"
262,4,220.015555555556,177.475,271,"nPos","2022-01-08"
263,5,138.443333333333,107,174.525,"nPos","2022-01-09"
264,6,679.858888888889,548.425,807.525,"nPos","2022-01-10"
265,7,443.637777777778,356.475,538,"nPos","2022-01-11"
266,8,348.333333333333,282.475,426.05,"nPos","2022-01-12"
267,9,296.666666666667,232.475,361.525,"nPos","2022-01-13"
268,10,245.477777777778,196,300.05,"nPos","2022-01-14"
269,11,133.493333333333,104,171,"nPos","2022-01-15"
270,12,66.8311111111111,48,88,"nPos","2022-01-16"
271,13,289.637777777778,229,359.525,"nPos","2022-01-17"
272,14,181.061111111111,144,224,"nPos","2022-01-18"
273,15,149.595555555556,114,191,"nPos","2022-01-19"
274,16,102.44,77,132,"nPos","2022-01-20"
275,17,25.4633333333333,15,37,"nPos","2022-01-21"
276,18,5.98444444444444,2,11,"nPos","2022-01-22"
277,19,0,0,0,"nPos","2022-01-23"
278,20,0.386666666666667,0,2,"nPos","2022-01-24"
279,21,0,0,0,"nPos","2022-01-25"
280,22,0,0,0,"nPos","2022-01-26"
281,23,0,0,0,"nPos","2022-01-27"
282,24,0,0,0,"nPos","2022-01-28"
283,25,0,0,0,"nPos","2022-01-29"
284,26,0,0,0,"nPos","2022-01-30"
285,27,0,0,0,"nPos","2022-01-31"
286,28,0,0,0,"nPos","2022-02-01"
287,29,0,0,0,"nPos","2022-02-02"
288,30,0,0,0,"nPos","2022-02-03"
289,31,0,0,0,"nPos","2022-02-04"
290,32,0,0,0,"nPos","2022-02-05"
291,33,0,0,0,"nPos","2022-02-06"
292,34,0,0,0,"nPos","2022-02-07"
293,35,78.5244444444444,55,103,"nPos","2022-02-08"
294,36,121.511111111111,90,153,"nPos","2022-02-09"
295,37,176.72,136,222.525,"nPos","2022-02-10"
296,38,193.773333333333,145,243,"nPos","2022-02-11"
297,39,150.121111111111,112.475,190,"nPos","2022-02-12"
298,40,83.8155555555556,60,113,"nPos","2022-02-13"
299,41,388.597777777778,296,483.525,"nPos","2022-02-14"
300,42,269.668888888889,211,335,"nPos","2022-02-15"
301,43,230.771111111111,175,288,"nPos","2022-02-16"
302,44,184.041111111111,140,233,"nPos","2022-02-17"
303,45,98.3044444444444,71,127.05,"nPos","2022-02-18"
304,46,75.7122222222222,52,101.525,"nPos","2022-02-19"
305,47,46.3644444444444,31,64.525,"nPos","2022-02-20"
306,48,159.67,118,206,"nPos","2022-02-21"
307,49,97.4655555555556,70,128.525,"nPos","2022-02-22"
308,50,80.2722222222222,56,107,"nPos","2022-02-23"
309,51,61.3988888888889,42,85,"nPos","2022-02-24"
310,52,60.0922222222222,40.475,80.525,"nPos","2022-02-25"
311,53,36.9766666666667,24,52.525,"nPos","2022-02-26"
312,54,24.2555555555556,14,35,"nPos","2022-02-27"
313,55,90.2,64.475,117,"nPos","2022-02-28"
314,56,44.1733333333333,28,60,"nPos","2022-03-01"
315,57,15.4777777777778,8,24,"nPos","2022-03-02"
316,58,5.83666666666667,2,11,"nPos","2022-03-03"
317,59,0,0,0,"nPos","2022-03-04"
318,60,0,0,0,"nPos","2022-03-05"
319,61,0,0,0,"nPos","2022-03-06"
320,62,0,0,0,"nPos","2022-03-07"
321,63,78.4811111111111,58,103,"nPos","2022-03-08"
322,64,167.984444444444,130,208,"nPos","2022-03-09"
323,65,251.761111111111,203,307,"nPos","2022-03-10"
324,66,273.11,219,330,"nPos","2022-03-11"
325,67,226.941111111111,184,274.525,"nPos","2022-03-12"
326,68,162.547777777778,128,200,"nPos","2022-03-13"
327,69,743.754444444445,633.475,869,"nPos","2022-03-14"
328,70,590.063333333333,493.9,700,"nPos","2022-03-15"
329,71,581.848888888889,489.475,682.05,"nPos","2022-03-16"
330,72,555.606666666667,467,647,"nPos","2022-03-17"
331,73,437.971111111111,368,513.525,"nPos","2022-03-18"
332,74,249.754444444444,208.475,296,"nPos","2022-03-19"
333,75,156.423333333333,129,189,"nPos","2022-03-20"
334,76,588.617777777778,503,687.525,"nPos","2022-03-21"
335,77,387.945555555556,323.95,454.05,"nPos","2022-03-22"
336,78,289.516666666667,243,339.525,"nPos","2022-03-23"
337,79,229.122222222222,191,273,"nPos","2022-03-24"
338,80,184.938888888889,151.475,222,"nPos","2022-03-25"
339,81,93.2844444444444,72,115.525,"nPos","2022-03-26"
340,82,51.3688888888889,37,66,"nPos","2022-03-27"
341,83,209.997777777778,174,250.525,"nPos","2022-03-28"
342,84,153.968888888889,122.475,187,"nPos","2022-03-29"
343,85,129.701111111111,102.475,162,"nPos","2022-03-30"
344,86,81.8066666666667,60.475,104.525,"nPos","2022-03-31"
