"X","variable","mean","median","sd","lower","upper","rhat","ess_bulk"
1,"lp__",-18170.8113333333,-18170.5,4.3306143547602,-18180.6,-18163.2,1.01086203014054,253.31839566143
2,"a_raw[1]",-4.66266381111111,-4.71304,1.1032048579986,-6.6170715,-2.38429475,1.00218702856027,306.445760218719
3,"a_raw[2]",-4.71967925555556,-4.761435,0.790430327483571,-6.15729275,-3.0096285,1.00259023962757,314.979606144261
4,"a_raw[3]",0.0115451249,0.0177489,0.994075784668701,-1.9307805,1.88887775,1.01064926230013,1419.03534774804
5,"a_raw[4]",0.0305133462111111,0.05164985,1.06250110737035,-2.02871825,1.95319025,1.00702293224127,863.410442521524
6,"a_raw[5]",0.0124756318566667,-0.0003371795,0.993154837861526,-1.89321775,1.9696865,1.0008800980493,828.295976259798
7,"a_raw[6]",0.06713461455,0.07849885,0.974766113873445,-1.859744,1.93560675,1.00312927566937,621.18228123839
8,"a_raw[7]",0.5152991258,0.5055375,0.936236327994756,-1.35356625,2.3623185,1.00192728828863,973.206837148688
9,"a_raw[8]",0.401275772493333,0.376663,0.832542483679073,-1.22936875,2.05954375,1.00007028691589,1290.40707902202
10,"a_raw[9]",0.371902381244444,0.3713405,0.835531171981727,-1.3461215,2.0196545,1.00365803846954,854.482310483183
11,"a_raw[10]",0.349477791455556,0.317047,0.82642308701774,-1.29113575,2.13001025,1.00047215571917,1063.77409062642
12,"a_raw[11]",0.0533678451544444,0.0716561,0.942735405128094,-1.75394825,1.81327375,1.00142246622689,1322.68908038588
13,"a_raw[12]",-0.301987437311111,-0.3246695,0.932334158593003,-2.14869875,1.61317825,1.00255288229268,1284.47169152846
14,"a_raw[13]",-0.633897141311111,-0.6418705,0.908621814304441,-2.49390275,1.05761075,1.00751169802874,787.969618091132
15,"a_raw[14]",-0.937768496744444,-0.9538925,0.819510003987061,-2.4646055,0.697433524999999,1.00128440318993,875.818993402314
16,"a_raw[15]",-1.03311413372222,-1.010155,0.835939509922936,-2.65662,0.533993574999999,1.00456793366187,996.114945140082
17,"a_raw[16]",0.419851764448889,0.4058185,0.763721729331403,-1.0989215,1.918623,1.00474432546299,768.970170036678
18,"a_raw[17]",0.637711761624444,0.6268405,0.828503531548542,-0.93654105,2.29135,1.00393313697943,936.132278085245
19,"a_raw[18]",0.423025412953333,0.426464,0.851187635010774,-1.21065575,2.03963025,1.00191492450042,994.622859426992
20,"a_raw[19]",0.112188474233333,0.09760205,0.853295765268029,-1.51922525,1.79351675,1.0006141423043,1073.98563233541
21,"a_raw[20]",-0.0585544539222222,-0.04896225,0.911293379937858,-1.8409825,1.6794525,1.00242144428394,954.027776271525
22,"a_raw[21]",-0.229990115247778,-0.2308665,0.828609778389188,-1.8492795,1.4221075,0.998477273889613,1573.59382349725
23,"a_raw[22]",0.207544821988889,0.1941605,0.819729450291349,-1.437142,1.80646175,1.00201254912366,1616.35966885079
24,"a_raw[23]",0.671993737855555,0.649617,0.768574687798861,-0.81516135,2.2061615,1.00299735511187,1048.65084473945
25,"a_raw[24]",0.704216168611111,0.672408,0.820862668940771,-0.892544475,2.37624,1.00003187587525,1218.00330875345
26,"a_raw[25]",0.356593087411111,0.3565975,0.958537180907635,-1.60011825,2.19650425,1.00386962580553,1219.3847288604
27,"a_raw[26]",-0.0235198721,-0.0450232,0.998261158848384,-1.858924,1.94988375,1.00049193986344,1948.46326429225
28,"a_raw[27]",-0.0117404989111111,0.001121955,1.08637940988993,-2.1230625,2.05599975,1.00464707054451,1882.45930511793
29,"a_raw[28]",0.00328845654444446,0.00969195,1.00088975097149,-1.82141325,1.99809125,1.00274203310732,1868.39614088446
30,"a_raw[29]",-0.00724176818000003,0.0125254,0.991184443689083,-1.9106035,1.8571545,0.999978085077294,1232.35710587788
31,"sigma",0.151693917,0.141502,0.0627176744812336,0.060366285,0.300042025,1.00343981539044,245.029803136149
32,"rho",9.75642082511111e-05,8.478245e-05,6.64603147364483e-05,7.4506205e-06,0.000264508425,1.0046291022799,426.841325250287
33,"a[1]",-4.66266381111111,-4.71304,1.1032048579986,-6.6170715,-2.38429475,1.00218702856027,306.445760218719
34,"a[2]",-4.71967925555556,-4.761435,0.790430327483571,-6.15729275,-3.0096285,1.00259023962757,314.979606144261
35,"a[3]",-4.77323394444444,-4.80638,0.521744953702916,-5.75093175,-3.6790255,1.00459008047571,391.405418213515
36,"a[4]",-4.82571134444444,-4.83516,0.294997672844035,-5.36343375,-4.21179675,1.00337448603935,564.477922834522
37,"a[5]",-4.87663355555556,-4.87996,0.137855199342595,-5.14293325,-4.600033,1.00166308746463,949.900176426336
38,"a[6]",-4.92061754444444,-4.92266,0.0747317300523072,-5.07449925,-4.77475725,1.00180537694833,954.345470985874
39,"a[7]",-4.88363214444444,-4.88021,0.0749407013005219,-5.03822875,-4.74348075,0.99998011487392,1189.93213925221
40,"a[8]",-4.79478216666667,-4.797285,0.0796052262600537,-4.94425175,-4.63684325,1.00310235940462,966.479303583877
41,"a[9]",-4.66074643333333,-4.65538,0.11932790726632,-4.909461,-4.4389035,1.00732089110287,973.136491637994
42,"a[10]",-4.47672524444444,-4.473495,0.171712355528681,-4.8211745,-4.1255235,1.00264142037668,853.370831924768
43,"a[11]",-4.28116303333333,-4.282285,0.186360829686989,-4.66881925,-3.91804575,1.00210646958075,986.579686850138
44,"a[12]",-4.12455216666667,-4.127345,0.158301058483834,-4.430009,-3.81521775,1.00486940932336,937.263255153119
45,"a[13]",-4.04822035555556,-4.047845,0.0950962373928672,-4.22759875,-3.86271225,1.00426137884205,795.106680102079
46,"a[14]",-4.10061766666667,-4.10041,0.0633647097342898,-4.226935,-3.96782525,1.00370286191433,579.491952478151
47,"a[15]",-4.30526026666667,-4.30429,0.0591498159522185,-4.4247885,-4.19935775,1.00180765417726,730.674387650706
48,"a[16]",-4.43793906666667,-4.43682,0.0759904333436179,-4.5827535,-4.292788,1.0035606501377,613.280213685124
49,"a[17]",-4.47584717777778,-4.473415,0.128240506685188,-4.72357925,-4.2214725,0.999917785910544,1341.36406978494
50,"a[18]",-4.46043584444444,-4.46793,0.161758326390586,-4.77991775,-4.13722775,1.00050119440546,1212.17624581128
51,"a[19]",-4.43219036666667,-4.44097,0.151388107440789,-4.70189325,-4.11366975,1.00237049708882,1076.87889492459
52,"a[20]",-4.42152602222222,-4.430005,0.100230571964601,-4.58854575,-4.210537,0.998526485963939,927.52263341704
53,"a[21]",-4.4522446,-4.45304,0.0603402285298866,-4.57650575,-4.336779,1.00124620302249,1017.6201162903
54,"a[22]",-4.45115515555556,-4.44664,0.0646212615331342,-4.59562125,-4.32993475,0.999595838701104,883.993831759407
55,"a[23]",-4.35237221111111,-4.35231,0.0672147231499171,-4.49624525,-4.2269495,0.999062234127221,854.782917877568
56,"a[24]",-4.15299366666667,-4.15457,0.0805508013636966,-4.309584,-3.9969775,1.00394142020279,880.090505677017
57,"a[25]",-3.89591837777778,-3.90238,0.185395526839852,-4.24170525,-3.51639075,1.00030580745937,1016.28708300347
58,"a[26]",-3.6436196,-3.67862,0.384918059582164,-4.32452475,-2.80147325,0.999134609318969,1182.56957897726
59,"a[27]",-3.38852834911111,-3.458715,0.645545097090175,-4.5318135,-1.94198925,0.999479127105035,1391.66727610493
60,"a[28]",-3.12994171133333,-3.21946,0.924661798207889,-4.74622125,-1.216812,0.999603903347062,1543.95408887914
61,"a[29]",-2.87147546193333,-2.97105,1.24760375433657,-5.01611475,-0.16048715,0.999679869920288,1512.73525094835
62,"Y_hat[1]",-4.87547692222222,-4.873195,0.138299981751936,-5.13768,-4.58744975,1.00128948619329,823.906636338706
63,"Y_hat[2]",-4.8848204,-4.88021,0.11567679685989,-5.113662,-4.65336825,1.00081881498693,906.844863848814
64,"Y_hat[3]",-4.8932701,-4.889015,0.0965940111536813,-5.08901675,-4.70935375,1.00016150400547,1016.85518599103
65,"Y_hat[4]",-4.90021573333333,-4.89752,0.0816521490488108,-5.065792,-4.74326625,1.00032485156636,1054.41852253387
66,"Y_hat[5]",-4.90504731111111,-4.906365,0.0711719479325746,-5.05230875,-4.7608825,1.00022215973251,1003.47199575216
67,"Y_hat[6]",-4.90715402222222,-4.90904,0.0645955056554112,-5.03677675,-4.7780725,1.00089358602459,950.055893162356
68,"Y_hat[7]",-4.9060896,-4.909025,0.0607230908250757,-5.02294175,-4.78279575,1.00165451526291,926.815280199586
69,"Y_hat[8]",-4.90197275555556,-4.90325,0.0589630061937675,-5.01601025,-4.785814,1.00210477719478,941.265502585416
70,"Y_hat[9]",-4.89504335555556,-4.894505,0.0589779498761831,-5.01463275,-4.78280125,1.00433864169662,987.275912647294
71,"Y_hat[10]",-4.88554112222222,-4.885405,0.0600745210610887,-5.0050585,-4.77165525,1.00341891784262,1049.91547992415
72,"Y_hat[11]",-4.87370657777778,-4.87305,0.0612360447034485,-4.9957475,-4.754711,1.00106580893053,1104.76359656813
73,"Y_hat[12]",-4.859738,-4.858485,0.0618768813158785,-4.98313775,-4.73681475,1.00083878779307,1090.57283291706
74,"Y_hat[13]",-4.84371342222222,-4.84122,0.0625992197286319,-4.9683095,-4.71992225,1.00070822765049,1056.38445776244
75,"Y_hat[14]",-4.82568791111111,-4.8245,0.0641465300489626,-4.95400125,-4.70362325,1.0007848396896,1021.40977469143
76,"Y_hat[15]",-4.80571616666667,-4.805785,0.0668385142835296,-4.9361705,-4.67710325,1.00150947963962,988.320983833347
77,"Y_hat[16]",-4.78385355555556,-4.78251,0.0706172159447603,-4.9238375,-4.64707,1.00223312524331,975.496645915295
78,"Y_hat[17]",-4.76013106666667,-4.758395,0.0756315475149499,-4.90613,-4.61588925,1.00346905760577,981.439714410851
79,"Y_hat[18]",-4.73451906666667,-4.732705,0.0824429283352935,-4.89839375,-4.57209025,1.00498017897791,999.919345615528
80,"Y_hat[19]",-4.70697773333333,-4.70523,0.0910941159615752,-4.88770825,-4.52871075,1.00610367715037,974.091880775193
81,"Y_hat[20]",-4.67746756666667,-4.676305,0.100989894400612,-4.88389275,-4.48464025,1.00672260096265,952.580442532998
82,"Y_hat[21]",-4.64594966666667,-4.64629,0.111287144042033,-4.87382725,-4.44073025,1.00629145744226,931.22044501083
83,"Y_hat[22]",-4.61248557777778,-4.610915,0.121507439744389,-4.859741,-4.3799745,1.00607946189865,821.152570499499
84,"Y_hat[23]",-4.06913034444444,-4.06833,0.0826154495862444,-4.22101125,-3.9076955,1.00126955504692,746.082552563786
